time	I(Rl)
6.800632424469778e-01	1.443049e+00
6.810398039704153e-01	1.433418e+00
6.820163654938528e-01	1.423146e+00
6.829929270172903e-01	1.412426e+00
6.839694885407278e-01	1.401441e+00
6.849460500641653e-01	1.390334e+00
6.859226115876028e-01	1.379210e+00
6.868355142064791e-01	1.368862e+00
6.878120757299166e-01	1.357888e+00
6.887886372533542e-01	1.347037e+00
6.897651987767917e-01	1.336327e+00
6.907417603002292e-01	1.325767e+00
6.917183218236667e-01	1.315360e+00
6.926948833471042e-01	1.305107e+00
6.936714448705417e-01	1.295008e+00
6.946480063939792e-01	1.285060e+00
6.956245679174167e-01	1.275262e+00
6.966011294408542e-01	1.265611e+00
6.975776909642917e-01	1.256103e+00
6.985542524877292e-01	1.246737e+00
6.995308140111667e-01	1.237509e+00
7.005073755346042e-01	1.228415e+00
7.014839370580417e-01	1.219455e+00
7.034370601049167e-01	1.201919e+00
7.063667446752292e-01	1.176540e+00
7.099939731908542e-01	1.146797e+00
7.136212017064792e-01	1.118300e+00
7.172484302221043e-01	1.091050e+00
7.208756587377292e-01	1.065045e+00
7.245028872533542e-01	1.040287e+00
7.281301157689792e-01	1.016775e+00
7.317573442846043e-01	9.945089e-01
7.365006431127292e-01	9.668276e-01
7.412439419408543e-01	9.404027e-01
7.459872407689793e-01	9.152342e-01
7.507305395971043e-01	8.913222e-01
7.554738384252293e-01	8.686667e-01
7.602171372533544e-01	8.472675e-01
7.649604360814793e-01	8.271248e-01
7.678901206517919e-01	8.150543e-01
7.708198052221044e-01	8.032980e-01
7.737494897924169e-01	7.918559e-01
7.766791743627294e-01	7.807280e-01
7.796088589330419e-01	7.699144e-01
7.825385435033544e-01	7.594150e-01
7.854682280736669e-01	7.492299e-01
7.864447895971044e-01	7.458848e-01
7.874213511205419e-01	7.425695e-01
7.893744741674169e-01	7.360265e-01
7.923041587377294e-01	7.264253e-01
7.971869663549169e-01	7.110548e-01
8.020697739721044e-01	6.962392e-01
8.069525815892920e-01	6.819785e-01
8.118353892064795e-01	6.682728e-01
8.167181968236670e-01	6.551220e-01
8.216010044408545e-01	6.425262e-01
8.264838120580420e-01	6.304853e-01
8.317851460424170e-01	6.178933e-01
8.370864800267920e-01	6.057432e-01
8.423878140111670e-01	5.940350e-01
8.476891479955421e-01	5.827689e-01
8.529904819799171e-01	5.719447e-01
8.582918159642920e-01	5.615624e-01
8.635931499486671e-01	5.516222e-01
8.668018520971046e-01	5.457634e-01
8.700105542455421e-01	5.400358e-01
8.732192563939796e-01	5.344395e-01
8.764279585424172e-01	5.289743e-01
8.796366606908547e-01	5.236403e-01
8.828453628392922e-01	5.184375e-01
8.860540649877297e-01	5.133659e-01
8.903788374486672e-01	5.067257e-01
8.947036099096046e-01	5.003160e-01
8.990283823705422e-01	4.941368e-01
9.033531548314797e-01	4.881881e-01
9.076779272924173e-01	4.824699e-01
9.120026997533547e-01	4.769822e-01
9.163274722142922e-01	4.717250e-01
9.235819292455423e-01	4.635000e-01
9.308363862767922e-01	4.558480e-01
9.380908433080423e-01	4.487692e-01
9.453453003392923e-01	4.422634e-01
9.525997573705424e-01	4.363308e-01
9.598542144017923e-01	4.309712e-01
9.671086714330424e-01	4.261848e-01
9.778508481908549e-01	4.197556e-01
9.788274097142924e-01	4.192141e-01
9.816175854955423e-01	4.177082e-01
9.844077612767924e-01	4.162505e-01
9.871979370580424e-01	4.148408e-01
9.899881128392924e-01	4.134791e-01
9.927782886205424e-01	4.121655e-01
9.955684644017925e-01	4.109000e-01
9.983586401830424e-01	4.096825e-01
9.993352017064799e-01	4.092644e-01
9.999990000000000e-01	4.089062e-01
