Freq.	Vn001)
7.90800000000000e+05	5.57062438902950e+01	-1.03000881663099e+02
8.00810000000000e+05	5.55739287858435e+01	-1.03554554063886e+02
8.10820000000000e+05	5.54423789610177e+01	-1.04100230435773e+02
8.20830000000000e+05	5.53115872261899e+01	-1.04638082329668e+02
8.30840000000000e+05	5.51815464345254e+01	-1.05168275727381e+02
8.40850000000000e+05	5.50522494892455e+01	-1.05690971290683e+02
8.50860000000000e+05	5.49236893498684e+01	-1.06206324596413e+02
8.60870000000000e+05	5.47958590375045e+01	-1.06714486361963e+02
8.70880000000000e+05	5.46687516393419e+01	-1.07215602656951e+02
8.80890000000000e+05	5.45423603123933e+01	-1.07709815103404e+02
8.90900000000000e+05	5.44166782865771e+01	-1.08197261067905e+02
9.00910000000000e+05	5.42916988672345e+01	-1.08678073841127e+02
9.10920000000000e+05	5.41674154371233e+01	-1.09152382809455e+02
9.20930000000000e+05	5.40438214579499e+01	-1.09620313617962e+02
9.30940000000000e+05	5.39209104715152e+01	-1.10081988323628e+02
9.40950000000000e+05	5.37986761004928e+01	-1.10537525542205e+02
9.50960000000000e+05	5.36771120489012e+01	-1.10987040586729e+02
9.60970000000000e+05	5.35562121022917e+01	-1.11430645599779e+02
9.70980000000000e+05	5.34359701277281e+01	-1.11868449677526e+02
9.80990000000000e+05	5.33163800735115e+01	-1.12300558990049e+02
9.91000000000000e+05	5.31974359687756e+01	-1.12727076892974e+02
1.00101000000000e+06	5.30791319228952e+01	-1.13148104035144e+02
1.01102000000000e+06	5.29614621247679e+01	-1.13563738460964e+02
1.02103000000000e+06	5.28444208419785e+01	-1.13974075707754e+02
1.03104000000000e+06	5.27280024198941e+01	-1.14379208896925e+02
1.04105000000000e+06	5.26122012806451e+01	-1.14779228822891e+02
1.05106000000000e+06	5.24970119220442e+01	-1.15174224036940e+02
1.06107000000000e+06	5.23824289164984e+01	-1.15564280925621e+02
1.07108000000000e+06	5.22684469097992e+01	-1.15949483788414e+02
1.08109000000000e+06	5.21550606199517e+01	-1.16329914908932e+02
1.09110000000000e+06	5.20422648359229e+01	-1.16705654625228e+02
1.10111000000000e+06	5.19300544164525e+01	-1.17076781393468e+02
1.11112000000000e+06	5.18184242887226e+01	-1.17443371853998e+02
1.12113000000000e+06	5.17073694471855e+01	-1.17805500888141e+02
1.13114000000000e+06	5.15968849522277e+01	-1.18163241678647e+02
1.14115000000000e+06	5.14869659289856e+01	-1.18516665761871e+02
1.15116000000000e+06	5.13776075660537e+01	-1.18865843082132e+02
1.16117000000000e+06	5.12688051142884e+01	-1.19210842040571e+02
1.17118000000000e+06	5.11605538855511e+01	-1.19551729544567e+02
1.18119000000000e+06	5.10528492515501e+01	-1.19888571052056e+02
1.19120000000000e+06	5.09456866426143e+01	-1.20221430617299e+02
1.20121000000000e+06	5.08390615465934e+01	-1.20550370930773e+02
1.21122000000000e+06	5.07329695076312e+01	-1.20875453362654e+02
1.22123000000000e+06	5.06274061251270e+01	-1.21196737998860e+02
1.23124000000000e+06	5.05223670526106e+01	-1.21514283679429e+02
1.24125000000000e+06	5.04178479966508e+01	-1.21828148034775e+02
1.25126000000000e+06	5.03138447158396e+01	-1.22138387519137e+02
1.26127000000000e+06	5.02103530197718e+01	-1.22445057443582e+02
1.27128000000000e+06	5.01073687680246e+01	-1.22748212008381e+02
1.28129000000000e+06	5.00048878692002e+01	-1.23047904333108e+02
1.29130000000000e+06	4.99029062799856e+01	-1.23344186485741e+02
1.30131000000000e+06	4.98014200042305e+01	-1.23637109511071e+02
1.31132000000000e+06	4.97004250920276e+01	-1.23926723458299e+02
1.32133000000000e+06	4.95999176388791e+01	-1.24213077406325e+02
1.33134000000000e+06	4.94998937847998e+01	-1.24496219490210e+02
1.34135000000000e+06	4.94003497135467e+01	-1.24776196923990e+02
1.35136000000000e+06	4.93012816517589e+01	-1.25053056025759e+02
1.36137000000000e+06	4.92026858682155e+01	-1.25326842239231e+02
1.37138000000000e+06	4.91045586730642e+01	-1.25597600155944e+02
1.38139000000000e+06	4.90068964170904e+01	-1.25865373536280e+02
1.39140000000000e+06	4.89096954909913e+01	-1.26130205330077e+02
1.40141000000000e+06	4.88129523246811e+01	-1.26392137696248e+02
1.41142000000000e+06	4.87166633866143e+01	-1.26651212021921e+02
1.42143000000000e+06	4.86208251831356e+01	-1.26907468940675e+02
1.43144000000000e+06	4.85254342578338e+01	-1.27160948350543e+02
1.44145000000000e+06	4.84304871909300e+01	-1.27411689431143e+02
1.45146000000000e+06	4.83359805986548e+01	-1.27659730660751e+02
1.46147000000000e+06	4.82419111326801e+01	-1.27905109832089e+02
1.47148000000000e+06	4.81482754795275e+01	-1.28147864068543e+02
1.48149000000000e+06	4.80550703600471e+01	-1.28388029838615e+02
1.49150000000000e+06	4.79622925288439e+01	-1.28625642971471e+02
1.50151000000000e+06	4.78699387737676e+01	-1.28860738670769e+02
1.51152000000000e+06	4.77780059154083e+01	-1.29093351528628e+02
1.52153000000000e+06	4.76864908065773e+01	-1.29323515539422e+02
1.53154000000000e+06	4.75953903318455e+01	-1.29551264112478e+02
1.54155000000000e+06	4.75047014070618e+01	-1.29776630084913e+02
1.55156000000000e+06	4.74144209788880e+01	-1.29999645734238e+02
1.56157000000000e+06	4.73245460243788e+01	-1.30220342789672e+02
1.57158000000000e+06	4.72350735504953e+01	-1.30438752444924e+02
1.58159000000000e+06	4.71460005937353e+01	-1.30654905368358e+02
1.59160000000000e+06	4.70573242196918e+01	-1.30868831714614e+02
1.60161000000000e+06	4.69690415226342e+01	-1.31080561135642e+02
1.61162000000000e+06	4.68811496251495e+01	-1.31290122790386e+02
1.62163000000000e+06	4.67936456777207e+01	-1.31497545355705e+02
1.63164000000000e+06	4.67065268583853e+01	-1.31702857035620e+02
1.64165000000000e+06	4.66197903723386e+01	-1.31906085571424e+02
1.65166000000000e+06	4.65334334516043e+01	-1.32107258250705e+02
1.66167000000000e+06	4.64474533546454e+01	-1.32306401916996e+02
1.67168000000000e+06	4.63618473660650e+01	-1.32503542978013e+02
1.68169000000000e+06	4.62766127962354e+01	-1.32698707414999e+02
1.69170000000000e+06	4.61917469809896e+01	-1.32891920790778e+02
1.70171000000000e+06	4.61072472812978e+01	-1.33083208258102e+02
1.71172000000000e+06	4.60231110829588e+01	-1.33272594567575e+02
1.72173000000000e+06	4.59393357962600e+01	-1.33460104076208e+02
1.73174000000000e+06	4.58559188557385e+01	-1.33645760753733e+02
1.74175000000000e+06	4.57728577198163e+01	-1.33829588191556e+02
1.75176000000000e+06	4.56901498705612e+01	-1.34011609609123e+02
1.76177000000000e+06	4.56077928133807e+01	-1.34191847861279e+02
1.77178000000000e+06	4.55257840767534e+01	-1.34370325445254e+02
1.78179000000000e+06	4.54441212119390e+01	-1.34547064507689e+02
1.79180000000000e+06	4.53628017927383e+01	-1.34722086850767e+02
1.80181000000000e+06	4.52818234152138e+01	-1.34895413938944e+02
1.81182000000000e+06	4.52011836974273e+01	-1.35067066905479e+02
1.82183000000000e+06	4.51208802791847e+01	-1.35237066558592e+02
1.83184000000000e+06	4.50409108218171e+01	-1.35405433386914e+02
1.84185000000000e+06	4.49612730078973e+01	-1.35572187566199e+02
1.85186000000000e+06	4.48819645410158e+01	-1.35737348964694e+02
1.86187000000000e+06	4.48029831455570e+01	-1.35900937148701e+02
1.87188000000000e+06	4.47243265664378e+01	-1.36062971388482e+02
1.88189000000000e+06	4.46459925689103e+01	-1.36223470663169e+02
1.89190000000000e+06	4.45679789383121e+01	-1.36382453666515e+02
1.90191000000000e+06	4.44902834798539e+01	-1.36539938811771e+02
1.91192000000000e+06	4.44129040184155e+01	-1.36695944236652e+02
1.92193000000000e+06	4.43358383982977e+01	-1.36850487808802e+02
1.93194000000000e+06	4.42590844830509e+01	-1.37003587129908e+02
1.94195000000000e+06	4.41826401552302e+01	-1.37155259541164e+02
1.95196000000000e+06	4.41065033162126e+01	-1.37305522127374e+02
1.96197000000000e+06	4.40306718859982e+01	-1.37454391721593e+02
1.97198000000000e+06	4.39551438029962e+01	-1.37601884909758e+02
1.98199000000000e+06	4.38799170238356e+01	-1.37748018034856e+02
1.99200000000000e+06	4.38049895231685e+01	-1.37892807201371e+02
2.00201000000000e+06	4.37303592934855e+01	-1.38036268279232e+02
2.01202000000000e+06	4.36560243449203e+01	-1.38178416908085e+02
2.02203000000000e+06	4.35819827050746e+01	-1.38319268501091e+02
2.03204000000000e+06	4.35082324188212e+01	-1.38458838249062e+02
2.04205000000000e+06	4.34347715481310e+01	-1.38597141124239e+02
2.05206000000000e+06	4.33615981719003e+01	-1.38734191883882e+02
2.06207000000000e+06	4.32887103857673e+01	-1.38870005074080e+02
2.07208000000000e+06	4.32161063019350e+01	-1.39004595033545e+02
2.08209000000000e+06	4.31437840490053e+01	-1.39137975896857e+02
2.09210000000000e+06	4.30717417718178e+01	-1.39270161598000e+02
2.10211000000000e+06	4.29999776312722e+01	-1.39401165873781e+02
2.11212000000000e+06	4.29284898041538e+01	-1.39531002267410e+02
2.12213000000000e+06	4.28572764829987e+01	-1.39659684131284e+02
2.13214000000000e+06	4.27863358759092e+01	-1.39787224630544e+02
2.14215000000000e+06	4.27156662064025e+01	-1.39913636746115e+02
2.15216000000000e+06	4.26452657132575e+01	-1.40038933277704e+02
2.16217000000000e+06	4.25751326503479e+01	-1.40163126847046e+02
2.17218000000000e+06	4.25052652865106e+01	-1.40286229900490e+02
2.18219000000000e+06	4.24356619053725e+01	-1.40408254712242e+02
2.19220000000000e+06	4.23663208052109e+01	-1.40529213387008e+02
2.20221000000000e+06	4.22972402988000e+01	-1.40649117863012e+02
2.21222000000000e+06	4.22284187132738e+01	-1.40767979914434e+02
2.22223000000000e+06	4.21598543899838e+01	-1.40885811154169e+02
2.23224000000000e+06	4.20915456843421e+01	-1.41002623036572e+02
2.24225000000000e+06	4.20234909656791e+01	-1.41118426860217e+02
2.25226000000000e+06	4.19556886171397e+01	-1.41233233769743e+02
2.26227000000000e+06	4.18881370354835e+01	-1.41347054759386e+02
2.27228000000000e+06	4.18208346310178e+01	-1.41459900674246e+02
2.28229000000000e+06	4.17537798274040e+01	-1.41571782213662e+02
2.29230000000000e+06	4.16869710615611e+01	-1.41682709933071e+02
2.30231000000000e+06	4.16204067835208e+01	-1.41792694246344e+02
2.31232000000000e+06	4.15540854562998e+01	-1.41901745428100e+02
2.32233000000000e+06	4.14880055557675e+01	-1.42009873616041e+02
2.33234000000000e+06	4.14221655705201e+01	-1.42117088812954e+02
2.34235000000000e+06	4.13565640017573e+01	-1.42223400888977e+02
2.35236000000000e+06	4.12911993631560e+01	-1.42328819583611e+02
2.36237000000000e+06	4.12260701807500e+01	-1.42433354507793e+02
2.37238000000000e+06	4.11611749928036e+01	-1.42537015145954e+02
2.38239000000000e+06	4.10965123496980e+01	-1.42639810857903e+02
2.39240000000000e+06	4.10320808137930e+01	-1.42741750881132e+02
2.40241000000000e+06	4.09678789593396e+01	-1.42842844332205e+02
2.41242000000000e+06	4.09039053723369e+01	-1.42943100209019e+02
2.42243000000000e+06	4.08401586504335e+01	-1.43042527392470e+02
2.43244000000000e+06	4.07766374028045e+01	-1.43141134648339e+02
2.44245000000000e+06	4.07133402500431e+01	-1.43238930629062e+02
2.45246000000000e+06	4.06502658240396e+01	-1.43335923875602e+02
2.46247000000000e+06	4.05874127678963e+01	-1.43432122818712e+02
2.47248000000000e+06	4.05247797357766e+01	-1.43527535781368e+02
2.48249000000000e+06	4.04623653928381e+01	-1.43622170979735e+02
2.49250000000000e+06	4.04001684151083e+01	-1.43716036525057e+02
2.50251000000000e+06	4.03381874893711e+01	-1.43809140425401e+02
2.51252000000000e+06	4.02764213130759e+01	-1.43901490587017e+02
2.52253000000000e+06	4.02148685942304e+01	-1.43993094815934e+02
2.53254000000000e+06	4.01535280512899e+01	-1.44083960819538e+02
2.54255000000000e+06	4.00923984130634e+01	-1.44174096208079e+02
2.55256000000000e+06	4.00314784186181e+01	-1.44263508495940e+02
2.56257000000000e+06	3.99707668171715e+01	-1.44352205103300e+02
2.57258000000000e+06	3.99102623679973e+01	-1.44440193357400e+02
2.58259000000000e+06	3.98499638403239e+01	-1.44527480494082e+02
2.59260000000000e+06	3.97898700132485e+01	-1.44614073658949e+02
2.60261000000000e+06	3.97299796756327e+01	-1.44699979908855e+02
2.61262000000000e+06	3.96702916260101e+01	-1.44785206213181e+02
2.62263000000000e+06	3.96108046724935e+01	-1.44869759455199e+02
2.63264000000000e+06	3.95515176326897e+01	-1.44953646433159e+02
2.64265000000000e+06	3.94924293335962e+01	-1.45036873861769e+02
2.65266000000000e+06	3.94335386115228e+01	-1.45119448373233e+02
2.66267000000000e+06	3.93748443119978e+01	-1.45201376518560e+02
2.67268000000000e+06	3.93163452896777e+01	-1.45282664768677e+02
2.68269000000000e+06	3.92580404082538e+01	-1.45363319515882e+02
2.69270000000000e+06	3.91999285403939e+01	-1.45443347074399e+02
2.70271000000000e+06	3.91420085676159e+01	-1.45522753682198e+02
2.71272000000000e+06	3.90842793802324e+01	-1.45601545501620e+02
2.72273000000000e+06	3.90267398772637e+01	-1.45679728620599e+02
2.73274000000000e+06	3.89693889663442e+01	-1.45757309053838e+02
2.74275000000000e+06	3.89122255636489e+01	-1.45834292743706e+02
2.75276000000000e+06	3.88552485938071e+01	-1.45910685561489e+02
2.76277000000000e+06	3.87984569898274e+01	-1.45986493308149e+02
2.77278000000000e+06	3.87418496930179e+01	-1.46061721715470e+02
2.78279000000000e+06	3.86854256529042e+01	-1.46136376447065e+02
2.79280000000000e+06	3.86291838271545e+01	-1.46210463099249e+02
2.80281000000000e+06	3.85731231814940e+01	-1.46283987202232e+02
2.81282000000000e+06	3.85172426896474e+01	-1.46356954220652e+02
2.82283000000000e+06	3.84615413332475e+01	-1.46429369554855e+02
2.83284000000000e+06	3.84060181017693e+01	-1.46501238541593e+02
2.84285000000000e+06	3.83506719924516e+01	-1.46572566455030e+02
2.85286000000000e+06	3.82955020102166e+01	-1.46643358507722e+02
2.86287000000000e+06	3.82405071676255e+01	-1.46713619851074e+02
2.87288000000000e+06	3.81856864847672e+01	-1.46783355576759e+02
2.88289000000000e+06	3.81310389892280e+01	-1.46852570716938e+02
2.89290000000000e+06	3.80765637159876e+01	-1.46921270245693e+02
2.90291000000000e+06	3.80222597073748e+01	-1.46989459079373e+02
2.91292000000000e+06	3.79681260129812e+01	-1.47057142077650e+02
2.92293000000000e+06	3.79141616896080e+01	-1.47124324044125e+02
2.93294000000000e+06	3.78603658011915e+01	-1.47191009727218e+02
2.94295000000000e+06	3.78067374187261e+01	-1.47257203821080e+02
2.95296000000000e+06	3.77532756202328e+01	-1.47322910965755e+02
2.96297000000000e+06	3.76999794906473e+01	-1.47388135748747e+02
2.97298000000000e+06	3.76468481217946e+01	-1.47452882705043e+02
2.98299000000000e+06	3.75938806123099e+01	-1.47517156318172e+02
2.99300000000000e+06	3.75410760675705e+01	-1.47580961020809e+02
3.00301000000000e+06	3.74884335996411e+01	-1.47644301195571e+02
3.01302000000000e+06	3.74359523272178e+01	-1.47707181175435e+02
3.02303000000000e+06	3.73836313755502e+01	-1.47769605244723e+02
3.03304000000000e+06	3.73314698763972e+01	-1.47831577639554e+02
3.04305000000000e+06	3.72794669679548e+01	-1.47893102548579e+02
3.05306000000000e+06	3.72276217948088e+01	-1.47954184113567e+02
3.06307000000000e+06	3.71759335078740e+01	-1.48014826429937e+02
3.07308000000000e+06	3.71244012643184e+01	-1.48075033547746e+02
3.08309000000000e+06	3.70730242275350e+01	-1.48134809471805e+02
3.09310000000000e+06	3.70218015670621e+01	-1.48194158162638e+02
3.10311000000000e+06	3.69707324585384e+01	-1.48253083536910e+02
3.11312000000000e+06	3.69198160836491e+01	-1.48311589467954e+02
3.12313000000000e+06	3.68690516300526e+01	-1.48369679786636e+02
3.13314000000000e+06	3.68184382913560e+01	-1.48427358281520e+02
3.14315000000000e+06	3.67679752670366e+01	-1.48484628699666e+02
3.15316000000000e+06	3.67176617624001e+01	-1.48541494747106e+02
3.16317000000000e+06	3.66674969885190e+01	-1.48597960089471e+02
3.17318000000000e+06	3.66174801621981e+01	-1.48654028352328e+02
3.18319000000000e+06	3.65676105059013e+01	-1.48709703121889e+02
3.19320000000000e+06	3.65178872477131e+01	-1.48764987945435e+02
3.20321000000000e+06	3.64683096212878e+01	-1.48819886331781e+02
3.21322000000000e+06	3.64188768657969e+01	-1.48874401751872e+02
3.22323000000000e+06	3.63695882258783e+01	-1.48928537639219e+02
3.23324000000000e+06	3.63204429515846e+01	-1.48982297390413e+02
3.24325000000000e+06	3.62714402983447e+01	-1.49035684365540e+02
3.25326000000000e+06	3.62225795269107e+01	-1.49088701888650e+02
3.26327000000000e+06	3.61738599033028e+01	-1.49141353248316e+02
3.27328000000000e+06	3.61252806987776e+01	-1.49193641697902e+02
3.28329000000000e+06	3.60768411897664e+01	-1.49245570456290e+02
3.29330000000000e+06	3.60285406578344e+01	-1.49297142708112e+02
3.30331000000000e+06	3.59803783896449e+01	-1.49348361604083e+02
3.31332000000000e+06	3.59323536768968e+01	-1.49399230261762e+02
3.32333000000000e+06	3.58844658162898e+01	-1.49449751765737e+02
3.33334000000000e+06	3.58367141094873e+01	-1.49499929167991e+02
3.34335000000000e+06	3.57890978630523e+01	-1.49549765488576e+02
3.35336000000000e+06	3.57416163884270e+01	-1.49599263715643e+02
3.36337000000000e+06	3.56942690018728e+01	-1.49648426806220e+02
3.37338000000000e+06	3.56470550244341e+01	-1.49697257686377e+02
3.38339000000000e+06	3.55999737819026e+01	-1.49745759251589e+02
3.39340000000000e+06	3.55530246047599e+01	-1.49793934367296e+02
3.40341000000000e+06	3.55062068281569e+01	-1.49841785869021e+02
3.41342000000000e+06	3.54595197918530e+01	-1.49889316563051e+02
3.42343000000000e+06	3.54129628401884e+01	-1.49936529226548e+02
3.43344000000000e+06	3.53665353220419e+01	-1.49983426607984e+02
3.44345000000000e+06	3.53202365907915e+01	-1.50030011427505e+02
3.45346000000000e+06	3.52740660042677e+01	-1.50076286377316e+02
3.46347000000000e+06	3.52280229247284e+01	-1.50122254121950e+02
3.47348000000000e+06	3.51821067188048e+01	-1.50167917298707e+02
3.48349000000000e+06	3.51363167574840e+01	-1.50213278517763e+02
3.49350000000000e+06	3.50906524160484e+01	-1.50258340362814e+02
3.50351000000000e+06	3.50451130740568e+01	-1.50303105391141e+02
3.51352000000000e+06	3.49996981152922e+01	-1.50347576134137e+02
3.52353000000000e+06	3.49544069277428e+01	-1.50391755097407e+02
3.53354000000000e+06	3.49092389035536e+01	-1.50435644761152e+02
3.54355000000000e+06	3.48641934389873e+01	-1.50479247580713e+02
3.55356000000000e+06	3.48192699344097e+01	-1.50522565986369e+02
3.56357000000000e+06	3.47744677942242e+01	-1.50565602384189e+02
3.57358000000000e+06	3.47297864268665e+01	-1.50608359155893e+02
3.58359000000000e+06	3.46852252447479e+01	-1.50650838659456e+02
3.59360000000000e+06	3.46407836642353e+01	-1.50693043229142e+02
3.60361000000000e+06	3.45964611056142e+01	-1.50734975175916e+02
3.61362000000000e+06	3.45522569930527e+01	-1.50776636787690e+02
3.62363000000000e+06	3.45081707545713e+01	-1.50818030329642e+02
3.63364000000000e+06	3.44642018220065e+01	-1.50859158044399e+02
3.64365000000000e+06	3.44203496309805e+01	-1.50900022152442e+02
3.65366000000000e+06	3.43766136208790e+01	-1.50940624852066e+02
3.66367000000000e+06	3.43329932347987e+01	-1.50980968320138e+02
3.67368000000000e+06	3.42894879195330e+01	-1.51021054711825e+02
3.68369000000000e+06	3.42460971255384e+01	-1.51060886161167e+02
3.69370000000000e+06	3.42028203068977e+01	-1.51100464781224e+02
3.70371000000000e+06	3.41596569212932e+01	-1.51139792664374e+02
3.71372000000000e+06	3.41166064299802e+01	-1.51178871882481e+02
3.72373000000000e+06	3.40736682977462e+01	-1.51217704487157e+02
3.73374000000000e+06	3.40308419928979e+01	-1.51256292509999e+02
3.74375000000000e+06	3.39881269872181e+01	-1.51294637962817e+02
3.75376000000000e+06	3.39455227559389e+01	-1.51332742837952e+02
3.76377000000000e+06	3.39030287777194e+01	-1.51370609108325e+02
3.77378000000000e+06	3.38606445346152e+01	-1.51408238727769e+02
3.78379000000000e+06	3.38183695120436e+01	-1.51445633631263e+02
3.79380000000000e+06	3.37762031987627e+01	-1.51482795735148e+02
3.80381000000000e+06	3.37341450868460e+01	-1.51519726937194e+02
3.81382000000000e+06	3.36921946716466e+01	-1.51556429117030e+02
3.82383000000000e+06	3.36503514517781e+01	-1.51592904136205e+02
3.83384000000000e+06	3.36086149290799e+01	-1.51629153838447e+02
3.84385000000000e+06	3.35669846086014e+01	-1.51665180049804e+02
3.85386000000000e+06	3.35254599985664e+01	-1.51700984578976e+02
3.86387000000000e+06	3.34840406103486e+01	-1.51736569217367e+02
3.87388000000000e+06	3.34427259584574e+01	-1.51771935739303e+02
3.88389000000000e+06	3.34015155604881e+01	-1.51807085902365e+02
3.89390000000000e+06	3.33604089371249e+01	-1.51842021447380e+02
3.90391000000000e+06	3.33194056120973e+01	-1.51876744098696e+02
3.91392000000000e+06	3.32785051121564e+01	-1.51911255564478e+02
3.92393000000000e+06	3.32377069670641e+01	-1.51945557536609e+02
3.93394000000000e+06	3.31970107095525e+01	-1.51979651691154e+02
3.94395000000000e+06	3.31564158753055e+01	-1.52013539688471e+02
3.95396000000000e+06	3.31159220029452e+01	-1.52047223173170e+02
3.96397000000000e+06	3.30755286339868e+01	-1.52080703774645e+02
3.97398000000000e+06	3.30352353128458e+01	-1.52113983106794e+02
3.98399000000000e+06	3.29950415867761e+01	-1.52147062768758e+02
3.99400000000000e+06	3.29549470058849e+01	-1.52179944344517e+02
4.00401000000000e+06	3.29149511230816e+01	-1.52212629403439e+02
4.01402000000000e+06	3.28750534940771e+01	-1.52245119500291e+02
4.02403000000000e+06	3.28352536773439e+01	-1.52277416175383e+02
4.03404000000000e+06	3.27955512341092e+01	-1.52309520954720e+02
4.04405000000000e+06	3.27559457283134e+01	-1.52341435350387e+02
4.05406000000000e+06	3.27164367266130e+01	-1.52373160860286e+02
4.06407000000000e+06	3.26770237983433e+01	-1.52404698968633e+02
4.07408000000000e+06	3.26377065154973e+01	-1.52436051145939e+02
4.08409000000000e+06	3.25984844527131e+01	-1.52467218849250e+02
4.09410000000000e+06	3.25593571872438e+01	-1.52498203522238e+02
4.10411000000000e+06	3.25203242989456e+01	-1.52529006595331e+02
