Freq.	V	vo)
6.91830970918935e+00	6.53318835551788e+01	-1.47991523999859e-03
7.07945784384136e+00	6.53318835550435e+01	-1.51438689424438e-03
7.24435960074988e+00	6.53318835549017e+01	-1.54966149646530e-03
7.41310241300916e+00	6.53318835547533e+01	-1.58575774972226e-03
7.58577575029182e+00	6.53318835545979e+01	-1.62269479272641e-03
7.76247116628690e+00	6.53318835544351e+01	-1.66049220998676e-03
7.94328234724279e+00	6.53318835542647e+01	-1.69917004219410e-03
8.12830516164097e+00	6.53318835540862e+01	-1.73874879684690e-03
8.31763771102669e+00	6.53318835538994e+01	-1.77924945912462e-03
8.51138038202374e+00	6.53318835537037e+01	-1.82069350301432e-03
8.70963589956078e+00	6.53318835534988e+01	-1.86310290269648e-03
8.91250938133743e+00	6.53318835532842e+01	-1.90650014419598e-03
9.12010839355907e+00	6.53318835530596e+01	-1.95090823730450e-03
9.33254300796988e+00	6.53318835528243e+01	-1.99635072778060e-03
9.54992586021433e+00	6.53318835525780e+01	-2.04285170983401e-03
9.77237220955808e+00	6.53318835523201e+01	-2.09043583890069e-03
9.99999999999997e+00	6.53318835520499e+01	-2.13912834471546e-03
1.02329299228075e+01	6.53318835517671e+01	-2.18895504468915e-03
1.04712854805090e+01	6.53318835514710e+01	-2.23994235759731e-03
1.07151930523760e+01	6.53318835511608e+01	-2.29211731758784e-03
1.09647819614318e+01	6.53318835508361e+01	-2.34550758851479e-03
1.12201845430196e+01	6.53318835504961e+01	-2.40014147860614e-03
1.14815362149688e+01	6.53318835501400e+01	-2.45604795547320e-03
1.17489755493953e+01	6.53318835496909e+01	-2.51325666144762e-03
1.20226443461741e+01	6.53318835493005e+01	-2.57179792938554e-03
1.23026877081238e+01	6.53318835488917e+01	-2.63170279862016e-03
1.25892541179416e+01	6.53318835484636e+01	-2.69300303150555e-03
1.28824955169313e+01	6.53318835480153e+01	-2.75573113023606e-03
1.31825673855640e+01	6.53318835474697e+01	-2.81992035405467e-03
1.34896288259165e+01	6.53318835469780e+01	-2.88560473698559e-03
1.38038426460288e+01	6.53318835464634e+01	-2.95281910573336e-03
1.41253754462275e+01	6.53318835459245e+01	-3.02159909824523e-03
1.44543977074592e+01	6.53318835453601e+01	-3.09198118258284e-03
1.47910838816820e+01	6.53318835447692e+01	-3.16400267625809e-03
1.51356124843620e+01	6.53318835441504e+01	-3.23770176601935e-03
1.54881661891248e+01	6.53318835435025e+01	-3.31311752809857e-03
1.58489319246111e+01	6.53318835428240e+01	-3.39028994893002e-03
1.62181009735892e+01	6.53318835421136e+01	-3.46925994635160e-03
1.65958690743755e+01	6.53318835413697e+01	-3.55006939130007e-03
1.69824365246174e+01	6.53318835405907e+01	-3.63276113001150e-03
1.73780082874937e+01	6.53318835397750e+01	-3.71737900673895e-03
1.77827941003892e+01	6.53318835389208e+01	-3.80396788699925e-03
1.81970085860998e+01	6.53318835380264e+01	-3.89257368136130e-03
1.86208713666286e+01	6.53318835370136e+01	-3.98324336975361e-03
1.90546071796324e+01	6.53318835360329e+01	-4.07602502651217e-03
1.94984459975804e+01	6.53318835350061e+01	-4.17096784566355e-03
1.99526231496887e+01	6.53318835339307e+01	-4.26812216714512e-03
2.04173794466952e+01	6.53318835328048e+01	-4.36753950346192e-03
2.08929613085403e+01	6.53318835316257e+01	-4.46927256699925e-03
2.13796208950222e+01	6.53318835303911e+01	-4.57337529797145e-03
2.18776162394954e+01	6.53318835290983e+01	-4.67990289302172e-03
2.23872113856833e+01	6.53318835277446e+01	-4.78891183448812e-03
2.29086765276776e+01	6.53318835263271e+01	-4.90045992035120e-03
2.34422881531991e+01	6.53318835247665e+01	-5.01460629483542e-03
2.39883291901948e+01	6.53318835232122e+01	-5.13141147994253e-03
2.45470891568502e+01	6.53318835215847e+01	-5.25093740728110e-03
2.51188643150957e+01	6.53318835198804e+01	-5.37324745107580e-03
2.57039578276885e+01	6.53318835180959e+01	-5.49840646172642e-03
2.63026799189537e+01	6.53318835162272e+01	-5.62648080019237e-03
2.69153480392690e+01	6.53318835142704e+01	-5.75753837317803e-03
2.75422870333815e+01	6.53318835121452e+01	-5.89164866908657e-03
2.81838293126444e+01	6.53318835099997e+01	-6.02888279506801e-03
2.88403150312659e+01	6.53318835077531e+01	-6.16931351441588e-03
2.95120922666637e+01	6.53318835054004e+01	-6.31301528534967e-03
3.01995172040200e+01	6.53318835029371e+01	-6.46006430044347e-03
3.09029543251358e+01	6.53318835002814e+01	-6.61053852696597e-03
3.16227766016837e+01	6.53318834975804e+01	-6.76451774844998e-03
3.23593656929627e+01	6.53318834947521e+01	-6.92208360665147e-03
3.31131121482590e+01	6.53318834917905e+01	-7.08331964506474e-03
3.38844156139201e+01	6.53318834886130e+01	-7.24831135309815e-03
3.46736850452530e+01	6.53318834853657e+01	-7.41714621165367e-03
3.54813389233574e+01	6.53318834819651e+01	-7.58991373913449e-03
3.63078054770100e+01	6.53318834784045e+01	-7.76670553915833e-03
3.71535229097171e+01	6.53318834745998e+01	-7.94761534899481e-03
3.80189396320559e+01	6.53318834706956e+01	-8.13273908954282e-03
3.89045144994279e+01	6.53318834666074e+01	-8.32217491577686e-03
3.98107170553495e+01	6.53318834622503e+01	-8.51602326898868e-03
4.07380277804111e+01	6.53318834577677e+01	-8.71438693027068e-03
4.16869383470333e+01	6.53318834529976e+01	-8.91737107449226e-03
4.26579518801591e+01	6.53318834480824e+01	-9.12508332666736e-03
4.36515832240164e+01	6.53318834429357e+01	-9.33763381848397e-03
4.46683592150961e+01	6.53318834374702e+01	-9.55513524691955e-03
4.57088189614873e+01	6.53318834318269e+01	-9.77770293425080e-03
4.67735141287196e+01	6.53318834258415e+01	-1.00054548886160e-02
4.78630092322636e+01	6.53318834196537e+01	-1.02385118672604e-02
4.89778819368444e+01	6.53318834130980e+01	-1.04769974398714e-02
5.01187233627270e+01	6.53318834063132e+01	-1.07210380548048e-02
5.12861383991362e+01	6.53318833991326e+01	-1.09707631054049e-02
5.24807460249770e+01	6.53318833916171e+01	-1.12263049992525e-02
5.37031796370250e+01	6.53318833838271e+01	-1.14877992281025e-02
5.49540873857622e+01	6.53318833755938e+01	-1.17553844394147e-02
5.62341325190346e+01	6.53318833669761e+01	-1.20292025104620e-02
5.75439937337154e+01	6.53318833580323e+01	-1.23093986232683e-02
5.88843655355586e+01	6.53318833485904e+01	-1.25961213412552e-02
6.02559586074355e+01	6.53318833387072e+01	-1.28895226886515e-02
6.16595001861479e+01	6.53318833283619e+01	-1.31897582306746e-02
6.30957344480190e+01	6.53318833175326e+01	-1.34969871561174e-02
6.45654229034652e+01	6.53318833061965e+01	-1.38113723617528e-02
6.60693448007593e+01	6.53318832943298e+01	-1.41330805387036e-02
6.76082975391978e+01	6.53318832819072e+01	-1.44622822608228e-02
6.91830970918933e+01	6.53318832689030e+01	-1.47991520751356e-02
7.07945784384134e+01	6.53318832552895e+01	-1.51438685943841e-02
7.24435960074986e+01	6.53318832410379e+01	-1.54966145917308e-02
7.41310241300914e+01	6.53318832261184e+01	-1.58575770976671e-02
7.58577575029180e+01	6.53318832104229e+01	-1.62269474990362e-02
7.76247116628688e+01	6.53318831939950e+01	-1.66049216409279e-02
7.94328234724277e+01	6.53318831768001e+01	-1.69916999301053e-02
8.12830516164095e+01	6.53318831588782e+01	-1.73874874415491e-02
8.31763771102667e+01	6.53318831400391e+01	-1.77924940265870e-02
8.51138038202372e+01	6.53318831203955e+01	-1.82069344252182e-02
8.70963589956076e+01	6.53318830997535e+01	-1.86310283787421e-02
8.91250938133741e+01	6.53318830781458e+01	-1.90650007473575e-02
9.12010839355905e+01	6.53318830555270e+01	-1.95090816287617e-02
9.33254300796986e+01	6.53318830318494e+01	-1.99635064803049e-02
9.54992586021431e+01	6.53318830069869e+01	-2.04285162436539e-02
9.77237220955805e+01	6.53318829810396e+01	-2.09043574732507e-02
9.99999999999995e+01	6.53318829538764e+01	-2.13912824659791e-02
1.02329299228075e+02	6.53318829253642e+01	-2.18895493954469e-02
1.04712854805089e+02	6.53318828955954e+01	-2.23994224494551e-02
1.07151930523760e+02	6.53318828643545e+01	-2.29211719687392e-02
1.09647819614318e+02	6.53318828317283e+01	-2.34550745918544e-02
1.12201845430196e+02	6.53318827974954e+01	-2.40014134002661e-02
1.14815362149688e+02	6.53318827616600e+01	-2.45604780698494e-02
1.17489755493952e+02	6.53318827241464e+01	-2.51325650236706e-02
1.20226443461741e+02	6.53318826847995e+01	-2.57179775891297e-02
1.23026877081237e+02	6.53318826436887e+01	-2.63170261596779e-02
1.25892541179416e+02	6.53318826005749e+01	-2.69300283578237e-02
1.28824955169313e+02	6.53318825554439e+01	-2.75573092051169e-02
1.31825673855640e+02	6.53318825081999e+01	-2.81992012935685e-02
1.34896288259165e+02	6.53318824586679e+01	-2.88560449619731e-02
1.38038426460288e+02	6.53318824068192e+01	-2.95281884770933e-02
1.41253754462275e+02	6.53318823526212e+01	-3.02159882178507e-02
1.44543977074592e+02	6.53318822958073e+01	-3.09198088634655e-02
1.47910838816820e+02	6.53318822363336e+01	-3.16400235883769e-02
1.51356124843620e+02	6.53318821740750e+01	-3.23770142590649e-02
1.54881661891247e+02	6.53318821088239e+01	-3.31311716364834e-02
1.58489319246110e+02	6.53318820405954e+01	-3.39028955843955e-02
1.62181009735892e+02	6.53318819690169e+01	-3.46925952790560e-02
1.65958690743755e+02	6.53318818940903e+01	-3.55006894290882e-02
1.69824365246173e+02	6.53318818157338e+01	-3.63276064957509e-02
1.73780082874936e+02	6.53318817336297e+01	-3.71737849194274e-02
1.77827941003891e+02	6.53318816476814e+01	-3.80396733539690e-02
1.81970085860997e+02	6.53318815576314e+01	-3.89257309029793e-02
1.86208713666286e+02	6.53318814634427e+01	-3.98324273648956e-02
1.90546071796323e+02	6.53318813646111e+01	-4.07602434789842e-02
1.94984459975803e+02	6.53318812613102e+01	-4.17096711854540e-02
1.99526231496887e+02	6.53318811530935e+01	-4.26812138803114e-02
2.04173794466952e+02	6.53318810397324e+01	-4.36753866861139e-02
2.08929613085403e+02	6.53318809209890e+01	-4.46927167240515e-02
2.13796208950222e+02	6.53318807966887e+01	-4.57337433938081e-02
2.18776162394954e+02	6.53318806666458e+01	-4.67990186591910e-02
2.23872113856832e+02	6.53318805302814e+01	-4.78891073386888e-02
2.29086765276776e+02	6.53318803875373e+01	-4.90045874098244e-02
2.34422881531991e+02	6.53318802381127e+01	-5.01460503115499e-02
2.39883291901947e+02	6.53318800816925e+01	-5.13141012590183e-02
2.45470891568501e+02	6.53318799179473e+01	-5.25093595644616e-02
2.51188643150956e+02	6.53318797463031e+01	-5.37324589641301e-02
2.57039578276885e+02	6.53318795667033e+01	-5.49840479589281e-02
2.63026799189536e+02	6.53318793786928e+01	-5.62647901527214e-02
2.69153480392690e+02	6.53318791816469e+01	-5.75753646054005e-02
2.75422870333815e+02	6.53318789754559e+01	-5.89164661974205e-02
2.81838293126443e+02	6.53318787594555e+01	-6.02888059912313e-02
2.88403150312659e+02	6.53318785333439e+01	-6.16931116143359e-02
2.95120922666637e+02	6.53318782965679e+01	-6.31301276409331e-02
3.01995172040200e+02	6.53318780486288e+01	-6.46006159887519e-02
3.09029543251357e+02	6.53318777890037e+01	-6.61053563224723e-02
3.16227766016836e+02	6.53318775169933e+01	-6.76451464659034e-02
3.23593656929626e+02	6.53318772321767e+01	-6.92208028284431e-02
3.31131121482589e+02	6.53318769341070e+01	-7.08331608357203e-02
3.38844156139200e+02	6.53318766219272e+01	-7.24830753693292e-02
3.46736850452529e+02	6.53318762951321e+01	-7.41714212261768e-02
3.54813389233573e+02	6.53318759529555e+01	-7.58990935773109e-02
3.63078054770099e+02	6.53318755945252e+01	-7.76670084436581e-02
3.71535229097170e+02	6.53318752191618e+01	-7.94761031843120e-02
3.80189396320558e+02	6.53318748261499e+01	-8.13273369915867e-02
3.89045144994278e+02	6.53318744145858e+01	-8.32216913980835e-02
3.98107170553494e+02	6.53318739836027e+01	-8.51601707990977e-02
4.07380277804110e+02	6.53318735323677e+01	-8.71438029851566e-02
4.16869383470332e+02	6.53318730600073e+01	-8.91736396862191e-02
4.26579518801589e+02	6.53318725651441e+01	-9.12507571244198e-02
4.36515832240163e+02	6.53318720471168e+01	-9.33762565971206e-02
4.46683592150960e+02	6.53318715046051e+01	-9.55512650466212e-02
4.57088189614872e+02	6.53318709366183e+01	-9.77769356679221e-02
4.67735141287195e+02	6.53318703417306e+01	-1.00054448511787e-01
4.78630092322635e+02	6.53318697189171e+01	-1.02385011119635e-01
4.89778819368442e+02	6.53318690667896e+01	-1.04769859155118e-01
5.01187233627268e+02	6.53318683838211e+01	-1.07210257061533e-01
5.12861383991361e+02	6.53318676685726e+01	-1.09707498734859e-01
5.24807460249769e+02	6.53318669197652e+01	-1.12262908210812e-01
5.37031796370249e+02	6.53318661356695e+01	-1.14877840359029e-01
5.49540873857620e+02	6.53318653146323e+01	-1.17553681607825e-01
5.62341325190345e+02	6.53318644548480e+01	-1.20291850676208e-01
5.75439937337152e+02	6.53318635545804e+01	-1.23093799328948e-01
5.88843655355584e+02	6.53318626117800e+01	-1.25961013140855e-01
6.02559586074353e+02	6.53318616246132e+01	-1.28895012291698e-01
6.16595001861477e+02	6.53318605909994e+01	-1.31897352365536e-01
6.30957344480188e+02	6.53318595085323e+01	-1.34969625173807e-01
6.45654229034650e+02	6.53318583751590e+01	-1.38113459609433e-01
6.60693448007591e+02	6.53318571883392e+01	-1.41330522497424e-01
6.76082975391976e+02	6.53318559456479e+01	-1.44622519487675e-01
6.91830970918931e+02	6.53318546441620e+01	-1.47991195949044e-01
7.07945784384132e+02	6.53318532815205e+01	-1.51438337912127e-01
7.24435960074984e+02	6.53318518546228e+01	-1.54965772994129e-01
7.41310241300911e+02	6.53318503606149e+01	-1.58575371384226e-01
7.58577575029177e+02	6.53318487958148e+01	-1.62269046815577e-01
7.76247116628685e+02	6.53318471577646e+01	-1.66048757617192e-01
7.94328234724275e+02	6.53318454423256e+01	-1.69916507698220e-01
8.12830516164092e+02	6.53318436458830e+01	-1.73874347650551e-01
8.31763771102664e+02	6.53318417649571e+01	-1.77924375829137e-01
8.51138038202369e+02	6.53318397952792e+01	-1.82068739445474e-01
8.70963589956073e+02	6.53318377329277e+01	-1.86309635728307e-01
8.91250938133738e+02	6.53318355730991e+01	-1.90649313062432e-01
9.12010839355902e+02	6.53318333116997e+01	-1.95090072214029e-01
9.33254300796983e+02	6.53318309438126e+01	-1.99634267517086e-01
9.54992586021428e+02	6.53318284642188e+01	-2.04284308131560e-01
9.77237220955802e+02	6.53318258676939e+01	-2.09042659326800e-01
9.99999999999991e+02	6.53318231486132e+01	-2.13911843778721e-01
1.02329299228075e+03	6.53318203019347e+01	-2.18894442930620e-01
1.04712854805089e+03	6.53318173206692e+01	-2.23993098298359e-01
1.07151930523760e+03	6.53318141990669e+01	-2.29210512948657e-01
1.09647819614318e+03	6.53318109301697e+01	-2.34549452869824e-01
1.12201845430195e+03	6.53318075075480e+01	-2.40012748482084e-01
1.14815362149687e+03	6.53318039233025e+01	-2.45603296083332e-01
1.17489755493952e+03	6.53318001704149e+01	-2.51324059447402e-01
1.20226443461740e+03	6.53317962405965e+01	-2.57178071334512e-01
1.23026877081237e+03	6.53317921254141e+01	-2.63168435128550e-01
1.25892541179416e+03	6.53317878161959e+01	-2.69298326478598e-01
1.28824955169312e+03	6.53317833040922e+01	-2.75570994983246e-01
1.31825673855640e+03	6.53317785793660e+01	-2.81989765889464e-01
1.34896288259164e+03	6.53317736320629e+01	-2.88558041873985e-01
1.38038426460287e+03	6.53317684513765e+01	-2.95279304824499e-01
1.41253754462274e+03	6.53317630266193e+01	-3.02157117715418e-01
1.44543977074591e+03	6.53317573461333e+01	-3.09195126458127e-01
1.47910838816819e+03	6.53317513981015e+01	-3.16397061858810e-01
1.51356124843619e+03	6.53317451699150e+01	-3.23766741571594e-01
1.54881661891247e+03	6.53317386476881e+01	-3.31308072100040e-01
1.58489319246110e+03	6.53317318186705e+01	-3.39025050955626e-01
1.62181009735891e+03	6.53317246674050e+01	-3.46921768628461e-01
1.65958690743754e+03	6.53317171795111e+01	-3.55002410896731e-01
1.69824365246173e+03	6.53317093382190e+01	-3.63271260905476e-01
1.73780082874936e+03	6.53317011276950e+01	-3.71732701566633e-01
1.77827941003891e+03	6.53316925303343e+01	-3.80391217768015e-01
1.81970085860997e+03	6.53316835274896e+01	-3.89251398773527e-01
1.86208713666285e+03	6.53316741007258e+01	-3.98317940706827e-01
1.90546071796323e+03	6.53316642295711e+01	-4.07595648935579e-01
1.94984459975803e+03	6.53316538931524e+01	-4.17089440684877e-01
1.99526231496886e+03	6.53316430699204e+01	-4.26804347626789e-01
2.04173794466951e+03	6.53316317361559e+01	-4.36745518467603e-01
2.08929613085402e+03	6.53316198685157e+01	-4.46918221793488e-01
2.13796208950221e+03	6.53316074416137e+01	-4.57327848736948e-01
2.18776162394953e+03	6.53315944291943e+01	-4.67979915883476e-01
2.23872113856832e+03	6.53315808034600e+01	-4.78880068151519e-01
2.29086765276775e+03	6.53315665355516e+01	-4.90034081799841e-01
2.34422881531990e+03	6.53315515953349e+01	-5.01447867467908e-01
2.39883291901947e+03	6.53315359508757e+01	-5.13127473267169e-01
2.45470891568501e+03	6.53315195695226e+01	-5.25079088037289e-01
2.51188643150955e+03	6.53315024160766e+01	-5.37309044506037e-01
2.57039578276884e+03	6.53314844542497e+01	-5.49823822716814e-01
2.63026799189535e+03	6.53314656458212e+01	-5.62630053397733e-01
2.69153480392689e+03	6.53314459513205e+01	-5.75734521503315e-01
2.75422870333814e+03	6.53314253285740e+01	-5.89144169699329e-01
2.81838293126442e+03	6.53314037341390e+01	-6.02866102116650e-01
2.88403150312658e+03	6.53313811220673e+01	-6.16907588014614e-01
2.95120922666635e+03	6.53313574442699e+01	-6.31276065635136e-01
3.01995172040198e+03	6.53313326507942e+01	-6.45979146142584e-01
3.09029543251356e+03	6.53313066892620e+01	-6.61024617593782e-01
3.16227766016835e+03	6.53312795040726e+01	-6.76420448976825e-01
3.23593656929625e+03	6.53312510378887e+01	-6.92174794517413e-01
3.31131121482588e+03	6.53312212305992e+01	-7.08295997893336e-01
3.38844156139199e+03	6.53311900184301e+01	-7.24792596549427e-01
3.46736850452528e+03	6.53311573357938e+01	-7.41673326336397e-01
3.54813389233572e+03	6.53311231130928e+01	-7.58947125923049e-01
3.63078054770097e+03	6.53310872774874e+01	-7.76623141552476e-01
3.71535229097168e+03	6.53310497535041e+01	-7.94710731901374e-01
3.80189396320557e+03	6.53310104615832e+01	-8.13219472865750e-01
3.89045144994276e+03	6.53309693181391e+01	-8.32159162586201e-01
3.98107170553493e+03	6.53309262361456e+01	-8.51539826640752e-01
4.07380277804108e+03	6.53308811241922e+01	-8.71371723211276e-01
4.16869383470331e+03	6.53308338865203e+01	-8.91665348458480e-01
4.26579518801588e+03	6.53307844234331e+01	-9.12431442060120e-01
4.36515832240161e+03	6.53307326297098e+01	-9.33680992668243e-01
4.46683592150958e+03	6.53306783956109e+01	-9.55425243756185e-01
4.57088189614870e+03	6.53306216061825e+01	-9.77675699422103e-01
4.67735141287193e+03	6.53305621414036e+01	-1.00044413041357e+00
4.78630092322633e+03	6.53304998746318e+01	-1.02374258009301e+00
4.89778819368441e+03	6.53304346748583e+01	-1.04758337097647e+00
5.01187233627267e+03	6.53303664028455e+01	-1.07197911070175e+00
5.12861383991359e+03	6.53302949146480e+01	-1.09694269900745e+00
5.24807460249767e+03	6.53302200584925e+01	-1.12248733406777e+00
5.37031796370247e+03	6.53301416759034e+01	-1.14862651948580e+00
5.49540873857618e+03	6.53300596006880e+01	-1.17537407117490e+00
5.62341325190343e+03	6.53299736591192e+01	-1.20274412454699e+00
5.75439937337150e+03	6.53298836690383e+01	-1.23075114171538e+00
5.88843655355582e+03	6.53297894400072e+01	-1.25940991899874e+00
6.02559586074351e+03	6.53296907722994e+01	-1.28873559442717e+00
6.16595001861475e+03	6.53295874566323e+01	-1.31874365551387e+00
6.30957344480186e+03	6.53294792747229e+01	-1.34944994732614e+00
6.45654229034648e+03	6.53293659972280e+01	-1.38087068033539e+00
6.60693448007588e+03	6.53292473842547e+01	-1.41302243882452e+00
6.76082975391974e+03	6.53291231847821e+01	-1.44592218931403e+00
6.91830970918928e+03	6.53289931355284e+01	-1.47958728907393e+00
7.07945784384129e+03	6.53288569616184e+01	-1.51403549511810e+00
7.24435960074981e+03	6.53287143746353e+01	-1.54928497295015e+00
7.41310241300908e+03	6.53285650725554e+01	-1.58535430580874e+00
7.58577575029174e+03	6.53284087398747e+01	-1.62226250415456e+00
7.76247116628682e+03	6.53282450452006e+01	-1.66002901489060e+00
7.94328234724272e+03	6.53280736424643e+01	-1.69867373144106e+00
8.12830516164089e+03	6.53278941690564e+01	-1.73821700346928e+00
8.31763771102661e+03	6.53277062456019e+01	-1.77867964710417e+00
8.51138038202366e+03	6.53275094740288e+01	-1.82008295503254e+00
8.70963589956070e+03	6.53273034381846e+01	-1.86244870731287e+00
8.91250938133734e+03	6.53270877030505e+01	-1.90579918213683e+00
9.12010839355898e+03	6.53268618120012e+01	-1.95015716637216e+00
9.33254300796979e+03	6.53266252876102e+01	-1.99554596707812e+00
9.54992586021424e+03	6.53263776301274e+01	-2.04198942274936e+00
9.77237220955798e+03	6.53261183159785e+01	-2.08951191477035e+00
9.99999999999987e+03	6.53258467970629e+01	-2.13813837927364e+00
1.02329299228074e+04	6.53255625003786e+01	-2.18789431931757e+00
1.04712854805089e+04	6.53252648249278e+01	-2.23880581661927e+00
1.07151930523759e+04	6.53249531424545e+01	-2.29089954445513e+00
1.09647819614317e+04	6.53246267947729e+01	-2.34420277994408e+00
1.12201845430195e+04	6.53242850930934e+01	-2.39874341706008e+00
1.14815362149687e+04	6.53239273161408e+01	-2.45454997955987e+00
1.17489755493951e+04	6.53235527095043e+01	-2.51165163447762e+00
1.20226443461740e+04	6.53231604826361e+01	-2.57007820518937e+00
1.23026877081237e+04	6.53227498088978e+01	-2.62986018556737e+00
1.25892541179415e+04	6.53223198222600e+01	-2.69102875339763e+00
