time	I(Rl)
8.726310719962133e-01	1.036857e-01
8.780167862819269e-01	1.080505e-01
8.834025005676407e-01	1.130360e-01
8.887882148533544e-01	1.186423e-01
8.941739291390680e-01	1.248692e-01
8.995596434247818e-01	1.317169e-01
9.049453577104954e-01	1.391853e-01
9.103310719962091e-01	1.472745e-01
9.116739291390661e-01	1.495043e-01
9.130167862819231e-01	1.518121e-01
9.143596434247800e-01	1.541978e-01
9.157025005676371e-01	1.566613e-01
9.170453577104941e-01	1.592028e-01
9.183882148533511e-01	1.618221e-01
9.197310719962081e-01	1.645193e-01
9.198310719962081e-01	1.647245e-01
9.231167862819220e-01	1.714622e-01
9.264025005676360e-01	1.791092e-01
9.296882148533498e-01	1.876657e-01
9.329739291390637e-01	1.971316e-01
9.362596434247776e-01	2.075068e-01
9.395453577104916e-01	2.187915e-01
9.428310719962055e-01	2.309855e-01
9.451025005676339e-01	2.401640e-01
9.473739291390622e-01	2.505198e-01
9.496453577104905e-01	2.620529e-01
9.519167862819188e-01	2.747634e-01
9.541882148533471e-01	2.886512e-01
9.564596434247754e-01	3.037164e-01
9.587310719962038e-01	3.199589e-01
9.603025005676322e-01	3.321736e-01
9.618739291390606e-01	3.458519e-01
9.634453577104890e-01	3.609937e-01
9.650167862819173e-01	3.775991e-01
9.665882148533458e-01	3.956679e-01
9.681596434247741e-01	4.152003e-01
9.697310719962026e-01	4.361963e-01
9.708310719962024e-01	4.521237e-01
9.719310719962023e-01	4.698252e-01
9.730310719962022e-01	4.893008e-01
9.741310719962021e-01	5.105503e-01
9.752310719962020e-01	5.335739e-01
9.763310719962018e-01	5.583716e-01
9.774310719962017e-01	5.849433e-01
9.782167862819159e-01	6.054367e-01
9.790025005676302e-01	6.280677e-01
9.797882148533443e-01	6.528362e-01
9.805739291390585e-01	6.797422e-01
9.813596434247727e-01	7.087858e-01
9.821453577104869e-01	7.399669e-01
9.829310719962011e-01	7.732855e-01
9.834882148533439e-01	7.987311e-01
9.840453577104867e-01	8.265877e-01
9.846025005676295e-01	8.568554e-01
9.851596434247722e-01	8.895341e-01
9.857167862819151e-01	9.246238e-01
9.862739291390579e-01	9.621245e-01
9.868310719962007e-01	1.002036e+00
9.872310719962006e-01	1.032757e+00
9.876310719962006e-01	1.066100e+00
9.880310719962005e-01	1.102065e+00
9.884310719962005e-01	1.140654e+00
9.888310719962005e-01	1.181865e+00
9.892310719962004e-01	1.225699e+00
9.896310719962004e-01	1.272156e+00
9.898310719962004e-01	1.297127e+00
9.899310719962003e-01	1.309984e+00
9.900310719962003e-01	1.323098e+00
9.901310719962003e-01	1.336476e+00
9.902310719962003e-01	1.350128e+00
9.903310719962003e-01	1.364061e+00
9.904310719962003e-01	1.378285e+00
9.905310719962003e-01	1.392808e+00
9.906310719962003e-01	1.407640e+00
9.907310719962003e-01	1.422791e+00
9.908310719962002e-01	1.438271e+00
9.909310719962002e-01	1.454091e+00
9.910310719962002e-01	1.470235e+00
9.911007338731082e-01	1.481680e+00
9.911475775705845e-01	1.489482e+00
9.911778813876403e-01	1.494578e+00
9.912062390073504e-01	1.499026e+00
9.912321358317054e-01	1.501187e+00
9.912558731215353e-01	1.500764e+00
9.912668628417630e-01	1.500168e+00
9.912728711631247e-01	1.499737e+00
9.912798839007196e-01	1.499152e+00
9.912826163540175e-01	1.498953e+00
9.912852658470656e-01	1.498741e+00
9.912861013209852e-01	1.498679e+00
9.912879332867878e-01	1.498527e+00
9.912932483293794e-01	1.498085e+00
9.912985633719710e-01	1.497631e+00
9.913038784145626e-01	1.497165e+00
9.913091934571543e-01	1.496688e+00
9.913145084997459e-01	1.496199e+00
9.913198235423375e-01	1.495699e+00
9.913251385849291e-01	1.495188e+00
9.913457283217997e-01	1.493048e+00
9.913869077955408e-01	1.487852e+00
9.914692667430233e-01	1.473158e+00
9.915692667430233e-01	1.446086e+00
9.916692667430232e-01	1.409232e+00
9.917692667430232e-01	1.367539e+00
9.918692667430232e-01	1.326047e+00
9.919692667430232e-01	1.286566e+00
9.920692667430232e-01	1.249293e+00
9.921692667430232e-01	1.214103e+00
9.922692667430232e-01	1.180836e+00
9.923692667430232e-01	1.149341e+00
9.925692667430231e-01	1.091128e+00
9.927692667430231e-01	1.038522e+00
9.929692667430231e-01	9.907511e-01
9.931692667430231e-01	9.471778e-01
9.933692667430231e-01	9.072731e-01
9.934692667430230e-01	8.885544e-01
9.935692667430230e-01	8.705925e-01
9.936692667430230e-01	8.533415e-01
9.937692667430230e-01	8.367609e-01
9.938692667430230e-01	8.208115e-01
9.939692667430230e-01	8.054589e-01
9.940692667430230e-01	7.906694e-01
9.941692667430230e-01	7.764133e-01
9.942692667430230e-01	7.626616e-01
9.943692667430230e-01	7.493888e-01
9.944692667430229e-01	7.365695e-01
9.945692667430229e-01	7.241817e-01
9.946692667430229e-01	7.122032e-01
9.947692667430229e-01	7.006149e-01
9.948692667430229e-01	6.893975e-01
9.949692667430229e-01	6.785340e-01
9.950692667430229e-01	6.680077e-01
9.951692667430229e-01	6.578037e-01
9.952692667430229e-01	6.479072e-01
9.954692667430228e-01	6.289848e-01
9.955692667430228e-01	6.199346e-01
9.956692667430228e-01	6.111432e-01
9.957692667430228e-01	6.026008e-01
9.958692667430228e-01	5.942975e-01
9.959692667430228e-01	5.862249e-01
9.960692667430228e-01	5.783746e-01
9.961692667430228e-01	5.707394e-01
9.962692667430227e-01	5.633124e-01
9.963692667430227e-01	5.560877e-01
9.965692667430227e-01	5.422243e-01
9.967692667430227e-01	5.291147e-01
9.970692667430227e-01	5.108147e-01
9.973692667430226e-01	4.941209e-01
9.976692667430226e-01	4.790307e-01
9.979692667430226e-01	4.655480e-01
9.982692667430225e-01	4.536503e-01
9.985692667430225e-01	4.432641e-01
9.988692667430225e-01	4.342648e-01
9.991692667430224e-01	4.264953e-01
9.994692667430224e-01	4.197908e-01
9.996692667430224e-01	4.158361e-01
9.998692667430223e-01	4.122452e-01
9.999692667430223e-01	4.105724e-01
9.999998999999999e-01	4.103818e-01
