time	V(Vreg,N001)*(-Ic(Q7))	V(vo)
2.120020000000000e-01	7.862277e-01	3.313981e+00
2.300000000000000e-01	8.043583e-01	3.313895e+00
2.300010000000000e-01	8.043593e-01	3.313895e+00
2.320010000000000e-01	8.064261e-01	3.313885e+00
2.320020000000000e-01	8.064270e-01	3.313885e+00
2.500000000000000e-01	8.255157e-01	3.313793e+00
2.500010000000000e-01	8.255168e-01	3.313793e+00
2.520010000000000e-01	8.276941e-01	3.313783e+00
2.520019999999999e-01	8.276951e-01	3.313783e+00
2.700000000000000e-01	8.478198e-01	3.313685e+00
2.700010000000000e-01	8.478209e-01	3.313685e+00
2.720010000000000e-01	8.501180e-01	3.313674e+00
2.720020000000000e-01	8.501192e-01	3.313674e+00
2.900000000000000e-01	8.713664e-01	3.313570e+00
2.900010000000000e-01	8.713676e-01	3.313570e+00
2.920010000000000e-01	8.737947e-01	3.313559e+00
2.920020000000000e-01	8.737958e-01	3.313559e+00
3.050302581250380e-01	8.899447e-01	3.313479e+00
3.100000000000001e-01	8.962624e-01	3.313448e+00
3.100010000000000e-01	8.962637e-01	3.313448e+00
3.120010000000000e-01	8.988320e-01	3.313435e+00
3.120019999999999e-01	8.988332e-01	3.313435e+00
3.300000000000000e-01	9.226271e-01	3.313317e+00
3.300010000000000e-01	9.226284e-01	3.313317e+00
3.320010000000000e-01	9.253507e-01	3.313304e+00
3.320020000000000e-01	9.253521e-01	3.313304e+00
3.500000000000000e-01	9.505944e-01	3.313177e+00
3.500010000000000e-01	9.505958e-01	3.313177e+00
3.520010000000000e-01	9.534864e-01	3.313163e+00
3.520020000000000e-01	9.534878e-01	3.313163e+00
3.700000000000001e-01	9.803150e-01	3.313027e+00
3.700010000000000e-01	9.803164e-01	3.313027e+00
3.720010000000000e-01	9.833913e-01	3.313011e+00
3.720019999999999e-01	9.833929e-01	3.313011e+00
3.900000000000000e-01	1.011959e+00	3.312865e+00
3.900010000000000e-01	1.011961e+00	3.312865e+00
3.920010000000000e-01	1.015238e+00	3.312848e+00
3.920020000000000e-01	1.015240e+00	3.312848e+00
4.100000000000000e-01	1.045719e+00	3.312690e+00
4.100010000000000e-01	1.045721e+00	3.312690e+00
4.120010000000000e-01	1.049222e+00	3.312672e+00
4.120020000000000e-01	1.049224e+00	3.312672e+00
4.300000000000000e-01	1.081816e+00	3.312501e+00
4.300010000000000e-01	1.081818e+00	3.312501e+00
4.320010000000000e-01	1.085565e+00	3.312482e+00
4.320019999999999e-01	1.085567e+00	3.312482e+00
4.500000000000000e-01	1.120499e+00	3.312296e+00
4.500010000000000e-01	1.120501e+00	3.312296e+00
4.519350000000018e-01	1.124389e+00	3.312275e+00
4.520010000000000e-01	1.124522e+00	3.312275e+00
4.520020000000000e-01	1.124525e+00	3.312275e+00
4.700000000000000e-01	1.162058e+00	3.312073e+00
4.700010000000000e-01	1.162060e+00	3.312073e+00
4.720010000000000e-01	1.166387e+00	3.312049e+00
4.720020000000000e-01	1.166389e+00	3.312049e+00
4.900000000000000e-01	1.206825e+00	3.311828e+00
4.900010000000000e-01	1.206828e+00	3.311828e+00
4.920010000000000e-01	1.211495e+00	3.311802e+00
4.920019999999999e-01	1.211498e+00	3.311802e+00
5.100000000000000e-01	1.255187e+00	3.311559e+00
5.100010000000000e-01	1.255190e+00	3.311559e+00
5.120010000000000e-01	1.260240e+00	3.311531e+00
5.120020000000001e-01	1.260243e+00	3.311531e+00
5.300000000000000e-01	1.307595e+00	3.311263e+00
5.300010000000001e-01	1.307598e+00	3.311263e+00
5.320010000000001e-01	1.313080e+00	3.311232e+00
5.320020000000001e-01	1.313083e+00	3.311232e+00
5.500000000000000e-01	1.364578e+00	3.310935e+00
5.500010000000001e-01	1.364580e+00	3.310935e+00
5.520010000000001e-01	1.370554e+00	3.310900e+00
5.520020000000001e-01	1.370557e+00	3.310900e+00
5.700000000000001e-01	1.426762e+00	3.310570e+00
5.700010000000001e-01	1.426765e+00	3.310570e+00
5.720010000000001e-01	1.433297e+00	3.310531e+00
5.720020000000001e-01	1.433301e+00	3.310531e+00
5.900000000000001e-01	1.494894e+00	3.310160e+00
5.900010000000000e-01	1.494897e+00	3.310160e+00
5.920010000000000e-01	1.502071e+00	3.310116e+00
5.920020000000000e-01	1.502074e+00	3.310116e+00
6.099986574963424e-01	1.569864e+00	3.309697e+00
6.100000000000000e-01	1.569869e+00	3.309697e+00
6.100010000000000e-01	1.569873e+00	3.309697e+00
6.120010000000000e-01	1.577787e+00	3.309648e+00
6.120020000000000e-01	1.577791e+00	3.309648e+00
6.300000000000000e-01	1.652773e+00	3.309172e+00
6.300010000000000e-01	1.652777e+00	3.309172e+00
6.320010000000000e-01	1.661552e+00	3.309116e+00
6.320020000000001e-01	1.661557e+00	3.309116e+00
6.345731428571429e-01	1.672970e+00	3.309042e+00
6.371442857142857e-01	1.684550e+00	3.308967e+00
6.397154285714286e-01	1.696295e+00	3.308890e+00
6.422865714285715e-01	1.708206e+00	3.308813e+00
6.448577142857144e-01	1.720283e+00	3.308733e+00
6.474288571428571e-01	1.732525e+00	3.308653e+00
6.500000000000000e-01	1.744932e+00	3.308571e+00
6.500010000000001e-01	1.744937e+00	3.308570e+00
6.520010000000001e-01	1.754722e+00	3.308506e+00
6.520020000000001e-01	1.754727e+00	3.308506e+00
6.545731428571430e-01	1.767462e+00	3.308421e+00
6.571442857142857e-01	1.780393e+00	3.308334e+00
6.597154285714286e-01	1.793520e+00	3.308246e+00
6.622865714285715e-01	1.806844e+00	3.308156e+00
6.648577142857144e-01	1.820363e+00	3.308064e+00
6.674288571428572e-01	1.834078e+00	3.307970e+00
6.700000000000000e-01	1.847988e+00	3.307875e+00
6.700010000000001e-01	1.847994e+00	3.307875e+00
6.720010000000001e-01	1.858973e+00	3.307800e+00
6.720020000000001e-01	1.858979e+00	3.307799e+00
6.741421696875055e-01	1.870869e+00	3.307717e+00
6.762823393750109e-01	1.882920e+00	3.307634e+00
6.784225090625163e-01	1.895132e+00	3.307549e+00
6.805626787500219e-01	1.907504e+00	3.307462e+00
6.827028484375273e-01	1.920036e+00	3.307374e+00
6.848430181250327e-01	1.932727e+00	3.307285e+00
6.869831878125381e-01	1.945579e+00	3.307194e+00
6.900000000000001e-01	1.963993e+00	3.307063e+00
6.900010000000001e-01	1.964000e+00	3.307063e+00
6.920010000000001e-01	1.976407e+00	3.306974e+00
6.920020000000001e-01	1.976413e+00	3.306974e+00
6.935841897767913e-01	1.986340e+00	3.306903e+00
6.951663795535824e-01	1.996371e+00	3.306830e+00
6.967485693303735e-01	2.006505e+00	3.306757e+00
6.983307591071646e-01	2.016743e+00	3.306683e+00
6.999129488839557e-01	2.027084e+00	3.306607e+00
7.014951386607469e-01	2.037527e+00	3.306531e+00
7.030773284375380e-01	2.048074e+00	3.306454e+00
7.050302581250381e-01	2.061252e+00	3.306357e+00
7.069831878125381e-01	2.074600e+00	3.306258e+00
7.074141609821756e-01	2.077566e+00	3.306236e+00
7.078451341518129e-01	2.080541e+00	3.306214e+00
7.082761073214504e-01	2.083525e+00	3.306192e+00
7.087070804910878e-01	2.086518e+00	3.306170e+00
7.091380536607252e-01	2.089520e+00	3.306147e+00
7.095690268303626e-01	2.092531e+00	3.306125e+00
7.100000000000001e-01	2.095551e+00	3.306102e+00
7.100010000000001e-01	2.095558e+00	3.306102e+00
7.120010000000001e-01	2.109690e+00	3.305997e+00
7.120020000000001e-01	2.109697e+00	3.305996e+00
7.126077249330413e-01	2.114019e+00	3.305964e+00
7.132134498660824e-01	2.118358e+00	3.305931e+00
7.138191747991235e-01	2.122714e+00	3.305899e+00
7.144248997321645e-01	2.127087e+00	3.305866e+00
7.150306246652056e-01	2.131478e+00	3.305833e+00
7.156363495982467e-01	2.135885e+00	3.305799e+00
7.162420745312879e-01	2.140311e+00	3.305766e+00
7.172185393750379e-01	2.147484e+00	3.305711e+00
7.181950042187879e-01	2.154706e+00	3.305656e+00
7.191714690625379e-01	2.161977e+00	3.305601e+00
7.201479339062880e-01	2.169297e+00	3.305545e+00
7.211243987500380e-01	2.176667e+00	3.305489e+00
7.221008635937880e-01	2.184087e+00	3.305432e+00
7.230773284375380e-01	2.191558e+00	3.305374e+00
7.240537932812880e-01	2.199080e+00	3.305316e+00
7.250302581250381e-01	2.206654e+00	3.305258e+00
7.260067229687881e-01	2.214280e+00	3.305199e+00
7.269831878125381e-01	2.221959e+00	3.305139e+00
7.279596526562881e-01	2.229692e+00	3.305079e+00
7.290235351562501e-01	2.238165e+00	3.305013e+00
7.291630301339287e-01	2.239282e+00	3.305004e+00
7.293025251116072e-01	2.240401e+00	3.304995e+00
7.294420200892858e-01	2.241521e+00	3.304986e+00
7.295815150669643e-01	2.242641e+00	3.304978e+00
7.297210100446430e-01	2.243763e+00	3.304969e+00
7.298605050223215e-01	2.244886e+00	3.304960e+00
7.300000000000001e-01	2.246011e+00	3.304951e+00
7.300010000000000e-01	2.246019e+00	3.304951e+00
7.301844915248753e-01	2.247500e+00	3.304939e+00
7.303679830497505e-01	2.248983e+00	3.304926e+00
7.305514745746258e-01	2.250468e+00	3.304914e+00
7.307349660995009e-01	2.251955e+00	3.304900e+00
7.309184576243762e-01	2.253443e+00	3.304887e+00
7.311019491492514e-01	2.254933e+00	3.304873e+00
7.312854406741267e-01	2.256425e+00	3.304858e+00
7.312914406741269e-01	2.256474e+00	3.304858e+00
7.313563777206792e-01	2.257003e+00	3.304851e+00
7.314213147672314e-01	2.257532e+00	3.304845e+00
7.314862518137837e-01	2.258061e+00	3.304838e+00
7.315511888603359e-01	2.258591e+00	3.304830e+00
7.316161259068882e-01	2.259121e+00	3.304822e+00
7.316810629534404e-01	2.259651e+00	3.304814e+00
7.317459999999927e-01	2.260181e+00	3.304805e+00
7.317661428571361e-01	2.260346e+00	3.304801e+00
7.317862857142795e-01	2.260511e+00	3.304798e+00
7.318064285714230e-01	2.260676e+00	3.304795e+00
7.318265714285664e-01	2.260840e+00	3.304791e+00
7.318467142857099e-01	2.261005e+00	3.304787e+00
7.318668571428533e-01	2.261170e+00	3.304784e+00
7.318869999999967e-01	2.261335e+00	3.304780e+00
7.319032857142829e-01	2.261468e+00	3.304777e+00
7.319195714285691e-01	2.261601e+00	3.304773e+00
7.319358571428553e-01	2.261735e+00	3.304770e+00
7.319521428571415e-01	2.261868e+00	3.304766e+00
7.319684285714276e-01	2.262002e+00	3.304763e+00
7.319847142857139e-01	2.262135e+00	3.304759e+00
7.320010000000000e-01	2.262269e+00	3.304755e+00
7.320020000000000e-01	2.262277e+00	3.304755e+00
7.320254000000007e-01	2.262469e+00	3.304749e+00
7.320488000000014e-01	2.262660e+00	3.304742e+00
7.320722000000021e-01	2.262853e+00	3.304736e+00
7.320956000000027e-01	2.263045e+00	3.304728e+00
7.321190000000034e-01	2.263237e+00	3.304721e+00
7.321424000000041e-01	2.263429e+00	3.304713e+00
7.321658000000048e-01	2.263621e+00	3.304704e+00
7.323296400000094e-01	2.264972e+00	3.304619e+00
7.326573200000188e-01	2.267707e+00	3.304129e+00
7.333126800000377e-01	2.273694e+00	3.297658e+00
7.342891448437877e-01	2.285178e+00	3.255909e+00
7.352656096875377e-01	2.298283e+00	3.160070e+00
7.362420745312878e-01	2.306786e+00	3.036760e+00
7.372185393750378e-01	2.309876e+00	2.933267e+00
7.379936676097869e-01	2.311261e+00	2.874742e+00
7.388599794823072e-01	2.312736e+00	2.823795e+00
7.397288703257668e-01	2.313890e+00	2.778831e+00
7.407053351695169e-01	2.314665e+00	2.731959e+00
7.416818000132669e-01	2.314794e+00	2.687168e+00
7.426582648570169e-01	2.314267e+00	2.643840e+00
7.436347297007669e-01	2.313103e+00	2.601693e+00
7.446111945445170e-01	2.311336e+00	2.560606e+00
7.455876593882670e-01	2.309006e+00	2.520516e+00
7.475405890757670e-01	2.302815e+00	2.443161e+00
7.500000000000000e-01	2.292462e+00	2.350544e+00
7.500010000000000e-01	2.292457e+00	2.350508e+00
7.520010000000000e-01	2.282296e+00	2.279176e+00
7.520020000000001e-01	2.282291e+00	2.279141e+00
7.526573200000188e-01	2.278669e+00	2.256509e+00
7.551348457143019e-01	2.263946e+00	2.174536e+00
7.576123714285848e-01	2.247520e+00	2.096149e+00
7.600898971428679e-01	2.229703e+00	2.021349e+00
7.625674228571510e-01	2.210798e+00	1.950136e+00
7.650449485714340e-01	2.191089e+00	1.882509e+00
7.675224742857170e-01	2.170848e+00	1.818470e+00
7.700000000000000e-01	2.150332e+00	1.758017e+00
7.700010000000000e-01	2.150323e+00	1.757993e+00
7.720010000000000e-01	2.133344e+00	1.710762e+00
7.720020000000001e-01	2.133336e+00	1.710739e+00
7.745731428571430e-01	2.111426e+00	1.652953e+00
7.771442857142857e-01	2.089181e+00	1.597385e+00
7.797154285714286e-01	2.066739e+00	1.544036e+00
7.822865714285715e-01	2.044234e+00	1.492906e+00
7.848577142857144e-01	2.021790e+00	1.443994e+00
7.874288571428572e-01	1.999532e+00	1.397301e+00
7.900000000000000e-01	1.977573e+00	1.352827e+00
7.900010000000001e-01	1.977565e+00	1.352810e+00
7.920010000000001e-01	1.960493e+00	1.319220e+00
7.920020000000001e-01	1.960484e+00	1.319204e+00
7.945731428571430e-01	1.938839e+00	1.277759e+00
7.971442857142857e-01	1.917316e+00	1.237703e+00
7.997154285714286e-01	1.895978e+00	1.199034e+00
8.022865714285715e-01	1.874884e+00	1.161754e+00
8.048577142857144e-01	1.854094e+00	1.125862e+00
8.074288571428572e-01	1.833663e+00	1.091357e+00
8.100000000000001e-01	1.813644e+00	1.058241e+00
8.100010000000001e-01	1.813636e+00	1.058228e+00
8.120010000000001e-01	1.798218e+00	1.033152e+00
8.120020000000001e-01	1.798211e+00	1.033140e+00
8.145731428571430e-01	1.778761e+00	1.002024e+00
8.171442857142858e-01	1.759578e+00	9.718430e-01
8.197154285714287e-01	1.740692e+00	9.425979e-01
8.222865714285715e-01	1.722136e+00	9.142883e-01
8.248577142857144e-01	1.703938e+00	8.869144e-01
8.274288571428572e-01	1.686129e+00	8.604761e-01
8.300000000000001e-01	1.668735e+00	8.349734e-01
8.300010000000001e-01	1.668728e+00	8.349636e-01
8.320010000000001e-01	1.655408e+00	8.156170e-01
8.320020000000001e-01	1.655402e+00	8.156074e-01
8.338631797321484e-01	1.643227e+00	7.980652e-01
8.357243594642967e-01	1.631225e+00	7.808859e-01
8.375855391964450e-01	1.619402e+00	7.640696e-01
8.394467189285932e-01	1.607765e+00	7.476163e-01
8.413078986607415e-01	1.596321e+00	7.315260e-01
8.431690783928898e-01	1.585076e+00	7.157987e-01
8.450302581250381e-01	1.574038e+00	7.004343e-01
8.457402212500327e-01	1.569873e+00	6.946518e-01
8.464501843750272e-01	1.565734e+00	6.889148e-01
8.471601475000218e-01	1.561623e+00	6.832231e-01
8.478701106250164e-01	1.557539e+00	6.775769e-01
8.485800737500110e-01	1.553482e+00	6.719761e-01
8.492900368750055e-01	1.549454e+00	6.664207e-01
8.500000000000001e-01	1.545453e+00	6.609108e-01
8.500010000000000e-01	1.545448e+00	6.609030e-01
8.520010000000000e-01	1.534339e+00	6.456279e-01
8.520020000000000e-01	1.534333e+00	6.456203e-01
8.545731428571429e-01	1.520420e+00	6.265435e-01
8.571442857142857e-01	1.506836e+00	6.079504e-01
8.597154285714286e-01	1.493593e+00	5.898410e-01
8.622865714285715e-01	1.480699e+00	5.722153e-01
8.648577142857143e-01	1.468166e+00	5.550732e-01
8.674288571428571e-01	1.456004e+00	5.384148e-01
8.700000000000000e-01	1.444221e+00	5.222402e-01
8.700010000000000e-01	1.444216e+00	5.222340e-01
8.720010000000000e-01	1.435273e+00	5.099137e-01
8.720020000000001e-01	1.435268e+00	5.099076e-01
8.745731428571429e-01	1.424114e+00	4.944766e-01
8.771442857142857e-01	1.413261e+00	4.793921e-01
8.797154285714286e-01	1.402717e+00	4.646540e-01
8.822865714285715e-01	1.392486e+00	4.502624e-01
8.848577142857144e-01	1.382575e+00	4.362172e-01
8.874288571428571e-01	1.372989e+00	4.225185e-01
8.900000000000000e-01	1.363736e+00	4.091662e-01
8.900010000000000e-01	1.363732e+00	4.091611e-01
8.920010000000000e-01	1.356719e+00	3.989579e-01
8.920020000000001e-01	1.356716e+00	3.989528e-01
8.945731428571430e-01	1.347992e+00	3.861250e-01
8.971442857142857e-01	1.339516e+00	3.735402e-01
8.997154285714286e-01	1.331292e+00	3.611983e-01
9.022865714285715e-01	1.323324e+00	3.490994e-01
9.048577142857144e-01	1.315614e+00	3.372434e-01
9.074288571428571e-01	1.308166e+00	3.256304e-01
9.100000000000000e-01	1.300984e+00	3.142603e-01
9.100010000000001e-01	1.300982e+00	3.142560e-01
9.117519999999929e-01	1.296208e+00	3.066172e-01
9.120010000000001e-01	1.295538e+00	3.055386e-01
9.120020000000001e-01	1.295535e+00	3.055342e-01
9.145731428571430e-01	1.288765e+00	2.945288e-01
9.171442857142857e-01	1.282186e+00	2.836931e-01
9.197154285714286e-01	1.275800e+00	2.730272e-01
9.222865714285715e-01	1.269611e+00	2.625311e-01
9.248577142857144e-01	1.263619e+00	2.522047e-01
9.274288571428572e-01	1.257828e+00	2.420482e-01
9.300000000000000e-01	1.252238e+00	2.320614e-01
9.300010000000001e-01	1.252236e+00	2.320575e-01
9.320010000000001e-01	1.247995e+00	2.243787e-01
9.320020000000001e-01	1.247992e+00	2.243749e-01
9.345731428571430e-01	1.242712e+00	2.146441e-01
9.371442857142858e-01	1.237576e+00	2.050337e-01
9.397154285714286e-01	1.232585e+00	1.955438e-01
9.422865714285715e-01	1.227742e+00	1.861743e-01
9.448577142857144e-01	1.223047e+00	1.769251e-01
9.474288571428572e-01	1.218502e+00	1.677964e-01
9.500000000000001e-01	1.214107e+00	1.587881e-01
9.500010000000001e-01	1.214106e+00	1.587846e-01
9.520010000000001e-01	1.210768e+00	1.518422e-01
9.520020000000001e-01	1.210767e+00	1.518387e-01
9.545731428571430e-01	1.206604e+00	1.430144e-01
9.571442857142858e-01	1.202550e+00	1.342776e-01
9.597154285714287e-01	1.198607e+00	1.256282e-01
9.622865714285715e-01	1.194775e+00	1.170663e-01
9.648577142857144e-01	1.191056e+00	1.085919e-01
9.674288571428572e-01	1.187448e+00	1.002051e-01
9.700000000000001e-01	1.183955e+00	9.190566e-02
9.700010000000000e-01	1.183953e+00	9.190245e-02
9.720010000000000e-01	1.181298e+00	8.549491e-02
9.720020000000000e-01	1.181297e+00	8.549171e-02
9.745731428571429e-01	1.177980e+00	7.732810e-02
9.771442857142857e-01	1.174748e+00	6.922967e-02
9.797154285714286e-01	1.171600e+00	6.119640e-02
9.822865714285715e-01	1.168539e+00	5.322831e-02
9.848577142857143e-01	1.165563e+00	4.532540e-02
9.874288571428571e-01	1.162675e+00	3.748765e-02
9.900000000000000e-01	1.159874e+00	2.971508e-02
9.900010000000000e-01	1.159873e+00	2.971207e-02
9.920010000000000e-01	1.157743e+00	2.370277e-02
9.920020000000001e-01	1.157742e+00	2.369978e-02
9.928867148883983e-01	1.156816e+00	2.105339e-02
9.937714297767966e-01	1.155898e+00	1.841323e-02
9.946561446651948e-01	1.154989e+00	1.577929e-02
9.955408595535931e-01	1.154088e+00	1.315159e-02
9.964255744419913e-01	1.153195e+00	1.053010e-02
9.973102893303896e-01	1.152311e+00	7.914849e-03
9.981950042187878e-01	1.151436e+00	5.305819e-03
9.991714690625378e-01	1.150479e+00	2.432874e-03
9.999000000000000e-01	1.149769e+00	2.931915e-04
