time	V(Vreg,N001)*(-Ic(Q7))
3.150010000000000e-01	1.725211e+00
3.150019999999999e-01	1.725214e+00
3.300000000000000e-01	1.762855e+00
3.300010000000000e-01	1.762857e+00
3.350010000000000e-01	1.775774e+00
3.350020000000000e-01	1.775777e+00
3.500000000000000e-01	1.815684e+00
3.500010000000000e-01	1.815686e+00
3.550010000000000e-01	1.829393e+00
3.550020000000000e-01	1.829395e+00
3.700000000000001e-01	1.871780e+00
3.700010000000000e-01	1.871782e+00
3.750010000000000e-01	1.886353e+00
3.750019999999999e-01	1.886356e+00
3.900000000000000e-01	1.931455e+00
3.900010000000000e-01	1.931458e+00
3.950010000000000e-01	1.946977e+00
3.950020000000000e-01	1.946980e+00
4.100000000000000e-01	1.995063e+00
4.100010000000000e-01	1.995067e+00
4.150010000000000e-01	2.011629e+00
4.150020000000000e-01	2.011633e+00
4.300000000000000e-01	2.063007e+00
4.300010000000000e-01	2.063010e+00
4.350010000000000e-01	2.080726e+00
4.350019999999999e-01	2.080729e+00
4.500000000000000e-01	2.135744e+00
4.500010000000000e-01	2.135748e+00
4.549840000000004e-01	2.154675e+00
4.550010000000000e-01	2.154741e+00
4.550020000000000e-01	2.154744e+00
4.700000000000000e-01	2.213799e+00
4.700010000000000e-01	2.213804e+00
4.750010000000000e-01	2.234218e+00
4.750020000000000e-01	2.234222e+00
4.900000000000000e-01	2.297780e+00
4.900010000000000e-01	2.297784e+00
4.950010000000000e-01	2.319785e+00
4.950019999999999e-01	2.319789e+00
5.100000000000000e-01	2.388384e+00
5.100010000000000e-01	2.388389e+00
5.150010000000000e-01	2.412168e+00
5.150020000000001e-01	2.412173e+00
5.300000000000000e-01	2.486430e+00
5.300010000000001e-01	2.486435e+00
5.350010000000001e-01	2.512217e+00
5.350020000000001e-01	2.512222e+00
5.500000000000000e-01	2.592870e+00
5.500010000000001e-01	2.592875e+00
5.550010000000001e-01	2.620925e+00
5.550020000000001e-01	2.620930e+00
5.700000000000001e-01	2.708831e+00
5.700010000000001e-01	2.708837e+00
5.750010000000001e-01	2.739466e+00
5.750020000000001e-01	2.739473e+00
5.900000000000001e-01	2.835649e+00
5.900010000000000e-01	2.835656e+00
5.950010000000000e-01	2.869238e+00
5.950020000000000e-01	2.869245e+00
6.100000000000000e-01	2.974924e+00
6.100010000000000e-01	2.974931e+00
6.101616590689135e-01	2.976105e+00
6.150010000000000e-01	3.011913e+00
6.150020000000000e-01	3.011921e+00
6.300000000000000e-01	3.128582e+00
6.300010000000000e-01	3.128590e+00
6.350010000000000e-01	3.169517e+00
6.350020000000001e-01	3.169525e+00
6.500000000000000e-01	3.298973e+00
6.500010000000001e-01	3.298982e+00
6.550010000000001e-01	3.344520e+00
6.550020000000001e-01	3.344529e+00
6.700000000000000e-01	3.488987e+00
6.700010000000001e-01	3.488997e+00
6.750010000000001e-01	3.539969e+00
6.750020000000001e-01	3.539979e+00
6.771445714285715e-01	3.562274e+00
6.792871428571430e-01	3.584864e+00
6.814297142857144e-01	3.607747e+00
6.835722857142857e-01	3.630925e+00
6.857148571428572e-01	3.654396e+00
6.878574285714286e-01	3.678160e+00
6.900000000000001e-01	3.702217e+00
6.900010000000001e-01	3.702229e+00
6.907152857142858e-01	3.710329e+00
6.914295714285715e-01	3.718465e+00
6.921438571428572e-01	3.726635e+00
6.928581428571430e-01	3.734842e+00
6.935724285714286e-01	3.743083e+00
6.942867142857144e-01	3.751359e+00
6.950010000000001e-01	3.759671e+00
6.950020000000001e-01	3.759683e+00
6.961658024999078e-01	3.773314e+00
6.973296049998154e-01	3.787046e+00
6.984934074997231e-01	3.800879e+00
6.996572099996309e-01	3.814811e+00
7.008210124995385e-01	3.828844e+00
7.019848149994462e-01	3.842977e+00
7.031486174993539e-01	3.857211e+00
7.041251799992562e-01	3.869240e+00
7.051017424991585e-01	3.881344e+00
7.060783049990608e-01	3.893525e+00
7.070548674989631e-01	3.905782e+00
7.080314299988654e-01	3.918117e+00
7.083126542847418e-01	3.921676e+00
7.085938785706182e-01	3.925244e+00
7.088751028564946e-01	3.928819e+00
7.091563271423709e-01	3.932402e+00
7.094375514282473e-01	3.935993e+00
7.097187757141237e-01	3.939592e+00
7.100000000000001e-01	3.943199e+00
7.100010000000001e-01	3.943212e+00
7.106669196428739e-01	3.951780e+00
7.113328392857475e-01	3.960385e+00
7.119987589286213e-01	3.969027e+00
7.126646785714950e-01	3.977704e+00
7.133305982143687e-01	3.986418e+00
7.139965178572424e-01	3.995168e+00
7.146624375001162e-01	4.003955e+00
7.150010000000001e-01	4.008439e+00
7.150020000000001e-01	4.008452e+00
7.154682578571204e-01	4.014650e+00
7.159345157142408e-01	4.020867e+00
7.164007735713611e-01	4.027103e+00
7.168670314284814e-01	4.033356e+00
7.173332892856017e-01	4.039629e+00
7.177995471427221e-01	4.045920e+00
7.182658049998424e-01	4.052230e+00
7.192423674997447e-01	4.065508e+00
7.202189299996470e-01	4.078874e+00
7.211954924995493e-01	4.092327e+00
7.221720549994516e-01	4.105870e+00
7.231486174993539e-01	4.119503e+00
7.241251799992562e-01	4.133226e+00
7.251017424991585e-01	4.147042e+00
7.260783049990608e-01	4.160950e+00
7.270548674989631e-01	4.174951e+00
7.280314299988654e-01	4.189047e+00
7.290543275027580e-01	4.203890e+00
7.291759055454392e-01	4.205664e+00
7.292974835881204e-01	4.207440e+00
7.294190616308016e-01	4.209217e+00
7.295406396734827e-01	4.210996e+00
7.296622177161639e-01	4.212776e+00
7.297837957588451e-01	4.214557e+00
7.299053738015263e-01	4.216341e+00
7.300000000000001e-01	4.217730e+00
7.300010000000000e-01	4.217744e+00
7.300469081817087e-01	4.218419e+00
7.300928163634174e-01	4.219094e+00
7.301387245451261e-01	4.219769e+00
7.301846327268348e-01	4.220444e+00
7.302305409085434e-01	4.221120e+00
7.302764490902521e-01	4.221796e+00
7.303223572719608e-01	4.222472e+00
7.306437537768935e-01	4.227235e+00
7.312865467867588e-01	4.237575e+00
7.322631092866611e-01	4.258151e+00
7.332396717865634e-01	4.284991e+00
7.340244375000977e-01	4.307304e+00
7.340254375000977e-01	4.307330e+00
7.340274375000978e-01	4.307379e+00
7.340314375000979e-01	4.307474e+00
7.340384571928789e-01	4.307650e+00
7.340524965784408e-01	4.308012e+00
7.340735419687712e-01	4.308561e+00
7.341156327494318e-01	4.309653e+00
7.341998143107531e-01	4.311794e+00
7.343681774333957e-01	4.315891e+00
7.344286197650133e-01	4.317320e+00
7.344890620966308e-01	4.318717e+00
7.345495044282484e-01	4.320081e+00
7.346099467598659e-01	4.321416e+00
7.346703890914835e-01	4.322720e+00
7.347308314231010e-01	4.323995e+00
7.347912737547186e-01	4.325242e+00
7.348212346469017e-01	4.325851e+00
7.348511955390847e-01	4.326454e+00
7.348811564312678e-01	4.327050e+00
7.349111173234508e-01	4.327640e+00
7.349410782156339e-01	4.328223e+00
7.349710391078169e-01	4.328800e+00
7.350010000000000e-01	4.329371e+00
7.350020000000000e-01	4.329390e+00
7.350488057142871e-01	4.330270e+00
7.350956114285742e-01	4.331135e+00
7.351424171428612e-01	4.331986e+00
7.351892228571483e-01	4.332823e+00
7.352360285714353e-01	4.333647e+00
7.352828342857224e-01	4.334458e+00
7.353296400000094e-01	4.335256e+00
7.356573200000188e-01	4.340535e+00
7.363126800000377e-01	4.349816e+00
7.372892424999400e-01	4.361435e+00
7.382658049998423e-01	4.371207e+00
7.392423674997446e-01	4.379591e+00
7.402189299996469e-01	4.386748e+00
7.411954924995492e-01	4.392745e+00
7.421720549994515e-01	4.397626e+00
7.431486174993538e-01	4.401437e+00
7.441251799992561e-01	4.404225e+00
7.451017424991584e-01	4.406042e+00
7.460783049990607e-01	4.406939e+00
7.480314299988653e-01	4.406173e+00
7.500000000000000e-01	4.402257e+00
7.500010000000000e-01	4.402254e+00
7.507152857142857e-01	4.400131e+00
7.514295714285715e-01	4.397654e+00
7.521438571428571e-01	4.394840e+00
7.528581428571429e-01	4.391701e+00
7.535724285714286e-01	4.388253e+00
7.542867142857144e-01	4.384509e+00
7.550010000000000e-01	4.380482e+00
7.550020000000001e-01	4.380477e+00
7.571163391145054e-01	4.367109e+00
7.592306782290107e-01	4.351604e+00
7.613450173435160e-01	4.334221e+00
7.634593564580213e-01	4.315207e+00
7.655736955725266e-01	4.294802e+00
7.676880346870320e-01	4.273237e+00
7.698023738015373e-01	4.250735e+00
7.698343738015373e-01	4.250385e+00
7.700000000000000e-01	4.248575e+00
7.700010000000000e-01	4.248564e+00
7.707152857142857e-01	4.240705e+00
7.714295714285715e-01	4.232744e+00
7.721438571428572e-01	4.224685e+00
7.728581428571429e-01	4.216535e+00
7.735724285714286e-01	4.208301e+00
7.742867142857144e-01	4.199986e+00
7.750010000000001e-01	4.191599e+00
7.750020000000001e-01	4.191587e+00
7.771445714285715e-01	4.166153e+00
7.792871428571430e-01	4.140092e+00
7.814297142857144e-01	4.113519e+00
7.835722857142857e-01	4.086551e+00
7.857148571428572e-01	4.059296e+00
7.878574285714286e-01	4.031863e+00
7.900000000000000e-01	4.004355e+00
7.900010000000001e-01	4.004342e+00
7.950010000000001e-01	3.939574e+00
7.950020000000001e-01	3.939561e+00
7.971445714285715e-01	3.911838e+00
7.992871428571430e-01	3.884045e+00
8.014297142857144e-01	3.856239e+00
8.035722857142857e-01	3.828478e+00
8.057148571428572e-01	3.800818e+00
8.078574285714286e-01	3.773312e+00
8.100000000000001e-01	3.746013e+00
8.100010000000001e-01	3.746000e+00
8.107152857142857e-01	3.736923e+00
8.114295714285715e-01	3.727860e+00
8.121438571428572e-01	3.718810e+00
8.128581428571430e-01	3.709776e+00
8.135724285714286e-01	3.700760e+00
8.142867142857144e-01	3.691762e+00
8.150010000000001e-01	3.682784e+00
8.150020000000001e-01	3.682771e+00
8.164448203570227e-01	3.664741e+00
8.178876407140454e-01	3.646778e+00
8.193304610710680e-01	3.628890e+00
8.207732814280906e-01	3.611089e+00
8.222161017851132e-01	3.593384e+00
8.236589221421359e-01	3.575785e+00
8.251017424991585e-01	3.558302e+00
8.258014935707073e-01	3.549852e+00
8.265012446422560e-01	3.541424e+00
8.272009957138049e-01	3.533018e+00
8.279007467853536e-01	3.524637e+00
8.286004978569025e-01	3.516280e+00
8.293002489284512e-01	3.507948e+00
8.300000000000001e-01	3.499643e+00
8.300010000000001e-01	3.499631e+00
8.307152857142858e-01	3.491192e+00
8.314295714285715e-01	3.482775e+00
8.321438571428572e-01	3.474382e+00
8.328581428571430e-01	3.466014e+00
8.335724285714287e-01	3.457671e+00
8.342867142857144e-01	3.449354e+00
8.350010000000001e-01	3.441064e+00
8.350020000000001e-01	3.441053e+00
8.371445714285716e-01	3.416421e+00
8.392871428571430e-01	3.391989e+00
8.414297142857144e-01	3.367776e+00
8.435722857142858e-01	3.343800e+00
8.457148571428572e-01	3.320079e+00
8.478574285714287e-01	3.296630e+00
8.500000000000001e-01	3.273469e+00
8.500010000000000e-01	3.273458e+00
8.550010000000000e-01	3.220336e+00
8.550020000000000e-01	3.220325e+00
8.571445714285715e-01	3.198025e+00
8.592871428571429e-01	3.175943e+00
8.614297142857144e-01	3.154091e+00
8.635722857142857e-01	3.132481e+00
8.657148571428571e-01	3.111122e+00
8.678574285714286e-01	3.090027e+00
8.700000000000000e-01	3.069205e+00
8.700010000000000e-01	3.069195e+00
8.707152857142857e-01	3.062309e+00
8.714295714285715e-01	3.055448e+00
8.721438571428571e-01	3.048614e+00
8.728581428571429e-01	3.041806e+00
8.735724285714286e-01	3.035024e+00
8.742867142857144e-01	3.028270e+00
8.750010000000000e-01	3.021543e+00
8.750020000000001e-01	3.021533e+00
8.771445714285715e-01	3.001557e+00
8.792871428571429e-01	2.981813e+00
8.814297142857144e-01	2.962307e+00
8.835722857142857e-01	2.943048e+00
8.857148571428571e-01	2.924042e+00
8.878574285714286e-01	2.905297e+00
8.900000000000000e-01	2.886820e+00
8.900010000000000e-01	2.886811e+00
8.950010000000000e-01	2.844705e+00
8.950020000000001e-01	2.844697e+00
8.971445714285715e-01	2.827110e+00
8.992871428571430e-01	2.809790e+00
9.014297142857144e-01	2.792743e+00
9.035722857142857e-01	2.775973e+00
9.057148571428572e-01	2.759487e+00
9.078574285714286e-01	2.743288e+00
9.100000000000000e-01	2.727381e+00
9.100010000000001e-01	2.727374e+00
9.150010000000001e-01	2.691467e+00
9.150020000000001e-01	2.691460e+00
9.150022800000001e-01	2.691458e+00
9.171448114285715e-01	2.676603e+00
9.192873428571429e-01	2.662068e+00
9.214298742857143e-01	2.647856e+00
9.235724057142858e-01	2.633971e+00
9.257149371428572e-01	2.620417e+00
9.278574685714286e-01	2.607199e+00
9.300000000000000e-01	2.594319e+00
9.300010000000001e-01	2.594313e+00
9.350010000000001e-01	2.565630e+00
9.350020000000001e-01	2.565624e+00
9.371445714285715e-01	2.553937e+00
9.392871428571430e-01	2.542582e+00
9.414297142857144e-01	2.531560e+00
9.435722857142858e-01	2.520874e+00
9.457148571428572e-01	2.510528e+00
9.478574285714286e-01	2.500523e+00
9.500000000000001e-01	2.490864e+00
9.500010000000001e-01	2.490859e+00
9.550010000000001e-01	2.469574e+00
9.550020000000001e-01	2.469570e+00
9.571445714285716e-01	2.461009e+00
9.592871428571430e-01	2.452728e+00
9.614297142857144e-01	2.444729e+00
9.635722857142858e-01	2.437013e+00
9.657148571428572e-01	2.429582e+00
9.678574285714286e-01	2.422438e+00
9.700000000000001e-01	2.415582e+00
9.700010000000000e-01	2.415579e+00
9.750010000000000e-01	2.400547e+00
9.750020000000000e-01	2.400544e+00
9.771445714285715e-01	2.394539e+00
9.792871428571429e-01	2.388746e+00
9.814297142857143e-01	2.383164e+00
9.835722857142857e-01	2.377795e+00
9.857148571428571e-01	2.372641e+00
9.878574285714286e-01	2.367702e+00
9.900000000000000e-01	2.362979e+00
9.900010000000000e-01	2.362977e+00
9.950010000000000e-01	2.352665e+00
9.950020000000001e-01	2.352663e+00
9.992423674997446e-01	2.344691e+00
9.999999999000000e-01	2.343328e+00
