Freq.	V(n012)
5.01187233627275e+01	1.56211083700154e+01	-1.79860086109101e+02
5.24807460249776e+01	1.56211155214056e+01	-1.79853492338646e+02
5.49540873857628e+01	1.56211233627310e+01	-1.79846587838247e+02
5.75439937337161e+01	1.56211319605479e+01	-1.79839357967347e+02
6.02559586074362e+01	1.56211413878396e+01	-1.79831787395947e+02
6.30957344480197e+01	1.56211517246252e+01	-1.79823860072167e+02
6.60693448007600e+01	1.56211630586525e+01	-1.79815559188377e+02
6.91830970918941e+01	1.56211754861157e+01	-1.79806867145636e+02
7.24435960074995e+01	1.56211891124900e+01	-1.79797765516573e+02
7.58577575029189e+01	1.56212040534515e+01	-1.79788235006387e+02
7.94328234724287e+01	1.56212204358031e+01	-1.79778255412263e+02
8.31763771102677e+01	1.56212383985954e+01	-1.79767805580660e+02
8.70963589956087e+01	1.56212580942766e+01	-1.79756863362735e+02
9.12010839355916e+01	1.56212796900313e+01	-1.79745405567713e+02
9.54992586021443e+01	1.56213033691217e+01	-1.79733407914065e+02
1.00000000000001e+02	1.56213293325165e+01	-1.79720844978376e+02
1.04712854805091e+02	1.56213578005632e+01	-1.79707690141938e+02
1.09647819614319e+02	1.56213890148434e+01	-1.79693915534828e+02
1.14815362149689e+02	1.56214232402580e+01	-1.79679491977459e+02
1.20226443461742e+02	1.56214607672414e+01	-1.79664388919344e+02
1.25892541179418e+02	1.56215019142274e+01	-1.79648574375191e+02
1.31825673855642e+02	1.56215470303705e+01	-1.79632014858032e+02
1.38038426460290e+02	1.56215964984616e+01	-1.79614675309256e+02
1.44543977074594e+02	1.56216507382375e+01	-1.79596519025472e+02
1.51356124843622e+02	1.56217102098625e+01	-1.79577507582282e+02
1.58489319246113e+02	1.56217754178687e+01	-1.79557600754184e+02
1.65958690743757e+02	1.56218469154321e+01	-1.79536756431476e+02
1.73780082874939e+02	1.56219253090163e+01	-1.79514930532801e+02
1.81970085861000e+02	1.56220112635699e+01	-1.79492076914489e+02
1.90546071796326e+02	1.56221055080964e+01	-1.79468147275305e+02
1.99526231496890e+02	1.56222088418153e+01	-1.79443091057576e+02
2.08929613085406e+02	1.56223221409820e+01	-1.79416855343568e+02
2.18776162394957e+02	1.56224463662235e+01	-1.79389384747770e+02
2.29086765276779e+02	1.56225825706885e+01	-1.79360621304316e+02
2.39883291901951e+02	1.56227319089447e+01	-1.79330504349950e+02
2.51188643150960e+02	1.56228956466919e+01	-1.79298970401925e+02
2.63026799189540e+02	1.56230751714992e+01	-1.79265953030913e+02
2.75422870333819e+02	1.56232720044185e+01	-1.79231382728917e+02
2.88403150312663e+02	1.56234878128638e+01	-1.79195186771762e+02
3.01995172040204e+02	1.56237244246077e+01	-1.79157289076496e+02
3.16227766016841e+02	1.56239838432009e+01	-1.79117610053179e+02
3.31131121482594e+02	1.56242682647235e+01	-1.79076066451062e+02
3.46736850452535e+02	1.56245800963200e+01	-1.79032571199523e+02
3.63078054770105e+02	1.56249219763224e+01	-1.78987033243380e+02
3.80189396320565e+02	1.56252967963492e+01	-1.78939357372626e+02
3.98107170553501e+02	1.56257077255363e+01	-1.78889444046451e+02
4.16869383470339e+02	1.56261582369548e+01	-1.78837189212775e+02
4.36515832240170e+02	1.56266521366126e+01	-1.78782484121653e+02
4.57088189614879e+02	1.56271935951213e+01	-1.78725215134375e+02
4.78630092322643e+02	1.56277871823487e+01	-1.78665263527906e+02
5.01187233627277e+02	1.56284379053685e+01	-1.78602505295090e+02
5.24807460249777e+02	1.56291512497655e+01	-1.78536810941651e+02
5.49540873857630e+02	1.56299332250466e+01	-1.78468045279580e+02
5.75439937337162e+02	1.56307904139882e+01	-1.78396067219252e+02
6.02559586074363e+02	1.56317300267166e+01	-1.78320729560044e+02
6.30957344480199e+02	1.56327599596064e+01	-1.78241878781151e+02
6.60693448007602e+02	1.56338888597064e+01	-1.78159354833958e+02
6.91830970918943e+02	1.56351261948106e+01	-1.78072990938356e+02
7.24435960074997e+02	1.56364823300014e+01	-1.77982613383201e+02
7.58577575029191e+02	1.56379686110089e+01	-1.77888041335474e+02
7.94328234724289e+02	1.56395974548412e+01	-1.77789086660033e+02
8.31763771102679e+02	1.56413824485896e+01	-1.77685553751834e+02
8.70963589956090e+02	1.56433384566850e+01	-1.77577239387516e+02
9.12010839355919e+02	1.56454817374696e+01	-1.77463932597336e+02
9.54992586021446e+02	1.56478300696252e+01	-1.77345414564658e+02
1.00000000000001e+03	1.56504028893626e+01	-1.77221458558147e+02
1.04712854805091e+03	1.56532214387270e+01	-1.77091829903445e+02
1.09647819614320e+03	1.56563089262313e+01	-1.76956286000912e+02
1.14815362149690e+03	1.56596907000504e+01	-1.76814576400298e+02
1.20226443461743e+03	1.56633944348202e+01	-1.76666442940602e+02
1.25892541179418e+03	1.56674503327508e+01	-1.76511619965241e+02
1.31825673855642e+03	1.56718913393501e+01	-1.76349834628809e+02
1.38038426460290e+03	1.56767533747585e+01	-1.76180807305832e+02
1.44543977074594e+03	1.56820755808809e+01	-1.76004252120433e+02
1.51356124843623e+03	1.56879005847754e+01	-1.75819877612604e+02
1.58489319246113e+03	1.56942747784216e+01	-1.75627387563663e+02
1.65958690743758e+03	1.57012486147667e+01	-1.75426482000168e+02
1.73780082874940e+03	1.57088769197644e+01	-1.75216858403617e+02
1.81970085861000e+03	1.57172192196438e+01	-1.74998213151069e+02
1.90546071796327e+03	1.57263400821916e+01	-1.74770243216332e+02
1.99526231496890e+03	1.57363094704434e+01	-1.74532648165988e+02
2.08929613085406e+03	1.57472031064346e+01	-1.74285132479470e+02
2.18776162394958e+03	1.57591028417536e+01	-1.74027408236286e+02
2.29086765276780e+03	1.57720970313229e+01	-1.73759198200758e+02
2.39883291901952e+03	1.57862809047310e+01	-1.73480239354400e+02
2.51188643150961e+03	1.58017569296570e+01	-1.73190286905054e+02
2.63026799189541e+03	1.58186351591895e+01	-1.72889118823944e+02
2.75422870333820e+03	1.58370335544254e+01	-1.72576540940297e+02
2.88403150312664e+03	1.58570782712662e+01	-1.72252392640092e+02
3.01995172040205e+03	1.58789038990923e+01	-1.71916553192668e+02
3.16227766016842e+03	1.59026536366208e+01	-1.71568948735051e+02
3.31131121482595e+03	1.59284793885005e+01	-1.71209559929684e+02
3.46736850452536e+03	1.59565417640029e+01	-1.70838430296497e+02
3.63078054770106e+03	1.59870099568754e+01	-1.70455675214853e+02
3.80189396320566e+03	1.60200614844867e+01	-1.70061491548802e+02
3.98107170553502e+03	1.60558817611170e+01	-1.69656167856022e+02
4.16869383470341e+03	1.60946634808570e+01	-1.69240095084296e+02
4.36515832240172e+03	1.61366057836894e+01	-1.68813777638496e+02
4.57088189614881e+03	1.61819131789512e+01	-1.68377844669351e+02
4.78630092322645e+03	1.62307942015930e+01	-1.67933061378995e+02
5.01187233627279e+03	1.62834597791039e+01	-1.67480340108474e+02
5.24807460249780e+03	1.63401212904591e+01	-1.67020750920582e+02
5.49540873857632e+03	1.64009883049741e+01	-1.66555531346326e+02
5.75439937337165e+03	1.64662659950756e+01	-1.66086094922585e+02
6.02559586074366e+03	1.65361522271943e+01	-1.65614038116444e+02
6.30957344480202e+03	1.66108343457567e+01	-1.65141145197463e+02
6.60693448007605e+03	1.66904856779487e+01	-1.64669390614299e+02
6.91830970918946e+03	1.67752618013725e+01	-1.64200938422532e+02
7.24435960075000e+03	1.68652966317556e+01	-1.63738138346179e+02
7.58577575029194e+03	1.69606984026726e+01	-1.63283518091197e+02
7.94328234724293e+03	1.70615456245229e+01	-1.62839771599679e+02
8.31763771102683e+03	1.71678831238328e+01	-1.62409743025467e+02
8.70963589956093e+03	1.72797182729338e+01	-1.61996406335128e+02
9.12010839355923e+03	1.73970175300492e+01	-1.61602840558064e+02
9.54992586021450e+03	1.75197034105566e+01	-1.61232200885792e+02
1.00000000000001e+04	1.76476520097762e+01	-1.60887685962719e+02
1.04712854805091e+04	1.77806911915340e+01	-1.60572501863971e+02
1.09647819614320e+04	1.79185995413356e+01	-1.60289823444848e+02
1.14815362149690e+04	1.80611061681401e+01	-1.60042753848060e+02
1.20226443461743e+04	1.82078914154694e+01	-1.59834283076349e+02
1.25892541179419e+04	1.83585885176358e+01	-1.59667246642416e+02
1.31825673855643e+04	1.85127862072788e+01	-1.59544285317691e+02
1.38038426460291e+04	1.86700322524314e+01	-1.59467807050841e+02
1.44543977074595e+04	1.88298378730337e+01	-1.59439952059679e+02
1.51356124843623e+04	1.89916829570197e+01	-1.59462562054448e+02
1.58489319246114e+04	1.91550219737702e+01	-1.59537154446691e+02
1.65958690743759e+04	1.93192904566607e+01	-1.59664902269365e+02
1.73780082874940e+04	1.94839119155780e+01	-1.59846620370288e+02
1.81970085861001e+04	1.96483050192161e+01	-1.60082758278785e+02
1.90546071796328e+04	1.98118908861899e+01	-1.60373399973587e+02
1.99526231496891e+04	1.99741003138183e+01	-1.60718270565138e+02
2.08929613085407e+04	2.01343807817703e+01	-1.61116749735785e+02
2.18776162394959e+04	2.02922030698658e+01	-1.61567891592746e+02
2.29086765276781e+04	2.04470673417887e+01	-1.62070450403825e+02
2.39883291901953e+04	2.05985085677354e+01	-1.62622911546752e+02
2.51188643150962e+04	2.07461011701930e+01	-1.63223526838009e+02
2.63026799189542e+04	2.08894628133072e+01	-1.63870353330267e+02
2.75422870333821e+04	2.10282572703468e+01	-1.64561294558856e+02
2.88403150312665e+04	2.11621963462977e+01	-1.65294143201241e+02
3.01995172040206e+04	2.12910408473996e+01	-1.66066624093643e+02
3.16227766016843e+04	2.14146006322538e+01	-1.66876436600963e+02
3.31131121482596e+04	2.15327337959834e+01	-1.67721295378500e+02
3.46736850452537e+04	2.16453450624427e+01	-1.68598968718865e+02
3.63078054770107e+04	2.17523834896488e+01	-1.69507313747075e+02
3.80189396320567e+04	2.18538395895332e+01	-1.70444307929616e+02
3.98107170553504e+04	2.19497419907978e+01	-1.71408076492596e+02
4.16869383470342e+04	2.20401537612467e+01	-1.72396915511908e+02
4.36515832240173e+04	2.21251685173497e+01	-1.73409310596155e+02
4.57088189614883e+04	2.22049064345668e+01	-1.74443951227175e+02
4.78630092322646e+04	2.22795102624345e+01	-1.75499740930286e+02
5.01187233627281e+04	2.23491414426281e+01	-1.76575803572010e+02
5.24807460249781e+04	2.24139764094308e+01	-1.77671486122001e+02
5.49540873857634e+04	2.24742031354114e+01	-1.78786358313560e+02
5.75439937337167e+04	2.25300179769790e+01	-1.79920209616488e+02
6.02559586074368e+04	2.25816228552140e+01	1.78926956017514e+02
6.30957344480204e+04	2.26292227976456e+01	1.77754927201570e+02
6.60693448007607e+04	2.26730238563110e+01	1.76563293545987e+02
6.91830970918948e+04	2.27132314063040e+01	1.75351455081688e+02
7.24435960075003e+04	2.27500488271394e+01	1.74118632345907e+02
7.58577575029197e+04	2.27836765610653e+01	1.72863876816032e+02
7.94328234724295e+04	2.28143115415241e+01	1.71586081436003e+02
8.31763771102686e+04	2.28421469834052e+01	1.70283991028153e+02
8.70963589956096e+04	2.28673725358024e+01	1.68956212379677e+02
9.12010839355926e+04	2.28901747848993e+01	1.67601223891968e+02
9.54992586021453e+04	2.29107381194215e+01	1.66217384629738e+02
1.00000000000002e+05	2.29292459623757e+01	1.64802942683877e+02
1.04712854805092e+05	2.29458823887894e+01	1.63356042731471e+02
1.09647819614320e+05	2.29608341524858e+01	1.61874732707863e+02
1.14815362149690e+05	2.29742931671752e+01	1.60356969435693e+02
1.20226443461743e+05	2.29864594853126e+01	1.58800623103546e+02
1.25892541179419e+05	2.29975448466679e+01	1.57203480362583e+02
1.31825673855643e+05	2.30077768816223e+01	1.55563245796911e+02
1.38038426460291e+05	2.30174040706911e+01	1.53877541417980e+02
1.44543977074595e+05	2.30267015958575e+01	1.52143903693676e+02
1.51356124843624e+05	2.30359782410135e+01	1.50359777494179e+02
1.58489319246114e+05	2.30455845353578e+01	1.48522506122148e+02
1.65958690743759e+05	2.30559223813755e+01	1.46629316309157e+02
1.73780082874941e+05	2.30674564541470e+01	1.44677296758814e+02
1.81970085861002e+05	2.30807277337120e+01	1.42663368319348e+02
1.90546071796328e+05	2.30963696123192e+01	1.40584243308922e+02
1.99526231496892e+05	2.31151271342452e+01	1.38436370687367e+02
2.08929613085408e+05	2.31378800690068e+01	1.36215862689428e+02
2.18776162394959e+05	2.31656707200268e+01	1.33918396987220e+02
2.29086765276782e+05	2.31997376286957e+01	1.31539086305421e+02
2.39883291901954e+05	2.32415567025767e+01	1.29072304243555e+02
2.51188643150963e+05	2.32928917760716e+01	1.26511451474512e+02
2.63026799189543e+05	2.33558572919597e+01	1.23848639522734e+02
2.75422870333822e+05	2.34329967150075e+01	1.21074258679302e+02
2.88403150312666e+05	2.35273815502955e+01	1.18176379981031e+02
3.01995172040208e+05	2.36427375522899e+01	1.15139914573601e+02
3.16227766016844e+05	2.37836069667036e+01	1.11945410288466e+02
3.31131121482598e+05	2.39555584516565e+01	1.08567292422250e+02
3.46736850452539e+05	2.41654593020748e+01	1.04971230431575e+02
3.63078054770109e+05	2.44218262329259e+01	1.01110090782146e+02
3.80189396320569e+05	2.47352663136897e+01	9.69175334251610e+01
3.98107170553505e+05	2.51189936947809e+01	9.22975571788517e+01
4.16869383470344e+05	2.55893157605564e+01	8.71068656079027e+01
4.36515832240175e+05	2.61656885592217e+01	8.11241914336023e+01
4.57088189614884e+05	2.68690271680794e+01	7.39958043972733e+01
4.78630092322648e+05	2.77141342747976e+01	6.51399275118404e+01
5.01187233627283e+05	2.86838072039341e+01	5.35997126045412e+01
5.24807460249783e+05	2.96534020718119e+01	3.79519138326327e+01
5.49540873857636e+05	3.02407600286822e+01	1.69407901873644e+01
5.75439937337169e+05	2.98176611605863e+01	-7.96562242090738e+00
6.02559586074370e+05	2.81747719021724e+01	-3.14556830054628e+01
6.30957344480207e+05	2.58430163790081e+01	-4.98548653228529e+01
6.60693448007610e+05	2.33619872527906e+01	-6.34919303235352e+01
6.91830970918951e+05	2.09620013140661e+01	-7.38859402034983e+01
7.24435960075006e+05	1.86981192492874e+01	-8.22288425655898e+01
7.58577575029200e+05	1.65651241305730e+01	-8.92649153956590e+01
7.94328234724299e+05	1.45425755999871e+01	-9.54423718499746e+01
8.31763771102689e+05	1.26090037988625e+01	-1.01035429735860e+02
8.70963589956100e+05	1.07456874334746e+01	-1.06216660880180e+02
9.12010839355930e+05	8.93721396880167e+00	-1.11097721313468e+02
9.54992586021457e+05	7.17114649888263e+00	-1.15752532369017e+02
1.00000000000002e+06	5.43752149843845e+00	-1.20230896121778e+02
1.04712854805092e+06	3.72838491543809e+00	-1.24566816845343e+02
1.09647819614321e+06	2.03740877785553e+00	-1.28783813439721e+02
1.14815362149691e+06	3.59580639291899e-01	-1.32898460529761e+02
1.20226443461744e+06	-1.30905304847511e+00	-1.36922832804554e+02
1.25892541179420e+06	-2.97160662542892e+00	-1.40866216705392e+02
1.31825673855644e+06	-4.63054866113099e+00	-1.44736283020593e+02
1.38038426460292e+06	-6.28787276364646e+00	-1.48539827873240e+02
1.44543977074596e+06	-7.94524371101456e+00	-1.52283157528206e+02
1.51356124843624e+06	-9.60411405025807e+00	-1.55972192257728e+02
1.58489319246115e+06	-1.12658069192568e+01	-1.59612376513802e+02
1.65958690743760e+06	-1.29315642378285e+01	-1.63208490163600e+02
1.73780082874941e+06	-1.46025639664479e+01	-1.66764448879100e+02
1.81970085861002e+06	-1.62799139911126e+01	-1.70283160088178e+02
1.90546071796329e+06	-1.79646320855341e+01	-1.73766470591218e+02
1.99526231496892e+06	-1.96576210438128e+01	-1.77215212213178e+02
2.08929613085409e+06	-2.13596460502485e+01	1.79370670193221e+02
2.18776162394960e+06	-2.30713186159664e+01	1.75991935518789e+02
2.29086765276783e+06	-2.47930888258529e+01	1.72649836991427e+02
2.39883291901955e+06	-2.65252457095743e+01	1.69345911263928e+02
2.51188643150964e+06	-2.82679244128455e+01	1.66081783518733e+02
2.63026799189544e+06	-3.00211183865260e+01	1.62858998816115e+02
2.75422870333823e+06	-3.17846948169718e+01	1.59678883945663e+02
2.88403150312667e+06	-3.35584117785705e+01	1.56542439879304e+02
3.01995172040209e+06	-3.53419359387492e+01	1.53450262435303e+02
3.16227766016845e+06	-3.71348599888559e+01	1.50402487577127e+02
3.31131121482599e+06	-3.89367192637472e+01	1.47398757455676e+02
3.46736850452540e+06	-4.07470072332103e+01	1.44438203478721e+02
3.63078054770110e+06	-4.25651897046773e+01	1.41519443145906e+02
3.80189396320570e+06	-4.43907176788609e+01	1.38640587899477e+02
3.98107170553507e+06	-4.62230388618990e+01	1.35799259751355e+02
4.16869383470345e+06	-4.80616078708076e+01	1.32992614899386e+02
4.36515832240176e+06	-4.99058951828156e+01	1.30217372908948e+02
4.57088189614886e+06	-5.17553948811064e+01	1.27469850320278e+02
4.78630092322650e+06	-5.36096312444442e+01	1.24745997757463e+02
5.01187233627284e+06	-5.54681642206470e+01	1.22041439743842e+02
5.24807460249785e+06	-5.73305938160193e+01	1.19351516519677e+02
5.49540873857638e+06	-5.91965634273653e+01	1.16671327194691e+02
5.75439937337171e+06	-6.10657621411606e+01	1.13995773577281e+02
6.02559586074372e+06	-6.29379260264160e+01	1.11319604011915e+02
6.30957344480209e+06	-6.48128384548741e+01	1.08637456544698e+02
6.60693448007612e+06	-6.66903294929391e+01	1.05943900728687e+02
6.91830970918954e+06	-6.85702744243895e+01	1.03233477394953e+02
7.24435960075008e+06	-7.04525914798012e+01	1.00500735755540e+02
7.58577575029203e+06	-7.23372388658096e+01	9.77402672754897e+01
7.94328234724301e+06	-7.42242112038588e+01	9.49467358613577e+01
8.31763771102692e+06	-7.61135355012419e+01	9.21149040452674e+01
8.70963589956102e+06	-7.80052667862900e+01	8.92396550166774e+01
9.12010839355933e+06	-7.98994835426380e+01	8.63160105229822e+01
9.54992586021460e+06	-8.17962830745417e+01	8.33391448493473e+01
1.00000000000003e+07	-8.36957769257261e+01	8.03043952571868e+01
1.04712854805093e+07	-8.55980864592769e+01	7.72072694128867e+01
1.09647819614321e+07	-8.75033386862823e+01	7.40434504580820e+01
1.14815362149691e+07	-8.94116624086994e+01	7.08088004486125e+01
1.20226443461744e+07	-9.13231847179575e+01	6.74993629306354e+01
1.25892541179420e+07	-9.32380278680929e+01	6.41113654082847e+01
1.31825673855644e+07	-9.51563065215115e+01	6.06412224184011e+01
1.38038426460292e+07	-9.70781253483799e+01	5.70855398424390e+01
1.44543977074596e+07	-9.90035769481345e+01	5.34411209874906e+01
1.51356124843625e+07	-1.00932740053406e+02	4.97049748477934e+01
1.58489319246115e+07	-1.02865677973021e+02	4.58743268345555e+01
1.65958690743760e+07	-1.04802437230946e+02	4.19466321367479e+01
1.73780082874942e+07	-1.06743046360880e+02	3.79195917554262e+01
1.81970085861003e+07	-1.08687514821272e+02	3.37911711419609e+01
1.90546071796330e+07	-1.10635832001312e+02	2.95596212645834e+01
1.99526231496893e+07	-1.12587966294674e+02	2.52235018307513e+01
2.08929613085409e+07	-1.14543864223483e+02	2.07817062990998e+01
2.18776162394961e+07	-1.16503449600137e+02	1.62334882297467e+01
2.29086765276783e+07	-1.18466622719079e+02	1.15784884363606e+01
2.39883291901955e+07	-1.20433259574397e+02	6.81676233127353e+00
2.51188643150965e+07	-1.22403211102304e+02	1.94880678686348e+00
2.63026799189545e+07	-1.24376302450582e+02	-3.02441421161504e+00
2.75422870333824e+07	-1.26352332279680e+02	-8.10144587837244e+00
2.88403150312668e+07	-1.28331072102452e+02	-1.32803216639539e+01
3.01995172040210e+07	-1.30312265671798e+02	-1.85585457517468e+01
3.16227766016846e+07	-1.32295628427028e+02	-2.39330796888472e+01
3.31131121482600e+07	-1.34280847011089e+02	-2.94003337366466e+01
3.46736850452541e+07	-1.36267578871559e+02	-3.49561634045693e+01
3.63078054770111e+07	-1.38255451958833e+02	-4.05958714872317e+01
3.80189396320572e+07	-1.40244064535063e+02	-4.63142157667219e+01
3.98107170553508e+07	-1.42232985107998e+02	-5.21054223800450e+01
4.16869383470347e+07	-1.44221752504709e+02	-5.79632046978058e+01
4.36515832240178e+07	-1.46209876101820e+02	-6.38807874268709e+01
4.57088189614888e+07	-1.48196836231613e+02	-6.98509355439497e+01
4.78630092322652e+07	-1.50182084786641e+02	-7.58659875990696e+01
5.01187233627286e+07	-1.52165046049540e+02	-8.19178928976488e+01
5.24807460249787e+07	-1.54145117778512e+02	-8.79982520780128e+01
5.49540873857640e+07	-1.56121672581825e+02	-9.40983606432224e+01
5.75439937337173e+07	-1.58094059615723e+02	-1.00209255072162e+02
6.02559586074375e+07	-1.60061606638199e+02	-1.06321761215993e+02
6.30957344480211e+07	-1.62023622445859e+02	-1.12426544770668e+02
6.60693448007615e+07	-1.63979399711774e+02	-1.18514163692338e+02
6.91830970918956e+07	-1.65928218229241e+02	-1.24575122482244e+02
7.24435960075011e+07	-1.67869348550262e+02	-1.30599928302209e+02
7.58577575029205e+07	-1.69802055989456e+02	-1.36579148888852e+02
7.94328234724304e+07	-1.71725604945603e+02	-1.42503472211368e+02
8.31763771102695e+07	-1.73639263475912e+02	-1.48363767766373e+02
8.70963589956106e+07	-1.75542308044266e+02	-1.54151149327362e+02
9.12010839355936e+07	-1.77434028355466e+02	-1.59857038870182e+02
9.54992586021463e+07	-1.79313732184450e+02	-1.65473231286206e+02
1.00000000000000e+08	-1.81180750112878e+02	-1.70991959376642e+02
