Freq.	V(vf)
8.70963589956084e+00	4.83594319222084e+01	1.73533911688302e+02
9.12010839355913e+00	4.83541151901710e+01	1.73231935623517e+02
9.54992586021439e+00	4.83482929808528e+01	1.72916133555368e+02
1.00000000000000e+01	4.83419180138537e+01	1.72585912672711e+02
1.04712854805090e+01	4.83349387403106e+01	1.72240660622155e+02
1.09647819614319e+01	4.83272989882515e+01	1.71879745751110e+02
1.14815362149689e+01	4.83189375846937e+01	1.71502517514897e+02
1.20226443461742e+01	4.83097879522526e+01	1.71108307075454e+02
1.25892541179417e+01	4.82997776868090e+01	1.70696428113504e+02
1.31825673855641e+01	4.82888281039084e+01	1.70266177898204e+02
1.38038426460289e+01	4.82768537703140e+01	1.69816838632711e+02
1.44543977074593e+01	4.82637620111903e+01	1.69347679123634e+02
1.51356124843621e+01	4.82494523979022e+01	1.68857956811733e+02
1.58489319246112e+01	4.82338162214937e+01	1.68346920203775e+02
1.65958690743757e+01	4.82167359528016e+01	1.67813811753935e+02
1.73780082874938e+01	4.81980846987776e+01	1.67257871235188e+02
1.81970085860999e+01	4.81777256518497e+01	1.66678339661749e+02
1.90546071796326e+01	4.81555115531308e+01	1.66074463792122e+02
1.99526231496889e+01	4.81312841693801e+01	1.65445501272359e+02
2.08929613085405e+01	4.81048737982726e+01	1.64790726458757e+02
2.18776162394956e+01	4.80760988143216e+01	1.64109436960268e+02
2.29086765276778e+01	4.80447652722326e+01	1.63400960929550e+02
2.39883291901950e+01	4.80106665822310e+01	1.62664665129444e+02
2.51188643150959e+01	4.79735832840208e+01	1.61899963768813e+02
2.63026799189540e+01	4.79332829252351e+01	1.61106328130690e+02
2.75422870333818e+01	4.78895200917274e+01	1.60283296913449e+02
2.88403150312662e+01	4.78420365881989e+01	1.59430487285212e+02
3.01995172040203e+01	4.77905618168924e+01	1.58547606519639e+02
3.16227766016840e+01	4.77348133676076e+01	1.57634464122464e+02
3.31131121482593e+01	4.76744978542474e+01	1.56690984268370e+02
3.46736850452534e+01	4.76093120056583e+01	1.55717218394448e+02
3.63078054770103e+01	4.75389440543782e+01	1.54713357650387e+02
3.80189396320563e+01	4.74630754238549e+01	1.53679744964625e+02
3.98107170553500e+01	4.73813827279799e+01	1.52616886396828e+02
4.16869383470338e+01	4.72935400859139e+01	1.51525461419079e+02
4.36515832240169e+01	4.71992217500987e+01	1.50406331723884e+02
4.57088189614878e+01	4.70981050210676e+01	1.49260548186088e+02
4.78630092322641e+01	4.69898734231629e+01	1.48089355562890e+02
5.01187233627275e+01	4.68742200980177e+01	1.46894194543629e+02
5.24807460249776e+01	4.67508513565317e+01	1.45676700808792e+02
5.49540873857628e+01	4.66194903201780e+01	1.44438700804983e+02
5.75439937337161e+01	4.64798805724624e+01	1.43182204014322e+02
6.02559586074362e+01	4.63317897250287e+01	1.41909391629729e+02
6.30957344480197e+01	4.61750128077695e+01	1.40622601615248e+02
6.60693448007600e+01	4.60093753801443e+01	1.39324310306594e+02
6.91830970918941e+01	4.58347362692689e+01	1.38017110815305e+02
7.24435960074995e+01	4.56509898517097e+01	1.36703688604541e+02
7.58577575029189e+01	4.54580677878132e+01	1.35386794844779e+02
7.94328234724287e+01	4.52559401699649e+01	1.34069218047621e+02
8.31763771102677e+01	4.50446160199640e+01	1.32753754830170e+02
8.70963589956087e+01	4.48241431435785e+01	1.31443180390111e+02
9.12010839355916e+01	4.45946073229795e+01	1.30140219610823e+02
9.54992586021443e+01	4.43561308948629e+01	1.28847519395202e+02
1.00000000000001e+02	4.41088707535423e+01	1.27567622968621e+02
1.04712854805091e+02	4.38530158468189e+01	1.26302946740965e+02
1.09647819614319e+02	4.35887842574118e+01	1.25055760108462e+02
1.14815362149689e+02	4.33164199465871e+01	1.23828168670988e+02
1.20226443461742e+02	4.30361892739673e+01	1.22622100928441e+02
1.25892541179418e+02	4.27483773784754e+01	1.21439298646065e+02
1.31825673855642e+02	4.24532845218112e+01	1.20281310773157e+02
1.38038426460290e+02	4.21512224793605e+01	1.19149490768443e+02
1.44543977074594e+02	4.18425110543692e+01	1.18044997086062e+02
1.51356124843622e+02	4.15274747783522e+01	1.16968796516790e+02
1.58489319246113e+02	4.12064398518119e+01	1.15921669978781e+02
1.65958690743757e+02	4.08797313594466e+01	1.14904220402611e+02
1.73780082874939e+02	4.05476707868351e+01	1.13916882279646e+02
1.81970085861000e+02	4.02105738507701e+01	1.12959932485428e+02
1.90546071796326e+02	3.98687486442705e+01	1.12033502026332e+02
1.99526231496890e+02	3.95224940922153e+01	1.11137588333607e+02
2.08929613085406e+02	3.91720987025047e+01	1.10272067823631e+02
2.18776162394957e+02	3.88178395944262e+01	1.09436708454945e+02
2.29086765276779e+02	3.84599817813352e+01	1.08631182066452e+02
2.39883291901951e+02	3.80987776831317e+01	1.07855076310918e+02
2.51188643150960e+02	3.77344668423134e+01	1.07107906045677e+02
2.63026799189540e+02	3.73672758168211e+01	1.06389124089319e+02
2.75422870333819e+02	3.69974182250462e+01	1.05698131254649e+02
2.88403150312663e+02	3.66250949177288e+01	1.05034285635703e+02
3.01995172040204e+02	3.62504942551038e+01	1.04396911108078e+02
3.16227766016841e+02	3.58737924680776e+01	1.03785305054526e+02
3.31131121482594e+02	3.54951540846328e+01	1.03198745338800e+02
3.46736850452535e+02	3.51147324061412e+01	1.02636496526803e+02
3.63078054770105e+02	3.47326700180915e+01	1.02097815421258e+02
3.80189396320565e+02	3.43490993238142e+01	1.01581955929624e+02
3.98107170553501e+02	3.39641430902355e+01	1.01088173326819e+02
4.16869383470339e+02	3.35779149977660e+01	1.00615727936003e+02
4.36515832240170e+02	3.31905201860668e+01	1.00163888313718e+02
4.57088189614879e+02	3.28020557914013e+01	9.97319339384025e+01
4.78630092322643e+02	3.24126114696303e+01	9.93191574986075e+01
5.01187233627277e+02	3.20222699026916e+01	9.89248667795770e+01
5.24807460249777e+02	3.16311072850366e+01	9.85483862246150e+01
5.49540873857630e+02	3.12391937890419e+01	9.81890581807180e+01
5.75439937337162e+02	3.08465940075049e+01	9.78462438941826e+01
6.02559586074363e+02	3.04533673732445e+01	9.75193242642553e+01
6.30957344480199e+02	3.00595685553937e+01	9.72077003934423e+01
6.60693448007602e+02	2.96652478325144e+01	9.69107939656879e+01
6.91830970918943e+02	2.92704514430405e+01	9.66280474738029e+01
7.24435960074997e+02	2.88752219138304e+01	9.63589243136355e+01
7.58577575029191e+02	2.84795983674689e+01	9.61029087737469e+01
7.94328234724289e+02	2.80836168094876e+01	9.58595059275598e+01
8.31763771102679e+02	2.76873103963277e+01	9.56282414553739e+01
8.70963589956090e+02	2.72907096854165e+01	9.54086613926759e+01
9.12010839355919e+02	2.68938428681693e+01	9.52003318378647e+01
9.54992586021446e+02	2.64967359872731e+01	9.50028386154343e+01
1.00000000000001e+03	2.60994131394084e+01	9.48157869017670e+01
1.04712854805091e+03	2.57018966643510e+01	9.46388008358517e+01
1.09647819614320e+03	2.53042073217780e+01	9.44715231047666e+01
1.14815362149690e+03	2.49063644566746e+01	9.43136145249211e+01
1.20226443461743e+03	2.45083861545762e+01	9.41647536093720e+01
1.25892541179418e+03	2.41102893874990e+01	9.40246361386075e+01
1.31825673855642e+03	2.37120901516448e+01	9.38929747322481e+01
1.38038426460290e+03	2.33138035978675e+01	9.37694984191073e+01
1.44543977074594e+03	2.29154441557183e+01	9.36539522222827e+01
1.51356124843623e+03	2.25170256520916e+01	9.35460967469870e+01
1.58489319246113e+03	2.21185614253038e+01	9.34457077782134e+01
1.65958690743758e+03	2.17200644354271e+01	9.33525758950622e+01
1.73780082874940e+03	2.13215473717985e+01	9.32665060911466e+01
1.81970085861000e+03	2.09230227585004e+01	9.31873174082245e+01
1.90546071796327e+03	2.05245030586005e+01	9.31148425857073e+01
1.99526231496890e+03	2.01260007780407e+01	9.30489277185617e+01
2.08929613085406e+03	1.97275285699412e+01	9.29894319286819e+01
2.18776162394958e+03	1.93290993401725e+01	9.29362270476424e+01
2.29086765276780e+03	1.89307263550370e+01	9.28891973084403e+01
2.39883291901952e+03	1.85324233519102e+01	9.28482390460643e+01
2.51188643150961e+03	1.81342046537165e+01	9.28132604054269e+01
2.63026799189541e+03	1.77360852881523e+01	9.27841810544368e+01
2.75422870333820e+03	1.73380811126013e+01	9.27609318994906e+01
2.88403150312664e+03	1.69402089456979e+01	9.27434548001320e+01
3.01995172040205e+03	1.65424867065788e+01	9.27317022825047e+01
3.16227766016842e+03	1.61449335628805e+01	9.27256372435320e+01
3.31131121482595e+03	1.57475700885944e+01	9.27252326455485e+01
3.46736850452536e+03	1.53504184329773e+01	9.27304711938016e+01
3.63078054770106e+03	1.49535025017417e+01	9.27413449938418e+01
3.80189396320566e+03	1.45568481518336e+01	9.27578551789506e+01
3.98107170553502e+03	1.41604834011859e+01	9.27800115042715e+01
4.16869383470341e+03	1.37644386548863e+01	9.28078318961878e+01
4.36515832240172e+03	1.33687469492996e+01	9.28413419492801e+01
4.57088189614881e+03	1.29734442157305e+01	9.28805743601765e+01
4.78630092322645e+03	1.25785695653380e+01	9.29255682844725e+01
5.01187233627279e+03	1.21841655970281e+01	9.29763686051891e+01
5.24807460249780e+03	1.17902787301763e+01	9.30330250948821e+01
5.49540873857632e+03	1.13969595640613e+01	9.30955914558717e+01
5.75439937337165e+03	1.10042632659752e+01	9.31641242154258e+01
6.02559586074366e+03	1.06122499899710e+01	9.32386814560597e+01
6.30957344480202e+03	1.02209853282878e+01	9.33193213529971e+01
6.60693448007605e+03	9.83054079743560e+00	9.34061004914382e+01
6.91830970918946e+03	9.44099436093031e+00	9.34990719280777e+01
7.24435960075000e+03	9.05243099056085e+00	9.35982829630527e+01
7.58577575029194e+03	8.66494326796419e+00	9.37037725789582e+01
7.94328234724293e+03	8.27863202811420e+00	9.38155685009730e+01
8.31763771102683e+03	7.89360704606513e+00	9.39336838262234e+01
8.70963589956093e+03	7.50998776795038e+00	9.40581131649886e+01
9.12010839355923e+03	7.12790408686079e+00	9.41888282292535e+01
9.54992586021450e+03	6.74749716363572e+00	9.43257727979865e+01
1.00000000000001e+04	6.36892029198319e+00	9.44688569805068e+01
1.04712854805091e+04	5.99233980654425e+00	9.46179506916542e+01
1.09647819614320e+04	5.61793603155928e+00	9.47728762452561e+01
1.14815362149690e+04	5.24590426669211e+00	9.49333999612828e+01
1.20226443461743e+04	4.87645580528250e+00	9.50992226761144e+01
1.25892541179419e+04	4.50981897879281e+00	9.52699690329399e+01
1.31825673855643e+04	4.14624021957840e+00	9.54451754217421e+01
1.38038426460291e+04	3.78598513222694e+00	9.56242764269175e+01
1.44543977074595e+04	3.42933956166789e+00	9.58065896306554e+01
1.51356124843623e+04	3.07661064403411e+00	9.59912986076557e+01
1.58489319246114e+04	2.72812782387311e+00	9.61774339372322e+01
1.65958690743759e+04	2.38424381879643e+00	9.63638520409113e+01
1.73780082874940e+04	2.04533551000700e+00	9.65492116420307e+01
1.81970085861001e+04	1.71180473440713e+00	9.67319476210588e+01
1.90546071796328e+04	1.38407895109295e+00	9.69102420170068e+01
1.99526231496891e+04	1.06261175197983e+00	9.70819918933303e+01
2.08929613085407e+04	7.47883182859930e-01	9.72447737423443e+01
2.18776162394959e+04	4.40399837120296e-01	9.73958040471378e+01
2.29086765276781e+04	1.40694679213200e-01	9.75318955398034e+01
2.39883291901953e+04	-1.50673452118295e-01	9.76494085930568e+01
2.51188643150962e+04	-4.33120720993979e-01	9.77441970431317e+01
2.63026799189542e+04	-7.06039627076710e-01	9.78115475594782e+01
2.75422870333821e+04	-9.68800891594276e-01	9.78461114422636e+01
2.88403150312665e+04	-1.22075602851756e+00	9.78418274243872e+01
3.01995172040206e+04	-1.46124078375894e+00	9.77918336780170e+01
3.16227766016843e+04	-1.68957970104233e+00	9.76883667591740e+01
3.31131121482596e+04	-1.90509218469348e+00	9.75226446704311e+01
3.46736850452537e+04	-2.10710059233672e+00	9.72847305846556e+01
3.63078054770107e+04	-2.29494112560823e+00	9.69633730860110e+01
3.80189396320567e+04	-2.46797862391810e+00	9.65458181155288e+01
3.98107170553504e+04	-2.62562684456116e+00	9.60175873033453e+01
4.16869383470342e+04	-2.76737648511864e+00	9.53622172930035e+01
4.36515832240173e+04	-2.89283413836903e+00	9.45609555014055e+01
4.57088189614883e+04	-3.00177664639856e+00	9.35924103489289e+01
4.78630092322646e+04	-3.09422702135308e+00	9.24321597766506e+01
5.01187233627281e+04	-3.17056027688147e+00	9.10523332143622e+01
5.24807460249781e+04	-3.23165010971491e+00	8.94212028730379e+01
5.49540873857634e+04	-3.27907005159354e+00	8.75028560691046e+01
5.75439937337167e+04	-3.31536453853062e+00	8.52570792518143e+01
6.02559586074368e+04	-3.34440418556828e+00	8.26396758265701e+01
6.30957344480204e+04	-3.37183119291879e+00	7.96035700470738e+01
6.60693448007607e+04	-3.40557796600011e+00	7.61012093377301e+01
6.91830970918948e+04	-3.45639441542948e+00	7.20889174226076e+01
7.24435960075003e+04	-3.53823775673998e+00	6.75338376471566e+01
7.58577575029197e+04	-3.66826808727076e+00	6.24236886860892e+01
7.94328234724295e+04	-3.86609914329631e+00	5.67784190231341e+01
8.31763771102686e+04	-4.15198666666785e+00	5.06609112033508e+01
8.70963589956096e+04	-4.54393987607892e+00	4.41818788500917e+01
9.12010839355926e+04	-5.05433678861212e+00	3.74938670498701e+01
9.54992586021453e+04	-5.68721005356388e+00	3.07726617556219e+01
1.00000000000002e+05	-6.43739693100813e+00	2.41906781689915e+01
1.04712854805092e+05	-7.29196427291648e+00	1.78916944775190e+01
1.09647819614320e+05	-8.23322376330704e+00	1.19754549810098e+01
1.14815362149690e+05	-9.24206986811900e+00	6.49495403816072e+00
1.20226443461743e+05	-1.03005992497770e+01	1.46341222190816e+00
1.25892541179419e+05	-1.13936089309977e+01	-3.13438503748156e+00
1.31825673855643e+05	-1.25091011679297e+01	-7.33078629331852e+00
1.38038426460291e+05	-1.36381425083921e+01	-1.11662831179926e+01
1.44543977074595e+05	-1.47744092670465e+01	-1.46833544082515e+01
1.51356124843624e+05	-1.59136453688398e+01	-1.79227537861293e+01
1.58489319246114e+05	-1.70531534899588e+01	-2.09215697772860e+01
1.65958690743759e+05	-1.81913683521474e+01	-2.37124357531720e+01
1.73780082874941e+05	-1.93275211264821e+01	-2.63234205594328e+01
1.81970085861002e+05	-2.04613858279768e+01	-2.87782852047386e+01
1.90546071796328e+05	-2.15930926961732e+01	-3.10969105329122e+01
1.99526231496892e+05	-2.27229934740103e+01	-3.32957825334717e+01
2.08929613085408e+05	-2.38515656621328e+01	-3.53884737469165e+01
2.18776162394959e+05	-2.49793455036629e+01	-3.73860902995590e+01
2.29086765276782e+05	-2.61068819157571e+01	-3.92976718792968e+01
2.39883291901954e+05	-2.72347055960735e+01	-4.11305416235384e+01
2.51188643150963e+05	-2.83633090804259e+01	-4.28906077898342e+01
2.63026799189543e+05	-2.94931346791013e+01	-4.45826212904316e+01
2.75422870333822e+05	-3.06245680585027e+01	-4.62103939283321e+01
2.88403150312666e+05	-3.17579358400568e+01	-4.77769821870895e+01
3.01995172040208e+05	-3.28935060231478e+01	-4.92848410999788e+01
3.16227766016844e+05	-3.40314903518105e+01	-5.07359522696641e+01
3.31131121482598e+05	-3.51720479715621e+01	-5.21319296364182e+01
3.46736850452539e+05	-3.63152898887222e+01	-5.34741061502825e+01
3.63078054770109e+05	-3.74612838678049e+01	-5.47636041078926e+01
3.80189396320569e+05	-3.86100594955129e+01	-5.60013915704446e+01
3.98107170553505e+05	-3.97616132111409e+01	-5.71883269797964e+01
4.16869383470344e+05	-4.09159131585630e+01	-5.83251938287498e+01
4.36515832240175e+05	-4.20729037584532e+01	-5.94127270112244e+01
4.57088189614884e+05	-4.32325099336841e+01	-6.04516322732463e+01
4.78630092322648e+05	-4.43946409478678e+01	-6.14426000018728e+01
5.01187233627283e+05	-4.55591938380871e+01	-6.23863144231262e+01
5.24807460249783e+05	-4.67260564391324e+01	-6.32834591301079e+01
5.49540873857636e+05	-4.78951100087555e+01	-6.41347197268427e+01
5.75439937337169e+05	-4.90662314722966e+01	-6.49407842518474e+01
6.02559586074370e+05	-5.02392953111150e+01	-6.57023419367062e+01
6.30957344480207e+05	-5.14141751230895e+01	-6.64200807586860e+01
6.60693448007610e+05	-5.25907448854545e+01	-6.70946841623025e+01
6.91830970918951e+05	-5.37688799508671e+01	-6.77268272513256e+01
7.24435960075006e+05	-5.49484578071166e+01	-6.83171726899954e+01
7.58577575029200e+05	-5.61293586296576e+01	-6.88663664986856e+01
7.94328234724299e+05	-5.73114656543548e+01	-6.93750338842001e+01
8.31763771102689e+05	-5.84946653956438e+01	-6.98437752073493e+01
8.70963589956100e+05	-5.96788477329405e+01	-7.02731621593581e+01
9.12010839355930e+05	-6.08639058855723e+01	-7.06637341932791e+01
9.54992586021457e+05	-6.20497362938430e+01	-7.10159952363695e+01
1.00000000000002e+06	-6.32362384211664e+01	-7.13304106937606e+01
1.04712854805092e+06	-6.44233144894794e+01	-7.16074047429539e+01
1.09647819614321e+06	-6.56108691575142e+01	-7.18473579125118e+01
1.14815362149691e+06	-6.67988091491387e+01	-7.20506049370296e+01
1.20226443461744e+06	-6.79870428370512e+01	-7.22174328833355e+01
1.25892541179420e+06	-6.91754797858774e+01	-7.23480795486834e+01
1.31825673855644e+06	-7.03640302582704e+01	-7.24427321380753e+01
1.38038426460292e+06	-7.15526046878597e+01	-7.25015262321335e+01
1.44543977074596e+06	-7.27411131235146e+01	-7.25245450570477e+01
1.51356124843624e+06	-7.39294646498557e+01	-7.25118190636206e+01
1.58489319246115e+06	-7.51175667889174e+01	-7.24633258149910e+01
1.65958690743760e+06	-7.63053248869846e+01	-7.23789901754191e+01
1.73780082874941e+06	-7.74926414892801e+01	-7.22586847886439e+01
1.81970085861002e+06	-7.86794157035518e+01	-7.21022308356347e+01
1.90546071796329e+06	-7.98655425522473e+01	-7.19093990678941e+01
1.99526231496892e+06	-8.10509123122779e+01	-7.16799111220249e+01
2.08929613085409e+06	-8.22354098412432e+01	-7.14134411318070e+01
2.18776162394960e+06	-8.34189138895673e+01	-7.11096176636811e+01
2.29086765276783e+06	-8.46012963989338e+01	-7.07680260090661e+01
2.39883291901955e+06	-8.57824217886148e+01	-7.03882108723031e+01
2.51188643150964e+06	-8.69621462326086e+01	-6.99696794962219e+01
2.63026799189544e+06	-8.81403169318572e+01	-6.95119052689900e+01
2.75422870333823e+06	-8.93167713872738e+01	-6.90143318560797e+01
2.88403150312667e+06	-9.04913366807557e+01	-6.84763779002687e+01
3.01995172040209e+06	-9.16638287729647e+01	-6.78974423302174e+01
3.16227766016845e+06	-9.28340518283168e+01	-6.72769103142658e+01
3.31131121482599e+06	-9.40017975793737e+01	-6.66141598902181e+01
3.46736850452540e+06	-9.51668447446880e+01	-6.59085692935252e+01
3.63078054770110e+06	-9.63289585159742e+01	-6.51595249950954e+01
3.80189396320570e+06	-9.74878901322495e+01	-6.43664304454351e+01
3.98107170553507e+06	-9.86433765602109e+01	-6.35287155035036e+01
4.16869383470345e+06	-9.97951403013856e+01	-6.26458465063967e+01
4.36515832240176e+06	-1.00942889347449e+02	-6.17173369094530e+01
4.57088189614886e+06	-1.02086317305218e+02	-6.07427583959121e+01
4.78630092322650e+06	-1.03225103712155e+02	-5.97217523209221e+01
5.01187233627284e+06	-1.04358914561347e+02	-5.86540413176245e+01
5.24807460249785e+06	-1.05487403051767e+02	-5.75394408541124e+01
5.49540873857638e+06	-1.06610210574840e+02	-5.63778704913695e+01
5.75439937337171e+06	-1.07726967941813e+02	-5.51693645558535e+01
6.02559586074372e+06	-1.08837296847984e+02	-5.39140819096256e+01
6.30957344480209e+06	-1.09940811559480e+02	-5.26123144789407e+01
6.60693448007612e+06	-1.11037120796029e+02	-5.12644941935777e+01
6.91830970918954e+06	-1.12125829769401e+02	-4.98711979980554e+01
7.24435960075008e+06	-1.13206542322286e+02	-4.84331506268339e+01
7.58577575029203e+06	-1.14278863097075e+02	-4.69512248931284e+01
7.94328234724301e+06	-1.15342399649268e+02	-4.54264393282356e+01
8.31763771102692e+06	-1.16396764407252e+02	-4.38599531280119e+01
8.70963589956102e+06	-1.17441576370362e+02	-4.22530585155207e+01
9.12010839355933e+06	-1.18476462432130e+02	-4.06071708121259e+01
9.54992586021460e+06	-1.19501058217034e+02	-3.89238167184949e+01
1.00000000000003e+07	-1.20515008328608e+02	-3.72046215340655e+01
1.04712854805093e+07	-1.21517965926044e+02	-3.54512962758671e+01
1.09647819614321e+07	-1.22509591576488e+02	-3.36656258799205e+01
1.14815362149691e+07	-1.23489551371910e+02	-3.18494598604203e+01
1.20226443461744e+07	-1.24457514352719e+02	-3.00047069403660e+01
1.25892541179420e+07	-1.25413149344193e+02	-2.81333352262851e+01
1.31825673855644e+07	-1.26356121384178e+02	-2.62373794516183e+01
1.38038426460292e+07	-1.27286087997896e+02	-2.43189566311757e+01
1.44543977074596e+07	-1.28202695652816e+02	-2.23802911288254e+01
1.51356124843625e+07	-1.29105576796462e+02	-2.04237496259511e+01
1.58489319246115e+07	-1.29994347934205e+02	-1.84518857834003e+01
1.65958690743760e+07	-1.30868609232364e+02	-1.64674935279623e+01
1.73780082874942e+07	-1.31727946123812e+02	-1.44736669016707e+01
1.81970085861003e+07	-1.32571933338588e+02	-1.24738633527655e+01
1.90546071796330e+07	-1.33400141673072e+02	-1.04719663180097e+01
1.99526231496893e+07	-1.34212147644948e+02	-8.47234207083083e+00
2.08929613085409e+07	-1.35007545961131e+02	-6.47988523482737e+00
2.18776162394961e+07	-1.35785964464888e+02	-4.50004723390306e+00
2.29086765276783e+07	-1.36547080948878e+02	-2.53884239351316e+00
2.39883291901955e+07	-1.37290640954327e+02	-6.02827492778091e-01
2.51188643150965e+07	-1.38016475460184e+02	1.30094771776302e+00
2.63026799189545e+07	-1.38724517237068e+02	3.16501928858525e+00
2.75422870333824e+07	-1.39414814629311e+02	4.98161486587408e+00
2.88403150312668e+07	-1.40087541650218e+02	6.74278172375678e+00
3.01995172040210e+07	-1.40743003526542e+02	8.44053007798694e+00
3.16227766016846e+07	-1.41381637182922e+02	1.00669832097828e+01
3.31131121482600e+07	-1.42004006571714e+02	1.16145252919829e+01
3.46736850452541e+07	-1.42610793174214e+02	1.30759381374248e+01
3.63078054770111e+07	-1.43202782371155e+02	1.44445193136616e+01
3.80189396320572e+07	-1.43780846659056e+02	1.57141759838441e+01
3.98107170553508e+07	-1.44345926847616e+02	1.68794911461134e+01
4.16869383470347e+07	-1.44899012405745e+02	1.79357613297734e+01
4.36515832240178e+07	-1.45441122042902e+02	1.88790069745395e+01
4.57088189614888e+07	-1.45973285445410e+02	1.97059584552054e+01
4.78630092322652e+07	-1.46496526867970e+02	2.04140219021893e+01
5.01187233627286e+07	-1.47011851042905e+02	2.10012295891813e+01
5.24807460249787e+07	-1.47520231642296e+02	2.14661797705568e+01
5.49540873857640e+07	-1.48022602331623e+02	2.18079705602953e+01
5.75439937337173e+07	-1.48519850299363e+02	2.20261318783682e+01
6.02559586074375e+07	-1.49012812038634e+02	2.21205587743337e+01
6.30957344480211e+07	-1.49502271091940e+02	2.20914486766760e+01
6.60693448007615e+07	-1.49988957441939e+02	2.19392443894930e+01
6.91830970918956e+07	-1.50473548231650e+02	2.16645840169051e+01
7.24435960075011e+07	-1.50956669518256e+02	2.12682584670991e+01
7.58577575029205e+07	-1.51438898797906e+02	2.07511767801674e+01
7.94328234724304e+07	-1.51920768078185e+02	2.01143392311386e+01
8.31763771102695e+07	-1.52402767315453e+02	1.93588179680371e+01
8.70963589956106e+07	-1.52885348072271e+02	1.84857448363311e+01
9.12010839355936e+07	-1.53368927283523e+02	1.74963059962152e+01
9.54992586021463e+07	-1.53853891046957e+02	1.63917429386000e+01
1.00000000000000e+08	-1.54340598374267e+02	1.51733595316066e+01
