time	V(Vreg,N001)*(-Ic(Q7))	V(vo)
1.000000000000586e-02	7.574880e-01	4.968417e+00
1.000000000001030e-02	7.574880e-01	4.968417e+00
1.000000000001919e-02	7.574880e-01	4.968417e+00
1.000000000003695e-02	7.574880e-01	4.968417e+00
1.000000000007248e-02	7.574880e-01	4.968417e+00
1.000000000014353e-02	7.574880e-01	4.968417e+00
1.000000000028564e-02	7.574880e-01	4.968417e+00
1.000000000056986e-02	7.574880e-01	4.968417e+00
1.000000000113829e-02	7.574880e-01	4.968417e+00
1.000000000312781e-02	7.574880e-01	4.968417e+00
1.000000000653842e-02	7.574880e-01	4.968417e+00
1.000014286274721e-02	7.574881e-01	4.968417e+00
1.000028571895601e-02	7.574882e-01	4.968417e+00
1.000042857516481e-02	7.574883e-01	4.968417e+00
1.000057143137361e-02	7.574884e-01	4.968417e+00
1.000071428758240e-02	7.574885e-01	4.968417e+00
1.000085714379120e-02	7.574886e-01	4.968417e+00
1.000100000000000e-02	7.574887e-01	4.968417e+00
1.000136355640517e-02	7.574890e-01	4.968417e+00
1.000172711281034e-02	7.574893e-01	4.968417e+00
1.000209066921552e-02	7.574896e-01	4.968417e+00
1.000245422562069e-02	7.574899e-01	4.968417e+00
1.000281778202586e-02	7.574901e-01	4.968417e+00
1.000318133843104e-02	7.574902e-01	4.968417e+00
1.000354489483621e-02	7.574904e-01	4.968417e+00
1.500100000000000e-02	7.611558e-01	4.968324e+00
1.500200000000000e-02	7.611566e-01	4.968324e+00
3.000000000000000e-02	7.723746e-01	4.968037e+00
3.000100000000000e-02	7.723754e-01	4.968037e+00
3.500100000000000e-02	7.761891e-01	4.967939e+00
3.500200000000000e-02	7.761899e-01	4.967939e+00
5.000000000000000e-02	7.878606e-01	4.967637e+00
5.000100000000000e-02	7.878614e-01	4.967637e+00
5.500100000000000e-02	7.918306e-01	4.967534e+00
5.500200000000000e-02	7.918315e-01	4.967534e+00
7.000000000000001e-02	8.039829e-01	4.967214e+00
7.000099999999999e-02	8.039838e-01	4.967214e+00
7.500100000000000e-02	8.081187e-01	4.967105e+00
7.500200000000000e-02	8.081195e-01	4.967105e+00
9.000000000000000e-02	8.207826e-01	4.966767e+00
9.000100000000000e-02	8.207834e-01	4.966767e+00
9.500100000000000e-02	8.250941e-01	4.966651e+00
9.500200000000000e-02	8.250947e-01	4.966651e+00
1.100000000000000e-01	8.383025e-01	4.966294e+00
1.100010000000000e-01	8.383034e-01	4.966294e+00
1.150010000000000e-01	8.428012e-01	4.966171e+00
1.150020000000000e-01	8.428021e-01	4.966171e+00
1.300000000000000e-01	8.565904e-01	4.965791e+00
1.300010000000000e-01	8.565911e-01	4.965791e+00
1.350010000000000e-01	8.612892e-01	4.965661e+00
1.350020000000000e-01	8.612901e-01	4.965661e+00
1.499840000000000e-01	8.756825e-01	4.965258e+00
1.500000000000000e-01	8.756981e-01	4.965258e+00
1.500010000000000e-01	8.756988e-01	4.965258e+00
1.550010000000000e-01	8.806104e-01	4.965119e+00
1.550020000000000e-01	8.806114e-01	4.965119e+00
1.700000000000000e-01	8.956824e-01	4.964690e+00
1.700010000000000e-01	8.956835e-01	4.964690e+00
1.750010000000000e-01	9.008236e-01	4.964542e+00
1.750020000000000e-01	9.008246e-01	4.964542e+00
1.900000000000000e-01	9.166049e-01	4.964085e+00
1.900010000000000e-01	9.166061e-01	4.964085e+00
1.950010000000000e-01	9.219913e-01	4.963927e+00
1.950020000000000e-01	9.219924e-01	4.963927e+00
2.100000000000000e-01	9.385345e-01	4.963438e+00
2.100010000000000e-01	9.385357e-01	4.963438e+00
2.150010000000000e-01	9.441839e-01	4.963269e+00
2.150020000000000e-01	9.441851e-01	4.963269e+00
2.300000000000000e-01	9.615457e-01	4.962746e+00
2.300010000000000e-01	9.615467e-01	4.962746e+00
2.350010000000000e-01	9.674779e-01	4.962565e+00
2.350020000000000e-01	9.674791e-01	4.962565e+00
2.500000000000000e-01	9.857206e-01	4.962003e+00
2.500010000000000e-01	9.857219e-01	4.962003e+00
2.550010000000000e-01	9.919582e-01	4.961809e+00
2.550020000000000e-01	9.919595e-01	4.961809e+00
2.700000000000000e-01	1.011151e+00	4.961205e+00
2.700010000000000e-01	1.011153e+00	4.961205e+00
2.750010000000000e-01	1.017718e+00	4.960996e+00
2.750020000000000e-01	1.017719e+00	4.960996e+00
2.900000000000000e-01	1.037939e+00	4.960345e+00
2.900010000000000e-01	1.037940e+00	4.960345e+00
2.950010000000000e-01	1.044862e+00	4.960119e+00
2.950020000000000e-01	1.044863e+00	4.960119e+00
2.963126800000377e-01	1.046693e+00	4.960060e+00
3.100000000000001e-01	1.066195e+00	4.959416e+00
3.100010000000000e-01	1.066196e+00	4.959416e+00
3.150010000000000e-01	1.073504e+00	4.959172e+00
3.150019999999999e-01	1.073506e+00	4.959172e+00
3.300000000000000e-01	1.096046e+00	4.958409e+00
3.300010000000000e-01	1.096047e+00	4.958409e+00
3.350010000000000e-01	1.103775e+00	4.958144e+00
3.350020000000000e-01	1.103777e+00	4.958144e+00
3.500000000000000e-01	1.127631e+00	4.957315e+00
3.500010000000000e-01	1.127633e+00	4.957315e+00
3.550010000000000e-01	1.135818e+00	4.957027e+00
3.550020000000000e-01	1.135820e+00	4.957027e+00
3.700000000000001e-01	1.161109e+00	4.956123e+00
3.700010000000000e-01	1.161111e+00	4.956123e+00
3.750010000000000e-01	1.169797e+00	4.955809e+00
3.750019999999999e-01	1.169799e+00	4.955809e+00
3.900000000000000e-01	1.196658e+00	4.954820e+00
3.900010000000000e-01	1.196660e+00	4.954820e+00
3.950010000000000e-01	1.205894e+00	4.954475e+00
3.950020000000000e-01	1.205895e+00	4.954475e+00
4.100000000000000e-01	1.234479e+00	4.953389e+00
4.100010000000000e-01	1.234481e+00	4.953389e+00
4.150010000000000e-01	1.244317e+00	4.953010e+00
4.150020000000000e-01	1.244319e+00	4.953010e+00
4.300000000000000e-01	1.274799e+00	4.951813e+00
4.300010000000000e-01	1.274802e+00	4.951813e+00
4.350010000000000e-01	1.285302e+00	4.951393e+00
4.350019999999999e-01	1.285304e+00	4.951393e+00
4.500000000000000e-01	1.317882e+00	4.950068e+00
4.500010000000000e-01	1.317884e+00	4.950068e+00
4.548214375000763e-01	1.328714e+00	4.949620e+00
4.550010000000000e-01	1.329121e+00	4.949603e+00
4.550020000000000e-01	1.329123e+00	4.949603e+00
4.700000000000000e-01	1.364027e+00	4.948129e+00
4.700010000000000e-01	1.364029e+00	4.948129e+00
4.750010000000000e-01	1.376084e+00	4.947610e+00
4.750020000000000e-01	1.376086e+00	4.947609e+00
4.900000000000000e-01	1.413581e+00	4.945962e+00
4.900010000000000e-01	1.413584e+00	4.945961e+00
4.950010000000000e-01	1.426552e+00	4.945380e+00
4.950019999999999e-01	1.426554e+00	4.945380e+00
5.100000000000000e-01	1.466949e+00	4.943527e+00
5.100010000000000e-01	1.466952e+00	4.943527e+00
5.150010000000000e-01	1.480944e+00	4.942870e+00
5.150020000000001e-01	1.480947e+00	4.942870e+00
5.171445714285715e-01	1.487026e+00	4.942583e+00
5.192871428571429e-01	1.493158e+00	4.942292e+00
5.214297142857144e-01	1.499342e+00	4.941996e+00
5.235722857142857e-01	1.505579e+00	4.941697e+00
5.257148571428572e-01	1.511869e+00	4.941393e+00
5.278574285714286e-01	1.518211e+00	4.941085e+00
5.300000000000000e-01	1.524605e+00	4.940773e+00
5.300010000000001e-01	1.524608e+00	4.940773e+00
5.350010000000001e-01	1.539755e+00	4.940029e+00
5.350020000000001e-01	1.539758e+00	4.940028e+00
5.367238382141376e-01	1.545046e+00	4.939766e+00
5.384456764282752e-01	1.550373e+00	4.939501e+00
5.401675146424127e-01	1.555738e+00	4.939232e+00
5.418893528565504e-01	1.561141e+00	4.938961e+00
5.436111910706879e-01	1.566582e+00	4.938686e+00
5.453330292848255e-01	1.572061e+00	4.938408e+00
5.470548674989630e-01	1.577578e+00	4.938128e+00
5.474756007133968e-01	1.578932e+00	4.938058e+00
5.478963339278308e-01	1.580288e+00	4.937989e+00
5.483170671422646e-01	1.581647e+00	4.937920e+00
5.487378003566985e-01	1.583008e+00	4.937850e+00
5.491585335711323e-01	1.584372e+00	4.937780e+00
5.495792667855662e-01	1.585738e+00	4.937710e+00
5.500000000000000e-01	1.587107e+00	4.937640e+00
5.500010000000001e-01	1.587111e+00	4.937639e+00
5.507152857142857e-01	1.589441e+00	4.937519e+00
5.514295714285715e-01	1.591778e+00	4.937399e+00
5.521438571428572e-01	1.594123e+00	4.937278e+00
5.528581428571430e-01	1.596474e+00	4.937156e+00
5.535724285714286e-01	1.598832e+00	4.937034e+00
5.542867142857144e-01	1.601197e+00	4.936911e+00
5.550010000000001e-01	1.603570e+00	4.936788e+00
5.550020000000001e-01	1.603573e+00	4.936787e+00
5.561658024999078e-01	1.607456e+00	4.936585e+00
5.573296049998154e-01	1.611358e+00	4.936380e+00
5.584934074997231e-01	1.615279e+00	4.936175e+00
5.596572099996309e-01	1.619221e+00	4.935967e+00
5.608210124995385e-01	1.623181e+00	4.935757e+00
5.619848149994462e-01	1.627161e+00	4.935546e+00
5.631486174993539e-01	1.631161e+00	4.935333e+00
5.641251799992562e-01	1.634534e+00	4.935153e+00
5.651017424991585e-01	1.637921e+00	4.934972e+00
5.660783049990608e-01	1.641322e+00	4.934790e+00
5.670548674989631e-01	1.644738e+00	4.934606e+00
5.680314299988654e-01	1.648169e+00	4.934421e+00
5.683126542847418e-01	1.649159e+00	4.934368e+00
5.685938785706182e-01	1.650150e+00	4.934314e+00
5.688751028564946e-01	1.651142e+00	4.934261e+00
5.691563271423709e-01	1.652136e+00	4.934207e+00
5.694375514282473e-01	1.653131e+00	4.934153e+00
5.697187757141237e-01	1.654128e+00	4.934099e+00
5.700000000000001e-01	1.655126e+00	4.934044e+00
5.700010000000001e-01	1.655130e+00	4.934044e+00
5.705939196428718e-01	1.657240e+00	4.933930e+00
5.711868392857433e-01	1.659356e+00	4.933814e+00
5.717797589286150e-01	1.661476e+00	4.933698e+00
5.723726785714865e-01	1.663602e+00	4.933582e+00
5.729655982143582e-01	1.665732e+00	4.933466e+00
5.735585178572298e-01	1.667868e+00	4.933349e+00
5.741514375001014e-01	1.670008e+00	4.933231e+00
5.742728035715156e-01	1.670447e+00	4.933207e+00
5.743941696429297e-01	1.670887e+00	4.933183e+00
5.745155357143438e-01	1.671327e+00	4.933159e+00
5.746369017857578e-01	1.671767e+00	4.933134e+00
5.747582678571719e-01	1.672207e+00	4.933110e+00
5.748796339285860e-01	1.672647e+00	4.933086e+00
5.750010000000001e-01	1.673088e+00	4.933062e+00
5.750020000000001e-01	1.673092e+00	4.933062e+00
5.753287489285630e-01	1.674280e+00	4.932996e+00
5.756554978571258e-01	1.675470e+00	4.932931e+00
5.759822467856887e-01	1.676661e+00	4.932865e+00
5.763089957142515e-01	1.677855e+00	4.932799e+00
5.766357446428144e-01	1.679050e+00	4.932733e+00
5.769624935713772e-01	1.680247e+00	4.932666e+00
5.772892424999401e-01	1.681446e+00	4.932600e+00
5.782658049998424e-01	1.685038e+00	4.932400e+00
5.792423674997447e-01	1.688645e+00	4.932199e+00
5.802189299996470e-01	1.692268e+00	4.931996e+00
5.811954924995493e-01	1.695909e+00	4.931793e+00
5.821720549994516e-01	1.699564e+00	4.931587e+00
5.831486174993539e-01	1.703237e+00	4.931380e+00
5.841251799992562e-01	1.706928e+00	4.931170e+00
5.851017424991585e-01	1.710657e+00	4.930939e+00
5.860783049990608e-01	1.714793e+00	4.930373e+00
5.870548674989631e-01	1.723864e+00	4.925581e+00
5.880314299988654e-01	1.752618e+00	4.903830e+00
5.890079924987677e-01	1.807071e+00	4.859366e+00
5.890279696357253e-01	1.808618e+00	4.858066e+00
5.890679239096407e-01	1.812128e+00	4.855095e+00
5.891478324574714e-01	1.819143e+00	4.849141e+00
5.893076495531328e-01	1.833417e+00	4.836964e+00
5.894065567598281e-01	1.842302e+00	4.829347e+00
5.895054639665234e-01	1.851237e+00	4.821657e+00
5.896043711732187e-01	1.860222e+00	4.813893e+00
5.897032783799141e-01	1.869256e+00	4.806055e+00
5.898021855866095e-01	1.878337e+00	4.798144e+00
5.899010927933047e-01	1.887465e+00	4.790160e+00
5.900000000000001e-01	1.896638e+00	4.782102e+00
5.900010000000000e-01	1.896731e+00	4.782021e+00
5.900904632575041e-01	1.904994e+00	4.774735e+00
5.901799265150083e-01	1.913212e+00	4.767465e+00
5.902693897725124e-01	1.921386e+00	4.760209e+00
5.903588530300166e-01	1.929516e+00	4.752968e+00
5.904483162875207e-01	1.937602e+00	4.745741e+00
5.905377795450248e-01	1.945644e+00	4.738529e+00
5.906272428025290e-01	1.953642e+00	4.731332e+00
5.910389278097550e-01	1.989384e+00	4.698885e+00
5.916660358797436e-01	2.040247e+00	4.651914e+00
5.926425983796459e-01	2.111629e+00	4.584391e+00
5.936191608795482e-01	2.175302e+00	4.522528e+00
5.940244375000977e-01	2.199423e+00	4.498707e+00
5.941904467589011e-01	2.208761e+00	4.489442e+00
5.943062400790581e-01	2.215166e+00	4.483067e+00
5.944220333992151e-01	2.221491e+00	4.476757e+00
5.945378267193721e-01	2.227735e+00	4.470513e+00
5.946536200395290e-01	2.233900e+00	4.464334e+00
5.947694133596860e-01	2.239985e+00	4.458221e+00
5.948852066798430e-01	2.245992e+00	4.452174e+00
5.950010000000000e-01	2.251922e+00	4.446192e+00
5.950020000000000e-01	2.251973e+00	4.446140e+00
5.951581744539380e-01	2.259857e+00	4.438165e+00
5.953143489078760e-01	2.267630e+00	4.430279e+00
5.954705233618141e-01	2.275292e+00	4.422481e+00
5.956266978157521e-01	2.282844e+00	4.414772e+00
5.957828722696901e-01	2.290289e+00	4.407151e+00
5.959390467236281e-01	2.297626e+00	4.399619e+00
5.960952211775661e-01	2.304856e+00	4.392176e+00
5.970717836774684e-01	2.348699e+00	4.346507e+00
5.980483461773707e-01	2.390167e+00	4.302450e+00
5.990249086772730e-01	2.429510e+00	4.259817e+00
6.000014711771753e-01	2.466186e+00	4.219462e+00
6.009780336770776e-01	2.498564e+00	4.183800e+00
6.019545961769799e-01	2.526693e+00	4.153136e+00
6.029311586768822e-01	2.552775e+00	4.124721e+00
6.039077211767845e-01	2.578433e+00	4.096366e+00
6.048842836766868e-01	2.604001e+00	4.067586e+00
6.058608461765891e-01	2.629365e+00	4.038519e+00
6.068374086764914e-01	2.654301e+00	4.009481e+00
6.078139711763937e-01	2.678564e+00	3.980865e+00
6.087905336762960e-01	2.702061e+00	3.952868e+00
6.090234375000977e-01	2.707484e+00	3.946396e+00
6.091628035715123e-01	2.710703e+00	3.942551e+00
6.093021696429269e-01	2.713880e+00	3.938764e+00
6.094415357143416e-01	2.717014e+00	3.935035e+00
6.095809017857562e-01	2.720108e+00	3.931365e+00
6.097202678571708e-01	2.723160e+00	3.927753e+00
6.098596339285854e-01	2.726172e+00	3.924200e+00
6.099990000000001e-01	2.729143e+00	3.920705e+00
6.100000000000000e-01	2.729164e+00	3.920680e+00
6.100010000000000e-01	2.729185e+00	3.920656e+00
6.101067771428602e-01	2.731393e+00	3.918078e+00
6.102125542857204e-01	2.733565e+00	3.915557e+00
6.103183314285806e-01	2.735700e+00	3.913094e+00
6.104241085714407e-01	2.737800e+00	3.910686e+00
6.105298857143009e-01	2.739864e+00	3.908336e+00
6.106356628571611e-01	2.741893e+00	3.906043e+00
6.107414400000213e-01	2.743887e+00	3.903806e+00
6.107897685714513e-01	2.744789e+00	3.902797e+00
6.108380971428812e-01	2.745706e+00	3.901758e+00
6.108864257143112e-01	2.746640e+00	3.900691e+00
6.109347542857411e-01	2.747590e+00	3.899594e+00
6.109830828571711e-01	2.748556e+00	3.898469e+00
6.110314114286010e-01	2.749538e+00	3.897315e+00
6.110797400000310e-01	2.750537e+00	3.896132e+00
6.114074200000403e-01	2.757525e+00	3.887697e+00
6.120627800000592e-01	2.772321e+00	3.869177e+00
6.130393424999615e-01	2.795308e+00	3.839273e+00
6.133195792856813e-01	2.802013e+00	3.830348e+00
6.135998160714011e-01	2.808724e+00	3.821331e+00
6.138800528571209e-01	2.815438e+00	3.812222e+00
6.141602896428406e-01	2.822156e+00	3.803021e+00
6.144405264285604e-01	2.828874e+00	3.793729e+00
6.147207632142803e-01	2.835591e+00	3.784345e+00
6.150010000000000e-01	2.842307e+00	3.774869e+00
6.150020000000000e-01	2.842330e+00	3.774836e+00
6.158867846427928e-01	2.863209e+00	3.744911e+00
6.167715692855855e-01	2.883497e+00	3.715219e+00
6.176563539283783e-01	2.903201e+00	3.685758e+00
6.185411385711710e-01	2.922332e+00	3.656529e+00
6.194259232139637e-01	2.940897e+00	3.627533e+00
6.203107078567565e-01	2.958905e+00	3.598768e+00
6.211954924995492e-01	2.976364e+00	3.570236e+00
6.224532792853279e-01	3.000138e+00	3.530384e+00
6.237110660711066e-01	3.022837e+00	3.491116e+00
6.249688528568853e-01	3.044493e+00	3.452432e+00
6.262266396426639e-01	3.065138e+00	3.414333e+00
6.274844264284426e-01	3.084803e+00	3.376818e+00
6.287422132142213e-01	3.103517e+00	3.339888e+00
6.300000000000000e-01	3.121312e+00	3.303542e+00
6.300010000000000e-01	3.121326e+00	3.303513e+00
6.350010000000000e-01	3.183755e+00	3.164330e+00
6.350020000000001e-01	3.183766e+00	3.164303e+00
6.371445714285715e-01	3.206722e+00	3.107280e+00
6.392871428571429e-01	3.227700e+00	3.051520e+00
6.414297142857144e-01	3.246797e+00	2.997020e+00
6.435722857142857e-01	3.264109e+00	2.943783e+00
6.457148571428571e-01	3.279730e+00	2.891807e+00
6.478574285714286e-01	3.293752e+00	2.841093e+00
6.500000000000000e-01	3.306263e+00	2.791641e+00
6.500010000000001e-01	3.306269e+00	2.791618e+00
6.507152857142857e-01	3.310128e+00	2.775374e+00
6.514295714285715e-01	3.313838e+00	2.759247e+00
6.521438571428572e-01	3.317400e+00	2.743236e+00
6.528581428571429e-01	3.320818e+00	2.727342e+00
6.535724285714286e-01	3.324094e+00	2.711563e+00
6.542867142857144e-01	3.327230e+00	2.695901e+00
6.550010000000001e-01	3.330229e+00	2.680356e+00
6.550020000000001e-01	3.330233e+00	2.680334e+00
6.571445714285715e-01	3.338411e+00	2.634520e+00
6.592871428571430e-01	3.345472e+00	2.589622e+00
6.614297142857144e-01	3.351473e+00	2.545639e+00
6.635722857142857e-01	3.356470e+00	2.502573e+00
6.657148571428572e-01	3.360518e+00	2.460421e+00
6.678574285714286e-01	3.363672e+00	2.419186e+00
6.700000000000000e-01	3.365984e+00	2.378866e+00
6.700010000000001e-01	3.365985e+00	2.378847e+00
6.750010000000001e-01	3.368401e+00	2.287825e+00
6.750020000000001e-01	3.368401e+00	2.287807e+00
6.771445714285715e-01	3.368263e+00	2.250177e+00
6.792871428571430e-01	3.367481e+00	2.213233e+00
6.814297142857144e-01	3.366092e+00	2.176975e+00
6.835722857142857e-01	3.364129e+00	2.141403e+00
6.857148571428572e-01	3.361627e+00	2.106517e+00
6.878574285714286e-01	3.358620e+00	2.072318e+00
6.900000000000001e-01	3.355140e+00	2.038804e+00
6.900010000000001e-01	3.355138e+00	2.038788e+00
6.950010000000001e-01	3.345311e+00	1.962919e+00
6.950020000000001e-01	3.345309e+00	1.962904e+00
6.971445714285716e-01	3.340440e+00	1.931436e+00
6.992871428571430e-01	3.335199e+00	1.900496e+00
7.014297142857144e-01	3.329610e+00	1.870083e+00
7.035722857142858e-01	3.323694e+00	1.840197e+00
7.057148571428572e-01	3.317475e+00	1.810839e+00
7.078574285714286e-01	3.310973e+00	1.782009e+00
7.100000000000001e-01	3.304209e+00	1.753706e+00
7.100010000000001e-01	3.304206e+00	1.753693e+00
7.150010000000001e-01	3.287464e+00	1.689469e+00
7.150020000000001e-01	3.287460e+00	1.689456e+00
7.171445714285716e-01	3.279926e+00	1.662746e+00
7.192871428571430e-01	3.272182e+00	1.636450e+00
7.214297142857145e-01	3.264242e+00	1.610569e+00
7.235722857142858e-01	3.256123e+00	1.585103e+00
7.257148571428572e-01	3.247838e+00	1.560051e+00
7.278574285714287e-01	3.239402e+00	1.535413e+00
7.300000000000001e-01	3.230831e+00	1.511190e+00
7.300010000000000e-01	3.230827e+00	1.511179e+00
7.350010000000000e-01	3.210311e+00	1.456102e+00
7.350020000000000e-01	3.210306e+00	1.456091e+00
7.371445714285715e-01	3.201333e+00	1.433132e+00
7.392871428571429e-01	3.192247e+00	1.410505e+00
7.414297142857144e-01	3.183059e+00	1.388210e+00
7.435722857142857e-01	3.173780e+00	1.366247e+00
7.457148571428571e-01	3.164419e+00	1.344615e+00
7.478574285714286e-01	3.154987e+00	1.323316e+00
7.500000000000000e-01	3.145493e+00	1.302348e+00
7.500010000000000e-01	3.145489e+00	1.302338e+00
7.550010000000000e-01	3.123094e+00	1.254579e+00
7.550020000000001e-01	3.123090e+00	1.254570e+00
7.550045200000001e-01	3.123078e+00	1.254546e+00
7.571467314285715e-01	3.113409e+00	1.234603e+00
7.592889428571429e-01	3.103688e+00	1.214930e+00
7.614311542857143e-01	3.093923e+00	1.195526e+00
7.635733657142858e-01	3.084121e+00	1.176392e+00
7.657155771428572e-01	3.074288e+00	1.157528e+00
7.678577885714286e-01	3.064434e+00	1.138934e+00
7.700000000000000e-01	3.054563e+00	1.120609e+00
7.700010000000000e-01	3.054559e+00	1.120601e+00
7.750010000000001e-01	3.031452e+00	1.078794e+00
7.750020000000001e-01	3.031447e+00	1.078786e+00
7.771445714285715e-01	3.021538e+00	1.061295e+00
7.792871428571430e-01	3.011615e+00	1.044028e+00
7.814297142857144e-01	3.001684e+00	1.026983e+00
7.835722857142857e-01	2.991751e+00	1.010161e+00
7.857148571428572e-01	2.981821e+00	9.935620e-01
7.878574285714286e-01	2.971899e+00	9.771858e-01
7.900000000000000e-01	2.961990e+00	9.610325e-01
7.900010000000001e-01	2.961985e+00	9.610249e-01
7.950010000000001e-01	2.938905e+00	9.241308e-01
7.950020000000001e-01	2.938900e+00	9.241235e-01
7.971445714285715e-01	2.929044e+00	9.086666e-01
7.992871428571430e-01	2.919202e+00	8.933965e-01
8.014297142857144e-01	2.909378e+00	8.783130e-01
8.035722857142857e-01	2.899574e+00	8.634163e-01
8.057148571428572e-01	2.889797e+00	8.487063e-01
8.078574285714286e-01	2.880048e+00	8.341831e-01
8.100000000000001e-01	2.870333e+00	8.198465e-01
8.100010000000001e-01	2.870328e+00	8.198398e-01
8.150010000000001e-01	2.847784e+00	7.870615e-01
8.150020000000001e-01	2.847779e+00	7.870550e-01
8.171445714285716e-01	2.838185e+00	7.733066e-01
8.192871428571430e-01	2.828626e+00	7.597170e-01
8.214297142857144e-01	2.819104e+00	7.462862e-01
8.235722857142858e-01	2.809625e+00	7.330142e-01
8.257148571428572e-01	2.800189e+00	7.199009e-01
8.278574285714286e-01	2.790800e+00	7.069465e-01
8.300000000000001e-01	2.781462e+00	6.941509e-01
8.300010000000001e-01	2.781458e+00	6.941449e-01
8.350010000000001e-01	2.759872e+00	6.648662e-01
8.350020000000001e-01	2.759867e+00	6.648604e-01
8.371445714285716e-01	2.750714e+00	6.525689e-01
8.392871428571430e-01	2.741618e+00	6.404143e-01
8.414297142857144e-01	2.732581e+00	6.283966e-01
8.435722857142858e-01	2.723606e+00	6.165158e-01
8.457148571428572e-01	2.714696e+00	6.047720e-01
8.478574285714287e-01	2.705853e+00	5.931651e-01
8.500000000000001e-01	2.697078e+00	5.816952e-01
8.500010000000000e-01	2.697074e+00	5.816898e-01
8.550010000000000e-01	2.676895e+00	5.554277e-01
8.550020000000000e-01	2.676891e+00	5.554225e-01
8.571445714285715e-01	2.668376e+00	5.443896e-01
8.592871428571429e-01	2.659942e+00	5.334754e-01
8.614297142857144e-01	2.651592e+00	5.226799e-01
8.635722857142857e-01	2.643328e+00	5.120032e-01
8.657148571428571e-01	2.635150e+00	5.014451e-01
8.678574285714286e-01	2.627062e+00	4.910058e-01
8.700000000000000e-01	2.619066e+00	4.806852e-01
8.700010000000000e-01	2.619062e+00	4.806804e-01
8.707152857142857e-01	2.616421e+00	4.772660e-01
8.714295714285715e-01	2.613790e+00	4.738636e-01
8.721438571428571e-01	2.611169e+00	4.704732e-01
8.728581428571429e-01	2.608560e+00	4.670948e-01
8.735724285714286e-01	2.605961e+00	4.637285e-01
8.742867142857144e-01	2.603372e+00	4.603742e-01
8.750010000000000e-01	2.600795e+00	4.570320e-01
8.750020000000001e-01	2.600791e+00	4.570273e-01
8.771445714285715e-01	2.593135e+00	4.470849e-01
8.792871428571429e-01	2.585585e+00	4.372442e-01
8.814297142857144e-01	2.578140e+00	4.275052e-01
8.835722857142857e-01	2.570803e+00	4.178679e-01
8.857148571428571e-01	2.563576e+00	4.083323e-01
8.878574285714286e-01	2.556460e+00	3.988985e-01
8.900000000000000e-01	2.549458e+00	3.895664e-01
8.900010000000000e-01	2.549454e+00	3.895620e-01
8.950010000000000e-01	2.533582e+00	3.681521e-01
8.950020000000001e-01	2.533579e+00	3.681479e-01
8.971445714285715e-01	2.526983e+00	3.591355e-01
8.992871428571430e-01	2.520506e+00	3.502075e-01
9.014297142857144e-01	2.514149e+00	3.413637e-01
