Freq.	V(vf)
3.01995172040203e+01	4.84149098803143e+01	1.79898537658546e+02
3.16227766016840e+01	4.84149093115858e+01	1.79893753666621e+02
3.31131121482593e+01	4.84149086883931e+01	1.79888744312449e+02
3.46736850452534e+01	4.84149080041017e+01	1.79883498970603e+02
3.63078054770103e+01	4.84149072539821e+01	1.79878006515081e+02
3.80189396320563e+01	4.84149064320890e+01	1.79872255295734e+02
3.98107170553500e+01	4.84149055304931e+01	1.79866233113574e+02
4.16869383470338e+01	4.84149045417572e+01	1.79859927194865e+02
4.36515832240169e+01	4.84149034576175e+01	1.79853324164046e+02
4.57088189614878e+01	4.84149022690993e+01	1.79846410015363e+02
4.78630092322641e+01	4.84149009660871e+01	1.79839170083165e+02
5.01187233627275e+01	4.84148995372525e+01	1.79831589010801e+02
5.24807460249776e+01	4.84148979708705e+01	1.79823650718038e+02
5.49540873857628e+01	4.84148962522001e+01	1.79815338367000e+02
5.75439937337161e+01	4.84148943689976e+01	1.79806634326355e+02
6.02559586074362e+01	4.84148923036186e+01	1.79797520134066e+02
6.30957344480197e+01	4.84148900386961e+01	1.79787976458132e+02
6.60693448007600e+01	4.84148875557431e+01	1.79777983055608e+02
6.91830970918941e+01	4.84148848331959e+01	1.79767518729718e+02
7.24435960074995e+01	4.84148818473474e+01	1.79756561284882e+02
7.58577575029189e+01	4.84148785736212e+01	1.79745087479609e+02
7.94328234724287e+01	4.84148749843894e+01	1.79733072977264e+02
8.31763771102677e+01	4.84148710489505e+01	1.79720492294455e+02
8.70963589956087e+01	4.84148667342068e+01	1.79707318746974e+02
9.12010839355916e+01	4.84148620018802e+01	1.79693524393292e+02
9.54992586021443e+01	4.84148568142145e+01	1.79679079975137e+02
1.00000000000001e+02	4.84148511251676e+01	1.79663954855714e+02
1.04712854805091e+02	4.84148448880480e+01	1.79648116954506e+02
1.09647819614319e+02	4.84148380484603e+01	1.79631532679480e+02
1.14815362149689e+02	4.84148305497003e+01	1.79614166855676e+02
1.20226443461742e+02	4.84148223265340e+01	1.79595982650851e+02
1.25892541179418e+02	4.84148133110529e+01	1.79576941497169e+02
1.31825673855642e+02	4.84148034258297e+01	1.79557003009697e+02
1.38038426460290e+02	4.84147925864146e+01	1.79536124900702e+02
1.44543977074594e+02	4.84147807005372e+01	1.79514262890036e+02
1.51356124843622e+02	4.84147676697712e+01	1.79491370611187e+02
1.58489319246113e+02	4.84147533808217e+01	1.79467399513424e+02
1.65958690743757e+02	4.84147377128441e+01	1.79442298758545e+02
1.73780082874939e+02	4.84147205332871e+01	1.79416015113334e+02
1.81970085861000e+02	4.84147016974433e+01	1.79388492836778e+02
1.90546071796326e+02	4.84146810444697e+01	1.79359673562187e+02
1.99526231496890e+02	4.84146583972826e+01	1.79329496173562e+02
2.08929613085406e+02	4.84146335665021e+01	1.79297896675854e+02
2.18776162394957e+02	4.84146063403357e+01	1.79264808060059e+02
2.29086765276779e+02	4.84145764873538e+01	1.79230160161137e+02
2.39883291901951e+02	4.84145437545880e+01	1.79193879509556e+02
2.51188643150960e+02	4.84145078627504e+01	1.79155889176103e+02
2.63026799189540e+02	4.84144685097779e+01	1.79116108608742e+02
2.75422870333819e+02	4.84144253596999e+01	1.79074453463042e+02
2.88403150312663e+02	4.84143780468478e+01	1.79030835423363e+02
3.01995172040204e+02	4.84143261707824e+01	1.78985162016444e+02
3.16227766016841e+02	4.84142692898630e+01	1.78937336416454e+02
3.31131121482594e+02	4.84142069206939e+01	1.78887257240337e+02
3.46736850452535e+02	4.84141385365257e+01	1.78834818333635e+02
3.63078054770105e+02	4.84140635548141e+01	1.78779908547546e+02
3.80189396320565e+02	4.84139813397839e+01	1.78722411503885e+02
3.98107170553501e+02	4.84138911953447e+01	1.78662205350156e+02
4.16869383470339e+02	4.84137923546667e+01	1.78599162503717e+02
4.36515832240170e+02	4.84136839793780e+01	1.78533149382778e+02
4.57088189614879e+02	4.84135651511674e+01	1.78464026125876e+02
4.78630092322643e+02	4.84134348611555e+01	1.78391646298702e+02
5.01187233627277e+02	4.84132920038588e+01	1.78315856586689e+02
5.24807460249777e+02	4.84131353669965e+01	1.78236496473998e+02
5.49540873857630e+02	4.84129636248482e+01	1.78153397907054e+02
5.75439937337162e+02	4.84127753177278e+01	1.78066384945071e+02
6.02559586074363e+02	4.84125688496859e+01	1.77975273391243e+02
6.30957344480199e+02	4.84123424705215e+01	1.77879870409854e+02
6.60693448007602e+02	4.84120942606374e+01	1.77779974125433e+02
6.91830970918943e+02	4.84118221142970e+01	1.77675373203990e+02
7.24435960074997e+02	4.84115237267592e+01	1.77565846414305e+02
7.58577575029191e+02	4.84111965665414e+01	1.77451162172779e+02
7.94328234724289e+02	4.84108378650423e+01	1.77331078063640e+02
8.31763771102679e+02	4.84104445799630e+01	1.77205340344123e+02
8.70963589956090e+02	4.84100133806424e+01	1.77073683422009e+02
9.12010839355919e+02	4.84095406149846e+01	1.76935829314748e+02
9.54992586021446e+02	4.84090222796460e+01	1.76791487083949e+02
1.00000000000001e+03	4.84084539880240e+01	1.76640352245664e+02
1.04712854805091e+03	4.84078309294909e+01	1.76482106157831e+02
1.09647819614320e+03	4.84071478324264e+01	1.76316415380121e+02
1.14815362149690e+03	4.84063989190295e+01	1.76142931009157e+02
1.20226443461743e+03	4.84055778581020e+01	1.75961287986381e+02
1.25892541179418e+03	4.84046777098732e+01	1.75771104380059e+02
1.31825673855642e+03	4.84036908702491e+01	1.75571980637952e+02
1.38038426460290e+03	4.84026090063436e+01	1.75363498813213e+02
1.44543977074594e+03	4.84014229855570e+01	1.75145221762332e+02
1.51356124843623e+03	4.84001228067561e+01	1.74916692310521e+02
1.58489319246113e+03	4.83986975076154e+01	1.74677432396518e+02
1.65958690743758e+03	4.83971350825572e+01	1.74426942180421e+02
1.73780082874940e+03	4.83954223777184e+01	1.74164699130912e+02
1.81970085861000e+03	4.83935449878707e+01	1.73890157079586e+02
1.90546071796327e+03	4.83914871367959e+01	1.73602745252598e+02
1.99526231496890e+03	4.83892315463246e+01	1.73301867278236e+02
2.08929613085406e+03	4.83867593016855e+01	1.72986900166440e+02
2.18776162394958e+03	4.83840496909510e+01	1.72657193276296e+02
2.29086765276780e+03	4.83810800471185e+01	1.72312067254773e+02
2.39883291901952e+03	4.83778255615555e+01	1.71950812970493e+02
2.51188643150961e+03	4.83742590857408e+01	1.71572690434987e+02
2.63026799189541e+03	4.83703509216683e+01	1.71176927714119e+02
2.75422870333820e+03	4.83660685840349e+01	1.70762719848404e+02
2.88403150312664e+03	4.83613765504447e+01	1.70329227775204e+02
3.01995172040205e+03	4.83562359857088e+01	1.69875577271487e+02
3.16227766016842e+03	4.83506044456690e+01	1.69400857921065e+02
3.31131121482595e+03	4.83444355574728e+01	1.68904122118679e+02
3.46736850452536e+03	4.83376786697926e+01	1.68384384129480e+02
3.63078054770106e+03	4.83302784806223e+01	1.67840619209417e+02
3.80189396320566e+03	4.83221746342254e+01	1.67271762810652e+02
3.98107170553502e+03	4.83133012893167e+01	1.66676709887597e+02
4.16869383470341e+03	4.83035866554123e+01	1.66054314327333e+02
4.36515832240172e+03	4.82929524921757e+01	1.65403388535130e+02
4.57088189614881e+03	4.82813135881150e+01	1.64722703178177e+02
4.78630092322645e+03	4.82685771865731e+01	1.64010987162252e+02
5.01187233627279e+03	4.82546423963452e+01	1.63266927821123e+02
5.24807460249780e+03	4.82393995591801e+01	1.62489171394880e+02
5.49540873857632e+03	4.82227295764559e+01	1.61676323839096e+02
5.75439937337165e+03	4.82045032247569e+01	1.60826951957813e+02
6.02559586074366e+03	4.81845804207969e+01	1.59939584978450e+02
6.30957344480202e+03	4.81628094756031e+01	1.59012716552233e+02
6.60693448007605e+03	4.81390263147861e+01	1.58044807281608e+02
6.91830970918946e+03	4.81130536928264e+01	1.57034287781931e+02
7.24435960075000e+03	4.80847003967181e+01	1.55979562350085e+02
7.58577575029194e+03	4.80537604366219e+01	1.54879013319122e+02
7.94328234724293e+03	4.80200122671916e+01	1.53731006065817e+02
8.31763771102683e+03	4.79832180150193e+01	1.52533894799562e+02
8.70963589956093e+03	4.79431227466143e+01	1.51286029119752e+02
9.12010839355923e+03	4.78994537954559e+01	1.49985761353251e+02
9.54992586021450e+03	4.78519201480621e+01	1.48631454733385e+02
1.00000000000001e+04	4.78002119285874e+01	1.47221492354749e+02
1.04712854805091e+04	4.77439999908452e+01	1.45754286908589e+02
1.09647819614320e+04	4.76829356431364e+01	1.44228291134128e+02
1.14815362149690e+04	4.76166505255459e+01	1.42642008911904e+02
1.20226443461743e+04	4.75447566700971e+01	1.40994006849080e+02
1.25892541179419e+04	4.74668467476892e+01	1.39282926269153e+02
1.31825673855643e+04	4.73824945366760e+01	1.37507495351021e+02
1.38038426460291e+04	4.72912556114862e+01	1.35666541256351e+02
1.44543977074595e+04	4.71926682683787e+01	1.33759001951051e+02
1.51356124843623e+04	4.70862546780460e+01	1.31783937492184e+02
1.58489319246114e+04	4.69715222713546e+01	1.29740540405172e+02
1.65958690743759e+04	4.68479653201991e+01	1.27628144947885e+02
1.73780082874940e+04	4.67150667000381e+01	1.25446234875652e+02
1.81970085861001e+04	4.65722997733516e+01	1.23194449554576e+02
1.90546071796328e+04	4.64191303644020e+01	1.20872588049941e+02
1.99526231496891e+04	4.62550187272639e+01	1.18480611273913e+02
2.08929613085407e+04	4.60794214695447e+01	1.16018641890882e+02
2.18776162394959e+04	4.58917933226589e+01	1.13486962261202e+02
2.29086765276781e+04	4.56915886910253e+01	1.10886010532375e+02
2.39883291901953e+04	4.54782629001563e+01	1.08216375236180e+02
2.51188643150962e+04	4.52512730711117e+01	1.05478788925029e+02
2.63026799189542e+04	4.50100785714840e+01	1.02674121451736e+02
2.75422870333821e+04	4.47541410041217e+01	9.98033737460138e+01
2.88403150312665e+04	4.44829237369666e+01	9.68676728799009e+01
3.01995172040206e+04	4.41958909979047e+01	9.38682694269021e+01
3.16227766016843e+04	4.38925066053531e+01	9.08065380148207e+01
3.31131121482596e+04	4.35722324380200e+01	8.76839820451153e+01
3.46736850452537e+04	4.32345267994889e+01	8.45022432201542e+01
3.63078054770107e+04	4.28788428574186e+01	8.12631166023609e+01
3.80189396320567e+04	4.25046273844569e+01	7.79685713942690e+01
3.98107170553504e+04	4.21113200445975e+01	7.46207774917089e+01
4.16869383470342e+04	4.16983534898865e+01	7.12221372736716e+01
4.36515832240173e+04	4.12651545271879e+01	6.77753218071987e+01
4.57088189614883e+04	4.08111466012317e+01	6.42833100230784e+01
4.78630092322646e+04	4.03357538003631e+01	6.07494289800892e+01
5.01187233627281e+04	3.98384065316722e+01	5.71773928594977e+01
5.24807460249781e+04	3.93185489294031e+01	5.35713379637939e+01
5.49540873857634e+04	3.87756479571528e+01	4.99358507324895e+01
5.75439937337167e+04	3.82092040430460e+01	4.62759856534783e+01
6.02559586074368e+04	3.76187629570294e+01	4.25972701737954e+01
6.30957344480204e+04	3.70039285090029e+01	3.89056940522558e+01
6.60693448007607e+04	3.63643755288133e+01	3.52076812640797e+01
6.91830970918948e+04	3.56998624988362e+01	3.15100435053883e+01
7.24435960075003e+04	3.50102431593548e+01	2.78199154615999e+01
7.58577575029197e+04	3.42954764069420e+01	2.41446731883737e+01
7.94328234724295e+04	3.35556338643849e+01	2.04918382489479e+01
8.31763771102686e+04	3.27909046135727e+01	1.68689712778570e+01
8.70963589956096e+04	3.20015967455714e+01	1.32835595274918e+01
9.12010839355926e+04	3.11881355774421e+01	9.74290343477497e+00
9.54992586021453e+04	3.03510585950293e+01	6.25400730637488e+00
1.00000000000002e+05	2.94910073826868e+01	2.82347889998406e+00
1.04712854805092e+05	2.86087169747974e+01	-5.42558046507906e-01
1.09647819614320e+05	2.77050031928923e+01	-3.83853525897988e+00
1.14815362149690e+05	2.67807486090873e+01	-7.05949343916774e+00
1.20226443461743e+05	2.58368877967393e+01	-1.02011171123660e+01
1.25892541179419e+05	2.48743924975879e+01	-1.32597511718614e+01
1.31825673855643e+05	2.38942572651616e+01	-1.62324004449380e+01
1.38038426460291e+05	2.28974860422843e+01	-1.91167142785829e+01
1.44543977074595e+05	2.18850800167003e+01	-2.19109586116744e+01
1.51356124843624e+05	2.08580269815669e+01	-2.46139782089977e+01
1.58489319246114e+05	1.98172923191120e+01	-2.72251517453615e+01
1.65958690743759e+05	1.87638116294505e+01	-2.97443422471515e+01
1.73780082874941e+05	1.76984849523019e+01	-3.21718451441689e+01
1.81970085861002e+05	1.66221724720287e+01	-3.45083358308437e+01
1.90546071796328e+05	1.55356915584922e+01	-3.67548182604182e+01
1.99526231496892e+05	1.44398149766724e+01	-3.89125757498949e+01
2.08929613085408e+05	1.33352700892084e+01	-4.09831248191781e+01
2.18776162394959e+05	1.22227388798499e+01	-4.29681726026792e+01
2.29086765276782e+05	1.11028586367896e+01	-4.48695781339673e+01
2.39883291901954e+05	9.97622314819409e+00	-4.66893175816709e+01
2.51188643150963e+05	8.84338428292434e+00	-4.84294534082655e+01
2.63026799189543e+05	7.70485384457226e+00	-5.00921072662957e+01
2.75422870333822e+05	6.56110560799811e+00	-5.16794364178465e+01
2.88403150312666e+05	5.41257746218173e+00	-5.31936133838847e+01
3.01995172040208e+05	4.25967360031829e+00	-5.46368085397544e+01
3.16227766016844e+05	3.10276670958998e+00	-5.60111753384421e+01
3.31131121482598e+05	1.94220012553251e+00	-5.73188378692486e+01
3.46736850452539e+05	7.78289925373144e-01	-5.85618804773236e+01
3.63078054770109e+05	-3.88673058664636e-01	-5.97423391675210e+01
3.80189396320569e+05	-1.55842131740183e+00	-6.08621945686204e+01
3.98107170553505e+05	-2.73070884195356e+00	-6.19233662285286e+01
4.16869383470344e+05	-3.90530940317587e+00	-6.29277080569171e+01
4.36515832240175e+05	-5.08201493381613e+00	-6.38770047468852e+01
4.57088189614884e+05	-6.26063401227128e+00	-6.47729690136949e+01
4.78630092322648e+05	-7.44099044411008e+00	-6.56172395365516e+01
5.01187233627283e+05	-8.62292193761210e+00	-6.64113794759879e+01
5.24807460249783e+05	-9.80627886786058e+00	-6.71568754790387e+01
5.49540873857636e+05	-1.09909231241186e+01	-6.78551370778971e+01
5.75439937337169e+05	-1.21767270342890e+01	-6.85074964162181e+01
6.02559586074370e+05	-1.33635723604401e+01	-6.91152082365244e+01
6.30957344480207e+05	-1.45513493590564e+01	-6.96794500771805e+01
6.60693448007610e+05	-1.57399558996411e+01	-7.02013226354150e+01
6.91830970918951e+05	-1.69292966353320e+01	-7.06818502601687e+01
7.24435960075006e+05	-1.81192822192411e+01	-7.11219815475403e+01
7.58577575029200e+05	-1.93098285603714e+01	-7.15225900218085e+01
7.94328234724299e+05	-2.05008561134238e+01	-7.18844748923539e+01
8.31763771102689e+05	-2.16922891975559e+01	-7.22083618817621e+01
8.70963589956100e+05	-2.28840553400451e+01	-7.24949041380645e+01
9.12010839355930e+05	-2.40760846426264e+01	-7.27446832400232e+01
9.54992586021457e+05	-2.52683091702205e+01	-7.29582103103030e+01
1.00000000000002e+06	-2.64606623640463e+01	-7.31359272481976e+01
1.04712854805092e+06	-2.76530784832278e+01	-7.32782080799948e+01
1.09647819614321e+06	-2.88454920801886e+01	-7.33853603984811e+01
1.14815362149691e+06	-3.00378375142066e+01	-7.34576268444216e+01
1.20226443461744e+06	-3.12300485043802e+01	-7.34951865455479e+01
1.25892541179420e+06	-3.24220577171213e+01	-7.34981564229923e+01
1.31825673855644e+06	-3.36137963760331e+01	-7.34665922706383e+01
1.38038426460292e+06	-3.48051938748423e+01	-7.34004895585048e+01
1.44543977074596e+06	-3.59961773703917e+01	-7.32997839593440e+01
1.51356124843624e+06	-3.71866713335822e+01	-7.31643516720334e+01
1.58489319246115e+06	-3.83765970424144e+01	-7.29940096676219e+01
1.65958690743760e+06	-3.95658720106688e+01	-7.27885160136942e+01
1.73780082874941e+06	-4.07544093555654e+01	-7.25475704299529e+01
1.81970085861002e+06	-4.19421171151600e+01	-7.22708151878321e+01
1.90546071796329e+06	-4.31288975295088e+01	-7.19578364273705e+01
1.99526231496892e+06	-4.43146462992155e+01	-7.16081659158918e+01
2.08929613085409e+06	-4.54992518318574e+01	-7.12212832470619e+01
2.18776162394960e+06	-4.66825944828976e+01	-7.07966184661953e+01
2.29086765276783e+06	-4.78645457942381e+01	-7.03335551108824e+01
2.39883291901955e+06	-4.90449677314421e+01	-6.98314336677648e+01
2.51188643150964e+06	-5.02237119199212e+01	-6.92895554648642e+01
2.63026799189544e+06	-5.14006188810010e+01	-6.87071870314175e+01
2.75422870333823e+06	-5.25755172702446e+01	-6.80835649710537e+01
2.88403150312667e+06	-5.37482231225467e+01	-6.74179014003936e+01
3.01995172040209e+06	-5.49185391108824e+01	-6.67093900120125e+01
3.16227766016845e+06	-5.60862538282409e+01	-6.59572128143815e+01
3.31131121482599e+06	-5.72511411048216e+01	-6.51605476029033e+01
3.46736850452540e+06	-5.84129593752492e+01	-6.43185762040851e+01
3.63078054770110e+06	-5.95714511130558e+01	-6.34304935247990e+01
3.80189396320570e+06	-6.07263423521303e+01	-6.24955174225424e+01
3.98107170553507e+06	-6.18773423170389e+01	-6.15128993931735e+01
4.16869383470345e+06	-6.30241431859956e+01	-6.04819360491051e+01
4.36515832240176e+06	-6.41664200117414e+01	-5.94019813311349e+01
4.57088189614886e+06	-6.53038308263318e+01	-5.82724593657088e+01
4.78630092322650e+06	-6.64360169558276e+01	-5.70928778413384e+01
5.01187233627284e+06	-6.75626035696865e+01	-5.58628417360396e+01
5.24807460249785e+06	-6.86832004871930e+01	-5.45820671858362e+01
5.49540873857638e+06	-6.97974032591785e+01	-5.32503952376437e+01
5.75439937337171e+06	-7.09047945373663e+01	-5.18678051871026e+01
6.02559586074372e+06	-7.20049457358207e+01	-5.04344271614511e+01
6.30957344480209e+06	-7.30974189789602e+01	-4.89505535754811e+01
6.60693448007612e+06	-7.41817693186030e+01	-4.74166490666926e+01
6.91830970918954e+06	-7.52575471885689e+01	-4.58333585110405e+01
7.24435960075008e+06	-7.63243010499801e+01	-4.42015127354947e+01
7.58577575029203e+06	-7.73815801640866e+01	-4.25221315839727e+01
7.94328234724301e+06	-7.84289374131106e+01	-4.07964240626277e+01
8.31763771102692e+06	-7.94659320742784e+01	-3.90257853927581e+01
8.70963589956102e+06	-8.04921324393344e+01	-3.72117909340196e+01
9.12010839355933e+06	-8.15071181627962e+01	-3.53561871105413e+01
9.54992586021460e+06	-8.25104822188243e+01	-3.34608796699917e+01
1.00000000000003e+07	-8.35018323504650e+01	-3.15279198282770e+01
1.04712854805093e+07	-8.44807919078627e+01	-2.95594890869883e+01
1.09647819614321e+07	-8.54469999952196e+01	-2.75578837459413e+01
1.14815362149691e+07	-8.64001108809006e+01	-2.55255003476050e+01
1.20226443461744e+07	-8.73397926714448e+01	-2.34648234659660e+01
1.25892541179420e+07	-8.82657253080548e+01	-2.13784173606502e+01
1.31825673855644e+07	-8.91775980117768e+01	-1.92689230319147e+01
1.38038426460292e+07	-9.00751063781814e+01	-1.71390621053490e+01
1.44543977074596e+07	-9.09579493993335e+01	-1.49916487180234e+01
1.51356124843625e+07	-9.18258267637973e+01	-1.28296101523134e+01
1.58489319246115e+07	-9.26784368460935e+01	-1.06560163562880e+01
1.65958690743760e+07	-9.35154758355220e+01	-8.47411770858762e+00
1.73780082874942e+07	-9.43366384597679e+01	-6.28738945810664e+00
1.81970085861003e+07	-9.51416207205924e+01	-4.09958025466559e+00
1.90546071796330e+07	-9.59301249686114e+01	-1.91476117356265e+00
1.99526231496893e+07	-9.67018674973258e+01	2.62629252943175e-01
2.08929613085409e+07	-9.74565886355400e+01	2.42774910778973e+00
2.18776162394961e+07	-9.81940650733175e+01	4.57533158516583e+00
2.29086765276783e+07	-9.89141238907388e+01	6.69968289709824e+00
2.39883291901955e+07	-9.96166575012434e+01	8.79470362277941e+00
2.51188643150965e+07	-1.00301638508594e+02	1.08539359611407e+01
2.63026799189545e+07	-1.00969133345418e+02	1.28706372620455e+01
2.75422870333824e+07	-1.01619313542199e+02	1.48378778235144e+01
2.88403150312668e+07	-1.02252463584925e+02	1.67486585417660e+01
3.01995172040210e+07	-1.02868984554287e+02	1.85960419196169e+01
3.16227766016846e+07	-1.03469393075388e+02	2.03732884810949e+01
3.31131121482600e+07	-1.04054315502017e+02	2.20739900281113e+01
3.46736850452541e+07	-1.04624477660991e+02	2.36921914935765e+01
3.63078054770111e+07	-1.05180690836568e+02	2.52224943316255e+01
3.80189396320572e+07	-1.05723834939056e+02	2.66601362394608e+01
3.98107170553508e+07	-1.06254839949037e+02	2.80010442391583e+01
4.16869383470347e+07	-1.06774666753498e+02	2.92418604452013e+01
4.36515832240178e+07	-1.07284288405281e+02	3.03799419202415e+01
4.57088189614888e+07	-1.07784672669645e+02	3.14133376695172e+01
4.78630092322652e+07	-1.08276766504556e+02	3.23407469316967e+01
5.01187233627286e+07	-1.08761482888136e+02	3.31614634756297e+01
5.24807460249787e+07	-1.09239690185432e+02	3.38753106668801e+01
5.49540873857640e+07	-1.09712204057285e+02	3.44825717341528e+01
5.75439937337173e+07	-1.10179781767492e+02	3.49839190697681e+01
6.02559586074375e+07	-1.10643118643736e+02	3.53803456637629e+01
6.30957344480211e+07	-1.11102846390072e+02	3.56731010023182e+01
6.60693448007615e+07	-1.11559532927345e+02	3.58636330346594e+01
6.91830970918956e+07	-1.12013683444623e+02	3.59535371785528e+01
7.24435960075011e+07	-1.12465742370826e+02	3.59445128183722e+01
7.58577575029205e+07	-1.12916096013704e+02	3.58383273575548e+01
7.94328234724304e+07	-1.13365075656668e+02	3.56367876127915e+01
8.31763771102695e+07	-1.13812960947991e+02	3.53417181655557e+01
8.70963589956106e+07	-1.14259983457971e+02	3.49549461991146e+01
9.12010839355936e+07	-1.14706330315629e+02	3.44782923263181e+01
9.54992586021463e+07	-1.15152147866004e+02	3.39135669358810e+01
1.00000000000000e+08	-1.15597545311465e+02	3.32625716351415e+01
