Freq.	V(n012)
3.46736850452534e+01	8.37653433190695e+00	1.28144728641123e+02
3.63078054770103e+01	8.06738620159593e+00	1.27744710514884e+02
3.80189396320563e+01	7.75514756279024e+00	1.27399627021185e+02
3.98107170553500e+01	7.44029650438400e+00	1.27110339287161e+02
4.16869383470338e+01	7.12331406151029e+00	1.26877549140935e+02
4.36515832240169e+01	6.80468332010374e+00	1.26701804375296e+02
4.57088189614878e+01	6.48488872984252e+00	1.26583503277238e+02
4.78630092322641e+01	6.16441558385621e+00	1.26522898186687e+02
5.01187233627275e+01	5.84374961929428e+00	1.26520097906281e+02
5.24807460249776e+01	5.52337668933766e+00	1.26575068844904e+02
5.49540873857628e+01	5.20378245562266e+00	1.26687634839202e+02
5.75439937337161e+01	4.88545204942288e+00	1.26857475659509e+02
6.02559586074362e+01	4.56886965076035e+00	1.27084124268696e+02
6.30957344480197e+01	4.25451793672347e+00	1.27366962963876e+02
6.60693448007600e+01	3.94287735373265e+00	1.27705218591308e+02
6.91830970918941e+01	3.63442517348998e+00	1.28097957083045e+02
7.24435960074995e+01	3.32963429885760e+00	1.28544077618400e+02
7.58577575029189e+01	3.02897179395707e+00	1.29042306763125e+02
7.94328234724287e+01	2.73289712258014e+00	1.29591192981007e+02
8.31763771102677e+01	2.44186009038265e+00	1.30189101945035e+02
8.70963589956087e+01	2.15629849893220e+00	1.30834213094343e+02
9.12010839355916e+01	1.87663553374285e+00	1.31524517886562e+02
9.54992586021443e+01	1.60327692274968e+00	1.32257820180552e+02
1.00000000000001e+02	1.33660791660069e+00	1.33031739147869e+02
1.04712854805091e+02	1.07699015583982e+00	1.33843715054082e+02
1.09647819614319e+02	8.24758502761102e-01	1.34691018170440e+02
1.14815362149689e+02	5.80217925775577e-01	1.35570760975457e+02
1.20226443461742e+02	3.43640531064424e-01	1.36479913687977e+02
1.25892541179418e+02	1.15262839111642e-01	1.37415323041528e+02
1.31825673855642e+02	-1.04716597932351e-01	1.38373734073195e+02
1.38038426460290e+02	-3.16139148633822e-01	1.39351814564708e+02
1.44543977074594e+02	-5.18887546487812e-01	1.40346181647572e+02
1.51356124843622e+02	-7.12886763682471e-01	1.41353429977448e+02
1.58489319246113e+02	-8.98104271710716e-01	1.42370160801338e+02
1.65958690743757e+02	-1.07454966806731e+00	1.43393011191069e+02
1.73780082874939e+02	-1.24227367148549e+00	1.44418682702319e+02
1.81970085861000e+02	-1.40136651127957e+00	1.45443968738728e+02
1.90546071796326e+02	-1.55195575780591e+00	1.46465779957520e+02
1.99526231496890e+02	-1.69420365978708e+00	1.47481167137347e+02
2.08929613085406e+02	-1.82830406888224e+00	1.48487341039156e+02
2.18776162394957e+02	-1.95447904256561e+00	1.49481688916068e+02
2.29086765276779e+02	-2.07297522148980e+00	1.50461787460753e+02
2.39883291901951e+02	-2.18406007882296e+00	1.51425412111328e+02
2.51188643150960e+02	-2.28801813508579e+00	1.52370542760982e+02
2.63026799189540e+02	-2.38514722517996e+00	1.53295366026682e+02
2.75422870333819e+02	-2.47575489417335e+00	1.54198274324212e+02
2.88403150312663e+02	-2.56015498622817e+00	1.55077862067606e+02
3.01995172040204e+02	-2.63866447828162e+00	1.55932919360432e+02
3.16227766016841e+02	-2.71160059645783e+00	1.56762423574427e+02
3.31131121482594e+02	-2.77927824053861e+00	1.57565529220111e+02
3.46736850452535e+02	-2.84200772970467e+00	1.58341556506175e+02
3.63078054770105e+02	-2.90009287249503e+00	1.59089978964040e+02
3.80189396320565e+02	-2.95382935481305e+00	1.59810410483310e+02
3.98107170553501e+02	-3.00350343284336e+00	1.60502592065886e+02
4.16869383470339e+02	-3.04939091214204e+00	1.61166378565498e+02
4.36515832240170e+02	-3.09175639035281e+00	1.61801725636975e+02
4.57088189614879e+02	-3.13085273865454e+00	1.62408677077238e+02
4.78630092322643e+02	-3.16692079573746e+00	1.62987352700374e+02
5.01187233627277e+02	-3.20018924799429e+00	1.63537936853073e+02
5.24807460249777e+02	-3.23087467038971e+00	1.64060667644001e+02
5.49540873857630e+02	-3.25918170355258e+00	1.64555826932668e+02
5.75439937337162e+02	-3.28530334447115e+00	1.65023731099776e+02
6.02559586074363e+02	-3.30942133015192e+00	1.65464722601390e+02
6.30957344480199e+02	-3.33170659574059e+00	1.65879162294106e+02
6.60693448007602e+02	-3.35231979069094e+00	1.66267422505947e+02
6.91830970918943e+02	-3.37141183901605e+00	1.66629880819438e+02
7.24435960074997e+02	-3.38912453128738e+00	1.66966914527269e+02
7.58577575029191e+02	-3.40559113848602e+00	1.67278895716733e+02
7.94328234724289e+02	-3.42093703922419e+00	1.67566186937781e+02
8.31763771102679e+02	-3.43528035364828e+00	1.67829137409497e+02
8.70963589956090e+02	-3.44873257876749e+00	1.68068079719513e+02
9.12010839355919e+02	-3.46139922121435e+00	1.68283326974586e+02
9.54992586021446e+02	-3.47338042457213e+00	1.68475170361672e+02
1.00000000000001e+03	-3.48477158928471e+00	1.68643877082496e+02
1.04712854805091e+03	-3.49566398422239e+00	1.68789688628540e+02
1.09647819614320e+03	-3.50614534925223e+00	1.68912819366456e+02
1.14815362149690e+03	-3.51630048919349e+00	1.69013455408291e+02
1.20226443461743e+03	-3.52621185967396e+00	1.69091753744626e+02
1.25892541179418e+03	-3.53596014576255e+00	1.69147841623733e+02
1.31825673855642e+03	-3.54562483492397e+00	1.69181816162149e+02
1.38038426460290e+03	-3.55528478537329e+00	1.69193744178258e+02
1.44543977074594e+03	-3.56501879169910e+00	1.69183662243006e+02
1.51356124843623e+03	-3.57490614915425e+00	1.69151576947029e+02
1.58489319246113e+03	-3.58502721830428e+00	1.69097465386563e+02
1.65958690743758e+03	-3.59546399144128e+00	1.69021275875826e+02
1.73780082874940e+03	-3.60630066203703e+00	1.68922928896322e+02
1.81970085861000e+03	-3.61762419839349e+00	1.68802318298638e+02
1.90546071796327e+03	-3.62952492202634e+00	1.68659312775920e+02
1.99526231496890e+03	-3.64209709115860e+00	1.68493757631604e+02
2.08929613085406e+03	-3.65543948899866e+00	1.68305476869959e+02
2.18776162394958e+03	-3.66965601591115e+00	1.68094275638364e+02
2.29086765276780e+03	-3.68485628374334e+00	1.67859943058071e+02
2.39883291901952e+03	-3.70115620971439e+00	1.67602255478411e+02
2.51188643150961e+03	-3.71867860617795e+00	1.67320980197586e+02
2.63026799189541e+03	-3.73755376139859e+00	1.67015879690214e+02
2.75422870333820e+03	-3.75792000495308e+00	1.66686716387514e+02
2.88403150312664e+03	-3.77992425000109e+00	1.66333258051570e+02
3.01995172040205e+03	-3.80372250276780e+00	1.65955283788589e+02
3.16227766016842e+03	-3.82948032776022e+00	1.65552590739618e+02
3.31131121482595e+03	-3.85737325510277e+00	1.65125001483008e+02
3.46736850452536e+03	-3.88758711441409e+00	1.64672372176462e+02
3.63078054770106e+03	-3.92031827720316e+00	1.64194601452167e+02
3.80189396320566e+03	-3.95577378762152e+00	1.63691640071180e+02
3.98107170553502e+03	-3.99417135945627e+00	1.63163501316212e+02
4.16869383470341e+03	-4.03573921504584e+00	1.62610272087359e+02
4.36515832240172e+03	-4.08071574051640e+00	1.62032124636374e+02
4.57088189614881e+03	-4.12934893058608e+00	1.61429328840614e+02
4.78630092322645e+03	-4.18189559590773e+00	1.60802264888725e+02
5.01187233627279e+03	-4.23862030655616e+00	1.60151436205130e+02
5.24807460249780e+03	-4.29979404701162e+00	1.59477482401752e+02
5.49540873857632e+03	-4.36569256105725e+00	1.58781191999420e+02
5.75439937337165e+03	-4.43659436985597e+00	1.58063514620201e+02
6.02559586074366e+03	-4.51277845254058e+00	1.57325572305720e+02
6.30957344480202e+03	-4.59452158704785e+00	1.56568669585744e+02
6.60693448007605e+03	-4.68209535847746e+00	1.55794301887352e+02
6.91830970918946e+03	-4.77576285399240e+00	1.55004161863222e+02
7.24435960075000e+03	-4.87577507563328e+00	1.54200143210561e+02
7.58577575029194e+03	-4.98236711616903e+00	1.53384341570176e+02
7.94328234724293e+03	-5.09575415687704e+00	1.52559052130404e+02
8.31763771102683e+03	-5.21612735892054e+00	1.51726763617690e+02
8.70963589956093e+03	-5.34364973244538e+00	1.50890148433253e+02
9.12010839355923e+03	-5.47845207631461e+00	1.50052048796112e+02
9.54992586021450e+03	-5.62062908841114e+00	1.49215458865794e+02
1.00000000000001e+04	-5.77023574846198e+00	1.48383502944498e+02
1.04712854805091e+04	-5.92728407365806e+00	1.47559410000996e+02
1.09647819614320e+04	-6.09174034080631e+00	1.46746484869913e+02
1.14815362149690e+04	-6.26352285750352e+00	1.45948076617533e+02
1.20226443461743e+04	-6.44250035018707e+00	1.45167544660262e+02
1.25892541179419e+04	-6.62849101738189e+00	1.44408223291285e+02
1.31825673855643e+04	-6.82126227774181e+00	1.43673385330282e+02
1.38038426460291e+04	-7.02053121934029e+00	1.42966205609242e+02
1.44543977074595e+04	-7.22596573689124e+00	1.42289724998514e+02
1.51356124843623e+04	-7.43718632473754e+00	1.41646815623320e+02
1.58489319246114e+04	-7.65376847637762e+00	1.41040147842773e+02
1.65958690743759e+04	-7.87524563112891e+00	1.40472159468264e+02
1.73780082874940e+04	-8.10111259811497e+00	1.39945027603867e+02
1.81970085861001e+04	-8.33082938710893e+00	1.39460643374971e+02
1.90546071796328e+04	-8.56382537327641e+00	1.39020589714057e+02
1.99526231496891e+04	-8.79950372959608e+00	1.38626122291938e+02
2.08929613085407e+04	-9.03724606495304e+00	1.38278153611273e+02
2.18776162394959e+04	-9.27641721455809e+00	1.37977240229460e+02
2.29086765276781e+04	-9.51637013830481e+00	1.37723573055817e+02
2.39883291901953e+04	-9.75645088720997e+00	1.37516970663646e+02
2.51188643150962e+04	-9.99600360871840e+00	1.37356875561699e+02
2.63026799189542e+04	-1.02343755593202e+01	1.37242353401472e+02
2.75422870333821e+04	-1.04709220999609e+01	1.37172095110426e+02
2.88403150312665e+04	-1.07050116421241e+01	1.37144421985151e+02
3.01995172040206e+04	-1.09360305139329e+01	1.37157293772296e+02
3.16227766016843e+04	-1.11633877032192e+01	1.37208319794678e+02
3.31131121482596e+04	-1.13865194327426e+01	1.37294773152988e+02
3.46736850452537e+04	-1.16048935116808e+01	1.37413607986476e+02
3.63078054770107e+04	-1.18180133993037e+01	1.37561479763529e+02
3.80189396320567e+04	-1.20254219173868e+01	1.37734768437138e+02
3.98107170553504e+04	-1.22267045375797e+01	1.37929604264177e+02
4.16869383470342e+04	-1.24214921802780e+01	1.38141895944805e+02
4.36515832240173e+04	-1.26094634596585e+01	1.38367360668384e+02
4.57088189614883e+04	-1.27903463236963e+01	1.38601555518783e+02
4.78630092322646e+04	-1.29639190548600e+01	1.38839909632793e+02
5.01187233627281e+04	-1.31300106077447e+01	1.39077756428905e+02
5.24807460249781e+04	-1.32885002876411e+01	1.39310365208762e+02
5.49540873857634e+04	-1.34393167925579e+01	1.39532971394566e+02
5.75439937337167e+04	-1.35824366629803e+01	1.39740804748919e+02
6.02559586074368e+04	-1.37178822056635e+01	1.39929114952953e+02
6.30957344480204e+04	-1.38457189731647e+01	1.40093194031363e+02
6.60693448007607e+04	-1.39660528963121e+01	1.40228395243645e+02
6.91830970918948e+04	-1.40790271758454e+01	1.40330148178438e+02
7.24435960075003e+04	-1.41848190420265e+01	1.40393969968688e+02
7.58577575029197e+04	-1.42836364908517e+01	1.40415472665601e+02
7.94328234724295e+04	-1.43757151007337e+01	1.40390366969421e+02
8.31763771102686e+04	-1.44613150227487e+01	1.40314462647798e+02
8.70963589956096e+04	-1.45407182159016e+01	1.40183666067993e+02
9.12010839355926e+04	-1.46142259991030e+01	1.39993975377703e+02
9.54992586021453e+04	-1.46821569500337e+01	1.39741473911221e+02
1.00000000000002e+05	-1.47448451770055e+01	1.39422322450360e+02
1.04712854805092e+05	-1.48026389574525e+01	1.39032750957865e+02
1.09647819614320e+05	-1.48558997244474e+01	1.38569050398353e+02
1.14815362149690e+05	-1.49050013469659e+01	1.38027565179760e+02
1.20226443461743e+05	-1.49503296460801e+01	1.37404686701249e+02
1.25892541179419e+05	-1.49922820593853e+01	1.36696848347717e+02
1.31825673855643e+05	-1.50312673524048e+01	1.35900522156086e+02
1.38038426460291e+05	-1.50677052734829e+01	1.35012217209810e+02
1.44543977074595e+05	-1.51020260273209e+01	1.34028479611123e+02
1.51356124843624e+05	-1.51346694523521e+01	1.32945893699221e+02
1.58489319246114e+05	-1.51660837908280e+01	1.31761083955570e+02
1.65958690743759e+05	-1.51967239438989e+01	1.30470716791135e+02
1.73780082874941e+05	-1.52270491369218e+01	1.29071501228908e+02
1.81970085861002e+05	-1.52575199350252e+01	1.27560187244314e+02
1.90546071796328e+05	-1.52885945907154e+01	1.25933560367899e+02
1.99526231496892e+05	-1.53207247428726e+01	1.24188430981683e+02
2.08929613085408e+05	-1.53543505337699e+01	1.22321616617165e+02
2.18776162394959e+05	-1.53898952623448e+01	1.20329915481911e+02
2.29086765276782e+05	-1.54277597493918e+01	1.18210069388324e+02
2.39883291901954e+05	-1.54683166431567e+01	1.15958714236993e+02
2.51188643150963e+05	-1.55119049672051e+01	1.13572316220985e+02
2.63026799189543e+05	-1.55588252720424e+01	1.11047091928200e+02
2.75422870333822e+05	-1.56093358351240e+01	1.08378910553613e+02
2.88403150312666e+05	-1.56636504410513e+01	1.05563176437048e+02
3.01995172040208e+05	-1.57219383913960e+01	1.02594690193750e+02
3.16227766016844e+05	-1.57843275325348e+01	9.94674867025785e+01
3.31131121482598e+05	-1.58509112854919e+01	9.61746483498935e+01
3.46736850452539e+05	-1.59217609143837e+01	9.27080921329698e+01
3.63078054770109e+05	-1.59969446197018e+01	8.90583297821206e+01
3.80189396320569e+05	-1.60765554932683e+01	8.52142010934664e+01
3.98107170553505e+05	-1.61607509881290e+01	8.11625827441848e+01
4.16869383470344e+05	-1.62498073166896e+01	7.68880784553942e+01
4.36515832240175e+05	-1.63441931383048e+01	7.23727026581197e+01
4.57088189614884e+05	-1.64446679640069e+01	6.75955802317087e+01
4.78630092322648e+05	-1.65524117279357e+01	6.25327014840179e+01
5.01187233627283e+05	-1.66691926117630e+01	5.71567973336540e+01
5.24807460249783e+05	-1.67975796588798e+01	5.14374373737669e+01
5.49540873857636e+05	-1.69412036478505e+01	4.53415056509394e+01
5.75439937337169e+05	-1.71050617899002e+01	3.88342732988106e+01
6.02559586074370e+05	-1.72958458671361e+01	3.18813515920623e+01
6.30957344480207e+05	-1.75222458980727e+01	2.44518403490293e+01
6.60693448007610e+05	-1.77951409898691e+01	1.65229191374487e+01
6.91830970918951e+05	-1.81275421378013e+01	8.08586262673493e+00
7.24435960075006e+05	-1.85341205740976e+01	-8.47100545389028e-01
7.58577575029200e+05	-1.90301822113736e+01	-1.02365077169406e+01
7.94328234724299e+05	-1.96300815129033e+01	-2.00122068568056e+01
8.31763771102689e+05	-2.03453122258667e+01	-3.00751317550621e+01
8.70963589956100e+05	-2.11827722827885e+01	-4.03055403006380e+01
9.12010839355930e+05	-2.21437890435207e+01	-5.05764967441847e+01
9.54992586021457e+05	-2.32242715020033e+01	-6.07689003385359e+01
1.00000000000002e+06	-2.44159092034232e+01	-7.07835724972371e+01
1.04712854805092e+06	-2.57079405849273e+01	-8.05474226757223e+01
1.09647819614321e+06	-2.70888997158153e+01	-9.00134000907348e+01
1.14815362149691e+06	-2.85479201897041e+01	-9.91560719602916e+01
1.20226443461744e+06	-3.00754528070419e+01	-1.07965365076119e+02
1.25892541179420e+06	-3.16634718259961e+01	-1.16440527882891e+02
1.31825673855644e+06	-3.33053425428239e+01	-1.24585446363747e+02
1.38038426460292e+06	-3.49955255753067e+01	-1.32405631929582e+02
1.44543977074596e+06	-3.67292495674836e+01	-1.39906695255085e+02
1.51356124843624e+06	-3.85022309742070e+01	-1.47093901797972e+02
1.58489319246115e+06	-4.03104750586515e+01	-1.53972375057380e+02
1.65958690743760e+06	-4.21501614820597e+01	-1.60547582754758e+02
1.73780082874941e+06	-4.40176001941295e+01	-1.66825847987943e+02
1.81970085861002e+06	-4.59092359947826e+01	-1.72814735323972e+02
1.90546071796329e+06	-4.78216799321270e+01	-1.78523250911331e+02
1.99526231496892e+06	-4.97517496098716e+01	1.76038141972571e+02
2.08929613085409e+06	-5.16965060285323e+01	1.70857655023822e+02
2.18776162394960e+06	-5.36532800404497e+01	1.65922404094792e+02
2.29086765276783e+06	-5.56196858880630e+01	1.61218686091808e+02
2.39883291901955e+06	-5.75936222833183e+01	1.56732263491130e+02
2.51188643150964e+06	-5.95732631621520e+01	1.52448628458624e+02
2.63026799189544e+06	-6.15570409091619e+01	1.48353230091626e+02
2.75422870333823e+06	-6.35436248393481e+01	1.44431657621263e+02
2.88403150312667e+06	-6.55318973466806e+01	1.40669779040971e+02
3.01995172040209e+06	-6.75209296031552e+01	1.37053838772581e+02
3.16227766016845e+06	-6.95099581550591e+01	1.33570520163246e+02
3.31131121482599e+06	-7.14983632898530e+01	1.30206979421246e+02
3.46736850452540e+06	-7.34856496647522e+01	1.26950857485308e+02
3.63078054770110e+06	-7.54714294015226e+01	1.23790275757304e+02
3.80189396320570e+06	-7.74554076482363e+01	1.20713820793480e+02
3.98107170553507e+06	-7.94373704728581e+01	1.17710522167727e+02
4.16869383470345e+06	-8.14171748690540e+01	1.14769826869838e+02
4.36515832240176e+06	-8.33947406072971e+01	1.11881572827993e+02
4.57088189614886e+06	-8.53700436434474e+01	1.09035963467032e+02
4.78630092322650e+06	-8.73431107938105e+01	1.06223544648315e+02
5.01187233627284e+06	-8.93140153951446e+01	1.03435184828231e+02
5.24807460249785e+06	-9.12828736858994e+01	1.00662058873847e+02
5.49540873857638e+06	-9.32498416693285e+01	9.78956356184520e+01
5.75439937337171e+06	-9.52151122484037e+01	9.51276689574669e+01
6.02559586074372e+06	-9.71789124553903e+01	9.23501920510193e+01
6.30957344480209e+06	-9.91415006355858e+01	8.95555140272927e+01
6.60693448007612e+06	-1.01103163482929e+02	8.67362184581278e+01
6.91830970918954e+06	-1.03064212864810e+02	8.38851628186348e+01
7.24435960075008e+06	-1.05024982412579e+02	8.09954781382659e+01
7.58577575029203e+06	-1.06985823890980e+02	7.80605681032034e+01
7.94328234724301e+06	-1.08947103392989e+02	7.50741069804913e+01
8.31763771102692e+06	-1.10909197433733e+02	7.20300358793440e+01
8.70963589956102e+06	-1.12872489037546e+02	6.89225570661347e+01
9.12010839355933e+06	-1.14837363924169e+02	6.57461262470759e+01
9.54992586021460e+06	-1.16804206903632e+02	6.24954429635074e+01
1.00000000000003e+07	-1.18773398584117e+02	5.91654394477163e+01
1.04712854805093e+07	-1.20745312484455e+02	5.57512684816986e+01
1.09647819614321e+07	-1.22720312623448e+02	5.22482909539148e+01
1.14815362149691e+07	-1.24698751634706e+02	4.86520639204361e+01
1.20226443461744e+07	-1.26680969428873e+02	4.49583300432269e+01
1.25892541179420e+07	-1.28667292398152e+02	4.11630092852715e+01
1.31825673855644e+07	-1.30658033131985e+02	3.72621937142465e+01
1.38038426460292e+07	-1.32653490589286e+02	3.32521461820248e+01
1.44543977074596e+07	-1.34653950653336e+02	2.91293035364658e+01
1.51356124843625e+07	-1.36659686980213e+02	2.48902848778577e+01
1.58489319246115e+07	-1.38670962041493e+02	2.05319052077460e+01
1.65958690743760e+07	-1.40688028256543e+02	1.60511946408551e+01
1.73780082874942e+07	-1.42711129108509e+02	1.14454231652184e+01
1.81970085861003e+07	-1.44740500141234e+02	6.71213074746684e+00
1.90546071796330e+07	-1.46776369740569e+02	1.84916239300149e+00
1.99526231496893e+07	-1.48818959613027e+02	-3.14529241091101e+00
2.08929613085409e+07	-1.50868484886467e+02	-8.27265661632939e+00
2.18776162394961e+07	-1.52925153771431e+02	-1.35339198094678e+01
2.29086765276783e+07	-1.54989166737430e+02	-1.89295907387586e+01
2.39883291901955e+07	-1.57060715175595e+02	-2.44596493601671e+01
2.51188643150965e+07	-1.59139979537235e+02	-3.01234996896853e+01
2.63026799189545e+07	-1.61227126957009e+02	-3.59199248190449e+01
2.75422870333824e+07	-1.63322308388861e+02	-4.18470454846269e+01
2.88403150312668e+07	-1.65425655302308e+02	-4.79022835647771e+01
3.01995172040210e+07	-1.67537276005846e+02	-5.40823318210409e+01
3.16227766016846e+07	-1.69657251682269e+02	-6.03831310832837e+01
3.31131121482600e+07	-1.71785632237302e+02	-6.67998559181799e+01
3.46736850452541e+07	-1.73922432077638e+02	-7.33269096069969e+01
3.63078054770111e+07	-1.76067625946787e+02	-7.99579290115114e+01
3.80189396320572e+07	-1.78221144956467e+02	-8.66857996256469e+01
3.98107170553508e+07	-1.80382872957776e+02	-9.35026808194369e+01
4.16869383470347e+07	-1.82552643399359e+02	-1.00400040987853e+02
4.36515832240178e+07	-1.84730236819218e+02	-1.07368702045491e+02
4.57088189614888e+07	-1.86915379112842e+02	-1.14398892467242e+02
4.78630092322652e+07	-1.89107740712231e+02	-1.21480307885395e+02
5.01187233627286e+07	-1.91306936798770e+02	-1.28602178121751e+02
5.24807460249787e+07	-1.93512528657244e+02	-1.35753339465858e+02
5.49540873857640e+07	-1.95724026258903e+02	-1.42922311009420e+02
5.75439937337173e+07	-1.97940892138646e+02	-1.50097373905317e+02
6.02559586074375e+07	-2.00162546605285e+02	-1.57266652529988e+02
6.30957344480211e+07	-2.02388374295720e+02	-1.64418196676980e+02
6.60693448007615e+07	-2.04617732054298e+02	-1.71540064081875e+02
6.91830970918956e+07	-2.06849958089609e+02	-1.78620402761520e+02
7.24435960075011e+07	-2.09084382334147e+02	1.74352467172686e+02
7.58577575029205e+07	-2.11320337909912e+02	1.67389972404633e+02
7.94328234724304e+07	-2.13557173587624e+02	1.60503206044062e+02
8.31763771102695e+07	-2.15794267121177e+02	1.53702847918107e+02
8.70963589956106e+07	-2.18031039345005e+02	1.46999085351669e+02
9.12010839355936e+07	-2.20266968941871e+02	1.40401534183115e+02
9.54992586021463e+07	-2.22501607824803e+02	1.33919159686565e+02
1.00000000000000e+08	-2.24734597130608e+02	1.27560196979157e+02
