Freq.	V(y)/V(x)
1.43438807721197e-01	(7.06419044561204e+01dB,8.93077531107437e+01°)
1.44543977074593e-01	(7.05752477687537e+01dB,8.93132199178603e+01°)
1.45657661552446e-01	(7.05085909294748e+01dB,8.93186462829267e+01°)
1.46779926762207e-01	(7.04419339405983e+01dB,8.93240325251949e+01°)
1.47910838816821e-01	(7.03752768044042e+01dB,8.93293789615937e+01°)
1.49050464338620e-01	(7.03086195231366e+01dB,8.93346859067224e+01°)
1.50198870463249e-01	(7.02419620990068e+01dB,8.93399536728855e+01°)
1.51356124843621e-01	(7.01753045341915e+01dB,8.93451825699630e+01°)
1.52522295653902e-01	(7.01086468308349e+01dB,8.93503729058158e+01°)
1.53697451593528e-01	(7.00419889910481e+01dB,8.93555249859454e+01°)
1.54881661891249e-01	(6.99753310169104e+01dB,8.93606391132895e+01°)
1.56074996309212e-01	(6.99086729104692e+01dB,8.93657155889440e+01°)
1.57277525147067e-01	(6.98420146737410e+01dB,8.93707547116655e+01°)
1.58489319246112e-01	(6.97753563087117e+01dB,8.93757567781041e+01°)
1.59710449993461e-01	(6.97086978173362e+01dB,8.93807220825575e+01°)
1.60940989326254e-01	(6.96420392015410e+01dB,8.93856509172397e+01°)
1.62181009735894e-01	(6.95753804632221e+01dB,8.93905435722689e+01°)
1.63430584272314e-01	(6.95087216042471e+01dB,8.93954003354281e+01°)
1.64689786548288e-01	(6.94420626264555e+01dB,8.94002214928805e+01°)
1.65958690743757e-01	(6.93754035316584e+01dB,8.94050073282793e+01°)
1.67237371610209e-01	(6.93087443216393e+01dB,8.94097581231824e+01°)
1.68525904475076e-01	(6.92420849981547e+01dB,8.94144741572633e+01°)
1.69824365246175e-01	(6.91754255629347e+01dB,8.94191557082570e+01°)
1.71132830416179e-01	(6.91087660176824e+01dB,8.94238030515091e+01°)
1.72451377067121e-01	(6.90421063640760e+01dB,8.94284164606623e+01°)
1.73780082874938e-01	(6.89754466037668e+01dB,8.94329962073112e+01°)
1.75119026114047e-01	(6.89087867383824e+01dB,8.94375425610270e+01°)
1.76468285661951e-01	(6.88421267695246e+01dB,8.94420557892415e+01°)
1.77827941003893e-01	(6.87754666987714e+01dB,8.94465361578343e+01°)
1.79198072237534e-01	(6.87088065276765e+01dB,8.94509839304807e+01°)
1.80578760077673e-01	(6.86421462577701e+01dB,8.94553993690268e+01°)
1.81970085860999e-01	(6.85754858905595e+01dB,8.94597827333354e+01°)
1.83372131550889e-01	(6.85088254275280e+01dB,8.94641342814784e+01°)
1.84784979742230e-01	(6.84421648701379e+01dB,8.94684542695837e+01°)
1.86208713666288e-01	(6.83755042198277e+01dB,8.94727429519569e+01°)
1.87643417195610e-01	(6.83088434780152e+01dB,8.94770005810975e+01°)
1.89089174848965e-01	(6.82421826460957e+01dB,8.94812274076490e+01°)
1.90546071796326e-01	(6.81755217254443e+01dB,8.94854236804821e+01°)
1.92014193863881e-01	(6.81088607174144e+01dB,8.94895896466118e+01°)
1.93493627539096e-01	(6.80421996233392e+01dB,8.94937255512156e+01°)
1.94984459975806e-01	(6.79755384445315e+01dB,8.94978316378727e+01°)
1.96486778999348e-01	(6.79088771822839e+01dB,8.95019081482878e+01°)
1.98000673111740e-01	(6.78422158378700e+01dB,8.95059553225290e+01°)
1.99526231496889e-01	(6.77755544125434e+01dB,8.95099733987562e+01°)
2.01063544025850e-01	(6.77088929075391e+01dB,8.95139626135189e+01°)
2.02612701262116e-01	(6.76422313240730e+01dB,8.95179232018260e+01°)
2.04173794466954e-01	(6.75755696633426e+01dB,8.95218553967547e+01°)
2.05746915604785e-01	(6.75089079265273e+01dB,8.95257594298336e+01°)
2.07332157348597e-01	(6.74422461147887e+01dB,8.95296355308984e+01°)
2.08929613085405e-01	(6.73755842292706e+01dB,8.95334839282808e+01°)
2.10539376921756e-01	(6.73089222710990e+01dB,8.95373048483699e+01°)
2.12161543689270e-01	(6.72422602413836e+01dB,8.95410985162767e+01°)
2.13796208950225e-01	(6.71755981412168e+01dB,8.95448651552769e+01°)
2.15443469003190e-01	(6.71089359716742e+01dB,8.95486049872016e+01°)
2.17103420888697e-01	(6.70422737338156e+01dB,8.95523182322385e+01°)
2.18776162394957e-01	(6.69756114286841e+01dB,8.95560051090820e+01°)
2.20461792063620e-01	(6.69089490573077e+01dB,8.95596658347392e+01°)
2.22160409195583e-01	(6.68422866206980e+01dB,8.95633006248192e+01°)
2.23872113856835e-01	(6.67756241198517e+01dB,8.95669096933104e+01°)
2.25597006884359e-01	(6.67089615557504e+01dB,8.95704932526150e+01°)
2.27335189892065e-01	(6.66422989293606e+01dB,8.95740515139654e+01°)
2.29086765276779e-01	(6.65756362416340e+01dB,8.95775846867087e+01°)
2.30851836224278e-01	(6.65089734935083e+01dB,8.95810929789159e+01°)
2.32630506715364e-01	(6.64423106859067e+01dB,8.95845765972688e+01°)
2.34422881531994e-01	(6.63756478197382e+01dB,8.95880357467935e+01°)
2.36229066263448e-01	(6.63089848958986e+01dB,8.95914706312096e+01°)
2.38049167312553e-01	(6.62423219152691e+01dB,8.95948814527166e+01°)
2.39883291901951e-01	(6.61756588787189e+01dB,8.95982684123588e+01°)
2.41731548080412e-01	(6.61089957871027e+01dB,8.96016317093714e+01°)
2.43594044729204e-01	(6.60423326412631e+01dB,8.96049715418827e+01°)
2.45470891568505e-01	(6.59756694420295e+01dB,8.96082881066220e+01°)
2.47362199163864e-01	(6.59090061902191e+01dB,8.96115815987915e+01°)
2.49268078932720e-01	(6.58423428866361e+01dB,8.96148522123430e+01°)
2.51188643150960e-01	(6.57756795320731e+01dB,8.96181001399442e+01°)
2.53124004959538e-01	(6.57090161273104e+01dB,8.96213255728246e+01°)
2.55074278371138e-01	(6.56423526731166e+01dB,8.96245287009442e+01°)
2.57039578276888e-01	(6.55756891702484e+01dB,8.96277097128885e+01°)
2.59020020453134e-01	(6.55090256194516e+01dB,8.96308687960564e+01°)
2.61015721568256e-01	(6.54423620214598e+01dB,8.96340061364103e+01°)
2.63026799189540e-01	(6.53756983769967e+01dB,8.96371219187099e+01°)
2.65053371790110e-01	(6.53090346867739e+01dB,8.96402163265011e+01°)
2.67095558755901e-01	(6.52423709514926e+01dB,8.96432895419421e+01°)
2.69153480392694e-01	(6.51757071718437e+01dB,8.96463417460524e+01°)
2.71227257933205e-01	(6.51090433485074e+01dB,8.96493731186070e+01°)
2.73317013544226e-01	(6.50423794821536e+01dB,8.96523838381487e+01°)
2.75422870333819e-01	(6.49757155734421e+01dB,8.96553740819091e+01°)
2.77544952358573e-01	(6.49090516230228e+01dB,8.96583440259352e+01°)
2.79683384630910e-01	(6.48423876315357e+01dB,8.96612938453195e+01°)
2.81838293126448e-01	(6.47757235996109e+01dB,8.96642237136497e+01°)
2.84009804791424e-01	(6.47090595278691e+01dB,8.96671338034876e+01°)
2.86198047550173e-01	(6.46423954169223e+01dB,8.96700242862630e+01°)
2.88403150312663e-01	(6.45757312673722e+01dB,8.96728953321711e+01°)
2.90625242982089e-01	(6.45090670798119e+01dB,8.96757471103309e+01°)
2.92864456462526e-01	(6.44424028548257e+01dB,8.96785797886188e+01°)
2.95120922666641e-01	(6.43757385929888e+01dB,8.96813935339077e+01°)
2.97394774523463e-01	(6.43090742948677e+01dB,8.96841885119835e+01°)
2.99686145986215e-01	(6.42424099610206e+01dB,8.96869648873389e+01°)
3.01995172040205e-01	(6.41757455919972e+01dB,8.96897228235328e+01°)
3.04321988710775e-01	(6.41090811883390e+01dB,8.96924624830221e+01°)
3.06666733071321e-01	(6.40424167505790e+01dB,8.96951840271427e+01°)
3.09029543251362e-01	(6.39757522792423e+01dB,8.96978876161515e+01°)
3.11410558444679e-01	(6.39090877748465e+01dB,8.97005734093454e+01°)
3.13809918917516e-01	(6.38424232379007e+01dB,8.97032415648385e+01°)
3.16227766016841e-01	(6.37757586689070e+01dB,8.97058922398004e+01°)
3.18664242178676e-01	(6.37090940683593e+01dB,8.97085255903521e+01°)
3.21119490936486e-01	(6.36424294367450e+01dB,8.97111417716404e+01°)
3.23593656929632e-01	(6.35757647745431e+01dB,8.97137409376584e+01°)
3.26086885911897e-01	(6.35091000822261e+01dB,8.97163232415506e+01°)
3.28599324760069e-01	(6.34424353602591e+01dB,8.97188888353362e+01°)
3.31131121482595e-01	(6.33757706091005e+01dB,8.97214378702074e+01°)
3.33682425228298e-01	(6.33091058292015e+01dB,8.97239704962551e+01°)
3.36253386295166e-01	(6.32424410210066e+01dB,8.97264868626501e+01°)
3.38844156139206e-01	(6.31757761849540e+01dB,8.97289871176139e+01°)
3.41454887383364e-01	(6.31091113214748e+01dB,8.97314714083900e+01°)
3.44085733826517e-01	(6.30424464309939e+01dB,8.97339398813070e+01°)
3.46736850452536e-01	(6.29757815139298e+01dB,8.97363926817835e+01°)
3.49408393439410e-01	(6.29091165706949e+01dB,8.97388299542269e+01°)
3.52100520168456e-01	(6.28424516016951e+01dB,8.97412518422173e+01°)
3.54813389233580e-01	(6.27757866073305e+01dB,8.97436584884732e+01°)
3.57547160450625e-01	(6.27091215879952e+01dB,8.97460500346616e+01°)
3.60301994866789e-01	(6.26424565440770e+01dB,8.97484266216470e+01°)
3.63078054770106e-01	(6.25757914759590e+01dB,8.97507883894556e+01°)
3.65875503699008e-01	(6.25091263840171e+01dB,8.97531354771200e+01°)
3.68694506451962e-01	(6.24424612686228e+01dB,8.97554680229371e+01°)
3.71535229097177e-01	(6.23757961301415e+01dB,8.97577861643102e+01°)
3.74397838982386e-01	(6.23091309689332e+01dB,8.97600900377650e+01°)
3.77282504744704e-01	(6.22424657853528e+01dB,8.97623797790458e+01°)
3.80189396320566e-01	(6.21758005797495e+01dB,8.97646555228642e+01°)
3.83118684955733e-01	(6.21091353524679e+01dB,8.97669174034365e+01°)
3.86070543215386e-01	(6.20424701038469e+01dB,8.97691655539181e+01°)
3.89045144994285e-01	(6.19758048342208e+01dB,8.97714001067092e+01°)
3.92042665527020e-01	(6.19091395439187e+01dB,8.97736211934606e+01°)
3.95063281398329e-01	(6.18424742332649e+01dB,8.97758289450004e+01°)
3.98107170553502e-01	(6.17758089025789e+01dB,8.97780234913721e+01°)
4.01174512308867e-01	(6.17091435521757e+01dB,8.97802049617775e+01°)
4.04265487362349e-01	(6.16424781823651e+01dB,8.97823734847984e+01°)
4.07380277804118e-01	(6.15758127934530e+01dB,8.97845291881649e+01°)
4.10519067127313e-01	(6.15091473857402e+01dB,8.97866721987304e+01°)
4.13682040238856e-01	(6.14424819595237e+01dB,8.97888026428825e+01°)
4.16869383470341e-01	(6.13758165150956e+01dB,8.97909206459961e+01°)
4.20081284589012e-01	(6.13091510527437e+01dB,8.97930263328707e+01°)
4.23317932808826e-01	(6.12424855727522e+01dB,8.97951198275322e+01°)
4.26579518801598e-01	(6.11758200754003e+01dB,8.97972012532892e+01°)
4.29866234708233e-01	(6.11091545609638e+01dB,8.97992707327292e+01°)
4.33178274150047e-01	(6.10424890297142e+01dB,8.98013283877994e+01°)
4.36515832240172e-01	(6.09758234819188e+01dB,8.98033743396847e+01°)
4.39879105595049e-01	(6.09091579178416e+01dB,8.98054087088871e+01°)
4.43268292346015e-01	(6.08424923377420e+01dB,8.98074316151895e+01°)
4.46683592150969e-01	(6.07758267418762e+01dB,8.98094431778980e+01°)
4.50125206206140e-01	(6.07091611304969e+01dB,8.98114435153134e+01°)
4.53593337257934e-01	(6.06424955038522e+01dB,8.98134327454039e+01°)
4.57088189614881e-01	(6.05758298621873e+01dB,8.98154109852906e+01°)
4.60609969159672e-01	(6.05091642057440e+01dB,8.98173783514712e+01°)
4.64158883361284e-01	(6.04424985347600e+01dB,8.98193349598846e+01°)
4.67735141287205e-01	(6.03758328494701e+01dB,8.98212809257464e+01°)
4.71338953615747e-01	(6.03091671501057e+01dB,8.98232163637073e+01°)
4.74970532648462e-01	(6.02425014368943e+01dB,8.98251413877806e+01°)
4.78630092322645e-01	(6.01758357100610e+01dB,8.98270561112858e+01°)
4.82317848223938e-01	(6.01091699698270e+01dB,8.98289606471282e+01°)
4.86034017599029e-01	(6.00425042164107e+01dB,8.98308551074002e+01°)
4.89778819368453e-01	(5.99758384500271e+01dB,8.98327396037613e+01°)
4.93552474139488e-01	(5.99091726708888e+01dB,8.98346142471195e+01°)
4.97355204219147e-01	(5.98425068792044e+01dB,8.98364791480140e+01°)
5.01187233627280e-01	(5.97758410751805e+01dB,8.98383344162349e+01°)
5.05048788109766e-01	(5.97091752590201e+01dB,8.98401801610876e+01°)
5.08940095151816e-01	(5.96425094309236e+01dB,8.98420164912892e+01°)
5.12861383991372e-01	(5.95758435910887e+01dB,8.98438435150146e+01°)
5.16812885632611e-01	(5.95091777397104e+01dB,8.98456613398794e+01°)
5.20794832859554e-01	(5.94425118769805e+01dB,8.98474700729456e+01°)
5.24807460249781e-01	(5.93758460030888e+01dB,8.98492698208103e+01°)
5.28851004188246e-01	(5.93091801182217e+01dB,8.98510606894412e+01°)
5.32925702881209e-01	(5.92425142225635e+01dB,8.98528427843341e+01°)
5.37031796370261e-01	(5.91758483162962e+01dB,8.98546162104886e+01°)
5.41169526546472e-01	(5.91091823995986e+01dB,8.98563810723491e+01°)
5.45339137164636e-01	(5.90425164726477e+01dB,8.98581374738954e+01°)
5.49540873857633e-01	(5.89758505356177e+01dB,8.98598855185818e+01°)
5.53774984150898e-01	(5.89091845886803e+01dB,8.98616253094006e+01°)
5.58041717477005e-01	(5.88425186320055e+01dB,8.98633569487746e+01°)
5.62341325190358e-01	(5.87758526657604e+01dB,8.98650805387742e+01°)
5.66674060582000e-01	(5.87091866901100e+01dB,8.98667961809067e+01°)
5.71040178894536e-01	(5.86425207052173e+01dB,8.98685039762181e+01°)
5.75439937337166e-01	(5.85758547112426e+01dB,8.98702040253255e+01°)
5.79873595100840e-01	(5.85091887083448e+01dB,8.98718964283811e+01°)
5.84341413373527e-01	(5.84425226966802e+01dB,8.98735812850381e+01°)
5.88843655355598e-01	(5.83758566764031e+01dB,8.98752586945952e+01°)
5.93380586275337e-01	(5.83091906476658e+01dB,8.98769287558510e+01°)
5.97952473404561e-01	(5.82425246106187e+01dB,8.98785915672030e+01°)
6.02559586074367e-01	(5.81758585654099e+01dB,8.98802472265346e+01°)
6.07202195690998e-01	(5.81091925121862e+01dB,8.98818958314325e+01°)
6.11880575751832e-01	(5.80425264510920e+01dB,8.98835374789887e+01°)
6.16595001861492e-01	(5.79758603822700e+01dB,8.98851722659304e+01°)
6.21345751748086e-01	(5.79091943058610e+01dB,8.98868002885446e+01°)
6.26133105279563e-01	(5.78425282220042e+01dB,8.98884216427226e+01°)
6.30957344480203e-01	(5.77758621308368e+01dB,8.98900364239924e+01°)
6.35818753547233e-01	(5.77091960324947e+01dB,8.98916447274593e+01°)
6.40717618867564e-01	(5.76425299271113e+01dB,8.98932466478649e+01°)
6.45654229034666e-01	(5.75758638148194e+01dB,8.98948422796037e+01°)
6.50628874865568e-01	(5.75091976957494e+01dB,8.98964317166126e+01°)
6.55641849417990e-01	(5.74425315700303e+01dB,8.98980150526156e+01°)
6.60693448007607e-01	(5.73758654377895e+01dB,8.98995923807912e+01°)
6.65783968225447e-01	(5.73091992991532e+01dB,8.99011637940790e+01°)
6.70913709955423e-01	(5.72425331542457e+01dB,8.99027293850911e+01°)
6.76082975391993e-01	(5.71758670031899e+01dB,8.99042892460077e+01°)
6.81292069057973e-01	(5.71092008461073e+01dB,8.99058434687228e+01°)
6.86541297822467e-01	(5.70425346831180e+01dB,8.99073921448176e+01°)
6.91830970918948e-01	(5.69758685143406e+01dB,8.99089353654815e+01°)
6.97161399963479e-01	(5.69092023398926e+01dB,8.99104732216474e+01°)
7.02532898973064e-01	(5.68425361598898e+01dB,8.99120058039086e+01°)
7.07945784384150e-01	(5.67758699744471e+01dB,8.99135332025508e+01°)
7.13400375071269e-01	(5.67092037836777e+01dB,8.99150555075295e+01°)
7.18896992365820e-01	(5.66425375876938e+01dB,8.99165728085422e+01°)
7.24435960075003e-01	(5.65758713866063e+01dB,8.99180851949491e+01°)
7.30017604500891e-01	(5.65092051805250e+01dB,8.99195927558288e+01°)
7.35642254459654e-01	(5.64425389695582e+01dB,8.99210955800629e+01°)
7.41310241300931e-01	(5.63758727538135e+01dB,8.99225937561259e+01°)
7.47021898927345e-01	(5.63092065333972e+01dB,8.99240873722333e+01°)
7.52777563814180e-01	(5.62425403084143e+01dB,8.99255765164600e+01°)
7.58577575029198e-01	(5.61758740789689e+01dB,8.99270612764541e+01°)
7.64422274252614e-01	(5.61092078451641e+01dB,8.99285417397279e+01°)
7.70312005797229e-01	(5.60425416071019e+01dB,8.99300179934693e+01°)
7.76247116628706e-01	(5.59758753648832e+01dB,8.99314901246732e+01°)
7.82227956386017e-01	(5.59092091186080e+01dB,8.99329582200018e+01°)
7.88254877402036e-01	(5.58425428683756e+01dB,8.99344223659625e+01°)
7.94328234724296e-01	(5.57758766142840e+01dB,8.99358826488437e+01°)
8.00448386135907e-01	(5.57092103564301e+01dB,8.99373391546450e+01°)
8.06615692176629e-01	(5.56425440949108e+01dB,8.99387919691510e+01°)
8.12830516164115e-01	(5.55758778298211e+01dB,8.99402411779578e+01°)
8.19093224215313e-01	(5.55092115612560e+01dB,8.99416868664248e+01°)
8.25404185268034e-01	(5.54425452893089e+01dB,8.99431291197582e+01°)
8.31763771102687e-01	(5.53758790140732e+01dB,8.99445680228535e+01°)
8.38172356364178e-01	(5.53092127356410e+01dB,8.99460036605259e+01°)
8.44630318583985e-01	(5.52425464541035e+01dB,8.99474361173120e+01°)
8.51138038202393e-01	(5.51758801695519e+01dB,8.99488654776397e+01°)
8.57695898590911e-01	(5.51092138820762e+01dB,8.99502918256565e+01°)
8.64304286074853e-01	(5.50425475917654e+01dB,8.99517152454289e+01°)
8.70963589956098e-01	(5.49758812987086e+01dB,8.99531358207894e+01°)
8.77674202536023e-01	(5.49092150029934e+01dB,8.99545536354144e+01°)
8.84436519138617e-01	(5.48425487047074e+01dB,8.99559687728728e+01°)
8.91250938133763e-01	(5.47758824039376e+01dB,8.99573813164637e+01°)
8.98117860960712e-01	(5.47092161007701e+01dB,8.99587913494548e+01°)
9.05037692151730e-01	(5.46425497952905e+01dB,8.99601989548712e+01°)
9.12010839355928e-01	(5.45758834875838e+01dB,8.99616042156301e+01°)
9.19037713363278e-01	(5.45092171777349e+01dB,8.99630072145407e+01°)
9.26118728128812e-01	(5.44425508658276e+01dB,8.99644080342566e+01°)
9.33254300797010e-01	(5.43758845519457e+01dB,8.99658067572673e+01°)
9.40444851726371e-01	(5.43092182361722e+01dB,8.99672034659942e+01°)
9.47690804514178e-01	(5.42425519185897e+01dB,8.99685982426993e+01°)
9.54992586021455e-01	(5.41758855992808e+01dB,8.99699911695625e+01°)
9.62350626398108e-01	(5.41092192783268e+01dB,8.99713823286329e+01°)
9.69765359108269e-01	(5.40425529558098e+01dB,8.99727718018393e+01°)
9.77237220955831e-01	(5.39758866318104e+01dB,8.99741596710817e+01°)
9.84766652110178e-01	(5.39092203064096e+01dB,8.99755460181009e+01°)
9.92354096132121e-01	(5.38425539796878e+01dB,8.99769309245385e+01°)
1.00000000000002e+00	(5.37758876517250e+01dB,8.99783144720106e+01°)
1.00770481413613e+00	(5.37092213226012e+01dB,8.99796967420065e+01°)
1.01546899243310e+00	(5.36425549923956e+01dB,8.99810778159462e+01°)
1.02329299228078e+00	(5.35758886611877e+01dB,8.99824577752229e+01°)
1.03117727459308e+00	(5.35092223290566e+01dB,8.99838367010826e+01°)
1.03912230383519e+00	(5.34425559960812e+01dB,8.99852146747602e+01°)
1.04712854805092e+00	(5.33758896623399e+01dB,8.99865917774561e+01°)
1.05519647889026e+00	(5.33092233279113e+01dB,8.99879680903028e+01°)
1.06332657163718e+00	(5.32425569928737e+01dB,8.99893436943536e+01°)
1.07151930523763e+00	(5.31758906573051e+01dB,8.99907186706505e+01°)
1.07977516232773e+00	(5.31092243212836e+01dB,8.99920931001870e+01°)
1.08809462926225e+00	(5.30425579848871e+01dB,8.99934670639426e+01°)
1.09647819614321e+00	(5.29758916481935e+01dB,8.99948406428438e+01°)
1.10492635684878e+00	(5.29092253112805e+01dB,8.99962139178167e+01°)
1.11343960906239e+00	(5.28425589742260e+01dB,8.99975869697427e+01°)
1.12201845430199e+00	(5.27758926371073e+01dB,8.99989598795240e+01°)
1.13066339794966e+00	(5.27092263000023e+01dB,9.00003327280315e+01°)
1.13937494928136e+00	(5.26425599629885e+01dB,9.00017055961424e+01°)
1.14815362149691e+00	(5.25758936261438e+01dB,9.00030785647351e+01°)
1.15699993175024e+00	(5.25092272895458e+01dB,9.00044517146690e+01°)
1.16591440117986e+00	(5.24425609532722e+01dB,9.00058251268629e+01°)
1.17489755493956e+00	(5.23758946174010e+01dB,9.00071988822043e+01°)
1.18394992222933e+00	(5.23092282820100e+01dB,9.00085730616171e+01°)
1.19307203632656e+00	(5.22425619471774e+01dB,9.00099477460708e+01°)
1.20226443461744e+00	(5.21758956129813e+01dB,9.00113230165411e+01°)
1.21152765862862e+00	(5.21092292795002e+01dB,9.00126989540282e+01°)
1.22086225405910e+00	(5.20425629468124e+01dB,9.00140756395989e+01°)
1.23026877081241e+00	(5.19758966149967e+01dB,9.00154531543765e+01°)
1.23974776302897e+00	(5.19092302841320e+01dB,9.00168315794535e+01°)
1.24929978911876e+00	(5.18425639542975e+01dB,9.00182109960804e+01°)
1.25892541179420e+00	(5.17758976255724e+01dB,9.00195914855039e+01°)
1.26862519810329e+00	(5.17092312980366e+01dB,9.00209731290336e+01°)
1.27839971946305e+00	(5.16425649717697e+01dB,9.00223560080741e+01°)
1.28824955169316e+00	(5.15758986468521e+01dB,9.00237402040926e+01°)
1.29817527504988e+00	(5.15092323233642e+01dB,9.00251257986138e+01°)
1.30817747426022e+00	(5.14425660013870e+01dB,9.00265128732917e+01°)
1.31825673855644e+00	(5.13758996810018e+01dB,9.00279015098025e+01°)
1.32841366171068e+00	(5.13092333622901e+01dB,9.00292917899672e+01°)
1.33864884207002e+00	(5.12425670453338e+01dB,9.00306837956916e+01°)
1.34896288259168e+00	(5.11759007302153e+01dB,9.00320776089573e+01°)
1.35935639087856e+00	(5.11092344170177e+01dB,9.00334733118943e+01°)
1.36982997921500e+00	(5.10425681058239e+01dB,9.00348709867060e+01°)
1.38038426460292e+00	(5.09759017967181e+01dB,9.00362707157344e+01°)
1.39101986879809e+00	(5.09092354897842e+01dB,9.00376725814439e+01°)
1.40173741834680e+00	(5.08425691851072e+01dB,9.00390766664143e+01°)
1.41253754462279e+00	(5.07759028827722e+01dB,9.00404830533347e+01°)
1.42342088386438e+00	(5.07092365828652e+01dB,9.00418918250919e+01°)
1.43438807721200e+00	(5.06425702854727e+01dB,9.00433030646389e+01°)
1.44543977074596e+00	(5.05759039906814e+01dB,9.00447168551378e+01°)
1.45657661552449e+00	(5.05092376985792e+01dB,9.00461332798615e+01°)
1.46779926762210e+00	(5.04425714092544e+01dB,9.00475524222498e+01°)
1.47910838816824e+00	(5.03759051227957e+01dB,9.00489743658979e+01°)
1.49050464338623e+00	(5.03092388392928e+01dB,9.00503991945801e+01°)
1.50198870463252e+00	(5.02425725588360e+01dB,9.00518269922312e+01°)
1.51356124843624e+00	(5.01759062815163e+01dB,9.00532578429629e+01°)
1.52522295653906e+00	(5.01092400074255e+01dB,9.00546918310467e+01°)
1.53697451593531e+00	(5.00425737366559e+01dB,9.00561290409773e+01°)
1.54881661891252e+00	(4.99759074693011e+01dB,9.00575695574092e+01°)
1.56074996309215e+00	(4.99092412054550e+01dB,9.00590134652142e+01°)
1.57277525147071e+00	(4.98425749452125e+01dB,9.00604608494293e+01°)
1.58489319246115e+00	(4.97759086886693e+01dB,9.00619117953276e+01°)
1.59710449993464e+00	(4.97092424359225e+01dB,9.00633663883805e+01°)
1.60940989326257e+00	(4.96425761870692e+01dB,9.00648247142881e+01°)
1.62181009735897e+00	(4.95759099422079e+01dB,9.00662868589481e+01°)
1.63430584272318e+00	(4.95092437014380e+01dB,9.00677529084894e+01°)
1.64689786548291e+00	(4.94425774648600e+01dB,9.00692229492781e+01°)
1.65958690743760e+00	(4.93759112325752e+01dB,9.00706970679181e+01°)
