Freq.	V(y)/V(x)
2.67095558755901e-01	(1.69921403694641e+02dB,1.48142453454117e+01°)
2.69153480392694e-01	(1.69917012179487e+02dB,1.49233087591506e+01°)
2.71227257933205e-01	(1.69912557298651e+02dB,1.50331006329196e+01°)
2.73317013544226e-01	(1.69908038786286e+02dB,1.51436252490153e+01°)
2.75422870333819e-01	(1.69903453455168e+02dB,1.52548816610599e+01°)
2.77544952358573e-01	(1.69898803349999e+02dB,1.53668782730951e+01°)
2.79683384630910e-01	(1.69894087009544e+02dB,1.54796172411694e+01°)
2.81838293126448e-01	(1.69889301225585e+02dB,1.55930974618824e+01°)
2.84009804791424e-01	(1.69884448584012e+02dB,1.57073284459105e+01°)
2.86198047550173e-01	(1.69879525858553e+02dB,1.58223090245033e+01°)
2.88403150312663e-01	(1.69874532135761e+02dB,1.59380422464464e+01°)
2.90625242982089e-01	(1.69869467069967e+02dB,1.60545322251106e+01°)
2.92864456462526e-01	(1.69864331456343e+02dB,1.61717852800856e+01°)
2.95120922666641e-01	(1.69859120312087e+02dB,1.62897966815662e+01°)
2.97394774523463e-01	(1.69853836718079e+02dB,1.64085771116975e+01°)
2.99686145986215e-01	(1.69848476256042e+02dB,1.65281228008482e+01°)
3.01995172040205e-01	(1.69843040827392e+02dB,1.66484422227126e+01°)
3.04321988710775e-01	(1.69837526577981e+02dB,1.67695325653019e+01°)
3.06666733071321e-01	(1.69831935954537e+02dB,1.68914034502558e+01°)
3.09029543251362e-01	(1.69826266231375e+02dB,1.70140542476922e+01°)
3.11410558444679e-01	(1.69820514681600e+02dB,1.71374842033034e+01°)
3.13809918917516e-01	(1.69814683708694e+02dB,1.72617029505229e+01°)
3.16227766016841e-01	(1.69808769424848e+02dB,1.73867073207855e+01°)
3.18664242178676e-01	(1.69802772496192e+02dB,1.75125034241963e+01°)
3.21119490936486e-01	(1.69796691298374e+02dB,1.76390926504841e+01°)
3.23593656929632e-01	(1.69790523633197e+02dB,1.77664751155536e+01°)
3.26086885911897e-01	(1.69784271261935e+02dB,1.78946592708717e+01°)
3.28599324760069e-01	(1.69777930831565e+02dB,1.80236427478217e+01°)
3.31131121482595e-01	(1.69771501814661e+02dB,1.81534291126837e+01°)
3.33682425228298e-01	(1.69764982543072e+02dB,1.82840194555658e+01°)
3.36253386295166e-01	(1.69758372467723e+02dB,1.84154172541468e+01°)
3.38844156139206e-01	(1.69751670464211e+02dB,1.85476247189950e+01°)
3.41454887383364e-01	(1.69744875959115e+02dB,1.86806452582959e+01°)
3.44085733826517e-01	(1.69737986124940e+02dB,1.88144772175637e+01°)
3.46736850452536e-01	(1.69731002049739e+02dB,1.89491276588114e+01°)
3.49408393439410e-01	(1.69723920888819e+02dB,1.90845947876802e+01°)
3.52100520168456e-01	(1.69716742028312e+02dB,1.92208817829185e+01°)
3.54813389233580e-01	(1.69709464284193e+02dB,1.93579905052550e+01°)
3.57547160450625e-01	(1.69702086462814e+02dB,1.94959227484298e+01°)
3.60301994866789e-01	(1.69694606806103e+02dB,1.96346789374995e+01°)
3.63078054770106e-01	(1.69687025211094e+02dB,1.97742633369309e+01°)
3.65875503699008e-01	(1.69679339899404e+02dB,1.99146762448371e+01°)
3.68694506451962e-01	(1.69671548535451e+02dB,2.00559165273017e+01°)
3.71535229097177e-01	(1.69663652085892e+02dB,2.01979909370648e+01°)
3.74397838982386e-01	(1.69655647644564e+02dB,2.03408968675567e+01°)
3.77282504744704e-01	(1.69647533953831e+02dB,2.04846356014309e+01°)
3.80189396320566e-01	(1.69639310842027e+02dB,2.06292110638328e+01°)
3.83118684955733e-01	(1.69630977573443e+02dB,2.07746257972899e+01°)
3.86070543215386e-01	(1.69622530126186e+02dB,2.09208740435237e+01°)
3.89045144994285e-01	(1.69613969390099e+02dB,2.10679622571325e+01°)
3.92042665527020e-01	(1.69605293512500e+02dB,2.12158899790973e+01°)
3.95063281398329e-01	(1.69596500636238e+02dB,2.13646566344480e+01°)
3.98107170553502e-01	(1.69587591064145e+02dB,2.15142671609467e+01°)
4.01174512308867e-01	(1.69578561837432e+02dB,2.16647180115968e+01°)
4.04265487362349e-01	(1.69569410541049e+02dB,2.18160068803546e+01°)
4.07380277804118e-01	(1.69560139062319e+02dB,2.19681427530642e+01°)
4.10519067127313e-01	(1.69550743887631e+02dB,2.21211203252722e+01°)
4.13682040238856e-01	(1.69541224190438e+02dB,2.22749413074379e+01°)
4.16869383470341e-01	(1.69531578597540e+02dB,2.24296058902293e+01°)
4.20081284589012e-01	(1.69521805728018e+02dB,2.25851141666264e+01°)
4.23317932808826e-01	(1.69511903661522e+02dB,2.27414646619823e+01°)
4.26579518801598e-01	(1.69501872066746e+02dB,2.28986602037334e+01°)
4.29866234708233e-01	(1.69491708478145e+02dB,2.30566976367554e+01°)
4.33178274150047e-01	(1.69481412017106e+02dB,2.32155781208593e+01°)
4.36515832240172e-01	(1.69470981793186e+02dB,2.33753027413762e+01°)
4.39879105595049e-01	(1.69460414276603e+02dB,2.35358649613223e+01°)
4.43268292346015e-01	(1.69449711193525e+02dB,2.36972731853639e+01°)
4.46683592150969e-01	(1.69438869003967e+02dB,2.38595206411477e+01°)
4.50125206206140e-01	(1.69427886790423e+02dB,2.40226079869509e+01°)
4.53593337257934e-01	(1.69416762063593e+02dB,2.41865311752157e+01°)
4.57088189614881e-01	(1.69405495452537e+02dB,2.43512952757338e+01°)
4.60609969159672e-01	(1.69394083936611e+02dB,2.45168944695085e+01°)
4.64158883361284e-01	(1.69382527087046e+02dB,2.46833305490525e+01°)
4.67735141287205e-01	(1.69370821885249e+02dB,2.48505973882887e+01°)
4.71338953615747e-01	(1.69358969431490e+02dB,2.50187012893382e+01°)
4.74970532648462e-01	(1.69346965162228e+02dB,2.51876311171266e+01°)
4.78630092322645e-01	(1.69334809138088e+02dB,2.53573897929787e+01°)
4.82317848223938e-01	(1.69322500380766e+02dB,2.55279769963261e+01°)
4.86034017599029e-01	(1.69310036887237e+02dB,2.56993890887664e+01°)
4.89778819368453e-01	(1.69297416656817e+02dB,2.58716222744360e+01°)
4.93552474139488e-01	(1.69284637691789e+02dB,2.60446725961929e+01°)
4.97355204219147e-01	(1.69271701519595e+02dB,2.62185473785193e+01°)
5.01187233627280e-01	(1.69258602606387e+02dB,2.63932310070159e+01°)
5.05048788109766e-01	(1.69245342465941e+02dB,2.65687305873668e+01°)
5.08940095151816e-01	(1.69231918086673e+02dB,2.67450383560159e+01°)
5.12861383991372e-01	(1.69218328958740e+02dB,2.69221546498768e+01°)
5.16812885632611e-01	(1.69204572577098e+02dB,2.71000730377822e+01°)
5.20794832859554e-01	(1.69190646942239e+02dB,2.72787885709058e+01°)
5.24807460249781e-01	(1.69176552521657e+02dB,2.74583045701602e+01°)
5.28851004188246e-01	(1.69162286813472e+02dB,2.76386141648349e+01°)
5.32925702881209e-01	(1.69147848306706e+02dB,2.78197136894361e+01°)
5.37031796370261e-01	(1.69133235491001e+02dB,2.80015993354821e+01°)
5.41169526546472e-01	(1.69118446371169e+02dB,2.81842654352465e+01°)
5.45339137164636e-01	(1.69103478475956e+02dB,2.83677044240324e+01°)
5.49540873857633e-01	(1.69088333208069e+02dB,2.85519223850343e+01°)
5.53774984150898e-01	(1.69073008086666e+02dB,2.87369115207115e+01°)
5.58041717477005e-01	(1.69057500646768e+02dB,2.89226638295461e+01°)
5.62341325190358e-01	(1.69041808917156e+02dB,2.91091728587375e+01°)
5.66674060582000e-01	(1.69025931887871e+02dB,2.92964354988696e+01°)
5.71040178894536e-01	(1.69009869966725e+02dB,2.94844538229991e+01°)
5.75439937337166e-01	(1.68993619290127e+02dB,2.96732139006347e+01°)
5.79873595100840e-01	(1.68977179325411e+02dB,2.98627139781660e+01°)
5.84341413373527e-01	(1.68960548593934e+02dB,3.00529486320377e+01°)
5.88843655355598e-01	(1.68943725622248e+02dB,3.02439122899623e+01°)
5.93380586275337e-01	(1.68926708478085e+02dB,3.04355974263652e+01°)
5.97952473404561e-01	(1.68909496631300e+02dB,3.06280017624256e+01°)
6.02559586074367e-01	(1.68892087699627e+02dB,3.08211156626424e+01°)
6.07202195690998e-01	(1.68874481159257e+02dB,3.10149365730353e+01°)
6.11880575751832e-01	(1.68856673735528e+02dB,3.12094508720228e+01°)
6.16595001861492e-01	(1.68838666745531e+02dB,3.14046630277639e+01°)
6.21345751748086e-01	(1.68820455574372e+02dB,3.16005535808854e+01°)
6.26133105279563e-01	(1.68802041991128e+02dB,3.17971286020152e+01°)
6.30957344480203e-01	(1.68783422774615e+02dB,3.19943738018547e+01°)
6.35818753547233e-01	(1.68764596983049e+02dB,3.21922839339143e+01°)
6.40717618867564e-01	(1.68745562339513e+02dB,3.23908480346280e+01°)
6.45654229034666e-01	(1.68726318812877e+02dB,3.25900642946626e+01°)
6.50628874865568e-01	(1.68706864592165e+02dB,3.27899233208203e+01°)
6.55641849417990e-01	(1.68687198326096e+02dB,3.29904174268404e+01°)
6.60693448007607e-01	(1.68667317799600e+02dB,3.31915350034193e+01°)
6.65783968225447e-01	(1.68647223441279e+02dB,3.33932756140292e+01°)
6.70913709955423e-01	(1.68626912190581e+02dB,3.35956235620912e+01°)
6.76082975391993e-01	(1.68606383191473e+02dB,3.37985724459180e+01°)
6.81292069057973e-01	(1.68585636882845e+02dB,3.40021214762223e+01°)
6.86541297822467e-01	(1.68564668554312e+02dB,3.42062468003446e+01°)
6.91830970918948e-01	(1.68543480384429e+02dB,3.44109550118072e+01°)
6.97161399963479e-01	(1.68522069420291e+02dB,3.46162295954299e+01°)
7.02532898973064e-01	(1.68500435285725e+02dB,3.48220654122807e+01°)
7.07945784384150e-01	(1.68478575089357e+02dB,3.50284455931416e+01°)
7.13400375071269e-01	(1.68456488909850e+02dB,3.52353666529499e+01°)
7.18896992365820e-01	(1.68434176402616e+02dB,3.54428230843859e+01°)
7.24435960075003e-01	(1.68411635160154e+02dB,3.56507995155884e+01°)
7.30017604500891e-01	(1.68388864050800e+02dB,3.58592862558233e+01°)
7.35642254459654e-01	(1.68365862369867e+02dB,3.60682754471046e+01°)
7.41310241300931e-01	(1.68342628610702e+02dB,3.62777551851895e+01°)
7.47021898927345e-01	(1.68319161295165e+02dB,3.64877134177666e+01°)
7.52777563814180e-01	(1.68295461786884e+02dB,3.66981517816082e+01°)
7.58577575029198e-01	(1.68271525821770e+02dB,3.69090441709518e+01°)
7.64422274252614e-01	(1.68247355189199e+02dB,3.71203939843600e+01°)
7.70312005797229e-01	(1.68222946104612e+02dB,3.73321767795119e+01°)
7.76247116628706e-01	(1.68198299583222e+02dB,3.75443917925777e+01°)
7.82227956386017e-01	(1.68173414273404e+02dB,3.77570262449595e+01°)
7.88254877402036e-01	(1.68148289243762e+02dB,3.79700692265800e+01°)
7.94328234724296e-01	(1.68122922812869e+02dB,3.81835057131420e+01°)
8.00448386135907e-01	(1.68097315261002e+02dB,3.83973305754904e+01°)
8.06615692176629e-01	(1.68071465719458e+02dB,3.86115325924264e+01°)
8.12830516164115e-01	(1.68045372205911e+02dB,3.88260943919998e+01°)
8.19093224215313e-01	(1.68019034297756e+02dB,3.90410065359387e+01°)
8.25404185268034e-01	(1.67992450838945e+02dB,3.92562554569657e+01°)
8.31763771102687e-01	(1.67965622942423e+02dB,3.94718396249735e+01°)
8.38172356364178e-01	(1.67938547628909e+02dB,3.96877351833439e+01°)
8.44630318583985e-01	(1.67911225310614e+02dB,3.99039363843075e+01°)
8.51138038202393e-01	(1.67883655667543e+02dB,4.01204333600214e+01°)
8.57695898590911e-01	(1.67855836580414e+02dB,4.03372060005503e+01°)
8.64304286074853e-01	(1.67827769242102e+02dB,4.05542524055923e+01°)
8.70963589956098e-01	(1.67799452674155e+02dB,4.07715584149237e+01°)
8.77674202536023e-01	(1.67770884510874e+02dB,4.09891016121339e+01°)
8.84436519138617e-01	(1.67742066352271e+02dB,4.12068819536399e+01°)
8.91250938133763e-01	(1.67712995552699e+02dB,4.14248748284196e+01°)
8.98117860960712e-01	(1.67683674438161e+02dB,4.16430841827684e+01°)
9.05037692151730e-01	(1.67654099740044e+02dB,4.18614811710838e+01°)
9.12010839355928e-01	(1.67624273458845e+02dB,4.20800676025876e+01°)
9.19037713363278e-01	(1.67594192086182e+02dB,4.22988124361125e+01°)
9.26118728128812e-01	(1.67563858340536e+02dB,4.25177215000383e+01°)
9.33254300797010e-01	(1.67533270837103e+02dB,4.27367759663180e+01°)
9.40444851726371e-01	(1.67502428918993e+02dB,4.29559610574422e+01°)
9.47690804514178e-01	(1.67471331967767e+02dB,4.31752619561600e+01°)
9.54992586021455e-01	(1.67439981384545e+02dB,4.33946761559480e+01°)
9.62350626398108e-01	(1.67408374292906e+02dB,4.36141743658069e+01°)
9.69765359108269e-01	(1.67376512801009e+02dB,4.38337581455205e+01°)
9.77237220955831e-01	(1.67344395429088e+02dB,4.40534063798941e+01°)
9.84766652110178e-01	(1.67312022687789e+02dB,4.42731102948185e+01°)
9.92354096132121e-01	(1.67279394462660e+02dB,4.44928569796730e+01°)
1.00000000000002e+00	(1.67246510984894e+02dB,4.47126355730688e+01°)
1.00770481413613e+00	(1.67213370626831e+02dB,4.49324228335861e+01°)
1.01546899243310e+00	(1.67179974636152e+02dB,4.51522140725492e+01°)
1.02329299228078e+00	(1.67146323018780e+02dB,4.53719963521309e+01°)
1.03117727459308e+00	(1.67112415504535e+02dB,4.55917546768002e+01°)
1.03912230383519e+00	(1.67078252470152e+02dB,4.58114781811817e+01°)
1.04712854805092e+00	(1.67043833107985e+02dB,4.60311477659799e+01°)
1.05519647889026e+00	(1.67009159358524e+02dB,4.62507628936533e+01°)
1.06332657163718e+00	(1.66974229577700e+02dB,4.64702983166871e+01°)
1.07151930523763e+00	(1.66939045148542e+02dB,4.66897494153230e+01°)
1.07977516232773e+00	(1.66903605113231e+02dB,4.69090951171644e+01°)
1.08809462926225e+00	(1.66867910606203e+02dB,4.71283287926341e+01°)
1.09647819614321e+00	(1.66831961902045e+02dB,4.73474376679208e+01°)
1.10492635684878e+00	(1.66795759020406e+02dB,4.75664069512048e+01°)
1.11343960906239e+00	(1.66759302020038e+02dB,4.77852218948764e+01°)
1.12201845430199e+00	(1.66722591837257e+02dB,4.80038739555893e+01°)
1.13066339794966e+00	(1.66685628863252e+02dB,4.82223505293013e+01°)
1.13937494928136e+00	(1.66648413243392e+02dB,4.84406370134520e+01°)
1.14815362149691e+00	(1.66610945433811e+02dB,4.86587209123143e+01°)
1.15699993175024e+00	(1.66573225648318e+02dB,4.88765877480933e+01°)
1.16591440117986e+00	(1.66535254942409e+02dB,4.90942292343170e+01°)
1.17489755493956e+00	(1.66497033583764e+02dB,4.93116310175608e+01°)
1.18394992222933e+00	(1.66458562403544e+02dB,4.95287828947981e+01°)
1.19307203632656e+00	(1.66419841990087e+02dB,4.97456726912804e+01°)
1.20226443461744e+00	(1.66380872183022e+02dB,4.99622822148838e+01°)
1.21152765862862e+00	(1.66341654158269e+02dB,5.01786035241288e+01°)
1.22086225405910e+00	(1.66302188591586e+02dB,5.03946246883445e+01°)
1.23026877081241e+00	(1.66262476688451e+02dB,5.06103379053196e+01°)
1.23974776302897e+00	(1.66222518165543e+02dB,5.08257233224622e+01°)
1.24929978911876e+00	(1.66182314037424e+02dB,5.10407713066809e+01°)
1.25892541179420e+00	(1.66141866313557e+02dB,5.12554803584103e+01°)
1.26862519810329e+00	(1.66101174073129e+02dB,5.14698248952418e+01°)
1.27839971946305e+00	(1.66060239125850e+02dB,5.16838015941283e+01°)
1.28824955169316e+00	(1.66019061603496e+02dB,5.18973931644810e+01°)
1.29817527504988e+00	(1.65977643338860e+02dB,5.21105964520939e+01°)
1.30817747426022e+00	(1.65935984751775e+02dB,5.23233963817457e+01°)
1.31825673855644e+00	(1.65894086533522e+02dB,5.25357800135293e+01°)
1.32841366171068e+00	(1.65851950095006e+02dB,5.27477404902851e+01°)
1.33864884207002e+00	(1.65809576170342e+02dB,5.29592650952355e+01°)
1.34896288259168e+00	(1.65766965749844e+02dB,5.31703432189934e+01°)
1.35935639087856e+00	(1.65724119622109e+02dB,5.33809624021056e+01°)
1.36982997921500e+00	(1.65681038826142e+02dB,5.35911122917064e+01°)
1.38038426460292e+00	(1.65637724421809e+02dB,5.38007826578551e+01°)
1.39101986879809e+00	(1.65594178351411e+02dB,5.40099712420774e+01°)
1.40173741834680e+00	(1.65550400620889e+02dB,5.42186582332838e+01°)
1.41253754462279e+00	(1.65506392355018e+02dB,5.44268338032365e+01°)
1.42342088386438e+00	(1.65462155953651e+02dB,5.46344999295163e+01°)
1.43438807721200e+00	(1.65417690676041e+02dB,5.48416294901938e+01°)
1.44543977074596e+00	(1.65372999567223e+02dB,5.50482305236305e+01°)
1.45657661552449e+00	(1.65328082365843e+02dB,5.52542801318082e+01°)
1.46779926762210e+00	(1.65282940694612e+02dB,5.54597730269419e+01°)
1.47910838816824e+00	(1.65237576175990e+02dB,5.56647040190295e+01°)
1.49050464338623e+00	(1.65191990038275e+02dB,5.58690641872996e+01°)
1.50198870463252e+00	(1.65146182941640e+02dB,5.60728390242157e+01°)
1.51356124843624e+00	(1.65100156741538e+02dB,5.62760256537939e+01°)
1.52522295653906e+00	(1.65053912140569e+02dB,5.64786098877287e+01°)
1.53697451593531e+00	(1.65007450822420e+02dB,5.66805872129054e+01°)
1.54881661891252e+00	(1.64960773722012e+02dB,5.68819456718420e+01°)
1.56074996309215e+00	(1.64913882541792e+02dB,5.70826810222356e+01°)
1.57277525147071e+00	(1.64866778981144e+02dB,5.72827891217936e+01°)
1.58489319246115e+00	(1.64819463652439e+02dB,5.74822547180277e+01°)
1.59710449993464e+00	(1.64771938283090e+02dB,5.76810739783687e+01°)
1.60940989326257e+00	(1.64724203889967e+02dB,5.78792357445703e+01°)
1.62181009735897e+00	(1.64676261864957e+02dB,5.80767327616550e+01°)
1.63430584272318e+00	(1.64628114302245e+02dB,5.82735652969921e+01°)
1.64689786548291e+00	(1.64579761737036e+02dB,5.84697171331522e+01°)
1.65958690743760e+00	(1.64531206441907e+02dB,5.86651906405611e+01°)
