time	V(va)
3.847401706270751e-06	1.109365e+01
3.848255737540344e-06	1.109364e+01
3.849480259081313e-06	1.109364e+01
3.851286474098506e-06	1.109363e+01
3.854583040829277e-06	1.109361e+01
3.861176174290819e-06	1.109358e+01
3.874362441213906e-06	1.109353e+01
3.900734975060081e-06	1.109343e+01
3.919592805638895e-06	1.109336e+01
3.939519256044162e-06	1.109329e+01
3.965519828812018e-06	1.109321e+01
3.984176482802596e-06	1.109314e+01
4.000609097237754e-06	1.109309e+01
4.011952414545782e-06	1.109305e+01
4.014788243872788e-06	1.109304e+01
4.017449522938894e-06	1.109303e+01
4.018162382237300e-06	1.109303e+01
4.025913646987408e-06	1.109300e+01
4.026836291812583e-06	1.109300e+01
4.026977257356319e-06	1.109300e+01
4.027259188443790e-06	1.109300e+01
4.027316046259900e-06	1.109300e+01
4.027429761892120e-06	1.109300e+01
4.027437914837009e-06	1.109300e+01
4.027454220726790e-06	1.109300e+01
4.027474810739158e-06	1.109300e+01
4.027493423873975e-06	1.109300e+01
4.027511718193227e-06	1.109300e+01
4.027516291773040e-06	1.109300e+01
4.027525438932666e-06	1.109300e+01
4.027543733251919e-06	1.109300e+01
4.027580321890420e-06	1.109300e+01
4.027653499167426e-06	1.109300e+01
4.027799853721434e-06	1.109300e+01
4.028092562829451e-06	1.109300e+01
4.028677981045484e-06	1.109299e+01
4.029848817477550e-06	1.109299e+01
4.032190490341682e-06	1.109298e+01
4.064973910439542e-06	1.109287e+01
5.446905457917914e-06	1.108829e+01
5.544561707917914e-06	1.108797e+01
5.642217957917913e-06	1.108765e+01
5.739874207917913e-06	1.108733e+01
5.837530457917912e-06	1.108701e+01
5.992366731769450e-06	1.108650e+01
6.022884309894450e-06	1.108640e+01
6.035152377614930e-06	1.108636e+01
6.036006888201660e-06	1.108636e+01
6.036128961142622e-06	1.108637e+01
6.036373107024546e-06	1.108638e+01
6.036546434941438e-06	1.108643e+01
6.036684537365422e-06	1.108661e+01
6.036693339047702e-06	1.108681e+01
6.036710942412266e-06	1.108821e+01
6.036732431510296e-06	1.108731e+01
6.036753754451895e-06	1.108396e+01
6.036773818112392e-06	1.108201e+01
6.036798928157877e-06	1.107981e+01
6.036849148248845e-06	1.107521e+01
6.036949588430780e-06	1.106624e+01
6.037150468794654e-06	1.104819e+01
6.037552229522398e-06	1.101212e+01
6.038355750977890e-06	1.093983e+01
6.039884304810396e-06	1.080213e+01
6.041306166789063e-06	1.067387e+01
6.043447370907500e-06	1.048054e+01
6.046099759427925e-06	1.024117e+01
6.050276462707458e-06	9.864517e+00
6.054255575054460e-06	9.505887e+00
6.058670369677777e-06	9.108294e+00
6.063580499522562e-06	8.666446e+00
6.070459319573869e-06	8.047947e+00
6.080455256203412e-06	7.149951e+00
6.091236527726041e-06	6.182306e+00
6.104419825776866e-06	5.000231e+00
6.118389458559110e-06	3.745806e+00
6.137493672464787e-06	2.027544e+00
6.149752224786730e-06	9.357432e-01
6.156770130468190e-06	4.088166e-01
6.160360636071057e-06	2.762971e-01
6.163755423482772e-06	2.466593e-01
6.165827545323567e-06	2.375476e-01
6.168543936768164e-06	2.300129e-01
6.173013114036295e-06	2.207651e-01
6.177194049365086e-06	2.142301e-01
6.182453405277952e-06	2.079361e-01
6.188099651669155e-06	2.026324e-01
6.196942738207347e-06	1.962771e-01
6.211814195875836e-06	1.881026e-01
6.225364212516285e-06	1.823580e-01
6.239979537517964e-06	1.775198e-01
6.256774227248867e-06	1.731080e-01
6.285735130744064e-06	1.673162e-01
6.337422962197554e-06	1.597424e-01
6.397636133274190e-06	1.534830e-01
6.478124302960548e-06	1.476905e-01
6.575780552960548e-06	1.427282e-01
6.673436802960547e-06	1.391628e-01
6.868749302960546e-06	1.345182e-01
7.161718052960544e-06	1.307572e-01
7.231472517246258e-06	1.301991e-01
7.301226981531971e-06	1.296986e-01
7.370981445817686e-06	1.292559e-01
7.440735910103400e-06	1.288708e-01
7.510490374389114e-06	1.285433e-01
7.580244838674827e-06	1.282735e-01
7.649999302960541e-06	1.280614e-01
7.747655552960541e-06	1.288838e-01
7.845311802960540e-06	1.336531e-01
7.938714063667832e-06	1.435335e-01
8.000942873723116e-06	1.538725e-01
8.074207344173329e-06	1.843143e-01
8.161416790580427e-06	1.065892e+00
8.187035437068015e-06	2.381282e+00
8.203482280615528e-06	3.806569e+00
8.212182062690226e-06	4.590714e+00
8.218737956221468e-06	5.180730e+00
8.224105044430915e-06	5.663602e+00
8.229848538237073e-06	6.180395e+00
8.238484108052041e-06	6.956713e+00
8.250533133769500e-06	8.038952e+00
8.274631185204416e-06	1.022967e+01
8.276588207435152e-06	1.039803e+01
8.280502251896626e-06	1.073024e+01
8.283437785242731e-06	1.099338e+01
8.284293982468679e-06	1.106976e+01
8.284508031775164e-06	1.108880e+01
8.284569188719873e-06	1.109417e+01
8.284662550093470e-06	1.110210e+01
8.284669836180636e-06	1.110152e+01
8.284684408354972e-06	1.109822e+01
8.284687448009888e-06	1.109926e+01
8.284693527319721e-06	1.110250e+01
8.284705685939389e-06	1.110359e+01
8.284730003178722e-06	1.110379e+01
8.284778637657389e-06	1.110398e+01
8.284875906614723e-06	1.110402e+01
8.285070444529390e-06	1.110406e+01
8.285459520358725e-06	1.110406e+01
8.286237672017394e-06	1.110398e+01
8.287762636706038e-06	1.110366e+01
8.289156275682920e-06	1.110327e+01
8.291271249917915e-06	1.110261e+01
8.293821976099433e-06	1.110180e+01
8.297960736975369e-06	1.110055e+01
8.301864415425761e-06	1.109950e+01
8.306228474846679e-06	1.109851e+01
8.310983194213426e-06	1.109763e+01
8.317689617535509e-06	1.109669e+01
8.327350051474430e-06	1.109572e+01
8.337603438295760e-06	1.109504e+01
8.349918923237166e-06	1.109454e+01
8.363219842932014e-06	1.109421e+01
8.380736640050480e-06	1.109394e+01
8.391438910186161e-06	1.109442e+01
8.394114477720084e-06	1.109388e+01
8.394450260469803e-06	1.109379e+01
8.395121825969238e-06	1.109379e+01
8.395125248602658e-06	1.109379e+01
8.395132093869500e-06	1.109379e+01
8.395145784403186e-06	1.109379e+01
8.395173165470556e-06	1.109379e+01
8.395199895130786e-06	1.109379e+01
8.395229682558346e-06	1.109379e+01
8.395254736340932e-06	1.109379e+01
8.395288436940202e-06	1.109379e+01
8.395341004096722e-06	1.109379e+01
8.396827903666886e-06	1.109378e+01
8.398314803237052e-06	1.109377e+01
8.399801702807216e-06	1.109376e+01
8.401288602377380e-06	1.109375e+01
8.402775501947544e-06	1.109374e+01
8.404262401517710e-06	1.109373e+01
8.405749301087874e-06	1.109372e+01
8.405959569713959e-06	1.109372e+01
8.406304264171791e-06	1.109371e+01
8.406343404229078e-06	1.109371e+01
8.406421684343656e-06	1.109371e+01
8.406578244572810e-06	1.109371e+01
8.406785708453445e-06	1.109371e+01
8.407200636214717e-06	1.109371e+01
8.407685696018489e-06	1.109371e+01
8.408402004464539e-06	1.109370e+01
8.409340860111828e-06	1.109370e+01
8.410734413073222e-06	1.109369e+01
8.412842786562754e-06	1.109368e+01
8.416902066437862e-06	1.109365e+01
8.425020626188083e-06	1.109361e+01
8.441257745688520e-06	1.109354e+01
8.473731984689396e-06	1.109342e+01
8.496691466988530e-06	1.109334e+01
8.519796052233898e-06	1.109326e+01
8.548699917337419e-06	1.109317e+01
8.578119115527241e-06	1.109307e+01
8.598157163420368e-06	1.109300e+01
8.624225241846578e-06	1.109291e+01
8.627519988636395e-06	1.109290e+01
8.632218697709513e-06	1.109289e+01
8.633350579503931e-06	1.109288e+01
8.636759311796073e-06	1.109287e+01
8.638687364991708e-06	1.109287e+01
8.639082322119858e-06	1.109286e+01
8.639872236376160e-06	1.109286e+01
8.640976911707852e-06	1.109286e+01
8.641222082082969e-06	1.109286e+01
8.641712422833204e-06	1.109286e+01
8.641727745981648e-06	1.109286e+01
8.641758392278540e-06	1.109286e+01
8.641766053852762e-06	1.109286e+01
8.641781377001206e-06	1.109286e+01
8.641785207788317e-06	1.109286e+01
8.641792869362539e-06	1.109286e+01
8.641806539279679e-06	1.109286e+01
8.641820597189979e-06	1.109286e+01
8.641839366051911e-06	1.109286e+01
8.641859607888933e-06	1.109286e+01
8.641900091562977e-06	1.109286e+01
8.641981058911065e-06	1.109286e+01
8.642142993607236e-06	1.109285e+01
8.642466862999580e-06	1.109285e+01
8.643114601784268e-06	1.109285e+01
8.644410079353643e-06	1.109285e+01
8.647001034492398e-06	1.109284e+01
8.683274406434954e-06	1.109272e+01
1.007717150309514e-05	1.108810e+01
1.017482775309514e-05	1.108778e+01
1.027248400309514e-05	1.108746e+01
1.036834283581312e-05	1.108714e+01
1.043379536681933e-05	1.108693e+01
1.050972716716419e-05	1.108667e+01
1.052193419841419e-05	1.108663e+01
1.054634826091419e-05	1.108655e+01
1.059517638591419e-05	1.108639e+01
1.059652381028958e-05	1.108639e+01
1.059686066638343e-05	1.108640e+01
1.059694488040689e-05	1.108640e+01
1.059711330845382e-05	1.108642e+01
1.059745016454767e-05	1.108652e+01
1.059745615219653e-05	1.108656e+01
1.059746812749427e-05	1.108672e+01
1.059749207808975e-05	1.108804e+01
1.059751710217933e-05	1.108711e+01
1.059754324630889e-05	1.108353e+01
1.059756556217128e-05	1.108143e+01
1.059759486743293e-05	1.107887e+01
1.059765347795624e-05	1.107352e+01
1.059777069900286e-05	1.106303e+01
1.059800514109609e-05	1.104197e+01
1.059847402528255e-05	1.099986e+01
1.059941179365547e-05	1.091546e+01
1.060089043782098e-05	1.078224e+01
1.060244006894688e-05	1.064247e+01
1.060460159168524e-05	1.044738e+01
1.060771098161115e-05	1.016683e+01
1.061196433292268e-05	9.783281e+00
1.061592064622810e-05	9.426747e+00
1.062045450522660e-05	9.018500e+00
1.062561489483621e-05	8.554211e+00
1.063303770819329e-05	7.886933e+00
1.064449603524987e-05	6.857796e+00
1.065541715573441e-05	5.877869e+00
1.067038183621832e-05	4.536494e+00
1.068426876363944e-05	3.290245e+00
1.070681967755160e-05	1.263159e+00
1.071537807138160e-05	5.785112e-01
1.072105046145300e-05	3.133152e-01
1.072621830079944e-05	2.408134e-01
1.072896549259688e-05	2.309256e-01
1.073251326262390e-05	2.230081e-01
1.073616915614212e-05	2.167655e-01
1.074043418943462e-05	2.110859e-01
1.074597977690809e-05	2.052429e-01
1.075306978429971e-05	1.994010e-01
1.076407468538195e-05	1.923307e-01
1.077466757024161e-05	1.869834e-01
1.078790787212649e-05	1.816999e-01
1.080215370361168e-05	1.771269e-01
1.082216556733846e-05	1.720560e-01
1.085167058252984e-05	1.664073e-01
1.090707820805475e-05	1.586950e-01
1.096789365171782e-05	1.526939e-01
1.105555539498069e-05	1.467371e-01
1.115321164498069e-05	1.420291e-01
1.125086789498069e-05	1.386336e-01
1.144618039498070e-05	1.341884e-01
1.173914914498071e-05	1.305925e-01
1.216639523873071e-05	1.281666e-01
1.221522336373071e-05	1.280480e-01
1.231287961373072e-05	1.289435e-01
1.239904706581304e-05	1.332209e-01
1.248661565002265e-05	1.424225e-01
1.254621541319662e-05	1.518821e-01
1.261718125018021e-05	1.692764e-01
1.267858361681880e-05	2.024507e-01
1.271460990698367e-05	5.810366e-01
1.273036098504406e-05	1.298034e+00
1.273856945903476e-05	1.959515e+00
1.274208934885107e-05	2.277640e+00
1.274531969188631e-05	2.569533e+00
1.275098003599468e-05	3.080686e+00
1.275852852878367e-05	3.761753e+00
1.277300790270480e-05	5.065906e+00
1.278664114661430e-05	6.289689e+00
1.280123738169495e-05	7.597517e+00
1.281797416748982e-05	9.099376e+00
1.283047274310287e-05	1.022926e+01
1.283359738700613e-05	1.050764e+01
1.283984667481266e-05	1.106036e+01
1.284009078761760e-05	1.108210e+01
1.284026166658106e-05	1.109717e+01
1.284027387222131e-05	1.109823e+01
1.284029828350180e-05	1.110006e+01
1.284033928754015e-05	1.109897e+01
1.284034242333920e-05	1.109893e+01
1.284034869493729e-05	1.110063e+01
1.284036123813347e-05	1.110344e+01
1.284037487125414e-05	1.110359e+01
1.284040213749547e-05	1.110394e+01
1.284045666997812e-05	1.110395e+01
1.284056573494344e-05	1.110404e+01
1.284078386487406e-05	1.110405e+01
1.284122012473531e-05	1.110405e+01
1.284209264445782e-05	1.110393e+01
1.284358386743145e-05	1.110361e+01
1.284506434224716e-05	1.110319e+01
1.284719342597379e-05	1.110252e+01
1.285003432566133e-05	1.110162e+01
1.285421410981563e-05	1.110038e+01
1.285809375143980e-05	1.109889e+01
1.285864868938224e-05	1.109886e+01
1.285975856526714e-05	1.109894e+01
1.286197831703694e-05	1.109846e+01
1.286198941599123e-05	1.109845e+01
1.286201161389980e-05	1.109845e+01
1.286205600971697e-05	1.109844e+01
1.286214480135129e-05	1.109842e+01
1.286220783754598e-05	1.109841e+01
1.286225806963597e-05	1.109840e+01
1.286230542414973e-05	1.109839e+01
1.286234513866368e-05	1.109838e+01
1.286238767686594e-05	1.109837e+01
1.286247275327048e-05	1.109835e+01
1.286366382293393e-05	1.109812e+01
1.286502504540644e-05	1.109787e+01
1.286774749035147e-05	1.109743e+01
1.287319238024152e-05	1.109663e+01
1.287327572572054e-05	1.109662e+01
1.287344241667859e-05	1.109660e+01
1.287365717297006e-05	1.109658e+01
1.287386509622722e-05	1.109655e+01
1.287428094274154e-05	1.109650e+01
1.287474890042966e-05	1.109645e+01
1.287553792830735e-05	1.109636e+01
1.287648052941323e-05	1.109626e+01
1.287793611157489e-05	1.109611e+01
1.288015950530184e-05	1.109591e+01
1.288460629275573e-05	1.109557e+01
1.289349986766351e-05	1.109505e+01
1.290780480218979e-05	1.109450e+01
1.292169455122646e-05	1.109417e+01
1.294090904950644e-05	1.109392e+01
1.296602725835392e-05	1.109373e+01
1.301626367604888e-05	1.109348e+01
1.302354399010374e-05	1.109345e+01
1.306722587443291e-05	1.109330e+01
1.311203527345882e-05	1.109315e+01
1.315925851165369e-05	1.109300e+01
1.320452787848321e-05	1.109285e+01
1.324744112072546e-05	1.109271e+01
1.328544859250183e-05	1.109258e+01
1.332636203055546e-05	1.109244e+01
1.337947026084367e-05	1.109227e+01
1.338306660022674e-05	1.109226e+01
1.339025927899287e-05	1.109223e+01
1.339176566858227e-05	1.109223e+01
1.339536204531054e-05	1.109222e+01
1.339757668628381e-05	1.109221e+01
1.339763613301968e-05	1.109221e+01
1.339775502649142e-05	1.109221e+01
1.339778474985935e-05	1.109221e+01
1.339779218070133e-05	1.109221e+01
1.339780704238530e-05	1.109221e+01
1.339781075780629e-05	1.109221e+01
1.339781818864828e-05	1.109221e+01
1.339781986970820e-05	1.109221e+01
1.339782323182804e-05	1.109221e+01
1.339782995606771e-05	1.109221e+01
1.339784340454707e-05	1.109221e+01
1.339787030150578e-05	1.109221e+01
1.339792409542320e-05	1.109221e+01
1.339803168325805e-05	1.109221e+01
1.339824685892774e-05	1.109221e+01
1.339867721026711e-05	1.109220e+01
1.339953791294587e-05	1.109220e+01
1.340125931830339e-05	1.109220e+01
1.341158775044850e-05	1.109216e+01
1.458220520046950e-05	1.108828e+01
1.467986145046950e-05	1.108796e+01
1.477751770046951e-05	1.108764e+01
1.487517395046951e-05	1.108732e+01
1.497283020046951e-05	1.108700e+01
1.504058584436088e-05	1.108677e+01
1.511742613031482e-05	1.108652e+01
1.516015073968981e-05	1.108638e+01
1.516630930500817e-05	1.108636e+01
1.516673832460208e-05	1.108636e+01
1.516722863270942e-05	1.108637e+01
1.516735120973625e-05	1.108638e+01
1.516759636378991e-05	1.108665e+01
1.516770077377364e-05	1.108629e+01
1.516776850861744e-05	1.108324e+01
1.516784051682662e-05	1.107703e+01
1.516789668130986e-05	1.107195e+01
1.516795773934483e-05	1.106646e+01
1.516807985541477e-05	1.105546e+01
1.516832408755465e-05	1.103346e+01
1.516881255183441e-05	1.098940e+01
1.516978948039393e-05	1.090135e+01
1.517128001492068e-05	1.076701e+01
1.517289208081235e-05	1.062159e+01
1.517512889030044e-05	1.041971e+01
1.517853478205747e-05	1.011239e+01
1.518243755540995e-05	9.760443e+00
1.518662741404760e-05	9.382885e+00
1.519100325718160e-05	8.988890e+00
1.519656371427044e-05	8.488624e+00
1.520389269140654e-05	7.829828e+00
1.521676108440776e-05	6.674188e+00
1.522890275829237e-05	5.584902e+00
1.524338705409439e-05	4.286845e+00
1.525824619634859e-05	2.953806e+00
1.528233074019567e-05	8.946524e-01
1.529144721719741e-05	3.687934e-01
1.529850371090765e-05	2.348738e-01
1.530205666457600e-05	2.246208e-01
1.530665260857671e-05	2.163929e-01
1.530992578715793e-05	2.118409e-01
1.531391086445914e-05	2.073769e-01
1.532018098840147e-05	2.017423e-01
1.532951309689735e-05	1.951550e-01
1.534137504032074e-05	1.886485e-01
1.535425432600606e-05	1.831179e-01
1.536833714102759e-05	1.783096e-01
1.538535764639196e-05	1.736750e-01
1.541111629927551e-05	1.683098e-01
1.546138479113532e-05	1.606786e-01
1.552512426373422e-05	1.538042e-01
1.559975930013225e-05	1.482405e-01
1.569741555013226e-05	1.431349e-01
1.579507180013226e-05	1.394554e-01
1.599038430013227e-05	1.346850e-01
1.628335305013227e-05	1.308396e-01
1.636348422581568e-05	1.302083e-01
1.644361540149908e-05	1.296442e-01
1.652374657718248e-05	1.291474e-01
1.660387775286588e-05	1.287179e-01
1.668400892854928e-05	1.283558e-01
1.676414010423269e-05	1.280609e-01
1.684427127991609e-05	1.278333e-01
1.685805647720696e-05	1.278047e-01
1.688562687178869e-05	1.280026e-01
1.694076766095216e-05	1.299047e-01
1.700096688623719e-05	1.345014e-01
1.705868463057462e-05	1.413780e-01
1.713150990712506e-05	1.532893e-01
1.720222957184507e-05	2.000313e-01
1.729988582184507e-05	3.841769e-01
1.730028668955338e-05	4.186317e-01
1.730108842496999e-05	5.231188e-01
1.730132404570239e-05	5.443276e-01
1.730157866397854e-05	5.672292e-01
1.730208790053085e-05	6.134329e-01
1.730274522508530e-05	6.728580e-01
1.730397755416692e-05	7.844438e-01
1.730644221233016e-05	1.007531e+00
1.730984407377650e-05	1.306105e+00
1.731045850001061e-05	1.363708e+00
1.731168735247885e-05	1.482278e+00
1.731414505741531e-05	1.704630e+00
1.731415576075944e-05	1.705603e+00
1.731417716744770e-05	1.707549e+00
1.731420161600072e-05	1.709760e+00
1.731422389951691e-05	1.711776e+00
1.731425012593371e-05	1.714149e+00
1.731430257876730e-05	1.718893e+00
1.731503691843760e-05	1.785316e+00
1.731587616377508e-05	1.861217e+00
1.731755465445005e-05	2.012989e+00
1.732091163579998e-05	2.316470e+00
1.732138293942222e-05	2.359068e+00
1.732468206477785e-05	2.657161e+00
1.732503554249453e-05	2.689093e+00
1.732509445544730e-05	2.694415e+00
1.732521228135286e-05	2.705058e+00
1.732536669470122e-05	2.719007e+00
1.732555097530058e-05	2.735652e+00
1.732579583181753e-05	2.757769e+00
1.732628554485142e-05	2.802001e+00
1.732679884725869e-05	2.848361e+00
1.732760198940576e-05	2.920893e+00
1.732859286791119e-05	3.010369e+00
1.733018968332239e-05	3.154539e+00
1.733256856606768e-05	3.369264e+00
1.733732633155825e-05	3.798527e+00
1.734684186253938e-05	4.656501e+00
1.736000546431991e-05	5.842443e+00
1.737407542958403e-05	7.108827e+00
1.739068465300820e-05	8.602037e+00
1.741336340014888e-05	1.063847e+01
1.741370292494648e-05	1.066834e+01
1.741415562467661e-05	1.070892e+01
1.741506102413688e-05	1.079005e+01
1.741732452278754e-05	1.099256e+01
1.741822992224781e-05	1.107365e+01
1.741845627211287e-05	1.109386e+01
1.741851285957914e-05	1.109884e+01
1.741852700644571e-05	1.110001e+01
1.741855530017884e-05	1.110214e+01
1.741856237361212e-05	1.110140e+01
1.741857652047869e-05	1.109821e+01
1.741857942573641e-05	1.109939e+01
1.741858523625185e-05	1.110266e+01
1.741859685728272e-05	1.110360e+01
1.741862009934447e-05	1.110381e+01
1.741866658346798e-05	1.110398e+01
1.741875955171498e-05	1.110403e+01
1.741894548820897e-05	1.110407e+01
1.741931736119697e-05	1.110407e+01
1.742006110717297e-05	1.110400e+01
1.742154859912496e-05	1.110370e+01
1.742293119978838e-05	1.110332e+01
1.742500240613109e-05	1.110267e+01
1.742747137034160e-05	1.110188e+01
1.743153148416524e-05	1.110065e+01
1.743552571633881e-05	1.109957e+01
1.743979470967892e-05	1.109859e+01
1.744454503585806e-05	1.109770e+01
1.745101670394446e-05	1.109677e+01
1.746045330654666e-05	1.109580e+01
1.747084715608131e-05	1.109509e+01
1.748308695312354e-05	1.109457e+01
1.749635904401082e-05	1.109423e+01
1.751342193613333e-05	1.109398e+01
1.753799062006917e-05	1.109376e+01
1.758470510321329e-05	1.109353e+01
1.764345010235005e-05	1.109331e+01
1.771411736251867e-05	1.109257e+01
1.772632439376867e-05	1.109264e+01
1.775073845626867e-05	1.109295e+01
1.779956658126867e-05	1.109279e+01
1.789722283126867e-05	1.109247e+01
1.796862532533542e-05	1.109223e+01
1.802760713082225e-05	1.109203e+01
1.807669719133739e-05	1.109187e+01
1.813080204119733e-05	1.109169e+01
1.814300907244733e-05	1.109165e+01
1.816742313494733e-05	1.109157e+01
1.821625125994733e-05	1.109141e+01
1.821653705392458e-05	1.109141e+01
1.821710864187910e-05	1.109140e+01
1.821825181778813e-05	1.109140e+01
1.821867767070015e-05	1.109140e+01
1.821885409379396e-05	1.109140e+01
1.821910282513709e-05	1.109140e+01
1.822011858252006e-05	1.109139e+01
1.822113433990303e-05	1.109139e+01
1.822215009728601e-05	1.109139e+01
1.822316585466898e-05	1.109138e+01
1.822418161205196e-05	1.109138e+01
1.822519736943493e-05	1.109138e+01
1.822621312681790e-05	1.109137e+01
1.822698066306861e-05	1.109137e+01
1.822855740477921e-05	1.109137e+01
1.822866157780215e-05	1.109137e+01
1.822870324701132e-05	1.109137e+01
1.822877553172330e-05	1.109137e+01
1.822877819397878e-05	1.109137e+01
1.822878351848976e-05	1.109137e+01
1.822879416751170e-05	1.109137e+01
