time	V(vr)
6.080198378850140e-06	7.147352e+00
6.275510878850139e-06	7.146309e+00
6.446776632929342e-06	7.145252e+00
6.581136190551028e-06	7.144330e+00
6.726755355512953e-06	7.143238e+00
6.886923644688624e-06	7.141927e+00
6.981743920931699e-06	7.141097e+00
7.042085148334348e-06	7.140547e+00
7.073633690693576e-06	7.140253e+00
7.096837341773255e-06	7.140034e+00
7.121445324860268e-06	7.139799e+00
7.148144802924727e-06	7.139541e+00
7.173182173378285e-06	7.139296e+00
7.208581138521629e-06	7.138945e+00
7.247468669652038e-06	7.138553e+00
7.307519228469888e-06	7.137934e+00
7.371584285154094e-06	7.137256e+00
7.499714398522507e-06	7.135845e+00
7.629662499791582e-06	7.134338e+00
7.824974999791581e-06	7.131932e+00
8.020287499791580e-06	7.129355e+00
8.215599999791579e-06	7.126607e+00
8.410912499791578e-06	7.123691e+00
8.606224999791576e-06	7.120605e+00
8.801537499791575e-06	7.117350e+00
8.935869207106636e-06	7.115014e+00
9.000933327262534e-06	7.113854e+00
9.001066901938793e-06	7.113852e+00
9.001245001507140e-06	7.113848e+00
9.001553474590782e-06	7.113842e+00
9.002170420758068e-06	7.113832e+00
9.003404313092641e-06	7.113810e+00
9.005454956588237e-06	7.113772e+00
9.007383212672261e-06	7.113738e+00
9.009442528005611e-06	7.113701e+00
9.010702576928547e-06	7.113678e+00
9.011742169758137e-06	7.113659e+00
9.012281082597913e-06	7.113650e+00
9.012817688715882e-06	7.113640e+00
9.013397180957008e-06	7.113629e+00
9.014419075106576e-06	7.113611e+00
9.015757314880312e-06	7.113587e+00
9.017890813568532e-06	7.113548e+00
9.018345642368629e-06	7.113540e+00
9.019255299968828e-06	7.113524e+00
9.019690518890056e-06	7.113516e+00
9.020066759197385e-06	7.113509e+00
9.021123772813888e-06	7.113490e+00
9.023925893232735e-06	7.113440e+00
9.027555369847129e-06	7.113374e+00
9.030211327818658e-06	7.113326e+00
9.034025805256713e-06	7.113256e+00
9.039899345483050e-06	7.113150e+00
9.049897940318940e-06	7.112968e+00
9.068821925073580e-06	7.112624e+00
9.106669894582860e-06	7.111929e+00
9.159822836907197e-06	7.110942e+00
9.234569691149103e-06	7.109535e+00
9.384063399632915e-06	7.106646e+00
9.459768294155108e-06	7.105145e+00
9.488194041942339e-06	7.104576e+00
9.491483202813188e-06	7.104509e+00
9.493830965225017e-06	7.104462e+00
9.494975185841347e-06	7.104439e+00
9.496514174607603e-06	7.104408e+00
9.499592152140119e-06	7.104346e+00
9.502501069109898e-06	7.104287e+00
9.507719116318656e-06	7.104182e+00
9.516295047141468e-06	7.104009e+00
9.530751975308338e-06	7.103716e+00
9.559665831642074e-06	7.103127e+00
9.597899704105779e-06	7.102343e+00
9.639820183226678e-06	7.101477e+00
9.690117421132507e-06	7.100427e+00
9.756907357433539e-06	7.099015e+00
9.856809318772774e-06	7.096868e+00
1.001837326208836e-05	7.093304e+00
1.021368576208836e-05	7.088845e+00
1.040899826208836e-05	7.084222e+00
1.060431076208836e-05	7.079437e+00
1.079962326208836e-05	7.074488e+00
1.099493576208836e-05	7.069377e+00
1.119024826208836e-05	7.064106e+00
1.133833578313968e-05	7.060002e+00
1.146890241035400e-05	7.056308e+00
1.160816982896105e-05	7.052289e+00
1.178915141058652e-05	7.046947e+00
1.188022505705771e-05	7.044207e+00
1.192864027458736e-05	7.042736e+00
1.195970956492181e-05	7.041787e+00
1.197713407842850e-05	7.041254e+00
1.199989058072132e-05	7.040555e+00
1.202353785606962e-05	7.039826e+00
1.204910485417187e-05	7.039035e+00
1.208255093100414e-05	7.037997e+00
1.211979282622759e-05	7.036836e+00
1.217456970923184e-05	7.035118e+00
1.223321132709732e-05	7.033265e+00
1.235049456282830e-05	7.029517e+00
1.245724981914333e-05	7.026056e+00
1.265256231914333e-05	7.019606e+00
1.284787481914333e-05	7.013002e+00
1.304318731914333e-05	7.006246e+00
1.323849981914333e-05	6.999338e+00
1.343381231914333e-05	6.992279e+00
1.362912481914332e-05	6.985071e+00
1.372191118536440e-05	6.981595e+00
1.376233489827713e-05	6.980070e+00
1.376270441270995e-05	6.980056e+00
1.376344344157561e-05	6.980028e+00
1.376416214848526e-05	6.980001e+00
1.376461138834927e-05	6.979984e+00
1.376495149900421e-05	6.979971e+00
1.376521695689296e-05	6.979961e+00
1.376551085690726e-05	6.979950e+00
1.376601876297144e-05	6.979931e+00
1.376729109662218e-05	6.979883e+00
1.376827162672903e-05	6.979846e+00
1.376957580814761e-05	6.979796e+00
1.377144640754292e-05	6.979726e+00
1.377387452979800e-05	6.979634e+00
1.377737026322532e-05	6.979501e+00
1.378243334524062e-05	6.979310e+00
1.379100460728729e-05	6.978985e+00
1.380636710555822e-05	6.978402e+00
1.383709210210009e-05	6.977233e+00
1.387595105478022e-05	6.975750e+00
1.395366896014050e-05	6.972767e+00
1.410366003367508e-05	6.966943e+00
1.426647294660712e-05	6.960525e+00
1.435079791535039e-05	6.957160e+00
1.440383224534160e-05	6.955031e+00
1.445259007865896e-05	6.953064e+00
1.445521866989841e-05	6.952958e+00
1.446047585237730e-05	6.952745e+00
1.447099021733508e-05	6.952319e+00
1.448747474777550e-05	6.951651e+00
1.449047193512830e-05	6.951530e+00
1.449446818493205e-05	6.951367e+00
1.450000198303710e-05	6.951143e+00
1.450436848308916e-05	6.950965e+00
1.450639080954784e-05	6.950883e+00
1.450830657527478e-05	6.950805e+00
1.450957329540144e-05	6.950754e+00
1.451125571406160e-05	6.950686e+00
1.451274356682434e-05	6.950625e+00
1.451334407771647e-05	6.950600e+00
1.451403070705929e-05	6.950572e+00
1.451439271006803e-05	6.950558e+00
1.451491988591861e-05	6.950536e+00
1.451735069773542e-05	6.950438e+00
1.452010361796672e-05	6.950325e+00
1.452414384964443e-05	6.950161e+00
1.453190479331276e-05	6.949845e+00
1.454269913031309e-05	6.949405e+00
1.456428780431376e-05	6.948524e+00
1.460746515231509e-05	6.946756e+00
1.465775890478735e-05	6.944689e+00
1.475834640973188e-05	6.940525e+00
1.495365890973188e-05	6.932334e+00
1.514897140973188e-05	6.924002e+00
1.534428390973188e-05	6.915531e+00
1.553959640973188e-05	6.906922e+00
1.573490890973188e-05	6.898176e+00
1.593022140973188e-05	6.889296e+00
1.612553390973187e-05	6.880281e+00
1.626054565591923e-05	6.873972e+00
1.639331015503673e-05	6.867706e+00
1.653009180274215e-05	6.861188e+00
1.672540430274215e-05	6.851771e+00
1.680893798532972e-05	6.847704e+00
1.685461527264944e-05	6.845470e+00
1.689762457237989e-05	6.843360e+00
1.691175888180717e-05	6.842666e+00
1.694002750066175e-05	6.841274e+00
1.696627524848680e-05	6.839980e+00
1.701858371091199e-05	6.837394e+00
1.706918726155866e-05	6.834884e+00
1.715281560794325e-05	6.830717e+00
1.726019340633381e-05	6.825333e+00
1.745550590633381e-05	6.815443e+00
1.765081840633381e-05	6.805430e+00
1.784613090633381e-05	6.795297e+00
1.804144340633380e-05	6.785044e+00
1.823675590633380e-05	6.774672e+00
1.834156173266788e-05	6.769058e+00
1.835876878125588e-05	6.768134e+00
1.838386239378005e-05	6.766783e+00
1.839246591807405e-05	6.766320e+00
1.840393728379938e-05	6.765701e+00
1.841208143835444e-05	6.765262e+00
1.842655856661607e-05	6.764481e+00
1.842670536168018e-05	6.764473e+00
1.842699895180840e-05	6.764457e+00
1.842758613206485e-05	6.764426e+00
1.842791751655253e-05	6.764408e+00
1.842828839742632e-05	6.764388e+00
1.842861425002683e-05	6.764370e+00
1.842895955190296e-05	6.764351e+00
1.842965015565522e-05	6.764314e+00
1.843029800180333e-05	6.764279e+00
1.843159369409954e-05	6.764209e+00
1.843418507869196e-05	6.764070e+00
1.843607286052620e-05	6.763968e+00
1.843664809275418e-05	6.763937e+00
1.843714002182666e-05	6.763910e+00
1.843770865429513e-05	6.763879e+00
1.843841128926922e-05	6.763841e+00
1.844025665388005e-05	6.763741e+00
1.844306223655026e-05	6.763590e+00
1.844501563829498e-05	6.763484e+00
1.844752737884424e-05	6.763349e+00
1.845109529644299e-05	6.763156e+00
1.845645030855861e-05	6.762866e+00
1.846541086573240e-05	6.762382e+00
1.848201103015189e-05	6.761483e+00
1.851521135899086e-05	6.759684e+00
1.856076904684462e-05	6.757209e+00
1.863597488740878e-05	6.753111e+00
1.871654163006284e-05	6.748702e+00
1.884068579786981e-05	6.741870e+00
1.902402177865758e-05	6.731699e+00
1.921933427865758e-05	6.720757e+00
1.930193770527570e-05	6.716096e+00
1.934428771761042e-05	6.713699e+00
1.937345343322304e-05	6.712046e+00
1.941041196739988e-05	6.709947e+00
1.945002423554835e-05	6.707693e+00
1.950541158381203e-05	6.704534e+00
1.959773792609574e-05	6.699250e+00
1.963368304914571e-05	6.697186e+00
1.963392018521121e-05	6.697172e+00
1.963439445734222e-05	6.697145e+00
1.963534300160424e-05	6.697091e+00
1.963665474197914e-05	6.697015e+00
1.963726179669456e-05	6.696980e+00
1.963790174874494e-05	6.696943e+00
1.963822480255113e-05	6.696925e+00
1.963869526781789e-05	6.696898e+00
1.963963619835142e-05	6.696844e+00
1.964077388384664e-05	6.696778e+00
1.964300798238956e-05	6.696650e+00
1.964616108368465e-05	6.696469e+00
1.965174145739997e-05	6.696148e+00
1.965985559320566e-05	6.695681e+00
1.967608386481702e-05	6.694747e+00
1.970739053574814e-05	6.692943e+00
1.974771188416820e-05	6.690616e+00
1.982835458100833e-05	6.685947e+00
1.996498630867473e-05	6.677998e+00
2.016029880867473e-05	6.666548e+00
2.035561130867473e-05	6.654998e+00
2.055092380867472e-05	6.643349e+00
2.074623630867472e-05	6.631604e+00
2.094154880867472e-05	6.619762e+00
2.113686130867472e-05	6.607829e+00
2.128239086219948e-05	6.598876e+00
2.143644203485732e-05	6.589346e+00
2.159897506008852e-05	6.579231e+00
2.168427424579418e-05	6.573898e+00
2.172914305859702e-05	6.571086e+00
2.176356153539145e-05	6.568926e+00
2.178132750903918e-05	6.567810e+00
2.180524632413145e-05	6.566307e+00
2.183295971602390e-05	6.564563e+00
2.185917151491794e-05	6.562912e+00
2.189638976003931e-05	6.560565e+00
2.193704783257718e-05	6.557999e+00
2.199968201206639e-05	6.554037e+00
2.206607669048052e-05	6.549828e+00
2.219886604730878e-05	6.541382e+00
2.233003995838322e-05	6.533001e+00
2.252535245838322e-05	6.520456e+00
2.272066495838322e-05	6.507833e+00
2.291597745838322e-05	6.495133e+00
2.302080540335986e-05	6.488286e+00
2.306419844317289e-05	6.485445e+00
2.306488109811970e-05	6.485400e+00
2.306624640801330e-05	6.485311e+00
2.306711783497745e-05	6.485254e+00
2.306758468325351e-05	6.485223e+00
2.306820765147657e-05	6.485182e+00
2.306945358792269e-05	6.485101e+00
2.307091500288006e-05	6.485005e+00
2.307349797928877e-05	6.484836e+00
2.307735535433050e-05	6.484583e+00
2.308288941520211e-05	6.484221e+00
2.309294928742761e-05	6.483561e+00
2.311044092273467e-05	6.482414e+00
2.314542419334879e-05	6.480118e+00
2.318564778440320e-05	6.477476e+00
2.326609496651202e-05	6.472181e+00
2.342698933072966e-05	6.461557e+00
2.353516080896182e-05	6.454387e+00
2.365822618946979e-05	6.446205e+00
2.378332435402205e-05	6.437860e+00
2.395633978909002e-05	6.426275e+00
2.413232162760215e-05	6.414439e+00
2.420555846185084e-05	6.409498e+00
2.425065542740431e-05	6.406452e+00
2.427345237349908e-05	6.404911e+00
2.430325611318429e-05	6.402894e+00
2.434799810810668e-05	6.399865e+00
2.440584900247888e-05	6.395943e+00
2.452155079122329e-05	6.388083e+00
2.462990943266416e-05	6.380704e+00
2.470811217892877e-05	6.375367e+00
2.477025628485924e-05	6.371120e+00
2.479376635488718e-05	6.369512e+00
2.479393027412685e-05	6.369501e+00
2.479425811260618e-05	6.369478e+00
2.479491378956484e-05	6.369433e+00
2.479595221971022e-05	6.369362e+00
2.479802908000097e-05	6.369220e+00
2.479963877897843e-05	6.369110e+00
2.480078508406196e-05	6.369031e+00
2.480148279689464e-05	6.368984e+00
2.480192127869176e-05	6.368954e+00
2.480244420676864e-05	6.368918e+00
2.480349006292238e-05	6.368846e+00
2.480494958506867e-05	6.368746e+00
2.480734104118204e-05	6.368583e+00
2.481148410571559e-05	6.368299e+00
2.481734358995205e-05	6.367898e+00
2.482887119599217e-05	6.367109e+00
2.484799984475787e-05	6.365798e+00
2.488625714228926e-05	6.363177e+00
2.493083228474055e-05	6.360119e+00
2.501998256964311e-05	6.353996e+00
2.519828313944825e-05	6.341716e+00
2.539359563944824e-05	6.328216e+00
2.558890813944824e-05	6.314666e+00
2.578422063944824e-05	6.301068e+00
2.597953313944824e-05	6.287426e+00
2.611383661258098e-05	6.278019e+00
2.626324838338207e-05	6.267531e+00
2.641070894990886e-05	6.257157e+00
2.652986850395897e-05	6.248758e+00
2.659646700342074e-05	6.244058e+00
2.663200403450206e-05	6.241548e+00
2.667060740459613e-05	6.238820e+00
2.669060735231882e-05	6.237406e+00
2.671790129283141e-05	6.235476e+00
2.674277846971475e-05	6.233716e+00
2.678708057163609e-05	6.230581e+00
2.683330642847669e-05	6.227308e+00
2.691728462488985e-05	6.221356e+00
2.700340631095872e-05	6.215247e+00
2.717564968309647e-05	6.203009e+00
2.737096218309647e-05	6.189103e+00
2.756627468309647e-05	6.175168e+00
2.763148666651269e-05	6.170510e+00
2.764778966236675e-05	6.169345e+00
2.766415397556254e-05	6.168175e+00
2.766424984131634e-05	6.168168e+00
2.766444157282396e-05	6.168155e+00
2.766467989319664e-05	6.168138e+00
2.766486895167040e-05	6.168124e+00
2.766504657050058e-05	6.168111e+00
2.766529554698681e-05	6.168094e+00
2.766554993543710e-05	6.168075e+00
2.766605871233768e-05	6.168039e+00
2.766683688109164e-05	6.167984e+00
2.766771153842529e-05	6.167921e+00
2.766875578416634e-05	6.167846e+00
2.766990426508134e-05	6.167764e+00
2.767220122691134e-05	6.167600e+00
2.767252655724274e-05	6.167577e+00
2.767317721790554e-05	6.167530e+00
2.767364016453686e-05	6.167497e+00
2.767394520418349e-05	6.167475e+00
2.767440858340810e-05	6.167442e+00
2.767466331541911e-05	6.167424e+00
2.767497767569406e-05	6.167401e+00
2.767560639624396e-05	6.167356e+00
2.767763474192926e-05	6.167212e+00
2.767959784829956e-05	6.167071e+00
2.768246410901234e-05	6.166866e+00
2.768749386412099e-05	6.166507e+00
2.769431315610526e-05	6.166019e+00
2.770795174007381e-05	6.165044e+00
2.773335527716119e-05	6.163227e+00
2.777634814745947e-05	6.160151e+00
2.784945293926719e-05	6.154919e+00
2.797394717738963e-05	6.146001e+00
2.816925967738962e-05	6.131991e+00
2.836457217738962e-05	6.117963e+00
2.849657414959384e-05	6.108471e+00
2.864414908403890e-05	6.097851e+00
2.880140373401968e-05	6.086524e+00
2.898227833913154e-05	6.073487e+00
2.906358625831151e-05	6.067623e+00
2.910547634537665e-05	6.064601e+00
2.914305874506240e-05	6.061890e+00
2.917364350321173e-05	6.059683e+00
2.920980719932491e-05	6.057073e+00
2.925952365107347e-05	6.053485e+00
2.933160813034554e-05	6.048282e+00
2.942415915332846e-05	6.041599e+00
2.958868236150288e-05	6.029717e+00
2.978399486150288e-05	6.015607e+00
2.997930736150288e-05	6.001495e+00
3.006379653224606e-05	5.995390e+00
3.006456139872909e-05	5.995335e+00
3.006609113169515e-05	5.995224e+00
3.006915059762728e-05	5.995003e+00
3.007369514218703e-05	5.994675e+00
3.008278423130653e-05	5.994019e+00
3.010096240954553e-05	5.992705e+00
3.013640960777901e-05	5.990144e+00
3.017702030574517e-05	5.987209e+00
3.025824170167748e-05	5.981341e+00
3.041109631016482e-05	5.970299e+00
3.060640881016482e-05	5.956193e+00
3.080172131016482e-05	5.942095e+00
3.093742941085283e-05	5.932304e+00
3.106996956539522e-05	5.922746e+00
3.120682203733095e-05	5.912883e+00
3.140213453733094e-05	5.898818e+00
3.148617377254035e-05	5.892770e+00
3.153258033276148e-05	5.889432e+00
3.157576884172894e-05	5.886326e+00
3.158980031055716e-05	5.885317e+00
3.161786324821359e-05	5.883300e+00
3.164432267071371e-05	5.881398e+00
3.169431872114907e-05	5.877805e+00
3.174703067517390e-05	5.874019e+00
3.182545760684412e-05	5.868388e+00
3.193904039612258e-05	5.860238e+00
3.213206574736695e-05	5.846405e+00
3.223020691485185e-05	5.839380e+00
3.228332551671263e-05	5.835580e+00
3.228378559996276e-05	5.835547e+00
3.228470576646302e-05	5.835481e+00
3.228654609946354e-05	5.835350e+00
3.228875468379625e-05	5.835192e+00
3.229317185246167e-05	5.834876e+00
3.230200618979252e-05	5.834244e+00
3.231967486445422e-05	5.832981e+00
3.235279710409808e-05	5.830613e+00
3.239043157067438e-05	5.827924e+00
3.246570050382696e-05	5.822549e+00
3.258621885286583e-05	5.813950e+00
3.278153135286582e-05	5.800037e+00
3.297684385286582e-05	5.786155e+00
3.317215635286582e-05	5.772305e+00
3.331824305997424e-05	5.761968e+00
3.345269558916806e-05	5.752472e+00
3.359275095801029e-05	5.742599e+00
3.375950677254441e-05	5.730870e+00
3.390885739853799e-05	5.720390e+00
3.397060472300647e-05	5.716064e+00
3.401115885694108e-05	5.713226e+00
3.403362610030108e-05	5.711654e+00
3.406239000988569e-05	5.709642e+00
3.410485028300792e-05	5.706675e+00
3.415287215894425e-05	5.703321e+00
3.423372049536535e-05	5.697681e+00
3.431800809022600e-05	5.691809e+00
3.448658327994730e-05	5.680091e+00
3.468189577994730e-05	5.666560e+00
3.487720827994730e-05	5.653079e+00
3.507252077994730e-05	5.639650e+00
3.518165717907638e-05	5.632170e+00
3.523956849482398e-05	5.628208e+00
3.524007782680986e-05	5.628173e+00
3.524109649078161e-05	5.628104e+00
3.524313381872510e-05	5.627964e+00
3.524571617457116e-05	5.627788e+00
3.525088088626326e-05	5.627435e+00
3.526121030964747e-05	5.626729e+00
3.528186915641588e-05	5.625317e+00
3.531559603233344e-05	5.623014e+00
3.535794290628547e-05	5.620124e+00
3.544263665418956e-05	5.614354e+00
3.559794836592100e-05	5.603800e+00
3.574743951885478e-05	5.593677e+00
3.586198994945771e-05	5.585945e+00
3.599469100910026e-05	5.577013e+00
3.613714850418308e-05	5.567459e+00
3.633246100418308e-05	5.554415e+00
3.640590272731974e-05	5.549528e+00
3.643256130304165e-05	5.547756e+00
3.644944606364765e-05	5.546635e+00
3.647208768897149e-05	5.545132e+00
3.649931147358626e-05	5.543325e+00
3.652902338717393e-05	5.541356e+00
3.657162960719094e-05	5.538535e+00
3.661828332765036e-05	5.535449e+00
3.669528630450935e-05	5.530365e+00
3.677543637176302e-05	5.525084e+00
3.683309046160897e-05	5.521293e+00
3.687984207692145e-05	5.518224e+00
3.689991949078417e-05	5.516907e+00
3.690003362263416e-05	5.516899e+00
3.690026188633414e-05	5.516884e+00
3.690054831915385e-05	5.516865e+00
3.690085635697789e-05	5.516845e+00
3.690147243262598e-05	5.516805e+00
3.690270458392214e-05	5.516724e+00
3.690487404366784e-05	5.516582e+00
3.690673627855915e-05	5.516460e+00
3.690720183728198e-05	5.516429e+00
3.690767149856411e-05	5.516398e+00
3.690802935492537e-05	5.516375e+00
3.690830973277092e-05	5.516356e+00
3.690914992064246e-05	5.516302e+00
3.691050337510998e-05	5.516213e+00
3.691156333909384e-05	5.516143e+00
3.691298064284860e-05	5.516050e+00
3.691504232062126e-05	5.515915e+00
3.691772328549182e-05	5.515739e+00
3.692163151984521e-05	5.515483e+00
3.692752422533242e-05	5.515097e+00
3.693779855016762e-05	5.514424e+00
3.695701683670727e-05	5.513166e+00
3.699545340978656e-05	5.510651e+00
3.704598915420126e-05	5.507349e+00
3.714706064303064e-05	5.500760e+00
3.734237314303064e-05	5.488085e+00
3.753768564303064e-05	5.475486e+00
3.773299814303064e-05	5.462967e+00
3.792831064303064e-05	5.450528e+00
3.812362314303064e-05	5.438172e+00
3.825350304029600e-05	5.430003e+00
3.840415903504680e-05	5.420574e+00
3.854591348464486e-05	5.411749e+00
3.871722934038200e-05	5.401147e+00
3.880857686215081e-05	5.395522e+00
3.885740982123088e-05	5.392523e+00
3.890467797134845e-05	5.389626e+00
3.892760756658397e-05	5.388222e+00
3.895835225594109e-05	5.386342e+00
3.900409711992689e-05	5.383549e+00
3.905087504497338e-05	5.380699e+00
3.913048291137293e-05	5.375859e+00
3.921334324525137e-05	5.370839e+00
3.937906391300824e-05	5.360850e+00
3.957437641300824e-05	5.349166e+00
3.976968891300824e-05	5.337581e+00
3.996500141300823e-05	5.326095e+00
4.016031391300823e-05	5.314710e+00
4.035562641300823e-05	5.303429e+00
4.044011579115191e-05	5.298581e+00
4.044088066167465e-05	5.298537e+00
4.044241040272011e-05	5.298450e+00
4.044546988481104e-05	5.298275e+00
4.045057184195232e-05	5.297982e+00
4.046077575623488e-05	5.297399e+00
4.048118358480001e-05	5.296232e+00
4.051975197109679e-05	5.294030e+00
4.056187846910983e-05	5.291629e+00
4.064613146513593e-05	5.286843e+00
4.072939054991863e-05	5.282134e+00
4.082750681622043e-05	5.276609e+00
4.095525396573250e-05	5.269456e+00
4.115056646573250e-05	5.258613e+00
4.124712151862782e-05	5.253293e+00
4.129879190980331e-05	5.250457e+00
4.132797611508377e-05	5.248859e+00
4.134522015513050e-05	5.247916e+00
4.136745061070549e-05	5.246702e+00
4.138959378162381e-05	5.245494e+00
4.141447368985922e-05	5.244138e+00
4.144588332387766e-05	5.242429e+00
4.148107094277182e-05	5.240518e+00
4.153156354257382e-05	5.237782e+00
4.153834740060258e-05	5.237415e+00
4.155311918924345e-05	5.236617e+00
4.156034362474345e-05	5.236226e+00
4.156997620541011e-05	5.235706e+00
4.157065808938723e-05	5.235669e+00
4.157202185734149e-05	5.235596e+00
4.157415264864701e-05	5.235480e+00
4.157652817511884e-05	5.235353e+00
4.157756876738581e-05	5.235296e+00
4.157845472233452e-05	5.235248e+00
4.157915842513801e-05	5.235210e+00
4.157988715692383e-05	5.235171e+00
4.158104799896473e-05	5.235108e+00
4.158336968304653e-05	5.234983e+00
4.158492591034553e-05	5.234899e+00
4.158587636942540e-05	5.234848e+00
4.158648743749621e-05	5.234815e+00
4.158688183897973e-05	5.234794e+00
4.158734524369959e-05	5.234769e+00
4.158827205313932e-05	5.234719e+00
4.158971703870379e-05	5.234641e+00
4.159202256709301e-05	5.234517e+00
4.159643043669804e-05	5.234279e+00
4.160259702540828e-05	5.233946e+00
4.161493020282874e-05	5.233282e+00
4.163504429556241e-05	5.232199e+00
4.167527248102973e-05	5.230038e+00
4.172303586523375e-05	5.227478e+00
4.181856263364177e-05	5.222379e+00
4.200961617045782e-05	5.212265e+00
4.220492867045783e-05	5.202042e+00
4.240024117045783e-05	5.191940e+00
4.259555367045784e-05	5.181960e+00
4.279086617045784e-05	5.172102e+00
4.298617867045785e-05	5.162370e+00
4.312717777286461e-05	5.155422e+00
4.326259139893076e-05	5.148812e+00
4.340204914509864e-05	5.142069e+00
4.356893139075429e-05	5.134087e+00
4.370405546366186e-05	5.127693e+00
4.376430490923581e-05	5.124862e+00
4.380451421831978e-05	5.122980e+00
4.382801050158163e-05	5.121883e+00
4.385776698447425e-05	5.120496e+00
4.390228240071857e-05	5.118427e+00
4.394810572535384e-05	5.116304e+00
4.402467522644271e-05	5.112774e+00
4.410485257259072e-05	5.109100e+00
4.426520726488673e-05	5.101819e+00
4.445721294251346e-05	5.093220e+00
4.465252544251347e-05	5.084609e+00
4.484783794251347e-05	5.076136e+00
4.504315044251348e-05	5.067801e+00
4.523846294251348e-05	5.059608e+00
4.543377544251349e-05	5.051555e+00
4.553315595647061e-05	5.047513e+00
4.558467124146037e-05	5.045432e+00
4.558514447761384e-05	5.045413e+00
4.558609094992079e-05	5.045375e+00
4.558798389453469e-05	5.045299e+00
4.559002791232825e-05	5.045216e+00
4.559411594791540e-05	5.045052e+00
4.560229201908967e-05	5.044723e+00
4.561864416143823e-05	5.044065e+00
4.565130989245322e-05	5.042755e+00
4.568739620792632e-05	5.041313e+00
4.575956883887251e-05	5.038442e+00
4.587324619730638e-05	5.033961e+00
4.606855869730639e-05	5.026378e+00
4.615802643702557e-05	5.022953e+00
4.620574344700115e-05	5.021139e+00
