time	V(vb)
8.652420183569770e-06	6.518541e+00
8.653238227417695e-06	6.519458e+00
8.653598771314005e-06	6.519863e+00
8.654177973687425e-06	6.520514e+00
8.655157497498334e-06	6.521616e+00
8.656151300544738e-06	6.522735e+00
8.657990472930387e-06	6.524805e+00
8.660215354563926e-06	6.527308e+00
8.663591702355967e-06	6.531100e+00
8.668333068009824e-06	6.536407e+00
8.676206508334663e-06	6.545165e+00
8.690143138374319e-06	6.560531e+00
8.718016398453630e-06	6.590945e+00
8.757090803750177e-06	6.633020e+00
8.835239614343272e-06	6.715681e+00
8.932895864343272e-06	6.816570e+00
9.030552114343271e-06	6.914340e+00
9.128208364343271e-06	7.007239e+00
9.225864614343270e-06	7.090561e+00
9.323520864343269e-06	7.156810e+00
9.421177114343269e-06	7.197947e+00
9.518833364343268e-06	7.207014e+00
9.616489614343268e-06	7.178996e+00
9.714145864343267e-06	7.116193e+00
9.762690554421021e-06	7.070623e+00
9.812853912311314e-06	7.014892e+00
9.835854413730244e-06	6.988468e+00
9.868196960446811e-06	6.951149e+00
9.913379304918398e-06	6.899006e+00
9.965436828390111e-06	6.838920e+00
1.006309307839011e-05	6.726157e+00
1.015358333224706e-05	6.621615e+00
1.025123958224706e-05	6.509007e+00
1.028310199530893e-05	6.472586e+00
1.028332746045865e-05	6.472331e+00
1.028377839075808e-05	6.471823e+00
1.028468025135693e-05	6.470797e+00
1.028610179662559e-05	6.469165e+00
1.028719580740064e-05	6.467900e+00
1.028772047956965e-05	6.467290e+00
1.028829812361002e-05	6.466617e+00
1.028909120122520e-05	6.465690e+00
1.029001180982005e-05	6.464612e+00
1.029095206614169e-05	6.463510e+00
1.029277805866639e-05	6.461367e+00
1.029513427438257e-05	6.458599e+00
1.029887159261787e-05	6.454210e+00
1.030435748590467e-05	6.447782e+00
1.031367138093169e-05	6.436910e+00
1.033044105279711e-05	6.417433e+00
1.036398039652795e-05	6.378641e+00
1.040374433359066e-05	6.332771e+00
1.048327220771608e-05	6.241209e+00
1.058092845771607e-05	6.129020e+00
1.067858470771608e-05	6.017194e+00
1.077624095771608e-05	5.905871e+00
1.097155345771609e-05	5.685478e+00
1.116686595771609e-05	5.469888e+00
1.136217845771610e-05	5.262004e+00
1.145983470771610e-05	5.161958e+00
1.155749095771610e-05	5.065323e+00
1.165514720771611e-05	4.974468e+00
1.175280345771611e-05	4.895069e+00
1.185045970771611e-05	4.835618e+00
1.194811595771611e-05	4.805527e+00
1.204577220771612e-05	4.813751e+00
1.214342845771612e-05	4.861500e+00
1.219071590062789e-05	4.901849e+00
1.222008478422174e-05	4.934068e+00
1.223962359382090e-05	4.957065e+00
1.226392788784068e-05	4.986084e+00
1.228628811739142e-05	5.012862e+00
1.231092670422796e-05	5.042364e+00
1.234219763540282e-05	5.079773e+00
1.237756344427804e-05	5.122054e+00
1.242901098581828e-05	5.183556e+00
1.248473749155484e-05	5.250203e+00
1.258239374155485e-05	5.367054e+00
1.268004999155485e-05	5.483888e+00
1.277770624155485e-05	5.600584e+00
1.287536249155485e-05	5.717015e+00
1.297301874155486e-05	5.833060e+00
1.307067499155486e-05	5.948577e+00
1.316833124155486e-05	6.063369e+00
1.326598749155487e-05	6.177162e+00
1.336364374155487e-05	6.289626e+00
1.346129999155487e-05	6.400669e+00
1.351371230919645e-05	6.459646e+00
1.351828994591520e-05	6.464749e+00
1.352439346154020e-05	6.471539e+00
1.353592716978509e-05	6.484350e+00
1.354417163129783e-05	6.493370e+00
1.355881111915120e-05	6.509025e+00
1.355894190010169e-05	6.509161e+00
1.355920346200267e-05	6.509429e+00
1.355972658580463e-05	6.509972e+00
1.356009994300491e-05	6.510364e+00
1.356043819707278e-05	6.510721e+00
1.356076330208775e-05	6.511067e+00
1.356111182864741e-05	6.511442e+00
1.356180888176674e-05	6.512196e+00
1.356254526650404e-05	6.513000e+00
1.356353265734343e-05	6.514087e+00
1.356550743902220e-05	6.516283e+00
1.356849786788243e-05	6.519628e+00
1.356921570785178e-05	6.520434e+00
1.356985648870158e-05	6.521155e+00
1.357056552714392e-05	6.521953e+00
1.357158081626266e-05	6.523096e+00
1.357403117035279e-05	6.525852e+00
1.357775358900654e-05	6.530033e+00
1.358458454536682e-05	6.537669e+00
1.359083135953822e-05	6.544611e+00
1.360153719850221e-05	6.556425e+00
1.362248490549407e-05	6.579326e+00
1.366438031947778e-05	6.624576e+00
1.373235288405884e-05	6.696760e+00
1.383000913405884e-05	6.798136e+00
1.392766538405884e-05	6.896558e+00
1.402532163405885e-05	6.990499e+00
1.412297788405885e-05	7.075831e+00
1.422063413405885e-05	7.145480e+00
1.431829038405885e-05	7.191393e+00
1.441594663405886e-05	7.206343e+00
1.451360288405886e-05	7.184855e+00
1.461125913405886e-05	7.128302e+00
1.466025136719943e-05	7.084677e+00
1.469989431721036e-05	7.041558e+00
1.472360869953732e-05	7.014463e+00
1.475328443076245e-05	6.980287e+00
1.479530951476965e-05	6.931814e+00
1.483774934686541e-05	6.882844e+00
1.490487380271038e-05	6.805371e+00
1.497643853252458e-05	6.722728e+00
1.507409478252458e-05	6.609899e+00
1.508034705730033e-05	6.602673e+00
1.509285160685183e-05	6.588220e+00
1.511786070595483e-05	6.559317e+00
1.514781422355236e-05	6.524702e+00
1.516729149676111e-05	6.502198e+00
1.516827919111332e-05	6.501102e+00
1.517025457981776e-05	6.499078e+00
1.517156752416976e-05	6.497783e+00
1.517311806308074e-05	6.496190e+00
1.517532246802530e-05	6.493787e+00
1.517647965742057e-05	6.492484e+00
1.517714795404296e-05	6.491719e+00
1.517774946427309e-05	6.491024e+00
1.517848632747556e-05	6.490169e+00
1.517923230080852e-05	6.489299e+00
1.518072424747446e-05	6.487551e+00
1.518295659165688e-05	6.484925e+00
1.518470392257976e-05	6.482863e+00
1.518536229404342e-05	6.482086e+00
1.518585052928169e-05	6.481508e+00
1.518639377812846e-05	6.480866e+00
1.518748027582200e-05	6.479582e+00
1.519027831033257e-05	6.476275e+00
1.519256195388444e-05	6.473580e+00
1.519562178605290e-05	6.469976e+00
1.520739130831983e-05	6.456183e+00
1.522058694580213e-05	6.440824e+00
1.524660537966337e-05	6.410682e+00
1.528663681515945e-05	6.364461e+00
1.536669968615160e-05	6.272221e+00
1.546435593615160e-05	6.159946e+00
1.556201218615160e-05	6.048006e+00
1.565966843615160e-05	5.936529e+00
1.585498093615161e-05	5.715655e+00
1.605029343615162e-05	5.499246e+00
1.624560593615162e-05	5.290108e+00
1.634326218615162e-05	5.189260e+00
1.644091843615163e-05	5.091479e+00
1.653857468615163e-05	4.998418e+00
1.663623093615163e-05	4.914842e+00
1.673388718615163e-05	4.848671e+00
1.683154343615164e-05	4.809196e+00
1.692919968615164e-05	4.805609e+00
1.702685593615164e-05	4.840582e+00
1.708261323163235e-05	4.881021e+00
1.711807810224006e-05	4.916766e+00
1.715500575848090e-05	4.958961e+00
1.716986128909100e-05	4.976565e+00
1.719189542142522e-05	5.002945e+00
1.721710162594841e-05	5.033132e+00
1.724798971870732e-05	5.070093e+00
1.729766879778096e-05	5.129495e+00
1.734259325572053e-05	5.183207e+00
1.743244217159965e-05	5.290679e+00
1.751884235920800e-05	5.394065e+00
1.761649860920801e-05	5.510880e+00
1.771415485920801e-05	5.627526e+00
1.781181110920801e-05	5.743879e+00
1.790946735920802e-05	5.859816e+00
1.800712360920802e-05	5.975185e+00
1.810477985920802e-05	6.089774e+00
1.820243610920802e-05	6.203291e+00
1.830009235920803e-05	6.315401e+00
1.839774860920803e-05	6.426022e+00
1.845014662395965e-05	6.484691e+00
1.846235365520964e-05	6.498069e+00
1.847193168878717e-05	6.508218e+00
1.847199282360385e-05	6.508280e+00
1.847211509323722e-05	6.508400e+00
1.847226305301524e-05	6.508547e+00
1.847245173541735e-05	6.508736e+00
1.847265687857962e-05	6.508942e+00
1.847286141425343e-05	6.509149e+00
1.847324405414611e-05	6.509542e+00
1.847380716933979e-05	6.510128e+00
1.847442210970720e-05	6.510778e+00
1.847565199044202e-05	6.512105e+00
1.847795399314509e-05	6.514630e+00
1.847998698158643e-05	6.516887e+00
1.848071256897084e-05	6.517699e+00
1.848160471206843e-05	6.518701e+00
1.848197577569077e-05	6.519117e+00
1.848259603063051e-05	6.519815e+00
1.848383654050998e-05	6.521212e+00
1.848631683699515e-05	6.524004e+00
1.849127742996548e-05	6.529577e+00
1.849956400295826e-05	6.538832e+00
1.851613714894384e-05	6.557163e+00
1.854106073008846e-05	6.584407e+00
1.858587801239446e-05	6.632709e+00
1.866202788028898e-05	6.713317e+00
1.875968413028899e-05	6.814262e+00
1.885734038028899e-05	6.912117e+00
1.895499663028899e-05	7.005157e+00
1.905265288028900e-05	7.088748e+00
1.915030913028900e-05	7.155441e+00
1.924796538028900e-05	7.197195e+00
1.934562163028900e-05	7.207015e+00
1.944327788028901e-05	7.179826e+00
1.954093413028901e-05	7.117803e+00
1.958945417729873e-05	7.072496e+00
1.963956034491369e-05	7.016901e+00
1.966274906572199e-05	6.990265e+00
1.969459356546721e-05	6.953522e+00
1.973974009660775e-05	6.901420e+00
1.979061643633263e-05	6.842700e+00
1.987835563272673e-05	6.741395e+00
1.996847671286948e-05	6.637283e+00
2.006613296286948e-05	6.524642e+00
2.010756265967555e-05	6.477153e+00
2.010798195136994e-05	6.476676e+00
2.010882053475870e-05	6.475720e+00
2.010934566516309e-05	6.475119e+00
2.010967623126380e-05	6.474739e+00
2.011013153430632e-05	6.474214e+00
2.011071776088330e-05	6.473535e+00
2.011143204480867e-05	6.472705e+00
2.011263493347465e-05	6.471304e+00
2.011479292487947e-05	6.468780e+00
2.011910890768910e-05	6.463722e+00
2.012556510062899e-05	6.456161e+00
2.013847748650876e-05	6.441097e+00
2.015719474975672e-05	6.419373e+00
2.019462927625262e-05	6.376102e+00
2.024050678164595e-05	6.323199e+00
2.033226179243262e-05	6.217597e+00
2.052757429243263e-05	5.993738e+00
2.072288679243263e-05	5.772064e+00
2.091819929243264e-05	5.554273e+00
2.111351179243264e-05	5.342962e+00
2.121116804243265e-05	5.240726e+00
2.130882429243265e-05	5.141315e+00
2.140648054243265e-05	5.045682e+00
2.150413679243266e-05	4.956904e+00
2.160179304243266e-05	4.881348e+00
2.169944929243266e-05	4.827794e+00
2.179710554243266e-05	4.805655e+00
2.189476179243267e-05	4.823481e+00
2.199241804243267e-05	4.880939e+00
2.203836518381453e-05	4.923731e+00
2.207370617935422e-05	4.963951e+00
2.209117545096942e-05	4.984752e+00
2.211521343102252e-05	5.013557e+00
2.214266696260845e-05	5.046441e+00
2.217126856665054e-05	5.080665e+00
2.221200414981538e-05	5.129372e+00
2.225662837642066e-05	5.182723e+00
2.232884897901400e-05	5.269098e+00
2.240435365283499e-05	5.359442e+00
2.250200990283500e-05	5.476278e+00
2.259966615283500e-05	5.592983e+00
2.269732240283500e-05	5.709434e+00
2.279497865283501e-05	5.825508e+00
2.289263490283501e-05	5.941064e+00
2.299029115283501e-05	6.055911e+00
2.308794740283501e-05	6.169778e+00
2.318560365283502e-05	6.282339e+00
2.328325990283502e-05	6.393725e+00
2.329853369880860e-05	6.410933e+00
2.331889876010672e-05	6.433749e+00
2.335962888270295e-05	6.479180e+00
2.337697909080847e-05	6.498251e+00
2.338768935595370e-05	6.509665e+00
2.338777948053861e-05	6.509756e+00
2.338795972970842e-05	6.509936e+00
2.338832022804804e-05	6.510300e+00
2.338877836587524e-05	6.510770e+00
2.338969464152964e-05	6.511732e+00
2.339148464842467e-05	6.513660e+00
2.339464713854390e-05	6.517131e+00
2.339479743986058e-05	6.517298e+00
2.339499784161615e-05	6.517522e+00
2.339523191499010e-05	6.517784e+00
2.339554698524987e-05	6.518137e+00
2.339575910200000e-05	6.518374e+00
2.339601535654355e-05	6.518661e+00
2.339651449524847e-05	6.519221e+00
2.339787999210006e-05	6.520755e+00
2.339904666324369e-05	6.522068e+00
2.340071421170689e-05	6.523945e+00
2.340336113741034e-05	6.526924e+00
2.340692437332358e-05	6.530926e+00
2.341269740155090e-05	6.537384e+00
2.342181329721764e-05	6.547509e+00
2.344004508855112e-05	6.567553e+00
2.347650867121807e-05	6.607194e+00
2.351694963918591e-05	6.650555e+00
2.359783157512158e-05	6.735671e+00
2.369548782512158e-05	6.835968e+00
2.379314407512158e-05	6.932913e+00
2.389080032512159e-05	7.024281e+00
2.398845657512159e-05	7.104758e+00
2.408611282512159e-05	7.166554e+00
2.418376907512160e-05	7.201728e+00
2.428142532512160e-05	7.203649e+00
2.437908157512160e-05	7.168894e+00
2.446541347588918e-05	7.108523e+00
2.451185029779763e-05	7.063490e+00
2.456020875219426e-05	7.009555e+00
2.458013653019330e-05	6.986671e+00
2.461651812483911e-05	6.944701e+00
2.465865618025927e-05	6.896074e+00
2.471716866305119e-05	6.828536e+00
2.481482491305119e-05	6.715766e+00
2.491248116305120e-05	6.602939e+00
2.496157289024901e-05	6.546206e+00
2.496309876915527e-05	6.544442e+00
2.496615052696777e-05	6.540915e+00
2.497225404259277e-05	6.533863e+00
2.498358665234846e-05	6.520768e+00
2.498660549702263e-05	6.517279e+00
2.499063062325487e-05	6.512629e+00
2.499868087571932e-05	6.503476e+00
2.500522653614691e-05	6.496312e+00
2.500922045049163e-05	6.491983e+00
2.501134963495009e-05	6.489582e+00
2.501328276563126e-05	6.487329e+00
2.501479695607044e-05	6.485552e+00
2.501650530627841e-05	6.483540e+00
2.501763015351746e-05	6.482213e+00
2.501808033196315e-05	6.481681e+00
2.501849672134566e-05	6.481189e+00
2.501942168809344e-05	6.480096e+00
2.502001988207909e-05	6.479389e+00
2.502064688119598e-05	6.478648e+00
2.502141229637369e-05	6.477744e+00
2.502230833978043e-05	6.476685e+00
2.502336927063968e-05	6.475432e+00
2.502466777771991e-05	6.473900e+00
2.502622494123562e-05	6.472063e+00
2.502813751798880e-05	6.469810e+00
2.503068021650624e-05	6.466819e+00
2.503422065507177e-05	6.462664e+00
2.503958852202366e-05	6.456383e+00
2.504850758193445e-05	6.445988e+00
2.506524087761254e-05	6.426571e+00
2.509870746896871e-05	6.387881e+00
2.515127567222040e-05	6.327257e+00
2.524893192222040e-05	6.214858e+00
2.534658817222041e-05	6.102736e+00
2.544424442222041e-05	5.991015e+00
2.563955692222041e-05	5.769376e+00
2.583486942222042e-05	5.551647e+00
2.603018192222042e-05	5.340435e+00
2.612783817222043e-05	5.238262e+00
2.622549442222043e-05	5.138926e+00
2.632315067222043e-05	5.043410e+00
2.642080692222044e-05	4.954872e+00
2.651846317222044e-05	4.879758e+00
2.661611942222044e-05	4.826880e+00
2.671377567222044e-05	4.805646e+00
2.681143192222045e-05	4.824552e+00
2.690908817222045e-05	4.883084e+00
2.695498741638723e-05	4.926204e+00
2.699184377201830e-05	4.968281e+00
2.700918111772803e-05	4.988938e+00
2.703350802841112e-05	5.018092e+00
2.706077972122949e-05	5.050754e+00
2.709101310508399e-05	5.086926e+00
2.713400947302032e-05	5.138335e+00
2.718124102605381e-05	5.194806e+00
2.725996679629370e-05	5.288972e+00
2.734170057860733e-05	5.386772e+00
2.743935682860734e-05	5.503588e+00
2.753701307860734e-05	5.620245e+00
2.763466932860734e-05	5.736619e+00
2.773232557860735e-05	5.852585e+00
2.782998182860735e-05	5.967996e+00
2.792763807860735e-05	6.082641e+00
2.802529432860735e-05	6.196235e+00
2.812295057860736e-05	6.308441e+00
2.822060682860736e-05	6.419178e+00
2.827301697449511e-05	6.477970e+00
2.827454285340136e-05	6.479669e+00
2.827759461121386e-05	6.483056e+00
2.828369812683886e-05	6.489824e+00
2.829073498876817e-05	6.497478e+00
2.829626576240612e-05	6.503221e+00
2.829981076573715e-05	6.506838e+00
2.830165956173594e-05	6.508805e+00
2.830334764221181e-05	6.510670e+00
2.830461623629315e-05	6.512085e+00
2.830605176508023e-05	6.513696e+00
2.830875570684355e-05	6.516739e+00
2.830880771212134e-05	6.516798e+00
2.830891172267692e-05	6.516915e+00
2.830907756706470e-05	6.517102e+00
2.830927007020919e-05	6.517319e+00
2.830944571492495e-05	6.517518e+00
2.830964406927023e-05	6.517742e+00
2.831004077796079e-05	6.518189e+00
2.831249016382822e-05	6.520953e+00
2.831425827323563e-05	6.522946e+00
2.831738534410854e-05	6.526464e+00
2.832173038224871e-05	6.531335e+00
2.832973762910304e-05	6.540260e+00
2.834197253433292e-05	6.553782e+00
2.836644234479269e-05	6.580537e+00
2.840995218867114e-05	6.627512e+00
2.847770590558780e-05	6.699415e+00
2.857536215558780e-05	6.800713e+00
2.867301840558781e-05	6.899050e+00
2.877067465558781e-05	6.992868e+00
2.886833090558781e-05	7.077956e+00
2.896598715558781e-05	7.147175e+00
2.906364340558782e-05	7.192469e+00
2.916129965558782e-05	7.206647e+00
2.925895590558782e-05	7.184285e+00
2.935661215558783e-05	7.126852e+00
2.940523638908083e-05	7.083152e+00
2.944534753407075e-05	7.039295e+00
2.946842127633910e-05	7.012881e+00
2.949757023338396e-05	6.979294e+00
2.954209332178855e-05	6.927932e+00
2.958374608903787e-05	6.879868e+00
2.965212464094938e-05	6.800945e+00
2.972415811931265e-05	6.717759e+00
2.982181436931265e-05	6.604924e+00
2.986107786317303e-05	6.559548e+00
2.989598072845678e-05	6.519214e+00
2.990470644477771e-05	6.509243e+00
2.992215787741959e-05	6.489638e+00
2.992225801193499e-05	6.489528e+00
2.992245828096580e-05	6.489310e+00
2.992274142622334e-05	6.489000e+00
2.992299579577250e-05	6.488720e+00
2.992326963224006e-05	6.488417e+00
2.992381730517518e-05	6.487804e+00
2.992461034305280e-05	6.486908e+00
2.992542324361778e-05	6.485981e+00
2.992653643192741e-05	6.484699e+00
2.992777046740507e-05	6.483265e+00
2.993023853836040e-05	6.480381e+00
2.993065797180214e-05	6.479888e+00
2.993149683868563e-05	6.478902e+00
2.993183586009748e-05	6.478503e+00
2.993220099033630e-05	6.478073e+00
2.993300600770637e-05	6.477125e+00
2.993496132471380e-05	6.474821e+00
2.993714713521798e-05	6.472245e+00
2.994066018332082e-05	6.468108e+00
2.994676416985548e-05	6.460940e+00
2.995215339776443e-05	6.454635e+00
2.996118103381959e-05	6.444114e+00
2.997794140290928e-05	6.424667e+00
3.001146214108868e-05	6.385913e+00
3.005848303339168e-05	6.331683e+00
3.015252481799767e-05	6.223432e+00
3.025018106799767e-05	6.111286e+00
3.034783731799767e-05	5.999530e+00
3.054314981799768e-05	5.777781e+00
3.073846231799768e-05	5.559860e+00
3.093377481799769e-05	5.348342e+00
3.103143106799769e-05	5.245971e+00
3.112908731799769e-05	5.146402e+00
3.122674356799770e-05	5.050522e+00
3.132439981799770e-05	4.961232e+00
3.142205606799770e-05	4.884732e+00
3.151971231799771e-05	4.829736e+00
3.161736856799771e-05	4.805659e+00
3.171502481799771e-05	4.821165e+00
3.181268106799771e-05	4.876317e+00
3.185872217139989e-05	4.918396e+00
3.189149057315965e-05	4.955439e+00
3.190913740223032e-05	4.976422e+00
3.193264825889941e-05	5.004587e+00
3.196077335178104e-05	5.038281e+00
3.198663745420315e-05	5.069235e+00
3.202379933711877e-05	5.113674e+00
3.206426215303842e-05	5.162046e+00
3.212671679442510e-05	5.236727e+00
3.219288229828153e-05	5.315885e+00
3.229053854828153e-05	5.432739e+00
3.238819479828153e-05	5.549509e+00
3.248585104828153e-05	5.666069e+00
3.258350729828154e-05	5.782298e+00
3.268116354828154e-05	5.898066e+00
3.277881979828154e-05	6.013205e+00
3.287647604828155e-05	6.127474e+00
3.297413229828155e-05	6.240564e+00
3.307178854828155e-05	6.352135e+00
3.316944479828155e-05	6.461977e+00
3.321168786779985e-05	6.508679e+00
3.321217215290628e-05	6.509207e+00
3.321314072311915e-05	6.510262e+00
3.321366896379540e-05	6.510841e+00
3.321421613746160e-05	6.511444e+00
3.321453223273268e-05	6.511792e+00
3.321491886190772e-05	6.512220e+00
3.321569212025781e-05	6.513079e+00
3.321702956920845e-05	6.514569e+00
3.321916350861838e-05	6.516953e+00
3.322343138743824e-05	6.521728e+00
3.322968713474707e-05	6.528710e+00
3.324219862936474e-05	6.542588e+00
3.326115362264017e-05	6.563414e+00
3.329906360919103e-05	6.604613e+00
3.334439017424096e-05	6.653170e+00
3.343504330434083e-05	6.748390e+00
3.353269955434083e-05	6.848358e+00
3.363035580434083e-05	6.944690e+00
3.372801205434084e-05	7.034810e+00
3.382566830434084e-05	7.113021e+00
3.392332455434084e-05	7.171442e+00
3.402098080434084e-05	7.202244e+00
3.411863705434085e-05	7.199033e+00
3.421629330434085e-05	7.160241e+00
3.428679334480004e-05	7.109057e+00
3.433008785418537e-05	7.066576e+00
3.437522748264273e-05	7.016392e+00
3.439461315541662e-05	6.994174e+00
3.443094749880999e-05	6.952282e+00
3.447085032519388e-05	6.906244e+00
3.452754108081703e-05	6.840816e+00
3.461301566235545e-05	6.742127e+00
3.471027563701950e-05	6.629771e+00
3.480793188701950e-05	6.517151e+00
3.484369160585465e-05	6.476222e+00
