Freq.	V(vf)
6.02559586074359e+01	(5.40490486713435e+01dB,1.67696135592584e+02°)
6.30957344480195e+01	(5.40302013745009e+01dB,1.67134947541926e+02°)
6.60693448007598e+01	(5.40096293101190e+01dB,1.66549961534708e+02°)
6.91830970918938e+01	(5.39871839405255e+01dB,1.65940419866811e+02°)
7.24435960074992e+01	(5.39627056948272e+01dB,1.65305576120177e+02°)
7.58577575029186e+01	(5.39360234755711e+01dB,1.64644701061928e+02°)
7.94328234724284e+01	(5.39069542128315e+01dB,1.63957089258665e+02°)
8.31763771102674e+01	(5.38753024746908e+01dB,1.63242066446850e+02°)
8.70963589956084e+01	(5.38408601537743e+01dB,1.62498997676293e+02°)
9.12010839355913e+01	(5.38034062506550e+01dB,1.61727296230822e+02°)
9.54992586021439e+01	(5.37627067725938e+01dB,1.60926433321695e+02°)
1.00000000000000e+02	(5.37185147765436e+01dB,1.60095948509939e+02°)
1.04712854805090e+02	(5.36705705767350e+01dB,1.59235460808491e+02°)
1.09647819614319e+02	(5.36186021441568e+01dB,1.58344680373040e+02°)
1.14815362149689e+02	(5.35623257260688e+01dB,1.57423420653448e+02°)
1.20226443461742e+02	(5.35014467092838e+01dB,1.56471610848267e+02°)
1.25892541179417e+02	(5.34356607505399e+01dB,1.55489308461564e+02°)
1.31825673855641e+02	(5.33646551980707e+01dB,1.54476711707043e+02°)
1.38038426460289e+02	(5.32881108132519e+01dB,1.53434171492959e+02°)
1.44543977074593e+02	(5.32057038122012e+01dB,1.52362202630315e+02°)
1.51356124843621e+02	(5.31171082172516e+01dB,1.51261493938800e+02°)
1.58489319246112e+02	(5.30219985199975e+01dB,1.50132916832312e+02°)
1.65958690743757e+02	(5.29200526299934e+01dB,1.48977532003072e+02°)
1.73780082874938e+02	(5.28109550794682e+01dB,1.47796593796328e+02°)
1.81970085860999e+02	(5.26944004393367e+01dB,1.46591551890795e+02°)
1.90546071796326e+02	(5.25700968865341e+01dB,1.45364049946612e+02°)
1.99526231496889e+02	(5.24377698508149e+01dB,1.44115920941043e+02°)
2.08929613085405e+02	(5.22971656612197e+01dB,1.42849178979174e+02°)
2.18776162394956e+02	(5.21480550971373e+01dB,1.41566007497772e+02°)
2.29086765276778e+02	(5.19902367510850e+01dB,1.40268743863919e+02°)
2.39883291901950e+02	(5.18235401005283e+01dB,1.38959860540099e+02°)
2.51188643150959e+02	(5.16478281976825e+01dB,1.37641943079699e+02°)
2.63026799189540e+02	(5.14629998877558e+01dB,1.36317665379720e+02°)
2.75422870333818e+02	(5.12689914800705e+01dB,1.34989762732728e+02°)
2.88403150312662e+02	(5.10657778170001e+01dB,1.33661003297173e+02°)
3.01995172040203e+02	(5.08533727016415e+01dB,1.32334158701817e+02°)
3.16227766016840e+02	(5.06318286674102e+01dB,1.31011974545630e+02°)
3.31131121482593e+02	(5.04012361007909e+01dB,1.29697141527814e+02°)
3.46736850452534e+02	(5.01617217468566e+01dB,1.28392267941367e+02°)
3.63078054770104e+02	(4.99134466488664e+01dB,1.27099854197891e+02°)
3.80189396320564e+02	(4.96566035936658e+01dB,1.25822269939347e+02°)
3.98107170553500e+02	(4.93914141464129e+01dB,1.24561734192815e+02°)
4.16869383470338e+02	(4.91181253671122e+01dB,1.23320298901113e+02°)
4.36515832240169e+02	(4.88370063080312e+01dB,1.22099836009183e+02°)
4.57088189614878e+02	(4.85483443893296e+01dB,1.20902028167412e+02°)
4.78630092322641e+02	(4.82524417455451e+01dB,1.19728362995586e+02°)
5.01187233627276e+02	(4.79496116300982e+01dB,1.18580130718135e+02°)
5.24807460249776e+02	(4.76401749509477e+01dB,1.17458424929510e+02°)
5.49540873857628e+02	(4.73244570014725e+01dB,1.16364146145866e+02°)
5.75439937337161e+02	(4.70027844350543e+01dB,1.15298007779788e+02°)
6.02559586074362e+02	(4.66754825191600e+01dB,1.14260544144208e+02°)
6.30957344480198e+02	(4.63428726933648e+01dB,1.13252120066364e+02°)
6.60693448007601e+02	(4.60052704414826e+01dB,1.12272941736370e+02°)
6.91830970918941e+02	(4.56629834796329e+01dB,1.11323068414096e+02°)
7.24435960074995e+02	(4.53163102532198e+01dB,1.10402424652077e+02°)
7.58577575029189e+02	(4.49655387282371e+01dB,1.09510812741203e+02°)
7.94328234724287e+02	(4.46109454578475e+01dB,1.08647925117307e+02°)
8.31763771102677e+02	(4.42527949011663e+01dB,1.07813356515579e+02°)
8.70963589956087e+02	(4.38913389691663e+01dB,1.07006615698938e+02°)
9.12010839355917e+02	(4.35268167717354e+01dB,1.06227136622623e+02°)
9.54992586021443e+02	(4.31594545397028e+01dB,1.05474288936881e+02°)
1.00000000000001e+03	(4.27894656962224e+01dB,1.04747387765343e+02°)
1.04712854805091e+03	(4.24170510540726e+01dB,1.04045702706279e+02°)
1.09647819614319e+03	(4.20423991159841e+01dB,1.03368466051523e+02°)
1.14815362149689e+03	(4.16656864580714e+01dB,1.02714880216605e+02°)
1.20226443461742e+03	(4.12870781780516e+01dB,1.02084124400671e+02°)
1.25892541179418e+03	(4.09067283924182e+01dB,1.01475360498660e+02°)
1.31825673855642e+03	(4.05247807683646e+01dB,1.00887738308802e+02°)
1.38038426460290e+03	(4.01413690788719e+01dB,1.00320400068458e+02°)
1.44543977074594e+03	(3.97566177707050e+01dB,9.97724843693778e+01°)
1.51356124843622e+03	(3.93706425372693e+01dB,9.92431294913244e+01°)
1.58489319246113e+03	(3.89835508893622e+01dB,9.87314762073207e+01°)
1.65958690743757e+03	(3.85954427185413e+01dB,9.82366701040586e+01°)
1.73780082874939e+03	(3.82064108490769e+01dB,9.77578634570689e+01°)
1.81970085861000e+03	(3.78165415751932e+01dB,9.72942167096879e+01°)
1.90546071796326e+03	(3.74259151815822e+01dB,9.68448995883308e+01°)
1.99526231496890e+03	(3.70346064456738e+01dB,9.64090918941131e+01°)
2.08929613085406e+03	(3.66426851209430e+01dB,9.59859840009783e+01°)
2.18776162394957e+03	(3.62502164010456e+01dB,9.55747770893684e+01°)
2.29086765276779e+03	(3.58572613649038e+01dB,9.51746831457301e+01°)
2.39883291901951e+03	(3.54638774034192e+01dB,9.47849247464860e+01°)
2.51188643150960e+03	(3.50701186287098e+01dB,9.44047346447593e+01°)
2.63026799189541e+03	(3.46760362668331e+01dB,9.40333551845084e+01°)
2.75422870333819e+03	(3.42816790354440e+01dB,9.36700375465595e+01°)
2.88403150312663e+03	(3.38870935077373e+01dB,9.33140408421524e+01°)
3.01995172040204e+03	(3.34923244641798e+01dB,9.29646310630839e+01°)
3.16227766016841e+03	(3.30974152337269e+01dB,9.26210798872554e+01°)
3.31131121482594e+03	(3.27024080260022e+01dB,9.22826633531445e+01°)
3.46736850452535e+03	(3.23073442563115e+01dB,9.19486603885033e+01°)
3.63078054770105e+03	(3.19122648649252e+01dB,9.16183512057507e+01°)
3.80189396320565e+03	(3.15172106324559e+01dB,9.12910155445036e+01°)
3.98107170553501e+03	(3.11222224927878e+01dB,9.09659307627725e+01°)
4.16869383470339e+03	(3.07273418451635e+01dB,9.06423697591471e+01°)
4.36515832240170e+03	(3.03326108668268e+01dB,9.03195987134911e+01°)
4.57088189614880e+03	(2.99380728275547e+01dB,8.99968746273044e+01°)
4.78630092322643e+03	(2.95437724072298e+01dB,8.96734426412205e+01°)
5.01187233627277e+03	(2.91497560174313e+01dB,8.93485331044247e+01°)
5.24807460249778e+03	(2.87560721277505e+01dB,8.90213583634770e+01°)
5.49540873857630e+03	(2.83627715972275e+01dB,8.86911092369754e+01°)
5.75439937337163e+03	(2.79699080109182e+01dB,8.83569511333907e+01°)
6.02559586074364e+03	(2.75775380210835e+01dB,8.80180197648707e+01°)
6.30957344480200e+03	(2.71857216918740e+01dB,8.76734164034193e+01°)
6.60693448007603e+03	(2.67945228455948e+01dB,8.73222026172808e+01°)
6.91830970918944e+03	(2.64040094076581e+01dB,8.69633944167930e+01°)
7.24435960074998e+03	(2.60142537460996e+01dB,8.65959557309059e+01°)
7.58577575029192e+03	(2.56253330000190e+01dB,8.62187911232951e+01°)
7.94328234724290e+03	(2.52373293894130e+01dB,8.58307376473299e+01°)
8.31763771102680e+03	(2.48503304965163e+01dB,8.54305557250279e+01°)
8.70963589956090e+03	(2.44644295058608e+01dB,8.50169189236142e+01°)
9.12010839355919e+03	(2.40797253866765e+01dB,8.45884024857496e+01°)
9.54992586021446e+03	(2.36963229968033e+01dB,8.41434704584480e+01°)
1.00000000000001e+04	(2.33143330818061e+01dB,8.36804612464570e+01°)
1.04712854805091e+04	(2.29338721362519e+01dB,8.31975714024685e+01°)
1.09647819614320e+04	(2.25550620858160e+01dB,8.26928374535881e+01°)
1.14815362149690e+04	(2.21780297387007e+01dB,8.21641155484178e+01°)
1.20226443461743e+04	(2.18029059424169e+01dB,8.16090587059385e+01°)
1.25892541179418e+04	(2.14298243668295e+01dB,8.10250914455675e+01°)
1.31825673855642e+04	(2.10589198158499e+01dB,8.04093815886763e+01°)
1.38038426460290e+04	(2.06903259479354e+01dB,7.97588090523131e+01°)
1.44543977074594e+04	(2.03241722586888e+01dB,7.90699315069222e+01°)
1.51356124843623e+04	(1.99605801469325e+01dB,7.83389468591505e+01°)
1.58489319246113e+04	(1.95996578480213e+01dB,7.75616526601556e+01°)
1.65958690743758e+04	(1.92414939745107e+01dB,7.67334027449049e+01°)
1.73780082874940e+04	(1.88861493548223e+01dB,7.58490617172355e+01°)
1.81970085861000e+04	(1.85336468062114e+01dB,7.49029583256673e+01°)
1.90546071796327e+04	(1.81839584215979e+01dB,7.38888393868860e+01°)
1.99526231496890e+04	(1.78369898955872e+01dB,7.27998267545925e+01°)
2.08929613085406e+04	(1.74925613716790e+01dB,7.16283809650730e+01°)
2.18776162394958e+04	(1.71503842745869e+01dB,7.03662766980659e+01°)
2.29086765276780e+04	(1.68100336208058e+01dB,6.90045971376158e+01°)
2.39883291901952e+04	(1.64709154103900e+01dB,6.75337567590821e+01°)
2.51188643150961e+04	(1.61322289414376e+01dB,6.59435650043081e+01°)
2.63026799189541e+04	(1.57929243201000e+01dB,6.42233466221101e+01°)
2.75422870333820e+04	(1.54516561446359e+01dB,6.23621378363031e+01°)
2.88403150312664e+04	(1.51067354114558e+01dB,6.03489803098967e+01°)
3.01995172040205e+04	(1.47560832034399e+01dB,5.81733359896060e+01°)
3.16227766016842e+04	(1.43971917006712e+01dB,5.58256435885025e+01°)
3.31131121482595e+04	(1.40271004032936e+01dB,5.32980293176223e+01°)
3.46736850452536e+04	(1.36423978540392e+01dB,5.05851677330211e+01°)
3.63078054770106e+04	(1.32392609439839e+01dB,4.76852608562412e+01°)
3.80189396320566e+04	(1.28135440465911e+01dB,4.46010646329175e+01°)
3.98107170553502e+04	(1.23609274454605e+01dB,4.13408450658862e+01°)
4.16869383470341e+04	(1.18771276135432e+01dB,3.79191020848114e+01°)
4.36515832240172e+04	(1.13581605383757e+01dB,3.43568742892975e+01°)
4.57088189614881e+04	(1.08006348775517e+01dB,3.06814522737062e+01°)
4.78630092322645e+04	(1.02020379127060e+01dB,2.69253970585519e+01°)
5.01187233627279e+04	(9.56096929715025e+00dB,2.31248810436490e+01°)
5.24807460249780e+04	(8.87728024990692e+00dB,1.93175153573413e+01°)
5.49540873857632e+04	(8.15209069271683e+00dB,1.55399534348420e+01°)
5.75439937337165e+04	(7.38768044328124e+00dB,1.18256194097905e+01°)
6.02559586074366e+04	(6.58727550170480e+00dB,8.20287796935349e+00°)
6.30957344480202e+04	(5.75476860100562e+00dB,4.69385252750950e+00°)
6.60693448007605e+04	(4.89441963794962e+00dB,1.31395282676693e+00°)
6.91830970918946e+04	(4.01057646520857e+00dB,-1.92795980447757e+00°)
7.24435960075000e+04	(3.10744389229633e+00dB,-5.02892757357226e+00°)
7.58577575029194e+04	(2.18891399812765e+00dB,-7.99096008783020e+00°)
7.94328234724293e+04	(1.25845827512064e+00dB,-1.08199804609796e+01°)
8.31763771102683e+04	(3.19073789217094e-01dB,-1.35247867468784e+01°)
8.70963589956093e+04	(-6.26728430940942e-01dB,-1.61161143305062e+01°)
9.12010839355923e+04	(-1.57690518071740e+00dB,-1.86058427056809e+01°)
9.54992586021450e+04	(-2.52984404085920e+00dB,-2.10063586429883e+01°)
1.00000000000001e+05	(-3.48431622131948e+00dB,-2.33300677152280e+01°)
1.04712854805091e+05	(-4.43942558744430e+00dB,-2.55890355417392e+01°)
1.09647819614320e+05	(-5.39455805614758e+00dB,-2.77947361826660e+01°)
1.14815362149690e+05	(-6.34933389025732e+00dB,-2.99578853073019e+01°)
1.20226443461743e+05	(-7.30356421684601e+00dB,-3.20883381372228e+01°)
1.25892541179419e+05	(-8.25721228402199e+00dB,-3.41950354217736e+01°)
1.31825673855643e+05	(-9.21035946154278e+00dB,-3.62859840666361e+01°)
1.38038426460291e+05	(-1.01631756997340e+01dB,-3.83682621006078e+01°)
1.44543977074595e+05	(-1.11158940188542e+01dB,-4.04480402657413e+01°)
1.51356124843623e+05	(-1.20687885550434e+01dB,-4.25306146118068e+01°)
1.58489319246114e+05	(-1.30221557012488e+01dB,-4.46204461108208e+01°)
1.65958690743759e+05	(-1.39762979266882e+01dB,-4.67212045375585e+01°)
1.73780082874940e+05	(-1.49315099193238e+01dB,-4.88358147615927e+01°)
1.81970085861001e+05	(-1.58880667613353e+01dB,-5.09665042321493e+01°)
1.90546071796328e+05	(-1.68462139111034e+01dB,-5.31148508650422e+01°)
1.99526231496891e+05	(-1.78061588223082e+01dB,-5.52818308119675e+01°)
2.08929613085407e+05	(-1.87680640790772e+01dB,-5.74678657483071e+01°)
2.18776162394959e+05	(-1.97320419644002e+01dB,-5.96728693892307e+01°)
2.29086765276781e+05	(-2.06981504068406e+01dB,-6.18962929660603e+01°)
2.39883291901953e+05	(-2.16663902680998e+01dB,-6.41371693869572e+01°)
2.51188643150962e+05	(-2.26367039418543e+01dB,-6.63941557915276e+01°)
2.63026799189542e+05	(-2.36089752336593e+01dB,-6.86655741984982e+01°)
2.75422870333821e+05	(-2.45830304838444e+01dB,-7.09494499543634e+01°)
2.88403150312665e+05	(-2.55586408819372e+01dB,-7.32435477227521e+01°)
3.01995172040206e+05	(-2.65355259038163e+01dB,-7.55454048128693e+01°)
3.16227766016843e+05	(-2.75133577833152e+01dB,-7.78523617279061e+01°)
3.31131121482596e+05	(-2.84917669099000e+01dB,-8.01615899166045e+01°)
3.46736850452537e+05	(-2.94703480248066e+01dB,-8.24701168232772e+01°)
3.63078054770107e+05	(-3.04486670708186e+01dB,-8.47748484448284e+01°)
3.80189396320567e+05	(-3.14262685366569e+01dB,-8.70725897064436e+01°)
3.98107170553504e+05	(-3.24026831264580e+01dB,-8.93600630498932e+01°)
4.16869383470342e+05	(-3.33774355785397e+01dB,-9.16339256825083e+01°)
4.36515832240173e+05	(-3.43500524559394e+01dB,-9.38907859529860e+01°)
4.57088189614883e+05	(-3.53200697342054e+01dB,-9.61272193017026e+01°)
4.78630092322646e+05	(-3.62870400197615e+01dB,-9.83397841763453e+01°)
5.01187233627281e+05	(-3.72505392447073e+01dB,-1.00525038215042e+02°)
5.24807460249781e+05	(-3.82101727010020e+01dB,-1.02679554883720e+02°)
5.49540873857634e+05	(-3.91655802982105e+01dB,-1.04799940623603e+02°)
5.75439937337167e+05	(-4.01164409537957e+01dB,-1.06882852428149e+02°)
6.02559586074368e+05	(-4.10624760524851e+01dB,-1.08925015638595e+02°)
6.30957344480204e+05	(-4.20034519405591e+01dB,-1.10923241633387e+02°)
6.60693448007607e+05	(-4.29391814507983e+01dB,-1.12874444998387e+02°)
6.91830970918948e+05	(-4.38695244829832e+01dB,-1.14775659707727e+02°)
7.24435960075003e+05	(-4.47943876919787e+01dB,-1.16624053822539e+02°)
7.58577575029197e+05	(-4.57137233593418e+01dB,-1.18416942226769e+02°)
7.94328234724295e+05	(-4.66275275439883e+01dB,-1.20151796962077e+02°)
8.31763771102686e+05	(-4.75358376220201e+01dB,-1.21826254792753e+02°)
8.70963589956096e+05	(-4.84387293348603e+01dB,-1.23438121718387e+02°)
9.12010839355926e+05	(-4.93363134682809e+01dB,-1.24985374249528e+02°)
9.54992586021453e+05	(-5.02287322829549e+01dB,-1.26466157361219e+02°)
1.00000000000002e+06	(-5.11161558103172e+01dB,-1.27878779134268e+02°)
1.04712854805092e+06	(-5.19987781166180e+01dB,-1.29221702179294e+02°)
1.09647819614320e+06	(-5.28768136239854e+01dB,-1.30493532009508e+02°)
1.14815362149690e+06	(-5.37504935612841e+01dB,-1.31693002583247e+02°)
1.20226443461743e+06	(-5.46200626006725e+01dB,-1.32818959275178e+02°)
1.25892541179419e+06	(-5.54857757190976e+01dB,-1.33870339554323e+02°)
1.31825673855643e+06	(-5.63478953083359e+01dB,-1.34846151647764e+02°)
1.38038426460291e+06	(-5.72066885429193e+01dB,-1.35745451449156e+02°)
1.44543977074595e+06	(-5.80624250022636e+01dB,-1.36567317892266e+02°)
1.51356124843624e+06	(-5.89153745310045e+01dB,-1.37310826954041e+02°)
1.58489319246114e+06	(-5.97658053092935e+01dB,-1.37975024384170e+02°)
1.65958690743759e+06	(-6.06139820921021e+01dB,-1.38558897186140e+02°)
1.73780082874941e+06	(-6.14601645631826e+01dB,-1.39061343804804e+02°)
1.81970085861002e+06	(-6.23046057351990e+01dB,-1.39481142912971e+02°)
1.90546071796328e+06	(-6.31475503125735e+01dB,-1.39816920636888e+02°)
1.99526231496892e+06	(-6.39892329174319e+01dB,-1.40067116018967e+02°)
2.08929613085408e+06	(-6.48298760609210e+01dB,-1.40229944486338e+02°)
2.18776162394959e+06	(-6.56696877210246e+01dB,-1.40303359078608e+02°)
2.29086765276782e+06	(-6.65088583624869e+01dB,-1.40285009192782e+02°)
2.39883291901954e+06	(-6.73475572031142e+01dB,-1.40172196636664e+02°)
2.51188643150963e+06	(-6.81859274921679e+01dB,-1.39961828858410e+02°)
2.63026799189543e+06	(-6.90240805194158e+01dB,-1.39650369358274e+02°)
2.75422870333822e+06	(-6.98620880166509e+01dB,-1.39233785516505e+02°)
2.88403150312666e+06	(-7.06999725465572e+01dB,-1.38707494425461e+02°)
3.01995172040208e+06	(-7.15376953972550e+01dB,-1.38066307844517e+02°)
3.16227766016844e+06	(-7.23751414171151e+01dB,-1.37304378169513e+02°)
3.31131121482598e+06	(-7.32121001392286e+01dB,-1.36415148410036e+02°)
3.46736850452538e+06	(-7.40482424694328e+01dB,-1.35391310704790e+02°)
3.63078054770109e+06	(-7.48830921657823e+01dB,-1.34224780002931e+02°)
3.80189396320569e+06	(-7.57159913535680e+01dB,-1.32906692330160e+02°)
3.98107170553505e+06	(-7.65460594499091e+01dB,-1.31427440655169e+02°)
4.16869383470344e+06	(-7.73721451923331e+01dB,-1.29776765811276e+02°)
4.36515832240175e+06	(-7.81927720843451e+01dB,-1.27943925070125e+02°)
4.57088189614884e+06	(-7.90060786274328e+01dB,-1.25917966329514e+02°)
4.78630092322648e+06	(-7.98097563630388e+01dB,-1.23688140406071e+02°)
5.01187233627282e+06	(-8.06009911423886e+01dB,-1.21244485673996e+02°)
5.24807460249783e+06	(-8.13764162212089e+01dB,-1.18578615160942e+02°)
5.49540873857636e+06	(-8.21320895454736e+01dB,-1.15684721889333e+02°)
5.75439937337169e+06	(-8.28635113190670e+01dB,-1.12560788796816e+02°)
6.02559586074370e+06	(-8.35657003458504e+01dB,-1.09209941172076e+02°)
6.30957344480206e+06	(-8.42333467320391e+01dB,-1.05641812873709e+02°)
6.60693448007610e+06	(-8.48610519662007e+01dB,-1.01873722388742e+02°)
6.91830970918951e+06	(-8.54436534380614e+01dB,-9.79313934683155e+01°)
7.24435960075005e+06	(-8.59766096496546e+01dB,-9.38489412407038e+01°)
7.58577575029200e+06	(-8.64563990778070e+01dB,-8.96679117869899e+01°)
7.94328234724298e+06	(-8.68808681164001e+01dB,-8.54353236078401e+01°)
8.31763771102688e+06	(-8.72494611114900e+01dB,-8.12008843982194e+01°)
8.70963589956099e+06	(-8.75632834573641e+01dB,-7.70137743270146e+01°)
9.12010839355929e+06	(-8.78249836889932e+01dB,-7.29195111725609e+01°)
9.54992586021456e+06	(-8.80384806262373e+01dB,-6.89573888192017e+01°)
1.00000000000000e+07	(-8.82085922961769e+01dB,-6.51588194617451e+01°)
