time	V(Vreg,N001)*(-Ic(Q7))
6.106229604931589e-01	2.741654e+00
6.107266140365214e-01	2.743612e+00
6.107344606332937e-01	2.743756e+00
6.107423072300661e-01	2.743900e+00
6.107501538268384e-01	2.744045e+00
6.107580004236107e-01	2.744190e+00
6.107658470203831e-01	2.744336e+00
6.107736936171554e-01	2.744483e+00
6.107815402139277e-01	2.744630e+00
6.109020639403507e-01	2.746951e+00
6.110627622422481e-01	2.750189e+00
6.113841588460428e-01	2.757021e+00
6.120269520536322e-01	2.771499e+00
6.130035145535345e-01	2.794456e+00
6.140244375000977e-01	2.818858e+00
6.150010000000000e-01	2.842310e+00
6.150020000000000e-01	2.842334e+00
6.158867846427928e-01	2.863212e+00
6.167715692855855e-01	2.883499e+00
6.176563539283783e-01	2.903204e+00
6.185411385711710e-01	2.922334e+00
6.194259232139637e-01	2.940899e+00
6.203107078567565e-01	2.958907e+00
6.211954924995492e-01	2.976367e+00
6.224532792853279e-01	3.000140e+00
6.237110660711066e-01	3.022839e+00
6.249688528568853e-01	3.044495e+00
6.262266396426639e-01	3.065140e+00
6.274844264284426e-01	3.084804e+00
6.287422132142213e-01	3.103519e+00
6.300000000000000e-01	3.121313e+00
6.300010000000000e-01	3.121327e+00
6.350010000000000e-01	3.183755e+00
6.350020000000001e-01	3.183766e+00
6.371445714285715e-01	3.206723e+00
6.392871428571429e-01	3.227700e+00
6.414297142857144e-01	3.246797e+00
6.435722857142857e-01	3.264109e+00
6.457148571428571e-01	3.279730e+00
6.478574285714286e-01	3.293751e+00
6.500000000000000e-01	3.306262e+00
6.500010000000001e-01	3.306268e+00
6.507152857142857e-01	3.310128e+00
6.514295714285715e-01	3.313837e+00
6.521438571428572e-01	3.317400e+00
6.528581428571429e-01	3.320817e+00
6.535724285714286e-01	3.324093e+00
6.542867142857144e-01	3.327229e+00
6.550010000000001e-01	3.330228e+00
6.550020000000001e-01	3.330232e+00
6.571445714285715e-01	3.338410e+00
6.592871428571430e-01	3.345471e+00
6.614297142857144e-01	3.351472e+00
6.635722857142857e-01	3.356469e+00
6.657148571428572e-01	3.360517e+00
6.678574285714286e-01	3.363671e+00
6.700000000000000e-01	3.365983e+00
6.700010000000001e-01	3.365984e+00
6.750010000000001e-01	3.368399e+00
6.750020000000001e-01	3.368399e+00
6.771445714285715e-01	3.368261e+00
6.792871428571430e-01	3.367480e+00
6.814297142857144e-01	3.366090e+00
6.835722857142857e-01	3.364128e+00
6.857148571428572e-01	3.361626e+00
6.878574285714286e-01	3.358618e+00
6.900000000000001e-01	3.355138e+00
6.900010000000001e-01	3.355136e+00
6.950010000000001e-01	3.345310e+00
6.950020000000001e-01	3.345308e+00
6.971445714285716e-01	3.340438e+00
6.992871428571430e-01	3.335197e+00
7.014297142857144e-01	3.329608e+00
7.035722857142858e-01	3.323692e+00
7.057148571428572e-01	3.317473e+00
7.078574285714286e-01	3.310971e+00
7.100000000000001e-01	3.304208e+00
7.100010000000001e-01	3.304205e+00
7.150010000000001e-01	3.287462e+00
7.150020000000001e-01	3.287459e+00
7.171445714285716e-01	3.279924e+00
7.192871428571430e-01	3.272180e+00
7.214297142857145e-01	3.264240e+00
7.235722857142858e-01	3.256121e+00
7.257148571428572e-01	3.247836e+00
7.278574285714287e-01	3.239401e+00
7.300000000000001e-01	3.230829e+00
7.300010000000000e-01	3.230825e+00
7.350010000000000e-01	3.210309e+00
7.350020000000000e-01	3.210305e+00
7.371445714285715e-01	3.201331e+00
7.392871428571429e-01	3.192245e+00
7.414297142857144e-01	3.183057e+00
7.435722857142857e-01	3.173778e+00
7.457148571428571e-01	3.164417e+00
7.478574285714286e-01	3.154985e+00
7.500000000000000e-01	3.145491e+00
7.500010000000000e-01	3.145487e+00
7.550010000000000e-01	3.123093e+00
7.550020000000001e-01	3.123088e+00
7.651017424991584e-01	3.077113e+00
7.700000000000000e-01	3.054562e+00
7.700010000000000e-01	3.054557e+00
7.750010000000001e-01	3.031451e+00
7.750020000000001e-01	3.031446e+00
7.771445714285715e-01	3.021536e+00
7.792871428571430e-01	3.011613e+00
7.814297142857144e-01	3.001683e+00
7.835722857142857e-01	2.991750e+00
7.857148571428572e-01	2.981819e+00
7.878574285714286e-01	2.971898e+00
7.900000000000000e-01	2.961989e+00
7.900010000000001e-01	2.961984e+00
7.950010000000001e-01	2.938904e+00
7.950020000000001e-01	2.938899e+00
7.971445714285715e-01	2.929043e+00
7.992871428571430e-01	2.919201e+00
8.014297142857144e-01	2.909377e+00
8.035722857142857e-01	2.899573e+00
8.057148571428572e-01	2.889796e+00
8.078574285714286e-01	2.880047e+00
8.100000000000001e-01	2.870332e+00
8.100010000000001e-01	2.870327e+00
8.150010000000001e-01	2.847783e+00
8.150020000000001e-01	2.847778e+00
8.171445714285716e-01	2.838184e+00
8.192871428571430e-01	2.828625e+00
8.214297142857144e-01	2.819103e+00
8.235722857142858e-01	2.809623e+00
8.257148571428572e-01	2.800188e+00
8.278574285714286e-01	2.790799e+00
8.300000000000001e-01	2.781461e+00
8.300010000000001e-01	2.781457e+00
8.350010000000001e-01	2.759871e+00
8.350020000000001e-01	2.759867e+00
8.371445714285716e-01	2.750713e+00
8.392871428571430e-01	2.741617e+00
8.414297142857144e-01	2.732580e+00
8.435722857142858e-01	2.723606e+00
8.457148571428572e-01	2.714695e+00
8.478574285714287e-01	2.705852e+00
8.500000000000001e-01	2.697078e+00
8.500010000000000e-01	2.697073e+00
8.550010000000000e-01	2.676894e+00
8.550020000000000e-01	2.676891e+00
8.571445714285715e-01	2.668375e+00
8.592871428571429e-01	2.659942e+00
8.614297142857144e-01	2.651592e+00
8.635722857142857e-01	2.643327e+00
8.657148571428571e-01	2.635150e+00
8.678574285714286e-01	2.627062e+00
8.700000000000000e-01	2.619065e+00
8.700010000000000e-01	2.619062e+00
8.707152857142857e-01	2.616420e+00
8.714295714285715e-01	2.613789e+00
8.721438571428571e-01	2.611169e+00
8.728581428571429e-01	2.608559e+00
8.735724285714286e-01	2.605960e+00
8.742867142857144e-01	2.603372e+00
8.750010000000000e-01	2.600794e+00
8.750020000000001e-01	2.600791e+00
8.771445714285715e-01	2.593135e+00
8.792871428571429e-01	2.585584e+00
8.814297142857144e-01	2.578139e+00
8.835722857142857e-01	2.570803e+00
8.857148571428571e-01	2.563576e+00
8.878574285714286e-01	2.556460e+00
8.900000000000000e-01	2.549457e+00
8.900010000000000e-01	2.549454e+00
8.950010000000000e-01	2.533582e+00
8.950020000000001e-01	2.533579e+00
8.971445714285715e-01	2.526983e+00
8.992871428571430e-01	2.520506e+00
9.014297142857144e-01	2.514149e+00
9.035722857142857e-01	2.507913e+00
9.057148571428572e-01	2.501800e+00
9.078574285714286e-01	2.495811e+00
9.100000000000000e-01	2.489947e+00
9.100010000000001e-01	2.489944e+00
9.149699999999992e-01	2.476832e+00
9.150010000000001e-01	2.476753e+00
9.150020000000001e-01	2.476750e+00
9.300000000000000e-01	2.441223e+00
9.300010000000001e-01	2.441221e+00
9.350010000000001e-01	2.430689e+00
9.350020000000001e-01	2.430687e+00
9.371445714285715e-01	2.426377e+00
9.392871428571430e-01	2.422175e+00
9.414297142857144e-01	2.418080e+00
9.435722857142858e-01	2.414093e+00
9.457148571428572e-01	2.410216e+00
9.478574285714286e-01	2.406448e+00
9.500000000000001e-01	2.402791e+00
9.500010000000001e-01	2.402789e+00
9.550010000000001e-01	2.394651e+00
9.550020000000001e-01	2.394649e+00
9.700000000000001e-01	2.373400e+00
9.700010000000000e-01	2.373398e+00
9.750010000000000e-01	2.367292e+00
9.750020000000000e-01	2.367291e+00
9.771445714285715e-01	2.364822e+00
9.792871428571429e-01	2.362428e+00
9.814297142857143e-01	2.360110e+00
9.835722857142857e-01	2.357868e+00
9.857148571428571e-01	2.355702e+00
9.878574285714286e-01	2.353614e+00
9.900000000000000e-01	2.351604e+00
9.900010000000000e-01	2.351603e+00
9.950010000000000e-01	2.347183e+00
9.950020000000001e-01	2.347183e+00
9.992423674997446e-01	2.343732e+00
9.999999999000000e-01	2.343140e+00
