Freq.	V(n012)
2.08929613085405e+01	(6.09838755424096e+01dB,1.30704015099029e+02°)
2.18776162394956e+01	(6.07459597811187e+01dB,1.29433821860499e+02°)
2.29086765276778e+01	(6.04992570537255e+01dB,1.28177382625814e+02°)
2.39883291901950e+01	(6.02439552051868e+01dB,1.26937172443887e+02°)
2.51188643150959e+01	(5.99802714437293e+01dB,1.25715522768944e+02°)
2.63026799189540e+01	(5.97084491094643e+01dB,1.24514604552460e+02°)
2.75422870333818e+01	(5.94287542073451e+01dB,1.23336414878437e+02°)
2.88403150312662e+01	(5.91414718012221e+01dB,1.22182767223462e+02°)
3.01995172040203e+01	(5.88469023639977e+01dB,1.21055285297573e+02°)
3.16227766016840e+01	(5.85453581709383e+01dB,1.19955400311608e+02°)
3.31131121482593e+01	(5.82371598132831e+01dB,1.18884351424756e+02°)
3.46736850452534e+01	(5.79226328964616e+01dB,1.17843189055552e+02°)
3.63078054770103e+01	(5.76021049752982e+01dB,1.16832780689789e+02°)
3.80189396320563e+01	(5.72759027649072e+01dB,1.15853818790944e+02°)
3.98107170553500e+01	(5.69443496503825e+01dB,1.14906830411477e+02°)
4.16869383470338e+01	(5.66077635120841e+01dB,1.13992188107666e+02°)
4.36515832240169e+01	(5.62664548674632e+01dB,1.13110121784414e+02°)
4.57088189614878e+01	(5.59207253232210e+01dB,1.12260731126599e+02°)
4.78630092322641e+01	(5.55708663265387e+01dB,1.11443998309092e+02°)
5.01187233627275e+01	(5.52171581949016e+01dB,1.10659800721638e+02°)
5.24807460249776e+01	(5.48598694036007e+01dB,1.09907923484747e+02°)
5.49540873857628e+01	(5.44992561051355e+01dB,1.09188071576216e+02°)
5.75439937337161e+01	(5.41355618552568e+01dB,1.08499881426263e+02°)
6.02559586074362e+01	(5.37690175186626e+01dB,1.07842931876588e+02°)
6.30957344480197e+01	(5.33998413290844e+01dB,1.07216754430122e+02°)
6.60693448007600e+01	(5.30282390800262e+01dB,1.06620842745654e+02°)
6.91830970918941e+01	(5.26544044224375e+01dB,1.06054661356978e+02°)
7.24435960074995e+01	(5.22785192489287e+01dB,1.05517653614094e+02°)
7.58577575029189e+01	(5.19007541466778e+01dB,1.05009248859131e+02°)
7.94328234724287e+01	(5.15212689004592e+01dB,1.04528868864634e+02°)
8.31763771102677e+01	(5.11402130341924e+01dB,1.04075933565617e+02°)
8.70963589956087e+01	(5.07577263750653e+01dB,1.03649866130330e+02°)
9.12010839355916e+01	(5.03739396333425e+01dB,1.03250097410018e+02°)
9.54992586021443e+01	(4.99889749855159e+01dB,1.02876069819736e+02°)
1.00000000000001e+02	(4.96029466559467e+01dB,1.02527240695213e+02°)
1.04712854805091e+02	(4.92159614896270e+01dB,1.02203085175985e+02°)
1.09647819614319e+02	(4.88281195121380e+01dB,1.01903098661058e+02°)
1.14815362149689e+02	(4.84395144722961e+01dB,1.01626798884497e+02°)
1.20226443461742e+02	(4.80502343655637e+01dB,1.01373727653958e+02°)
1.25892541179418e+02	(4.76603619354947e+01dB,1.01143452295895e+02°)
1.31825673855642e+02	(4.72699751532624e+01dB,1.00935566845492e+02°)
1.38038426460290e+02	(4.68791476731538e+01dB,1.00749693022739e+02°)
1.44543977074594e+02	(4.64879492655686e+01dB,1.00585481027984e+02°)
1.51356124843622e+02	(4.60964462270049e+01dB,1.00442610193480e+02°)
1.58489319246113e+02	(4.57047017693964e+01dB,1.00320789520932e+02°)
1.65958690743757e+02	(4.53127763896497e+01dB,1.00219758136279e+02°)
1.73780082874939e+02	(4.49207282221672e+01dB,1.00139285688953e+02°)
1.81970085861000e+02	(4.45286133770684e+01dB,1.00079172719804e+02°)
1.90546071796326e+02	(4.41364862675011e+01dB,1.00039251020094e+02°)
1.99526231496890e+02	(4.37443999312454e+01dB,1.00019383994400e+02°)
2.08929613085406e+02	(4.33524063479831e+01dB,1.00019467050603e+02°)
2.18776162394957e+02	(4.29605567610323e+01dB,1.00039428011904e+02°)
2.29086765276779e+02	(4.25689020070937e+01dB,1.00079227557097e+02°)
2.39883291901951e+02	(4.21774928581077e+01dB,1.00138859687922e+02°)
2.51188643150960e+02	(4.17863803836564e+01dB,1.00218352199565e+02°)
2.63026799189540e+02	(4.13956163370476e+01dB,1.00317767139524e+02°)
2.75422870333819e+02	(4.10052535712079e+01dB,1.00437201219317e+02°)
2.88403150312663e+02	(4.06153464877005e+01dB,1.00576786143824e+02°)
3.01995172040204e+02	(4.02259515220797e+01dB,1.00736688811929e+02°)
3.16227766016841e+02	(3.98371276685599e+01dB,1.00917111331604e+02°)
3.31131121482594e+02	(3.94489370430041e+01dB,1.01118290799371e+02°)
3.46736850452535e+02	(3.90614454841589e+01dB,1.01340498780021e+02°)
3.63078054770105e+02	(3.86747231899956e+01dB,1.01584040429076e+02°)
3.80189396320565e+02	(3.82888453841920e+01dB,1.01849253204285e+02°)
3.98107170553501e+02	(3.79038930083843e+01dB,1.02136505104359e+02°)
4.16869383470339e+02	(3.75199534313275e+01dB,1.02446192395868e+02°)
4.36515832240170e+02	(3.71371211685616e+01dB,1.02778736777104e+02°)
4.57088189614879e+02	(3.67554986015725e+01dB,1.03134581955571e+02°)
4.78630092322643e+02	(3.63751966889450e+01dB,1.03514189598192e+02°)
5.01187233627277e+02	(3.59963356575688e+01dB,1.03918034645518e+02°)
5.24807460249777e+02	(3.56190456652296e+01dB,1.04346599961636e+02°)
5.49540873857630e+02	(3.52434674228789e+01dB,1.04800370316186e+02°)
5.75439937337162e+02	(3.48697527660588e+01dB,1.05279825684622e+02°)
6.02559586074363e+02	(3.44980651633109e+01dB,1.05785433866620e+02°)
6.30957344480199e+02	(3.41285801498536e+01dB,1.06317642413115e+02°)
6.60693448007602e+02	(3.37614856724492e+01dB,1.06876869867445e+02°)
6.91830970918943e+02	(3.33969823300857e+01dB,1.07463496331291e+02°)
7.24435960074997e+02	(3.30352834947489e+01dB,1.08077853364746e+02°)
7.58577575029191e+02	(3.26766152931898e+01dB,1.08720213254120e+02°)
7.94328234724289e+02	(3.23212164294968e+01dB,1.09390777694979e+02°)
8.31763771102679e+02	(3.19693378275950e+01dB,1.10089665950420e+02°)
8.70963589956090e+02	(3.16212420700180e+01dB,1.10816902585059e+02°)
9.12010839355919e+02	(3.12772026099787e+01dB,1.11572404900089e+02°)
9.54992586021446e+02	(3.09375027340796e+01dB,1.12355970226779e+02°)
1.00000000000001e+03	(3.06024342538021e+01dB,1.13167263287332e+02°)
1.04712854805091e+03	(3.02722959078740e+01dB,1.14005803860474e+02°)
1.09647819614320e+03	(2.99473914610633e+01dB,1.14870955046633e+02°)
1.14815362149690e+03	(2.96280274922071e+01dB,1.15761912452050e+02°)
1.20226443461743e+03	(2.93145108716250e+01dB,1.16677694659398e+02°)
1.25892541179418e+03	(2.90071459383885e+01dB,1.17617135372514e+02°)
1.31825673855642e+03	(2.87062313991800e+01dB,1.18578877637460e+02°)
1.38038426460290e+03	(2.84120569832728e+01dB,1.19561370547168e+02°)
1.44543977074594e+03	(2.81248999017971e+01dB,1.20562868812523e+02°)
1.51356124843623e+03	(2.78450211734818e+01dB,1.21581435542995e+02°)
1.58489319246113e+03	(2.75726618915155e+01dB,1.22614948524930e+02°)
1.65958690743758e+03	(2.73080395185413e+01dB,1.23661110195065e+02°)
1.73780082874940e+03	(2.70513443057782e+01dB,1.24717461402120e+02°)
1.81970085861000e+03	(2.68027359380793e+01dB,1.25781398932590e+02°)
1.90546071796327e+03	(2.65623405090672e+01dB,1.26850196635173e+02°)
1.99526231496890e+03	(2.63302479271750e+01dB,1.27921029846872e+02°)
2.08929613085406e+03	(2.61065098467091e+01dB,1.28991002679083e+02°)
2.18776162394958e+03	(2.58911382050318e+01dB,1.30057177597817e+02°)
2.29086765276780e+03	(2.56841044309360e+01dB,1.31116606625661e+02°)
2.39883291901952e+03	(2.54853393684877e+01dB,1.32166363405811e+02°)
2.51188643150961e+03	(2.52947339388104e+01dB,1.33203575319987e+02°)
2.63026799189541e+03	(2.51121405375982e+01dB,1.34225454829874e+02°)
2.75422870333820e+03	(2.49373751430872e+01dB,1.35229329231460e+02°)
2.88403150312664e+03	(2.47702200861904e+01dB,1.36212668055342e+02°)
3.01995172040205e+03	(2.46104274150492e+01dB,1.37173107428550e+02°)
3.16227766016842e+03	(2.44577227694083e+01dB,1.38108470804759e+02°)
3.31131121482595e+03	(2.43118096671822e+01dB,1.39016785591323e+02°)
3.46736850452536e+03	(2.41723740968476e+01dB,1.39896295322805e+02°)
3.63078054770106e+03	(2.40390893038084e+01dB,1.40745467155329e+02°)
3.80189396320566e+03	(2.39116206579402e+01dB,1.41562994585321e+02°)
3.98107170553502e+03	(2.37896304898075e+01dB,1.42347795406465e+02°)
4.16869383470341e+03	(2.36727827876073e+01dB,1.43099005037400e+02°)
4.36515832240172e+03	(2.35607476523483e+01dB,1.43815965446500e+02°)
4.57088189614881e+03	(2.34532054156187e+01dB,1.44498209995574e+02°)
4.78630092322645e+03	(2.33498503336122e+01dB,1.45145444608271e+02°)
5.01187233627279e+03	(2.32503937802749e+01dB,1.45757525747999e+02°)
5.24807460249780e+03	(2.31545668743431e+01dB,1.46334435757251e+02°)
5.49540873857632e+03	(2.30621224878420e+01dB,1.46876256177229e+02°)
5.75439937337165e+03	(2.29728365981908e+01dB,1.47383139718775e+02°)
6.02559586074366e+03	(2.28865089628772e+01dB,1.47855281593050e+02°)
6.30957344480202e+03	(2.28029631137470e+01dB,1.48292890937728e+02°)
6.60693448007605e+03	(2.27220456875526e+01dB,1.48696163071683e+02°)
6.91830970918946e+03	(2.26436251298303e+01dB,1.49065253289196e+02°)
7.24435960075000e+03	(2.25675898285469e+01dB,1.49400252850913e+02°)
7.58577575029194e+03	(2.24938457527711e+01dB,1.49701167745202e+02°)
7.94328234724293e+03	(2.24223136869771e+01dB,1.49967900686168e+02°)
8.31763771102683e+03	(2.23529261638905e+01dB,1.50200236678505e+02°)
8.70963589956093e+03	(2.22856242047267e+01dB,1.50397832330981e+02°)
9.12010839355923e+03	(2.22203539784395e+01dB,1.50560208942627e+02°)
9.54992586021450e+03	(2.21570634856747e+01dB,1.50686749228669e+02°)
1.00000000000001e+04	(2.20956993644538e+01dB,1.50776697411231e+02°)
1.04712854805091e+04	(2.20362038999129e+01dB,1.50829162281833e+02°)
1.09647819614320e+04	(2.19785123012648e+01dB,1.50843122741473e+02°)
1.14815362149690e+04	(2.19225502893196e+01dB,1.50817435274889e+02°)
1.20226443461743e+04	(2.18682320164655e+01dB,1.50750842787949e+02°)
1.25892541179419e+04	(2.18154583194668e+01dB,1.50641984245234e+02°)
1.31825673855643e+04	(2.17641152867219e+01dB,1.50489404594547e+02°)
1.38038426460291e+04	(2.17140731047669e+01dB,1.50291564523315e+02°)
1.44543977074595e+04	(2.16651851364126e+01dB,1.50046849686208e+02°)
1.51356124843623e+04	(2.16172871729010e+01dB,1.49753579137032e+02°)
1.58489319246114e+04	(2.15701967972064e+01dB,1.49410012802657e+02°)
1.65958690743759e+04	(2.15237127924891e+01dB,1.49014357942580e+02°)
1.73780082874940e+04	(2.14776145323368e+01dB,1.48564774635175e+02°)
1.81970085861001e+04	(2.14316612901827e+01dB,1.48059380431502e+02°)
1.90546071796328e+04	(2.13855914129289e+01dB,1.47496254391612e+02°)
1.99526231496891e+04	(2.13391213087762e+01dB,1.46873440809233e+02°)
2.08929613085407e+04	(2.12919442087055e+01dB,1.46188952991828e+02°)
2.18776162394959e+04	(2.12437286696169e+01dB,1.45440777528872e+02°)
2.29086765276781e+04	(2.11941167970328e+01dB,1.44626879547148e+02°)
2.39883291901953e+04	(2.11427221784197e+01dB,1.43745209498845e+02°)
2.51188643150962e+04	(2.10891275291974e+01dB,1.42793712098391e+02°)
2.63026799189542e+04	(2.10328820718280e+01dB,1.41770338061933e+02°)
2.75422870333821e+04	(2.09734986842170e+01dB,1.40673059366676e+02°)
2.88403150312665e+04	(2.09104508787933e+01dB,1.39499888777494e+02°)
3.01995172040206e+04	(2.08431696976029e+01dB,1.38248904422907e+02°)
3.16227766016843e+04	(2.07710406434876e+01dB,1.36918280196416e+02°)
3.31131121482596e+04	(2.06934008033657e+01dB,1.35506322731869e+02°)
3.46736850452537e+04	(2.06095363620427e+01dB,1.34011515600809e+02°)
3.63078054770107e+04	(2.05186807550811e+01dB,1.32432571222754e+02°)
3.80189396320567e+04	(2.04200137550394e+01dB,1.30768490709948e+02°)
3.98107170553504e+04	(2.03126618375594e+01dB,1.29018631486016e+02°)
4.16869383470342e+04	(2.01957002128124e+01dB,1.27182781994115e+02°)
4.36515832240173e+04	(2.00681569373214e+01dB,1.25261242131766e+02°)
4.57088189614883e+04	(1.99290195243633e+01dB,1.23254907221264e+02°)
4.78630092322646e+04	(1.97772444404629e+01dB,1.21165352378108e+02°)
5.01187233627281e+04	(1.96117697995307e+01dB,1.18994913117923e+02°)
5.24807460249781e+04	(1.94315314346197e+01dB,1.16746757052504e+02°)
5.49540873857634e+04	(1.92354823319384e+01dB,1.14424940687846e+02°)
5.75439937337167e+04	(1.90226151604215e+01dB,1.12034444825830e+02°)
6.02559586074368e+04	(1.87919873271649e+01dB,1.09581182049546e+02°)
6.30957344480204e+04	(1.85427476642232e+01dB,1.07071970412358e+02°)
6.60693448007607e+04	(1.82741635378238e+01dB,1.04514468856929e+02°)
6.91830970918948e+04	(1.79856469160294e+01dB,1.01917072065397e+02°)
7.24435960075003e+04	(1.76767777780271e+01dB,9.92887652831221e+01°)
7.58577575029197e+04	(1.73473232455741e+01dB,9.66389428884652e+01°)
7.94328234724295e+04	(1.69972509798710e+01dB,9.39771977415403e+01°)
8.31763771102686e+04	(1.66267357234071e+01dB,9.13130911870044e+01°)
8.70963589956096e+04	(1.62361583399268e+01dB,8.86559155823976e+01°)
9.12010839355926e+04	(1.58260972608096e+01dB,8.60144620880701e+01°)
9.54992586021453e+04	(1.53973128175703e+01dB,8.33968060103081e+01°)
1.00000000000002e+05	(1.49507254447950e+01dB,8.08101203585665e+01°)
1.04712854805092e+05	(1.44873891221206e+01dB,7.82605256881930e+01°)
1.09647819614320e+05	(1.40084616454287e+01dB,7.57529811731179e+01°)
1.14815362149690e+05	(1.35151733708395e+01dB,7.32912186063711e+01°)
1.20226443461743e+05	(1.30087959727598e+01dB,7.08777180833994e+01°)
1.25892541179419e+05	(1.24906125423493e+01dB,6.85137217368242e+01°)
1.31825673855643e+05	(1.19618900664713e+01dB,6.61992802497405e+01°)
1.38038426460291e+05	(1.14238550155930e+01dB,6.39333259772181e+01°)
1.44543977074595e+05	(1.08776724747865e+01dB,6.17137662662021e+01°)
1.51356124843624e+05	(1.03244289939931e+01dB,5.95375908543752e+01°)
1.58489319246114e+05	(9.76511913204002e+00dB,5.74009878522311e+01°)
1.65958690743759e+05	(9.20063552428088e+00dB,5.52994636223517e+01°)
1.73780082874941e+05	(8.63176220996199e+00dB,5.32279627337354e+01°)
1.81970085861002e+05	(8.05917090738300e+00dB,5.11809849765255e+01°)
1.90546071796328e+05	(7.48341990686406e+00dB,4.91526971366267e+01°)
1.99526231496892e+05	(6.90495525668075e+00dB,4.71370378072884e+01°)
2.08929613085408e+05	(6.32411393299908e+00dB,4.51278139673900e+01°)
2.18776162394959e+05	(5.74112870760994e+00dB,4.31187883866730e+01°)
2.29086765276782e+05	(5.15613444824688e+00dB,4.11037571572835e+01°)
2.39883291901954e+05	(4.56917560690343e+00dB,3.90766168128671e+01°)
2.51188643150963e+05	(3.98021466500242e+00dB,3.70314206093213e+01°)
2.63026799189543e+05	(3.38914131474106e+00dB,3.49624236215507e+01°)
2.75422870333822e+05	(2.79578216160914e+00dB,3.28641163669885e+01°)
2.88403150312666e+05	(2.19991073178902e+00dB,3.07312467235449e+01°)
3.01995172040208e+05	(1.60125756532420e+00dB,2.85588299591347e+01°)
3.16227766016844e+05	(9.99520167430199e-01dB,2.63421467494860e+01°)
3.31131121482598e+05	(3.94372578215000e-01dB,2.40767291359410e+01°)
3.46736850452539e+05	(-2.14525694491580e-01dB,2.17583344646571e+01°)
3.63078054770109e+05	(-8.27521654299467e-01dB,1.93829074692809e+01°)
3.80189396320569e+05	(-1.44496200480079e+00dB,1.69465308137512e+01°)
3.98107170553505e+05	(-2.06718787377636e+00dB,1.44453646181313e+01°)
4.16869383470344e+05	(-2.69453142732086e+00dB,1.18755757562788e+01°)
4.36515832240175e+05	(-3.32731476148398e+00dB,9.23325806528735e+00°)
4.57088189614884e+05	(-3.96585149255899e+00dB,6.51434506483190e+00°)
4.78630092322648e+05	(-4.61045149595700e+00dB,3.71451737077082e+00°)
5.01187233627283e+05	(-5.26142927035653e+00dB,8.29107747832701e-01°)
5.24807460249783e+05	(-5.91911641100482e+00dB,-2.14699230307007e+00°)
5.49540873857636e+05	(-6.58387866495085e+00dB,-5.21941933433929e+00°)
5.75439937337169e+05	(-7.25613798710418e+00dB,-8.39441158347196e+00°)
6.02559586074370e+05	(-7.93639990502900e+00dB,-1.16788611965196e+01°)
6.30957344480207e+05	(-8.62528630513805e+00dB,-1.50803348358479e+01°)
6.60693448007610e+05	(-9.32357343698948e+00dB,-1.86070503614068e+01°)
6.91830970918951e+05	(-1.00322344606866e+01dB,-2.22677952044480e+01°)
7.24435960075006e+05	(-1.07524851904356e+01dB,-2.60717703570840e+01°)
7.58577575029200e+05	(-1.14858307794813e+01dB,-3.00283431215746e+01°)
7.94328234724299e+05	(-1.22341099370447e+01dB,-3.41466926930130e+01°)
8.31763771102689e+05	(-1.29995318939845e+01dB,-3.84353363800484e+01°)
8.70963589956100e+05	(-1.37846998653404e+01dB,-4.29015320743088e+01°)
9.12010839355930e+05	(-1.45926134312476e+01dB,-4.75505657404231e+01°)
9.54992586021457e+05	(-1.54266414799535e+01dB,-5.23849519784442e+01°)
1.00000000000002e+06	(-1.62904576852684e+01dB,-5.74036006317416e+01°)
1.04712854805092e+06	(-1.71879325576241e+01dB,-6.26010303356291e+01°)
1.09647819614321e+06	(-1.81229804194471e+01dB,-6.79667353058824e+01°)
1.14815362149691e+06	(-1.90993662937956e+01dB,-7.34848262242973e+01°)
1.20226443461744e+06	(-2.01204859635523e+01dB,-7.91340603029538e+01°)
1.25892541179420e+06	(-2.11891407263778e+01dB,-8.48883421845579e+01°)
1.31825673855644e+06	(-2.23073342498666e+01dB,-9.07177155887690e+01°)
1.38038426460292e+06	(-2.34761200020591e+01dB,-9.65897847907364e+01°)
1.44543977074596e+06	(-2.46955225735501e+01dB,-1.02471423954469e+02°)
1.51356124843624e+06	(-2.59645452937063e+01dB,-1.08330574035431e+02°)
1.58489319246115e+06	(-2.72812624051263e+01dB,-1.14137909680553e+02°)
1.65958690743760e+06	(-2.86429804756851e+01dB,-1.19868187796153e+02°)
1.73780082874941e+06	(-3.00464442382854e+01dB,-1.25501155495038e+02°)
1.81970085861002e+06	(-3.14880586318169e+01dB,-1.31021977441664e+02°)
1.90546071796329e+06	(-3.29641013453110e+01dB,-1.36421218647774e+02°)
1.99526231496892e+06	(-3.44709068219108e+01dB,-1.41694472248524e+02°)
2.08929613085409e+06	(-3.60050109706919e+01dB,-1.46841746553458e+02°)
2.18776162394960e+06	(-3.75632535601046e+01dB,-1.51866724787634e+02°)
2.29086765276783e+06	(-3.91428410807449e+01dB,-1.56775992758325e+02°)
2.39883291901955e+06	(-4.07413763425609e+01dB,-1.61578303568131e+02°)
2.51188643150964e+06	(-4.23568624572804e+01dB,-1.66283921966191e+02°)
2.63026799189544e+06	(-4.39876887259360e+01dB,-1.70904068554245e+02°)
2.75422870333823e+06	(-4.56326049284961e+01dB,-1.75450467695589e+02°)
2.88403150312667e+06	(-4.72906891136637e+01dB,-1.79934992568196e+02°)
3.01995172040209e+06	(-4.89613125596162e+01dB,1.75630604655203e+02°)
3.16227766016845e+06	(-5.06441043202338e+01dB,1.71234891389122e+02°)
3.31131121482599e+06	(-5.23389167672148e+01dB,1.66866895404327e+02°)
3.46736850452540e+06	(-5.40457927958646e+01dB,1.62516199409469e+02°)
3.63078054770110e+06	(-5.57649348595445e+01dB,1.58172998679827e+02°)
3.80189396320570e+06	(-5.74966756872294e+01dB,1.53828128424399e+02°)
3.98107170553507e+06	(-5.92414503827327e+01dB,1.49473065212898e+02°)
4.16869383470345e+06	(-6.09997695604693e+01dB,1.45099904743328e+02°)
4.36515832240176e+06	(-6.27721932069185e+01dB,1.40701316621158e+02°)
4.57088189614886e+06	(-6.45593050396147e+01dB,1.36270475704252e+02°)
4.78630092322650e+06	(-6.63616872377170e+01dB,1.31800968980981e+02°)
5.01187233627284e+06	(-6.81798955109574e+01dB,1.27286676869229e+02°)
5.24807460249785e+06	(-7.00144345324848e+01dB,1.22721628271110e+02°)
5.49540873857638e+06	(-7.18657337583570e+01dB,1.18099829616799e+02°)
5.75439937337171e+06	(-7.37341235705733e+01dB,1.13415069424671e+02°)
6.02559586074372e+06	(-7.56198114951566e+01dB,1.08660701517929e+02°)
6.30957344480209e+06	(-7.75228579555916e+01dB,1.03829411907287e+02°)
6.60693448007612e+06	(-7.94431506284077e+01dB,9.89129764676083e+01°)
6.91830970918954e+06	(-8.13803759931219e+01dB,9.39020190017957e+01°)
7.24435960075008e+06	(-8.33339861502584e+01dB,8.87857823253647e+01°)
7.58577575029203e+06	(-8.53031584809473e+01dB,8.35519290326925e+01°)
7.94328234724301e+06	(-8.72867453383064e+01dB,7.81863942152828e+01°)
8.31763771102692e+06	(-8.92832108458920e+01dB,7.26733202862861e+01°)
8.70963589956102e+06	(-9.12905522714047e+01dB,6.69951149316552e+01°)
9.12010839355933e+06	(-9.33062047044405e+01dB,6.11326872852612e+01°)
9.54992586021460e+06	(-9.53269304141448e+01dB,5.50659339587140e+01°)
1.00000000000003e+07	(-9.73486989593510e+01dB,4.87745625059071e+01°)
1.04712854805093e+07	(-9.93665715535171e+01dB,4.22393484170217e+01°)
1.09647819614321e+07	(-1.01374613678545e+02dB,3.54439102970747e+01°)
1.14815362149691e+07	(-1.03365872715987e+02dB,2.83770376406600e+01°)
1.20226443461744e+07	(-1.05332469366018e+02dB,2.10354947191928e+01°)
1.25892541179420e+07	(-1.07265856389467e+02dB,1.34270390512714e+01°)
1.31825673855644e+07	(-1.09157286017732e+02dB,5.57315077455296e+00°)
1.38038426460292e+07	(-1.10998488801616e+02dB,-2.48925649247185e+00°)
1.44543977074596e+07	(-1.12782500693775e+02dB,-1.07079459691278e+01°)
1.51356124843625e+07	(-1.14504498709194e+02dB,-1.90178640426020e+01°)
1.58489319246115e+07	(-1.16162454766007e+02dB,-2.73460413681803e+01°)
1.65958690743760e+07	(-1.17757430955711e+02dB,-3.56181267451478e+01°)
1.73780082874942e+07	(-1.19293428758492e+02dB,-4.37651959504157e+01°)
1.81970085861003e+07	(-1.20776835485761e+02dB,-5.17293740109338e+01°)
