time	I(R4)
4.081136077232393e-03	2.304659e-02
4.110432952232393e-03	2.304659e-02
4.139729827232394e-03	2.304659e-02
4.169026702232394e-03	2.304659e-02
4.198323577232394e-03	2.304659e-02
4.227620452232394e-03	2.304659e-02
4.256917327232395e-03	2.304659e-02
4.286214202232395e-03	2.304659e-02
4.315511077232395e-03	2.304659e-02
4.344807952232395e-03	2.304659e-02
4.374104827232396e-03	2.304659e-02
4.432698577232396e-03	2.304659e-02
4.491292327232397e-03	2.304659e-02
4.549886077232397e-03	2.304659e-02
4.608479827232398e-03	2.304659e-02
4.696370452232398e-03	2.304659e-02
4.784261077232399e-03	2.304659e-02
4.851225362946686e-03	2.304659e-02
4.918189648660971e-03	2.304659e-02
4.985153934375258e-03	2.304659e-02
5.052118220089544e-03	2.304659e-02
5.119082505803831e-03	2.304659e-02
5.186046791518116e-03	2.304659e-02
5.253011077232403e-03	2.304659e-02
5.453903934375262e-03	2.304659e-02
5.654796791518120e-03	2.304659e-02
5.855689648660980e-03	2.304659e-02
6.056582505803839e-03	2.304659e-02
6.257475362946697e-03	2.304659e-02
6.458368220089556e-03	2.304659e-02
6.659261077232415e-03	2.304659e-02
9.970703125000001e-03	2.304659e-02
9.998999999999999e-03	2.304659e-02
1.000000000000000e-02	2.304659e-02
1.000010000000000e-02	2.304659e-02
1.000060000000000e-02	2.304659e-02
1.000072057064725e-02	2.398620e-02
1.000075885870551e-02	2.555887e-02
1.000078980976865e-02	2.790889e-02
1.000081499318350e-02	3.072054e-02
1.000083566654912e-02	3.476636e-02
1.000085866718711e-02	4.260409e-02
1.000087860301479e-02	5.450200e-02
1.000090552029739e-02	8.265050e-02
1.000094736260998e-02	1.437560e-01
1.000094833718143e-02	1.455225e-01
1.000095028632434e-02	1.495167e-01
1.000095418461015e-02	1.577500e-01
1.000096198118177e-02	1.752235e-01
1.000097757432502e-02	2.133829e-01
1.000100000000000e-02	2.723312e-01
1.000100224256750e-02	2.788157e-01
1.000100672770249e-02	2.919681e-01
1.000101569797249e-02	3.191105e-01
1.000103363851247e-02	3.763086e-01
1.000106951959243e-02	4.988211e-01
1.000114128175236e-02	7.572296e-01
1.000116278424872e-02	8.373285e-01
1.000118389514750e-02	9.175802e-01
1.000120381827728e-02	9.937686e-01
1.000124366453683e-02	1.146632e+00
1.000128282542093e-02	1.296364e+00
1.000136114718911e-02	1.590346e+00
1.000146917691563e-02	1.981140e+00
1.000154511658897e-02	2.241208e+00
1.000160589311059e-02	2.437324e+00
1.000164445081598e-02	2.555710e+00
1.000167347201142e-02	2.641258e+00
1.000170122436857e-02	2.720124e+00
1.000174089327578e-02	2.828661e+00
1.000178094337718e-02	2.932616e+00
1.000186104357998e-02	3.125559e+00
1.000196461288928e-02	3.358592e+00
1.000197506374544e-02	3.380672e+00
1.000199596545774e-02	3.423053e+00
1.000201425445601e-02	3.459332e+00
1.000202227253888e-02	3.474993e+00
1.000203029062175e-02	3.490499e+00
1.000203830870462e-02	3.505848e+00
1.000204632678749e-02	3.521040e+00
1.000205434487036e-02	3.536077e+00
1.000206236295323e-02	3.550957e+00
1.000207038103610e-02	3.565681e+00
1.000210309223582e-02	3.624163e+00
1.000216851463528e-02	3.733804e+00
1.000229935943420e-02	3.928491e+00
1.000256104903203e-02	4.243848e+00
1.000308442822768e-02	4.736751e+00
1.000331725159962e-02	4.910743e+00
1.000344180829318e-02	4.987760e+00
1.000351086195793e-02	5.027035e+00
1.000357710453411e-02	5.062437e+00
1.000370958968645e-02	5.128973e+00
1.000384209815827e-02	5.191095e+00
1.000395804904691e-02	5.241292e+00
1.000409646892384e-02	5.296857e+00
1.000420334083423e-02	5.336699e+00
1.000433167067981e-02	5.380939e+00
1.000447669178879e-02	5.427048e+00
1.000463795687553e-02	5.473847e+00
1.000481343704670e-02	5.519468e+00
1.000507107663033e-02	5.576625e+00
1.000556413386588e-02	5.666830e+00
1.000590647644702e-02	5.717749e+00
1.000609025072102e-02	5.739869e+00
1.000632984188686e-02	5.764434e+00
1.000652309912575e-02	5.780849e+00
1.000669952157192e-02	5.793749e+00
1.000681720212320e-02	5.801245e+00
1.000702435286821e-02	5.812764e+00
1.000721721837169e-02	5.821796e+00
1.000741996293504e-02	5.829394e+00
1.000765108481447e-02	5.835867e+00
1.000797003847088e-02	5.841671e+00
1.000831722584301e-02	5.844822e+00
1.000856452879151e-02	5.845029e+00
1.000881668953820e-02	5.843812e+00
1.000884602991594e-02	5.843568e+00
1.000890471067142e-02	5.842963e+00
1.000891938086029e-02	5.842802e+00
1.000894963812484e-02	5.842453e+00
1.000895307645036e-02	5.842412e+00
1.000895353489376e-02	5.842407e+00
1.000895364950461e-02	5.842405e+00
1.000895387872631e-02	5.842402e+00
1.000895433716971e-02	5.842397e+00
1.000895525405652e-02	5.842386e+00
1.000895708783013e-02	5.842364e+00
1.000896075537734e-02	5.842320e+00
1.000896518281624e-02	5.842267e+00
1.000897124987419e-02	5.842193e+00
1.000898101259959e-02	5.842071e+00
1.000900053805039e-02	5.841820e+00
1.000903958895198e-02	5.841299e+00
1.000907372910999e-02	5.840822e+00
1.000910224796001e-02	5.840405e+00
1.000913357196994e-02	5.839930e+00
1.000914907130600e-02	5.839688e+00
1.000916998820687e-02	5.839353e+00
1.000918674134822e-02	5.839079e+00
1.000920493890902e-02	5.838775e+00
1.000922484318400e-02	5.838436e+00
1.000924546413309e-02	5.838077e+00
1.000926925864111e-02	5.837653e+00
1.000930037102243e-02	5.837082e+00
1.000933964382516e-02	5.836334e+00
1.000950802112937e-02	5.832786e+00
1.000971321406488e-02	5.827727e+00
1.001012359993589e-02	5.815609e+00
1.001094437167792e-02	5.785829e+00
1.001225005258374e-02	5.729499e+00
1.001353158332236e-02	5.666822e+00
1.001609464479960e-02	5.533057e+00
1.001707347040348e-02	5.481111e+00
1.001776481087848e-02	5.444414e+00
1.001805139549126e-02	5.429335e+00
1.001844261553241e-02	5.408917e+00
1.001873577027257e-02	5.393768e+00
1.001896567597644e-02	5.382056e+00
1.001920203308936e-02	5.370109e+00
1.001942344231684e-02	5.358864e+00
1.001951587087476e-02	5.354128e+00
1.001962670343994e-02	5.348428e+00
1.001972250121659e-02	5.343509e+00
1.001982689479915e-02	5.338166e+00
1.001993558504301e-02	5.332627e+00
1.002009278743490e-02	5.324656e+00
1.002037178524907e-02	5.310584e+00
1.002067214179946e-02	5.295495e+00
1.002100907710570e-02	5.277856e+00
1.002168294771818e-02	5.229173e+00
1.002236232341725e-02	5.131518e+00
1.002294940062527e-02	4.969233e+00
1.002353453139276e-02	4.737888e+00
1.002383338901420e-02	4.609406e+00
1.002417655693892e-02	4.472300e+00
1.002444430419319e-02	4.379618e+00
1.002471902418457e-02	4.298213e+00
1.002500746526416e-02	4.224668e+00
1.002547336166124e-02	4.121844e+00
1.002596864479726e-02	4.027402e+00
1.002695921106928e-02	3.868519e+00
1.002894034361333e-02	3.606039e+00
1.003127896052931e-02	3.359283e+00
1.003386637161273e-02	3.149408e+00
1.003623455868724e-02	3.004050e+00
1.003864307296549e-02	2.890437e+00
1.003993546373411e-02	2.841177e+00
1.004060597482306e-02	2.819510e+00
1.004118049902487e-02	2.802636e+00
1.004141786941843e-02	2.796094e+00
1.004166255317126e-02	2.789673e+00
1.004188538937523e-02	2.784015e+00
1.004211961754477e-02	2.778361e+00
1.004236199061845e-02	2.773270e+00
1.004257043629678e-02	2.770261e+00
1.004279276632279e-02	2.768491e+00
1.004292464257092e-02	2.767314e+00
1.004309750789672e-02	2.764014e+00
1.004328939925458e-02	2.757553e+00
1.004350421900534e-02	2.747823e+00
1.004370785912236e-02	2.737915e+00
1.004396198524212e-02	2.726729e+00
1.004433105927614e-02	2.712964e+00
1.004467618084182e-02	2.701036e+00
1.004501189173502e-02	2.688740e+00
1.004546210915222e-02	2.670977e+00
1.004594217309945e-02	2.651874e+00
1.004650290400110e-02	2.629837e+00
1.004698552806902e-02	2.610587e+00
1.004733905374832e-02	2.596061e+00
1.004765752999177e-02	2.582775e+00
1.004782304383281e-02	2.575863e+00
1.004800050053589e-02	2.568444e+00
1.004815730525006e-02	2.561828e+00
1.004832369513811e-02	2.554548e+00
1.004857576964571e-02	2.542629e+00
1.004880852685472e-02	2.530448e+00
1.004893276926091e-02	2.523314e+00
1.004910413070377e-02	2.513170e+00
1.004925887372253e-02	2.504470e+00
1.004936711564805e-02	2.499125e+00
1.004949124571631e-02	2.494049e+00
1.004960348886920e-02	2.490396e+00
1.004973373642128e-02	2.487101e+00
1.004986329197228e-02	2.484430e+00
1.005004152292665e-02	2.480999e+00
1.005025202462877e-02	2.476376e+00
1.005056399064381e-02	2.468081e+00
1.005091356602845e-02	2.457823e+00
1.005129522523078e-02	2.447044e+00
1.005175236465888e-02	2.435431e+00
1.005224389455988e-02	2.423569e+00
1.005281709496804e-02	2.409801e+00
1.005352578210777e-02	2.393437e+00
1.005431019109977e-02	2.376617e+00
1.005560167595270e-02	2.350761e+00
1.005691099187426e-02	2.326644e+00
1.005875685298900e-02	2.296583e+00
1.006243953448095e-02	2.245545e+00
1.006833588884360e-02	2.178328e+00
1.007519879809639e-02	2.114464e+00
1.008323433959402e-02	2.050827e+00
1.008814806169077e-02	2.015789e+00
1.009418164650897e-02	1.975632e+00
1.010061577441079e-02	1.934676e+00
1.010879828141551e-02	1.884578e+00
1.011644069450852e-02	1.839362e+00
1.012416884154116e-02	1.795159e+00
1.013356339172574e-02	1.743243e+00
1.014392303497861e-02	1.688259e+00
1.015812931084835e-02	1.616406e+00
1.017326789204340e-02	1.544479e+00
1.019698578261696e-02	1.440629e+00
1.022582323083194e-02	1.326097e+00
1.025512010583194e-02	1.222206e+00
1.028441698083194e-02	1.130064e+00
1.031371385583194e-02	1.048411e+00
1.034301073083194e-02	9.760689e-01
1.037230760583194e-02	9.119895e-01
1.040160448083194e-02	8.552384e-01
1.043090135583194e-02	8.049847e-01
1.046019823083194e-02	7.604903e-01
1.048949510583193e-02	7.210994e-01
1.051879198083193e-02	6.862301e-01
1.054808885583193e-02	6.553661e-01
1.057738573083193e-02	6.280493e-01
1.060668260583193e-02	6.038737e-01
1.063597948083193e-02	5.824794e-01
1.066527635583193e-02	5.635476e-01
1.069457323083193e-02	5.467955e-01
1.072387010583193e-02	5.319731e-01
1.075316698083193e-02	5.188582e-01
1.078246385583193e-02	5.072550e-01
1.081176073083193e-02	4.969891e-01
1.084105760583193e-02	4.879073e-01
1.087035448083193e-02	4.798725e-01
1.089965135583193e-02	4.727648e-01
1.092894823083193e-02	4.664768e-01
1.095824510583192e-02	4.609147e-01
1.098754198083192e-02	4.559941e-01
1.101683885583192e-02	4.516418e-01
1.104613573083192e-02	4.477915e-01
1.107543260583192e-02	4.443861e-01
1.110472948083192e-02	4.413735e-01
1.113402635583192e-02	4.387090e-01
1.116332323083192e-02	4.363519e-01
1.119262010583192e-02	4.342673e-01
1.122191698083192e-02	4.324231e-01
1.125121385583192e-02	4.307922e-01
1.128051073083192e-02	4.293493e-01
1.130980760583192e-02	4.280734e-01
1.133910448083192e-02	4.269446e-01
1.136840135583192e-02	4.259464e-01
1.139769823083192e-02	4.250633e-01
1.142699510583191e-02	4.242824e-01
1.145629198083191e-02	4.235915e-01
1.148558885583191e-02	4.229806e-01
1.151488573083191e-02	4.224401e-01
1.154418260583191e-02	4.219622e-01
1.157347948083191e-02	4.215394e-01
1.160277635583191e-02	4.211655e-01
1.163207323083191e-02	4.208347e-01
1.166137010583191e-02	4.205422e-01
1.169066698083191e-02	4.202835e-01
1.171996385583191e-02	4.200546e-01
1.174926073083191e-02	4.198523e-01
1.177855760583191e-02	4.196732e-01
1.180785448083191e-02	4.195149e-01
1.183715135583191e-02	4.193748e-01
1.186644823083191e-02	4.192510e-01
1.189574510583190e-02	4.191414e-01
1.192504198083190e-02	4.190446e-01
1.195433885583190e-02	4.189588e-01
1.198363573083190e-02	4.188831e-01
1.201293260583190e-02	4.188159e-01
1.204222948083190e-02	4.187568e-01
1.207152635583190e-02	4.187042e-01
1.210082323083190e-02	4.186579e-01
1.213012010583190e-02	4.186168e-01
1.215941698083190e-02	4.185806e-01
1.218871385583190e-02	4.185484e-01
1.221801073083190e-02	4.185202e-01
1.224730760583190e-02	4.184949e-01
1.227660448083190e-02	4.184728e-01
1.230590135583190e-02	4.184530e-01
1.233519823083190e-02	4.184358e-01
1.236449510583189e-02	4.184203e-01
1.239379198083189e-02	4.184068e-01
1.242308885583189e-02	4.183947e-01
1.245238573083189e-02	4.183842e-01
1.248168260583189e-02	4.183747e-01
1.251097948083189e-02	4.183665e-01
1.254027635583189e-02	4.183590e-01
1.256957323083189e-02	4.183526e-01
1.259887010583189e-02	4.183467e-01
1.262816698083189e-02	4.183418e-01
1.265746385583189e-02	4.183372e-01
1.268676073083189e-02	4.183333e-01
1.271605760583189e-02	4.183297e-01
1.274535448083189e-02	4.183266e-01
1.277465135583189e-02	4.183238e-01
1.280394823083189e-02	4.183214e-01
1.283324510583188e-02	4.183192e-01
1.286254198083188e-02	4.183174e-01
1.289183885583188e-02	4.183156e-01
1.292113573083188e-02	4.183142e-01
1.295043260583188e-02	4.183128e-01
1.297972948083188e-02	4.183117e-01
1.300902635583188e-02	4.183106e-01
1.303832323083188e-02	4.183097e-01
1.306762010583188e-02	4.183089e-01
1.309691698083188e-02	4.183082e-01
1.312621385583188e-02	4.183076e-01
1.315551073083188e-02	4.183070e-01
1.318480760583188e-02	4.183065e-01
1.321410448083188e-02	4.183061e-01
1.324340135583188e-02	4.183057e-01
1.327269823083188e-02	4.183053e-01
1.330199510583187e-02	4.183051e-01
1.333129198083187e-02	4.183047e-01
1.336058885583187e-02	4.183046e-01
1.338988573083187e-02	4.183043e-01
1.341918260583187e-02	4.183042e-01
1.344847948083187e-02	4.183040e-01
1.347777635583187e-02	4.183039e-01
1.350707323083187e-02	4.183037e-01
1.353637010583187e-02	4.183036e-01
1.356566698083187e-02	4.183035e-01
1.359496385583187e-02	4.183035e-01
1.362426073083187e-02	4.183033e-01
1.365355760583187e-02	4.183033e-01
1.368285448083187e-02	4.183031e-01
1.371215135583187e-02	4.183032e-01
1.374144823083187e-02	4.183031e-01
1.377074510583187e-02	4.183031e-01
1.380004198083186e-02	4.183030e-01
1.382933885583186e-02	4.183030e-01
1.385863573083186e-02	4.183029e-01
1.388793260583186e-02	4.183030e-01
1.391722948083186e-02	4.183029e-01
1.394652635583186e-02	4.183029e-01
1.397582323083186e-02	4.183028e-01
1.400512010583186e-02	4.183029e-01
1.403441698083186e-02	4.183028e-01
1.406371385583186e-02	4.183029e-01
1.409301073083186e-02	4.183028e-01
1.412230760583186e-02	4.183029e-01
1.415160448083186e-02	4.183028e-01
1.418090135583186e-02	4.183028e-01
1.421019823083186e-02	4.183028e-01
1.423949510583186e-02	4.183028e-01
1.426879198083185e-02	4.183028e-01
1.429808885583185e-02	4.183028e-01
1.432738573083185e-02	4.183028e-01
1.435668260583185e-02	4.183028e-01
1.438597948083185e-02	4.183028e-01
1.441527635583185e-02	4.183028e-01
1.444457323083185e-02	4.183028e-01
1.447387010583185e-02	4.183028e-01
1.450316698083185e-02	4.183028e-01
1.453246385583185e-02	4.183028e-01
1.456176073083185e-02	4.183028e-01
1.459105760583185e-02	4.183027e-01
1.462035448083185e-02	4.183028e-01
1.464965135583185e-02	4.183027e-01
1.467894823083185e-02	4.183028e-01
1.470824510583185e-02	4.183027e-01
1.473754198083184e-02	4.183028e-01
1.476683885583184e-02	4.183027e-01
1.479613573083184e-02	4.183028e-01
1.482543260583184e-02	4.183027e-01
1.485472948083184e-02	4.183028e-01
1.488402635583184e-02	4.183027e-01
1.491332323083184e-02	4.183028e-01
1.494262010583184e-02	4.183027e-01
1.497191698083184e-02	4.183035e-01
1.497291698083184e-02	4.182998e-01
1.497491698083184e-02	4.182975e-01
1.497891698083183e-02	4.183044e-01
1.498425183707829e-02	4.183020e-01
