time	I(R4)
1.047075679038948e-03	2.903529e-02
1.050472671183491e-03	2.904582e-02
1.054041996433630e-03	2.928100e-02
1.061180646933908e-03	2.971747e-02
1.067378484709887e-03	3.000642e-02
1.074092752353094e-03	3.036194e-02
1.087521287639509e-03	3.106156e-02
1.099908261823754e-03	3.170480e-02
1.100665001505694e-03	3.174972e-02
1.101421741187634e-03	3.179250e-02
1.102178480869575e-03	3.183313e-02
1.102935220551515e-03	3.187161e-02
1.103691960233455e-03	3.190795e-02
1.104448699915395e-03	3.194214e-02
1.105205439597336e-03	3.197418e-02
1.113006460748075e-03	3.235901e-02
1.123407822282395e-03	3.288562e-02
1.144210545351035e-03	3.392332e-02
1.147872654726035e-03	3.410514e-02
1.155196873476035e-03	3.446643e-02
1.157027928163535e-03	3.455656e-02
1.160690037538535e-03	3.473605e-02
1.161491123964316e-03	3.477519e-02
1.162292210390097e-03	3.481413e-02
1.163093296815878e-03	3.485287e-02
1.163894383241659e-03	3.489141e-02
1.164695469667441e-03	3.492974e-02
1.165496556093222e-03	3.496788e-02
1.166297642519003e-03	3.500582e-02
1.167442051698691e-03	3.505969e-02
1.167838507735940e-03	3.507824e-02
1.168234963773188e-03	3.509662e-02
1.168631419810437e-03	3.511484e-02
1.169027875847686e-03	3.513290e-02
1.169424331884935e-03	3.515079e-02
1.169820787922184e-03	3.516852e-02
1.170217243959433e-03	3.518609e-02
1.172048298646933e-03	3.526244e-02
1.175710408021933e-03	3.536604e-02
1.182520022060879e-03	3.504605e-02
1.191503975629985e-03	3.246240e-02
1.199972724178081e-03	2.690837e-02
1.209418156477315e-03	1.940181e-02
1.217378185865233e-03	1.502345e-02
1.224933807289405e-03	1.303999e-02
1.232863720866848e-03	1.206932e-02
1.244057534849268e-03	1.151798e-02
1.255543612762086e-03	1.136110e-02
1.277224653660302e-03	1.127882e-02
1.304259798051975e-03	1.127093e-02
1.333556673051975e-03	1.126955e-02
1.362853548051975e-03	1.127074e-02
1.392150423051975e-03	1.127029e-02
1.421447298051975e-03	1.127006e-02
1.450744173051975e-03	1.127086e-02
1.480041048051975e-03	1.126965e-02
1.509337923051975e-03	1.127109e-02
1.538634798051975e-03	1.126957e-02
1.567931673051975e-03	1.127102e-02
1.597228548051975e-03	1.126975e-02
1.626525423051975e-03	1.127075e-02
1.655822298051975e-03	1.127007e-02
1.685119173051975e-03	1.127043e-02
1.714416048051975e-03	1.127037e-02
1.743712923051975e-03	1.127018e-02
1.773009798051976e-03	1.127057e-02
1.802306673051976e-03	1.127004e-02
1.831603548051976e-03	1.127063e-02
1.860900423051976e-03	1.127004e-02
1.890197298051976e-03	1.127058e-02
1.919494173051976e-03	1.127013e-02
1.948791048051976e-03	1.127047e-02
1.978087923051975e-03	1.127026e-02
2.007384798051975e-03	1.127035e-02
2.036681673051975e-03	1.127037e-02
2.065978548051975e-03	1.127025e-02
2.095275423051975e-03	1.127044e-02
2.124572298051975e-03	1.127021e-02
2.153869173051974e-03	1.127045e-02
2.183166048051974e-03	1.127022e-02
2.212462923051974e-03	1.127042e-02
2.241759798051974e-03	1.127026e-02
2.271056673051974e-03	1.127037e-02
2.300353548051973e-03	1.127031e-02
2.329650423051973e-03	1.127033e-02
2.358947298051973e-03	1.127035e-02
2.388244173051973e-03	1.127029e-02
2.417541048051973e-03	1.127038e-02
2.446837923051972e-03	1.127028e-02
2.476134798051972e-03	1.127038e-02
2.505431673051972e-03	1.127029e-02
2.534728548051972e-03	1.127036e-02
2.564025423051972e-03	1.127031e-02
2.593322298051971e-03	1.127034e-02
2.622619173051971e-03	1.127033e-02
2.651916048051971e-03	1.127033e-02
2.681212923051971e-03	1.127034e-02
2.710509798051971e-03	1.127032e-02
2.739806673051971e-03	1.127035e-02
2.769103548051970e-03	1.127031e-02
2.798400423051970e-03	1.127035e-02
2.827697298051970e-03	1.127032e-02
2.856994173051970e-03	1.127034e-02
2.886291048051970e-03	1.127032e-02
2.915587923051969e-03	1.127033e-02
2.944884798051969e-03	1.127033e-02
2.974181673051969e-03	1.127034e-02
3.000000000000000e-03	1.127038e-02
3.002929687500000e-03	1.185420e-02
3.008789062500000e-03	1.322689e-02
3.017258957307626e-03	1.464943e-02
3.026661540907354e-03	1.523945e-02
3.035332547640471e-03	1.550395e-02
3.047576320805672e-03	1.576903e-02
3.059878478780938e-03	1.588272e-02
3.070690554809765e-03	1.601588e-02
3.082243079935742e-03	1.611350e-02
3.095333735367780e-03	1.626818e-02
3.100000000000000e-03	1.637368e-02
3.100782812416059e-03	1.628481e-02
3.102348437248175e-03	1.594274e-02
3.105479686912408e-03	1.491108e-02
3.109241153056782e-03	1.383805e-02
3.115756809182810e-03	1.297496e-02
3.122760503265017e-03	1.264064e-02
3.132532292865775e-03	1.233837e-02
3.144044777962162e-03	1.222194e-02
3.159589020818100e-03	1.222692e-02
3.181085119498567e-03	1.219999e-02
3.210381994498567e-03	1.220917e-02
3.239678869498567e-03	1.220446e-02
3.268975744498567e-03	1.220834e-02
3.298272619498567e-03	1.220545e-02
3.327569494498566e-03	1.220733e-02
3.356866369498566e-03	1.220654e-02
3.386163244498566e-03	1.220636e-02
3.415460119498566e-03	1.220736e-02
3.444756994498566e-03	1.220572e-02
3.474053869498566e-03	1.220776e-02
3.503350744498565e-03	1.220551e-02
3.532647619498565e-03	1.220774e-02
3.561944494498565e-03	1.220569e-02
3.591241369498565e-03	1.220742e-02
3.620538244498565e-03	1.220612e-02
3.649835119498564e-03	1.220696e-02
3.679131994498564e-03	1.220659e-02
3.708428869498564e-03	1.220653e-02
3.737725744498564e-03	1.220696e-02
3.767022619498564e-03	1.220624e-02
3.796319494498563e-03	1.220714e-02
3.825616369498563e-03	1.220615e-02
3.854913244498563e-03	1.220714e-02
3.884210119498563e-03	1.220623e-02
3.913506994498563e-03	1.220700e-02
3.942803869498563e-03	1.220642e-02
3.972100744498564e-03	1.220679e-02
4.001397619498564e-03	1.220663e-02
4.030694494498564e-03	1.220660e-02
4.059991369498564e-03	1.220679e-02
4.089288244498565e-03	1.220648e-02
4.118585119498565e-03	1.220687e-02
4.147881994498565e-03	1.220644e-02
4.177178869498565e-03	1.220687e-02
4.206475744498566e-03	1.220647e-02
4.235772619498566e-03	1.220681e-02
4.265069494498566e-03	1.220655e-02
4.294366369498566e-03	1.220672e-02
4.323663244498567e-03	1.220664e-02
4.352960119498567e-03	1.220663e-02
4.382256994498567e-03	1.220672e-02
4.411553869498567e-03	1.220658e-02
4.440850744498567e-03	1.220675e-02
4.470147619498568e-03	1.220656e-02
4.499444494498568e-03	1.220675e-02
4.528741369498568e-03	1.220658e-02
4.558038244498568e-03	1.220673e-02
4.587335119498569e-03	1.220661e-02
4.616631994498569e-03	1.220669e-02
4.645928869498569e-03	1.220665e-02
4.675225744498569e-03	1.220665e-02
4.704522619498570e-03	1.220668e-02
4.733819494498570e-03	1.220662e-02
4.763116369498570e-03	1.220670e-02
4.792413244498570e-03	1.220662e-02
4.821710119498571e-03	1.220670e-02
4.851006994498571e-03	1.220662e-02
4.880303869498571e-03	1.220669e-02
4.909600744498571e-03	1.220664e-02
4.938897619498572e-03	1.220667e-02
4.968194494498572e-03	1.220666e-02
4.997491369498572e-03	1.220665e-02
5.026788244498572e-03	1.220667e-02
5.056085119498573e-03	1.220664e-02
5.085381994498573e-03	1.220668e-02
5.114678869498573e-03	1.220664e-02
5.143975744498573e-03	1.220668e-02
5.173272619498574e-03	1.220664e-02
5.202569494498574e-03	1.220667e-02
5.231866369498574e-03	1.220665e-02
5.261163244498574e-03	1.220666e-02
5.290460119498575e-03	1.220666e-02
5.319756994498575e-03	1.220666e-02
5.349053869498575e-03	1.220666e-02
5.378350744498575e-03	1.220665e-02
5.407647619498576e-03	1.220667e-02
5.436944494498576e-03	1.220665e-02
5.466241369498576e-03	1.220667e-02
5.495538244498576e-03	1.220665e-02
5.524835119498576e-03	1.220666e-02
5.554131994498577e-03	1.220665e-02
5.583428869498577e-03	1.220666e-02
5.612725744498577e-03	1.220666e-02
5.642022619498577e-03	1.220666e-02
5.671319494498578e-03	1.220666e-02
5.700616369498578e-03	1.220666e-02
5.729913244498578e-03	1.220666e-02
5.759210119498578e-03	1.220665e-02
5.788506994498579e-03	1.220666e-02
5.817803869498579e-03	1.220666e-02
5.847100744498579e-03	1.220666e-02
5.876397619498579e-03	1.220666e-02
5.905694494498580e-03	1.220666e-02
5.964288244498580e-03	1.220666e-02
5.993585119498580e-03	1.220666e-02
6.022881994498581e-03	1.220666e-02
6.052178869498581e-03	1.220666e-02
6.081475744498581e-03	1.220666e-02
6.110772619498581e-03	1.220666e-02
6.140069494498582e-03	1.220666e-02
6.169366369498582e-03	1.220666e-02
6.198663244498582e-03	1.220666e-02
6.257256994498583e-03	1.220666e-02
6.345147619498583e-03	1.220666e-02
6.374444494498584e-03	1.220666e-02
6.403741369498584e-03	1.220666e-02
6.433038244498584e-03	1.220666e-02
6.462335119498584e-03	1.220666e-02
6.491631994498584e-03	1.220666e-02
1.000000000000000e-02	1.220666e-02
1.000071130458226e-02	1.220666e-02
1.000072124750287e-02	1.896068e-02
1.000072548293119e-02	3.070370e-02
1.000072866901408e-02	4.808308e-02
1.000073165476446e-02	8.217829e-02
1.000073572620941e-02	1.644907e-01
1.000073956580687e-02	2.698935e-01
1.000074444311488e-02	4.283225e-01
1.000075090226638e-02	6.662482e-01
1.000076012437009e-02	1.056782e+00
1.000076989203648e-02	1.527125e+00
1.000077524663368e-02	1.811969e+00
1.000077850750212e-02	1.996635e+00
1.000078068748339e-02	2.124220e+00
1.000078304318648e-02	2.265243e+00
1.000078612149355e-02	2.453128e+00
1.000079010737534e-02	2.700612e+00
1.000079408514371e-02	2.950476e+00
1.000079465536953e-02	2.986477e+00
1.000079479792599e-02	2.995493e+00
1.000079508303890e-02	3.013541e+00
1.000079515431712e-02	3.018054e+00
1.000079520363911e-02	3.021178e+00
1.000079525296110e-02	3.024301e+00
1.000079530228309e-02	3.027424e+00
1.000079535160507e-02	3.030548e+00
1.000079540092706e-02	3.033671e+00
1.000079545024905e-02	3.036795e+00
1.000079549957104e-02	3.039918e+00
1.000079635490976e-02	3.094090e+00
1.000079749536140e-02	3.166280e+00
1.000079945986381e-02	3.290413e+00
1.000080158067239e-02	3.423888e+00
1.000080388901766e-02	3.568116e+00
1.000080651010602e-02	3.729970e+00
1.000080976269520e-02	3.927166e+00
1.000081378109700e-02	4.163886e+00
1.000081906756186e-02	4.461568e+00
1.000082626431140e-02	4.838538e+00
1.000083730287425e-02	5.351490e+00
1.000085658967722e-02	6.138432e+00
1.000086320249263e-02	6.377031e+00
1.000086918493121e-02	6.571071e+00
1.000087497148765e-02	6.746129e+00
1.000088385268408e-02	6.994579e+00
1.000089535801129e-02	7.283792e+00
1.000091697060777e-02	7.749370e+00
1.000094977621639e-02	8.352582e+00
1.000096193143538e-02	8.543999e+00
1.000097568956202e-02	8.729690e+00
1.000100000000000e-02	9.029490e+00
1.000100243104380e-02	9.055738e+00
1.000100729313139e-02	9.106902e+00
1.000101701730658e-02	9.203279e+00
1.000103646565696e-02	9.374460e+00
1.000107536235772e-02	9.661649e+00
1.000111341767703e-02	9.882645e+00
1.000115864648234e-02	1.007622e+01
1.000120285688520e-02	1.020824e+01
1.000125769908753e-02	1.031050e+01
1.000131743849130e-02	1.036464e+01
1.000140003768864e-02	1.037280e+01
1.000149148583859e-02	1.032860e+01
1.000157087426563e-02	1.026249e+01
1.000158238652010e-02	1.025085e+01
1.000160541102905e-02	1.022551e+01
1.000165146004693e-02	1.017270e+01
1.000171393502513e-02	1.009819e+01
1.000178260959795e-02	1.001409e+01
1.000185490058639e-02	9.924668e+00
1.000190959093954e-02	9.857167e+00
1.000195645197634e-02	9.799831e+00
1.000200056600229e-02	9.746371e+00
1.000201159450878e-02	9.733127e+00
1.000203365152175e-02	9.706836e+00
1.000206555548416e-02	9.669027e+00
1.000207326039967e-02	9.659971e+00
1.000208353362035e-02	9.647943e+00
1.000210408006170e-02	9.624041e+00
1.000214517294442e-02	9.576821e+00
1.000221583130222e-02	9.497065e+00
1.000228785795424e-02	9.417751e+00
1.000238599677431e-02	9.312980e+00
1.000249987117152e-02	9.195658e+00
1.000263233011955e-02	9.064324e+00
1.000274781065348e-02	8.954251e+00
1.000287512752635e-02	8.837589e+00
1.000300590874914e-02	8.722348e+00
1.000315322611386e-02	8.597638e+00
1.000329619221142e-02	8.481202e+00
1.000341591599803e-02	8.387249e+00
1.000353585637297e-02	8.296616e+00
1.000370781148293e-02	8.171664e+00
1.000388414863848e-02	8.048615e+00
1.000403539179317e-02	7.947412e+00
1.000418892383908e-02	7.848760e+00
1.000435403239029e-02	7.746468e+00
1.000447982131154e-02	7.670974e+00
1.000458241424180e-02	7.610465e+00
1.000469643854134e-02	7.540109e+00
1.000479327142964e-02	7.467246e+00
1.000486228883559e-02	7.389089e+00
1.000491964812834e-02	7.281253e+00
1.000496947806573e-02	7.128610e+00
1.000501823801422e-02	6.911460e+00
1.000505613669193e-02	6.705735e+00
1.000507791622915e-02	6.589719e+00
1.000510008544898e-02	6.487819e+00
1.000511344136769e-02	6.432471e+00
1.000513013365109e-02	6.365627e+00
1.000514898103588e-02	6.290950e+00
1.000518667580545e-02	6.143131e+00
1.000523511817489e-02	5.955513e+00
1.000529560030470e-02	5.724998e+00
1.000538299281107e-02	5.397059e+00
1.000542555799179e-02	5.239521e+00
1.000544756925183e-02	5.158933e+00
1.000546005039697e-02	5.113489e+00
1.000547223238361e-02	5.069267e+00
1.000548164018421e-02	5.035198e+00
1.000549131041203e-02	5.000265e+00
1.000550218618537e-02	4.961071e+00
1.000551272481719e-02	4.923195e+00
1.000552670395816e-02	4.873104e+00
1.000554002254567e-02	4.825546e+00
1.000555776705788e-02	4.762447e+00
1.000557823886869e-02	4.690028e+00
1.000560615976267e-02	4.591951e+00
1.000564384261373e-02	4.460861e+00
1.000569244248980e-02	4.294001e+00
1.000574625294429e-02	4.112453e+00
1.000580557744980e-02	3.917259e+00
1.000589078206830e-02	3.646271e+00
1.000597461688387e-02	3.391756e+00
1.000606366604386e-02	3.138371e+00
1.000617325191993e-02	2.855059e+00
1.000634857398940e-02	2.458718e+00
1.000653029577179e-02	2.122062e+00
1.000682580421172e-02	1.674146e+00
1.000686123846072e-02	1.629133e+00
1.000693210695874e-02	1.552606e+00
1.000707384395478e-02	1.413248e+00
1.000721833706750e-02	1.289198e+00
1.000743512281522e-02	1.131969e+00
1.000767470970410e-02	9.907303e-01
1.000811246743892e-02	7.834589e-01
1.000833645657524e-02	6.957051e-01
1.000845264241215e-02	6.570427e-01
1.000856547358535e-02	6.224558e-01
1.000860955138965e-02	6.096162e-01
1.000866362695591e-02	5.945290e-01
1.000873498971261e-02	5.753647e-01
1.000882488404705e-02	5.523544e-01
1.000894153366761e-02	5.242779e-01
1.000910015095341e-02	4.891266e-01
1.000934274314534e-02	4.405953e-01
1.000959854460514e-02	3.952236e-01
1.000988073362442e-02	3.512836e-01
1.001013768279247e-02	3.162065e-01
1.001043604882239e-02	2.805923e-01
1.001075269268041e-02	2.477404e-01
1.001114560749857e-02	2.128208e-01
1.001157864754952e-02	1.800917e-01
1.001198364640058e-02	1.538817e-01
1.001223906687318e-02	1.394110e-01
1.001243375093204e-02	1.293735e-01
1.001249556209631e-02	1.263548e-01
1.001252191462589e-02	1.251050e-01
1.001253270800261e-02	1.245982e-01
1.001253970348610e-02	1.242714e-01
1.001254915579844e-02	1.238315e-01
1.001256069750573e-02	1.232970e-01
1.001258378092029e-02	1.222373e-01
1.001262994774943e-02	1.201506e-01
1.001271169321426e-02	1.165499e-01
1.001283111712026e-02	1.114744e-01
1.001295821530980e-02	1.062528e-01
1.001297925718894e-02	1.054143e-01
1.001302134094721e-02	1.037805e-01
1.001310550846375e-02	1.006058e-01
1.001327384349682e-02	9.451015e-02
1.001341320695324e-02	8.972548e-02
1.001358976084518e-02	8.398431e-02
1.001367750202478e-02	8.126877e-02
1.001379943198375e-02	7.766771e-02
1.001390955293907e-02	7.455241e-02
1.001405314504512e-02	7.068761e-02
1.001421413391753e-02	6.660819e-02
1.001445673319703e-02	6.093694e-02
1.001479542483215e-02	5.380885e-02
1.001521665803905e-02	4.606546e-02
1.001571460712426e-02	3.834337e-02
1.001635129675265e-02	3.028139e-02
1.001704605053144e-02	2.341239e-02
1.001799400003034e-02	1.655662e-02
1.001923266365346e-02	1.044210e-02
1.002061597225768e-02	6.110078e-03
1.002186631226785e-02	3.753554e-03
1.002308149143137e-02	2.393938e-03
1.002423511673359e-02	1.606807e-03
1.002539326186236e-02	1.116090e-03
1.002649834631307e-02	8.196494e-04
1.002759174583246e-02	6.387201e-04
1.002863651132521e-02	5.642649e-04
1.002967560345591e-02	6.235353e-04
1.003027257467646e-02	8.094711e-04
1.003074062587733e-02	1.193801e-03
1.003115912053291e-02	1.956969e-03
1.003160754511221e-02	3.586127e-03
1.003203103381909e-02	6.492635e-03
1.003250253388612e-02	1.226055e-02
1.003299865538182e-02	2.264053e-02
1.003357647454195e-02	4.223992e-02
1.003423972732457e-02	7.593632e-02
1.003510208356013e-02	1.332535e-01
1.003569838320086e-02	1.790184e-01
1.003603912864153e-02	2.068547e-01
1.003609082577088e-02	2.111498e-01
1.003619422002960e-02	2.197927e-01
1.003640100854704e-02	2.371233e-01
1.003643315643042e-02	2.398245e-01
1.003649745219720e-02	2.452371e-01
1.003651352613889e-02	2.465913e-01
1.003654567402228e-02	2.493020e-01
1.003660996978905e-02	2.547268e-01
1.003666271241023e-02	2.591819e-01
1.003666874013837e-02	2.596914e-01
1.003667677710921e-02	2.603708e-01
1.003669285105091e-02	2.617299e-01
1.003672499893429e-02	2.644497e-01
1.003678929470107e-02	2.698945e-01
1.003690970773094e-02	2.801094e-01
1.003715053379068e-02	3.005884e-01
1.003740731423734e-02	3.224821e-01
1.003761736965375e-02	3.404423e-01
1.003792989732965e-02	3.672304e-01
1.003825271457995e-02	3.949653e-01
1.003926001025044e-02	4.817898e-01
1.004008721034450e-02	5.532282e-01
1.004076377884559e-02	6.116455e-01
1.004129192823826e-02	6.571867e-01
1.004182881788770e-02	7.034150e-01
1.004219979031334e-02	7.353079e-01
1.004253787726203e-02	7.643174e-01
1.004288137264940e-02	7.937272e-01
1.004337830870357e-02	8.361791e-01
1.004372872838252e-02	8.660507e-01
1.004401031128910e-02	8.900080e-01
1.004428113890344e-02	9.130144e-01
1.004438891515571e-02	9.221538e-01
1.004447299162883e-02	9.292716e-01
1.004455399683073e-02	9.361212e-01
1.004464118203927e-02	9.434859e-01
1.004473631250132e-02	9.515139e-01
1.004486148284415e-02	9.620653e-01
1.004504762075262e-02	9.777341e-01
1.004553775187101e-02	1.018859e+00
1.004587250797555e-02	1.046804e+00
1.004654202018464e-02	1.102377e+00
1.004726512544972e-02	1.161266e+00
1.004871133597989e-02	1.269604e+00
1.004955165484625e-02	1.311140e+00
1.005008560755614e-02	1.309186e+00
1.005065387948961e-02	1.281613e+00
1.005086840635355e-02	1.270596e+00
1.005103380957876e-02	1.266861e+00
1.005126013189657e-02	1.268844e+00
1.005140954989476e-02	1.273152e+00
1.005152733179474e-02	1.277769e+00
1.005164460160961e-02	1.282568e+00
1.005176128160932e-02	1.287054e+00
1.005191667888298e-02	1.291862e+00
1.005218994757517e-02	1.296953e+00
1.005241674604807e-02	1.297218e+00
1.005264548539393e-02	1.293023e+00
1.005285403716865e-02	1.286155e+00
1.005302888292183e-02	1.279304e+00
1.005321493823026e-02	1.272673e+00
1.005339480766854e-02	1.268442e+00
1.005360890113326e-02	1.267039e+00
1.005388295404610e-02	1.269224e+00
1.005403142971953e-02	1.271723e+00
1.005416100254181e-02	1.274311e+00
1.005431618419880e-02	1.277126e+00
1.005448312701314e-02	1.279158e+00
1.005475660869064e-02	1.279981e+00
1.005498541830183e-02	1.278237e+00
1.005517181430861e-02	1.275006e+00
1.005533896205744e-02	1.271180e+00
1.005550761543418e-02	1.267202e+00
1.005570945091992e-02	1.263191e+00
1.005589630636625e-02	1.260926e+00
1.005614764727036e-02	1.260055e+00
1.005630997502049e-02	1.260628e+00
1.005645496825525e-02	1.261785e+00
1.005662496630044e-02	1.263306e+00
1.005682139061354e-02	1.264721e+00
1.005703532150439e-02	1.265264e+00
1.005731502864849e-02	1.264253e+00
1.005751114888398e-02	1.262361e+00
1.005769359353127e-02	1.259800e+00
1.005788987785434e-02	1.256824e+00
1.005813582220414e-02	1.253556e+00
1.005835866211154e-02	1.251648e+00
1.005865477992693e-02	1.250690e+00
1.005882822938687e-02	1.250834e+00
1.005901796611054e-02	1.251378e+00
1.005925252031843e-02	1.251893e+00
1.005949927026680e-02	1.251713e+00
1.005981506723818e-02	1.250219e+00
1.006003677328851e-02	1.248358e+00
1.006025442685437e-02	1.246074e+00
1.006050357920453e-02	1.243570e+00
1.006078840300679e-02	1.241433e+00
1.006110720315654e-02	1.240109e+00
1.006134217964921e-02	1.239766e+00
1.006157224453157e-02	1.239658e+00
1.006186732435060e-02	1.239214e+00
1.006217627293492e-02	1.237943e+00
1.006265827160000e-02	1.234723e+00
1.006299300183131e-02	1.232201e+00
1.006332988276252e-02	1.230058e+00
1.006368751070171e-02	1.228571e+00
1.006398130543114e-02	1.227818e+00
1.006427947187876e-02	1.227081e+00
1.006466396061858e-02	1.225610e+00
1.006508471075957e-02	1.223283e+00
1.006539924359176e-02	1.221249e+00
1.006575847750498e-02	1.219092e+00
1.006617802570580e-02	1.217159e+00
1.006663249450832e-02	1.215556e+00
1.006703706782571e-02	1.214079e+00
1.006751435381510e-02	1.211828e+00
1.006811461628197e-02	1.208540e+00
1.006862595070430e-02	1.205923e+00
1.006916451048222e-02	1.203654e+00
1.006961753296787e-02	1.201878e+00
1.007018336348612e-02	1.199343e+00
1.007076708372121e-02	1.196375e+00
1.007128121353392e-02	1.193832e+00
1.007193500823178e-02	1.190984e+00
1.007252911225252e-02	1.188481e+00
1.007328960728058e-02	1.184987e+00
1.007405371078546e-02	1.181352e+00
1.007497345281491e-02	1.177245e+00
1.007581068911489e-02	1.173604e+00
1.007689698088028e-02	1.168667e+00
1.007793556603364e-02	1.163977e+00
1.007896502719437e-02	1.159518e+00
1.007992418415416e-02	1.155294e+00
1.008101885654466e-02	1.150403e+00
1.008231837293169e-02	1.144772e+00
1.008361750839397e-02	1.139158e+00
1.008497413117685e-02	1.133253e+00
1.008652002588667e-02	1.126657e+00
1.008809514021906e-02	1.119964e+00
1.008976776985859e-02	1.112875e+00
1.009230052291102e-02	1.102311e+00
1.009476767251985e-02	1.092091e+00
1.009717104733685e-02	1.082263e+00
1.010007800512487e-02	1.070544e+00
1.010372049600337e-02	1.056075e+00
1.010950046523419e-02	1.033610e+00
1.012828103621975e-02	9.644434e-01
1.014256554077783e-02	9.156845e-01
1.015910973425206e-02	8.631184e-01
1.016948435041590e-02	8.322224e-01
1.018303586978064e-02	7.942052e-01
1.020303516600429e-02	7.425209e-01
1.023233204100429e-02	6.742898e-01
1.026162891600429e-02	6.139395e-01
1.029092579100429e-02	5.612014e-01
1.032022266600429e-02	5.151188e-01
1.034951954100429e-02	4.748535e-01
1.037881641600429e-02	4.396732e-01
1.040811329100429e-02	4.089367e-01
1.043741016600429e-02	3.820837e-01
1.046670704100429e-02	3.586242e-01
1.049600391600429e-02	3.381299e-01
1.052530079100429e-02	3.202266e-01
1.055459766600429e-02	3.045866e-01
1.058389454100428e-02	2.909245e-01
1.061319141600428e-02	2.789899e-01
1.064248829100428e-02	2.685651e-01
1.067178516600428e-02	2.594584e-01
1.070108204100428e-02	2.515042e-01
1.073037891600428e-02	2.445557e-01
1.075967579100428e-02	2.384869e-01
1.078897266600428e-02	2.331853e-01
1.081826954100428e-02	2.285552e-01
1.084756641600428e-02	2.245102e-01
1.087686329100428e-02	2.209778e-01
1.090616016600428e-02	2.178917e-01
1.093545704100428e-02	2.151969e-01
1.096475391600428e-02	2.128424e-01
1.099405079100428e-02	2.107867e-01
1.102334766600428e-02	2.089904e-01
1.105264454100427e-02	2.074222e-01
1.108194141600427e-02	2.060519e-01
1.111123829100427e-02	2.048556e-01
1.114053516600427e-02	2.038102e-01
1.116983204100427e-02	2.028977e-01
1.119912891600427e-02	2.021002e-01
1.122842579100427e-02	2.014042e-01
1.125772266600427e-02	2.007959e-01
1.128701954100427e-02	2.002649e-01
1.131631641600427e-02	1.998009e-01
1.134561329100427e-02	1.993958e-01
1.137491016600427e-02	1.990419e-01
1.140420704100427e-02	1.987328e-01
1.143350391600427e-02	1.984624e-01
1.146280079100427e-02	1.982253e-01
1.149209766600427e-02	1.980190e-01
